step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,3261,1.610,2.547,20.23,92030,72243,0,17231,716,1919039,1108991.6,907354.8,0.100,0.695,0.101,0.104,92,33.69,18.18,0.32,2.07,9.00,7.32,0.08,1.07,8.01,7.76,0.02,0.24,0.267,0.158,2466,0.014,0.031,0.937,0.004,0.028,203290,161642,1,0.012,0.988,0.016,3674673,0.183,3.420,0.297,95.45,83569,304,0.473,0.137,0.404,12017441,1.12,2.95,0.210,0.651,0.010,9.9,31.9,50.3,161.5,56798,0.217,0.00,0.0042,0.083,878,0.639,0.000,0.588,0.558,3.29,4.45,4.50,0.07,0.027,1.13,1.11,1.12,0.671,0.00275,81.78,54.1373,2164.52,71857.3,140122.1,0.154,40.1572,219.375,0.000,1.000,0.000,71.8,88.437,105.323,5897,37062.6,23.70,98.871,6.47,25.959,1398.4,10.353,0.134,2.00,5.8326,19020.2,0.5479,0.3249,17.42,1.919,0.106,1.5345,0.0000,0.709,0.103,0.972,0.0000,5.21,0.76,5,17,26,69,80.7623,0.0005,0.3950,0.0000,0.0000,48.0641,100.00,60.4069,256.5458,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0012,0.000003,0,0.1972,0.0095,0.0194,68,253,644,0.0000,0.0000,0.0150,0.038,5.1463,0.0096,1.8238,0.0475,0.2661,0.0592,0.0000,-0.00016,0.961,0.0501,0.917,0.414,0.06,0.016,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9926,0.0000,1.8291,0.00000,0.04878,0.8098,0.8085
20000,2679,1.930,2.472,28.24,51773,39429,0,12569,356,850154,450312.6,417437.3,0.035,0.819,0.083,0.064,90,36.94,24.05,0.02,0.35,10.90,10.05,0.00,0.04,7.53,7.75,0.00,0.00,0.281,0.155,1945,0.032,0.034,0.915,0.005,0.045,69861,46128,2,0.527,0.473,0.000,45370,0.211,3.388,0.287,42.58,45133,303,0.491,0.191,0.457,4772141,1.00,3.81,0.210,0.649,0.000,10.0,34.0,66.0,180.0,49436,0.189,0.00,0.0022,0.124,629,0.405,0.000,0.505,0.297,3.49,4.42,4.63,0.00,0.001,1.00,1.01,1.00,0.434,0.00308,11.51,14.0779,2331.84,75587.1,140122.1,0.000,13.6486,95.935,0.000,1.000,0.000,56.4,37.794,40.683,5756,35799.5,26.84,35.628,5.25,8.491,1129.6,2.435,0.135,2.01,6.2837,16833.9,0.5867,0.4156,18.45,2.000,0.003,0.4655,0.0000,0.793,0.142,0.956,0.0000,5.48,1.07,5,17,33,90,31.4879,0.0000,0.3348,0.0000,0.0000,13.6981,100.00,83.6705,173.5498,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0012,0.000005,1,0.0907,0.0101,0.0142,54,206,649,0.0000,0.0000,0.0280,0.084,2.6568,0.0122,1.0514,0.0773,0.4423,0.0754,0.0000,-0.00007,0.980,0.0800,0.971,0.539,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0427,0.0000,1.5221,0.00000,0.06381,0.8282,0.8267
30000,3595,0.989,2.072,33.45,157031,113508,0,40103,2416,1485234,1149668.0,815540.7,0.029,0.871,0.062,0.038,53,28.43,8.89,0.03,0.41,6.45,3.80,0.00,0.09,7.70,4.23,0.00,0.04,0.226,0.116,1321,0.114,0.067,0.911,0.001,0.020,214938,147799,5,0.581,0.093,0.001,25328,0.190,3.145,0.238,107.43,145471,204,0.549,0.289,0.125,24724873,1.01,0.80,0.465,0.353,0.001,16.0,30.0,32.0,98.0,50995,0.195,0.00,0.0042,0.108,932,0.637,0.000,0.397,0.293,2.65,3.88,3.91,0.01,0.004,1.01,1.02,1.01,0.654,0.00288,58.73,32.5455,681.95,55739.5,140122.1,0.720,32.9919,247.864,0.000,1.000,0.000,91.7,103.193,118.192,5117,30937.9,16.06,97.831,4.11,30.740,1011.8,12.023,0.134,2.00,12.4451,44740.1,1.0315,0.4318,14.18,2.000,0.000,1.5345,0.0000,0.680,0.166,0.890,0.0000,4.09,0.36,8,15,16,49,94.7656,0.0027,0.5110,0.0000,0.0000,53.7876,100.00,45.0871,279.0837,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0028,0.0011,0.000004,88,1.1137,0.1360,0.0194,42,173,593,0.0000,0.0000,0.0353,0.059,3.7183,0.1761,1.8825,0.0395,0.2801,0.1005,0.0000,0.00027,0.997,0.0916,0.923,0.636,0.00,0.001,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1912,0.0000,2.0959,0.00000,0.03138,0.8786,0.8771
40000,3027,1.152,1.694,33.40,32112,29389,0,2565,319,160378,489046.0,122432.9,0.040,0.847,0.091,0.022,105,31.38,12.04,0.04,0.57,6.47,4.19,0.00,0.00,9.15,5.26,0.01,0.13,0.205,0.106,1264,0.081,0.083,0.900,0.001,0.016,31627,19945,8,0.654,0.090,0.000,3278,0.185,2.853,0.190,46.34,24935,255,0.763,0.324,0.070,7153596,1.01,0.80,0.560,0.360,0.003,18.0,32.0,48.0,168.0,47374,0.181,0.00,0.0018,0.109,691,0.527,0.000,0.263,0.130,3.11,4.06,4.07,0.01,0.004,1.02,1.01,1.02,0.532,0.00144,9.66,10.2032,646.89,58185.7,140122.1,0.111,8.8528,96.637,0.000,1.000,0.000,69.1,43.788,45.602,4460,24987.1,21.85,38.716,4.12,6.053,603.9,2.126,0.137,1.99,16.0977,48727.9,1.2539,0.4330,15.65,2.000,0.000,0.4655,0.0000,0.561,0.146,0.723,0.0000,4.26,0.56,9,16,24,84,40.8396,0.0168,0.4529,0.0000,0.0000,14.1066,100.00,77.6318,225.1372,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0019,0.0009,0.000001,407,1.8867,0.1378,0.0816,70,229,1433,0.0000,0.0000,0.0229,0.038,0.3306,0.3620,0.4109,0.0390,0.3808,0.0481,0.0000,0.00024,0.999,0.0894,0.852,0.565,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0244,0.0000,1.6312,0.00000,0.04545,0.8621,0.8613
50000,3667,0.899,1.448,33.65,69589,61739,0,4889,726,341510,1147022.2,336452.9,0.041,0.833,0.107,0.018,79,29.20,9.95,0.06,0.61,5.81,3.36,0.00,0.00,8.68,4.10,0.00,0.06,0.198,0.099,1615,0.087,0.067,0.922,0.001,0.010,81195,50086,17,0.451,0.260,0.000,3404,0.231,2.655,0.159,111.81,59583,211,0.985,0.344,0.032,21176488,1.02,0.77,0.496,0.428,0.001,16.0,32.0,36.0,98.0,53343,0.203,0.00,0.0036,0.113,939,0.635,0.000,0.326,0.205,3.09,3.95,3.98,0.01,0.006,1.02,1.02,1.03,0.639,0.00203,61.66,35.0322,1587.26,41486.5,140122.1,13.938,19.4789,235.733,0.000,1.000,0.000,89.7,102.504,138.990,3851,20376.8,21.42,95.190,4.11,11.839,344.1,6.452,0.134,2.00,18.9214,69384.9,1.5986,0.3771,14.55,2.000,0.000,1.5345,0.0000,0.538,0.141,0.579,0.0000,4.16,0.40,8,16,18,49,97.3607,0.0383,0.5165,0.0000,0.0000,52.1558,100.00,26.2194,277.7511,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0016,0.0007,0.000002,1595,6.4883,0.3016,0.0985,67,226,1662,0.0000,0.0000,0.0238,0.040,0.7334,1.3002,1.2243,0.0818,0.2993,0.0674,0.0000,-0.00018,1.000,0.0889,0.859,0.610,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9814,0.0000,1.5178,0.00000,0.03536,0.8617,0.8610
60000,2944,1.159,1.580,33.50,26302,24451,0,1384,245,109464,486878.8,126353.0,0.047,0.811,0.127,0.015,111,31.80,11.21,0.08,0.87,6.20,3.90,0.00,0.00,9.53,4.80,0.00,0.08,0.195,0.101,1294,0.091,0.082,0.898,0.001,0.019,24786,15123,14,0.240,0.107,0.000,1441,0.341,2.747,0.175,47.40,20284,283,1.154,0.342,0.037,6678216,1.03,0.71,0.516,0.361,0.003,18.0,32.0,48.0,116.0,46565,0.178,0.00,0.0017,0.113,761,0.511,0.000,0.263,0.111,3.18,4.08,4.12,0.03,0.013,1.04,1.03,1.03,0.515,0.00134,10.59,15.2850,702.92,53272.4,140122.1,0.213,9.7410,97.278,0.000,1.000,0.000,67.9,42.848,47.205,4259,23197.4,14.23,38.560,4.17,4.013,477.0,1.471,0.133,2.02,18.8905,55613.6,1.4352,0.4111,15.82,2.000,0.000,0.4655,0.0000,0.517,0.165,0.521,0.0000,4.28,0.55,9,16,24,58,40.2797,0.0203,0.4518,0.0000,0.0000,14.0556,100.00,75.2133,220.7796,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0016,0.0007,0.000001,945,3.1459,0.1807,0.1339,74,245,3188,0.0000,0.0000,0.0252,0.046,0.2435,0.6585,0.5356,0.0384,0.4014,0.0444,0.0000,-0.00005,1.000,0.0889,0.872,0.626,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0071,0.0000,1.6309,0.00000,0.04670,0.8614,0.8608
70000,3624,0.901,1.334,33.50,60711,54086,0,3273,754,254055,1125722.9,327254.7,0.050,0.807,0.128,0.015,84,30.51,11.55,0.06,0.61,5.64,3.41,0.00,0.00,9.48,4.62,0.00,0.07,0.186,0.096,1746,0.086,0.063,0.927,0.000,0.010,69348,42439,23,0.305,0.101,0.000,3719,0.208,2.540,0.143,109.92,50718,214,1.288,0.355,0.033,18972733,1.02,0.83,0.423,0.449,0.002,14.0,32.0,46.0,102.0,55055,0.210,0.00,0.0033,0.110,960,0.613,0.000,0.314,0.194,3.19,4.05,4.06,0.02,0.010,1.03,1.02,1.03,0.616,0.00197,61.55,39.3575,1616.00,39153.9,140122.1,19.027,19.8696,229.563,0.000,1.000,0.000,87.1,97.685,142.812,3647,18466.6,29.50,92.585,4.21,9.045,285.7,5.118,0.137,1.99,20.2955,73550.9,1.6649,0.3725,15.19,2.000,0.000,1.5345,0.0000,0.502,0.147,0.424,0.0000,4.26,0.51,7,16,23,51,92.9413,0.0491,0.5149,0.0000,0.0000,51.8584,100.00,23.2187,267.9006,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0015,0.0007,0.000001,1918,7.4135,0.3267,0.1159,73,228,2398,0.0000,0.0000,0.0351,0.062,0.6398,1.6045,1.3084,0.0935,0.3204,0.0634,0.0000,-0.00013,1.000,0.0885,0.906,0.695,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9656,0.0000,1.4612,0.00000,0.03702,0.8571,0.8565
80000,2983,1.201,1.455,33.40,24160,22439,0,1055,293,94562,486051.9,129855.2,0.050,0.793,0.144,0.013,116,34.15,13.57,0.09,0.98,6.51,4.34,0.00,0.00,10.39,5.54,0.00,0.07,0.191,0.106,1453,0.041,0.095,0.885,0.001,0.019,23055,14219,17,0.313,0.119,0.000,3130,0.247,2.646,0.162,47.41,18822,299,1.373,0.320,0.044,6204624,1.04,0.79,0.374,0.360,0.002,20.0,32.0,50.0,162.0,50661,0.193,0.00,0.0016,0.107,739,0.500,0.000,0.259,0.120,3.36,4.26,4.30,0.02,0.010,1.04,1.03,1.04,0.503,0.00130,11.25,16.9236,732.83,52769.2,140122.1,0.205,10.0818,97.096,0.000,1.000,0.000,68.9,42.168,46.889,3979,21250.5,23.68,38.214,4.34,3.477,368.7,1.311,0.134,2.00,19.3859,57828.1,1.3824,0.4148,16.98,2.000,0.000,0.4655,0.0000,0.516,0.166,0.495,0.0000,4.47,0.64,9,16,25,81,39.7227,0.0214,0.4573,0.0000,0.0000,13.9323,100.00,74.9097,218.7097,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0015,0.0007,0.000001,1014,3.4593,0.1747,0.1532,78,253,3629,0.0000,0.0000,0.0368,0.063,0.2390,0.8154,0.5904,0.0429,0.4147,0.0407,0.0000,-0.00005,0.998,0.0879,0.906,0.699,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9761,0.0000,1.5757,0.00000,0.04803,0.8524,0.8518
90000,3421,0.968,1.297,33.56,50837,45027,0,2662,794,214327,1091316.9,320498.9,0.060,0.786,0.141,0.013,92,33.46,13.70,0.07,1.02,6.25,3.73,0.00,0.00,10.34,5.30,0.00,0.06,0.191,0.097,1898,0.042,0.060,0.927,0.000,0.013,59494,36101,29,0.267,0.053,0.000,3884,0.247,2.519,0.141,106.29,43889,244,1.495,0.352,0.034,16749977,1.03,1.05,0.257,0.462,0.003,14.0,32.0,48.0,170.0,56992,0.217,0.00,0.0031,0.097,904,0.608,0.000,0.327,0.214,3.39,4.29,4.30,0.02,0.007,1.04,1.03,1.03,0.611,0.00207,61.61,42.1154,2083.36,33954.1,140122.1,23.890,21.1738,219.368,0.000,1.000,0.000,84.5,91.359,144.599,3532,17527.3,28.97,89.189,4.47,8.126,232.0,4.661,0.134,2.00,23.1619,79236.9,1.7770,0.3655,16.66,2.000,0.000,1.5345,0.0000,0.506,0.153,0.429,0.0000,4.56,0.58,7,16,24,63,86.7194,0.0462,0.5145,0.0000,0.0000,51.4895,100.00,20.1865,256.2626,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0013,0.0006,0.000001,1916,7.7095,0.3595,0.1325,74,237,3415,0.0000,0.0000,0.0491,0.090,0.6556,2.0952,1.4161,0.1070,0.3248,0.0611,0.0000,0.00015,0.999,0.0895,0.962,0.776,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9676,0.0000,1.4708,0.00000,0.03919,0.8422,0.8417
100000,2754,1.236,1.432,33.72,21462,19918,0,854,315,83569,482533.1,129906.9,0.062,0.769,0.156,0.012,128,38.38,14.44,0.15,1.26,7.15,4.75,0.00,0.00,11.75,5.99,0.00,0.08,0.185,0.098,1329,0.058,0.095,0.888,0.001,0.016,20751,12824,22,0.319,0.131,0.000,1275,0.095,2.619,0.159,47.22,16888,330,1.554,0.307,0.029,5544657,1.06,0.66,0.289,0.345,0.002,22.0,40.0,50.0,144.0,52443,0.200,0.00,0.0015,0.109,656,0.493,0.000,0.268,0.134,3.61,4.56,4.58,0.03,0.013,1.07,1.06,1.07,0.496,0.00145,11.91,18.5389,739.96,49161.7,140122.1,0.091,10.9057,95.733,0.000,1.000,0.000,65.2,41.040,46.587,3988,20956.2,20.52,37.971,4.64,3.202,344.7,1.232,0.134,2.01,22.4793,61907.9,1.4096,0.3924,19.04,2.000,0.000,0.4655,0.0000,0.523,0.145,0.440,0.0000,4.73,0.67,11,20,25,72,38.5472,0.0189,0.4604,0.0000,0.0000,13.8419,100.00,73.1772,211.1540,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0014,0.0006,0.000001,1042,3.6635,0.1885,0.1675,78,260,3811,0.0000,0.0000,0.0465,0.089,0.2661,1.0870,0.6813,0.0465,0.4193,0.0409,0.0000,0.00014,0.999,0.0894,0.962,0.818,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9648,0.0000,1.5770,0.00000,0.05109,0.8336,0.8331
