step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,place_k,probed,cells_held,land_bare
1000,13417,7522,157928,689037,650978,522892,8217,60478,546,0,343668,5198111,154229.540,81406.839,1.0205,59488.116,0.255,0.308,0.245,0.193,0.623,0.325,734,0.0373,0.6939,0.095,8.6,35.6,77.0,34.58,3.81,6.37,1.86,22.53,7.34,1.110,0.185,0.074,0.076,13.877,0.559,0.0026,83,406,1610,11705,55,0,0.000,7035,3426,3868,6123,491,2444,10482,0.00,1.05,18017,26.8647,156890,10209,478564,2499.1,-0.0,403083,46.843,2601886.217,5.62e-14,0.00069,30.00,208652,120.743,3.471,115.670,1.602,120.748,10111,1067,2239,0,0.3263,0.858,1.082,1.384,1.114,0.913,1.185,0.000,37616.083,12538.432,139993.570,38098.557,35625.529,0.000,14141.347,3715.257,4062.119,0.000,0.680,0.552,0.541,0.000,0.811,0.705,0.608,0.000,7207,73089,0.5049,0.7186,0.5638,0.0000,0.9995,0.0540,0.0595,0.0000,0.6231,0.7621,0.8271,0.0000,0.1294,0.0633,0.0370,0.0000,0.0000,0.7568,0.9668,0.0972,0.6995,0.9588,0.00314,20421,0.9998,0.6799,0.7020,0.0000,0.9990,0.0540,0.0595,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9649,5.1909,4.8146,0.0000,0.0872,0.1698,0.1585,0.269,0.362,0.326,0.320,4757,0.0754,0.0098,0.0116,0.0000,0.00145,0.00163,0.00147,0.00000,26.81,26.49,27.62,0.00,207.9138,0.0454,73.0199,27.0996,19.7433,1055286,1533255,1.1610,0.0320,4114.5,207.9138,21.62,0,0,0,0,0,0,9914,21918.723,19759.656,0.9614,7096.3887,1656.0199,9929.4851,20145.8670,19153.9484,1407.7210,19040,2207962.6,1.43e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,6.11,0,0.1846,0.6692
2000,10554,2196,90453,163423,143123,71268,1702,41864,402,0,387405,3341475,34180.329,35618.020,0.9490,12638.927,0.129,0.645,0.107,0.119,0.498,0.353,798,0.1135,0.7259,0.077,14.1,34.6,62.1,29.65,2.46,8.42,0.52,18.25,7.08,1.196,0.235,0.165,0.175,6.228,0.339,0.0045,79,422,715,20442,38,0,0.000,5513,1121,2633,6800,380,675,9499,0.25,10.55,16084,14.2506,156664,12024,449935,2334.7,-0.0,448666,19.326,2601886.217,2.24e-14,0.00133,25.34,56409,45.187,3.474,41.009,0.704,45.191,3656,1987,4911,0,0.2640,0.944,1.140,1.527,1.235,0.939,1.271,0.000,13244.802,11795.609,13899.033,13195.750,19724.473,0.000,13857.050,2624.438,6497.604,0.000,0.476,0.496,0.524,0.000,0.375,0.467,0.482,0.000,13321,29137,0.3782,0.5078,0.4292,0.0000,0.9994,0.0389,0.0526,0.0000,0.6980,0.8062,0.9036,0.0000,0.1489,0.0581,0.0355,0.0000,0.0000,0.4718,0.9460,0.0406,0.6670,0.9774,0.00366,5559,0.9984,0.6503,0.7008,0.0000,0.9987,0.0390,0.0527,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0921,5.3189,5.0085,0.0000,0.0412,0.0724,0.0689,0.084,0.140,0.128,0.098,1569,0.0533,0.0032,0.0032,0.0000,0.00157,0.00094,0.00092,0.00000,27.94,26.17,27.58,0.00,1441.9149,0.1045,33.2137,10.4993,8.8265,1065314,1530685,3.8391,0.0890,6233.2,1441.9149,26.00,0,0,0,0,0,0,14785,22979.092,20230.993,0.9500,2285.3797,390.9863,2809.5414,7050.8848,8327.0609,1426.7370,10551,1142253.8,2.21e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.58,0,0.1330,0.8665
3000,14783,2134,91308,173968,155581,81058,1602,32757,180,0,373305,3623186,39557.903,36267.320,1.0161,12561.192,0.067,0.785,0.075,0.073,0.509,0.344,488,0.0863,0.7190,0.064,14.7,33.5,64.1,30.42,2.33,7.51,0.39,20.19,7.06,1.163,0.220,0.199,0.205,5.568,0.259,0.0040,72,293,522,26584,35,0,0.000,6907,30,2271,12482,291,1755,12737,3.50,11.97,16203,13.7560,156217,13371,425311,3209.8,-0.0,478987,12.759,2601886.217,1.40e-14,0.00306,14.43,56557,42.334,3.473,37.664,1.197,42.340,4373,3975,6435,0,0.3720,0.936,1.068,1.533,1.197,0.952,1.271,0.000,13266.564,16070.218,14240.488,13189.460,24689.147,0.000,13198.551,2738.624,7768.953,0.000,0.537,0.486,0.498,0.000,0.392,0.459,0.520,0.000,16311,34105,0.4331,0.3024,0.3096,0.0000,0.9990,0.0409,0.0496,0.0000,0.6171,0.8049,0.8702,0.0000,0.1830,0.0216,0.0263,0.0000,0.0000,0.0000,0.9126,0.0219,0.6584,0.9896,0.00357,6193,0.9982,0.7200,0.7612,0.0000,0.9981,0.0410,0.0497,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9740,4.7226,4.8045,0.0000,0.0408,0.0535,0.0498,0.071,0.094,0.080,0.101,848,0.0352,0.0046,0.0037,0.0000,0.00169,0.00094,0.00112,0.00000,26.52,27.60,28.03,0.00,4717.8296,0.1118,38.1917,4.9544,7.8049,1066403,1527532,3.0757,0.1197,5124.9,4717.8296,22.38,0,0,0,0,0,0,12996,23706.127,21052.252,0.9500,2170.8656,250.1832,2745.8085,4240.6356,6376.8686,1059.7307,10363,1393630.1,2.65e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.69,0,0.1638,0.8427
4000,9595,1683,103387,184196,162256,78653,2156,38945,374,0,434873,4184024,37214.651,41500.455,1.0147,13921.700,0.052,0.815,0.074,0.059,0.496,0.353,685,0.1588,0.7429,0.061,15.0,34.7,60.9,28.26,3.11,9.42,0.31,15.43,6.90,1.209,0.262,0.293,0.299,5.247,0.278,0.0042,67,285,537,31307,45,0,0.000,5280,48,1723,7824,238,1613,7744,7.50,14.82,18359,14.3801,155819,12929,404019,1994.1,0.0,501988,13.997,2601886.217,6.80e-15,0.00215,37.93,63912,43.302,3.457,39.244,0.601,43.306,3566,2323,3706,0,0.3499,0.966,1.089,1.638,1.213,0.968,1.356,0.000,13899.740,15640.364,11108.149,13800.093,26228.110,0.000,13200.541,3172.151,11206.063,0.000,0.508,0.492,0.491,0.000,0.321,0.423,0.478,0.000,16923,44277,0.3986,0.3241,0.2688,0.0000,0.9990,0.0330,0.0433,0.0000,0.6206,0.9686,0.9583,0.0000,0.1968,0.0351,0.0452,0.0000,0.0000,0.8508,0.9676,0.0265,0.6630,0.9927,0.00359,4024,0.9998,0.8855,0.8400,0.0000,0.9979,0.0331,0.0435,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0716,5.3554,5.2969,0.0000,0.0340,0.0497,0.0436,0.052,0.077,0.061,0.085,949,0.0383,0.0044,0.0034,0.0000,0.00161,0.00081,0.00097,0.00000,27.48,27.14,27.34,0.00,4015.7342,0.1197,40.3708,5.0309,8.9659,1068950,1528124,3.7289,0.1413,4995.9,4015.7342,25.42,0,0,0,0,0,0,20006,27578.754,24043.490,0.9393,2045.8807,199.5138,2580.6974,4362.6905,5844.4792,1291.7632,10460,849325.0,1.99e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.38,0,0.1207,0.8627
5000,9724,1805,86673,145878,128560,57804,1401,33305,172,0,353710,3176402,34509.436,32816.780,1.0194,10281.294,0.060,0.827,0.073,0.039,0.459,0.385,307,0.1331,0.7104,0.052,15.7,36.1,67.4,30.32,3.70,9.66,0.48,16.48,7.30,1.227,0.261,0.353,0.362,5.432,0.284,0.0044,67,283,532,30296,41,13,0.255,5632,255,2550,6919,512,2130,7082,8.25,14.99,18541,15.4877,155442,15567,388882,2416.1,-0.0,524585,12.858,2601886.217,1.88e-14,0.00147,12.68,48861,39.052,3.510,34.913,0.630,39.057,4334,1739,3651,0,0.3002,0.975,1.098,1.707,1.196,0.968,1.387,0.000,11407.557,12426.489,14700.739,11301.003,18788.988,0.000,13291.434,2671.296,6572.757,0.000,0.450,0.462,0.466,0.000,0.349,0.376,0.457,0.000,22460,37277,0.3323,0.2446,0.2157,0.0000,0.9996,0.0335,0.0689,0.0000,0.6039,0.8723,0.9040,0.0000,0.1885,0.0496,0.0544,0.0000,0.0000,0.0000,0.7837,0.0887,0.6568,0.9667,0.00365,3263,0.9987,0.8508,0.8416,0.0000,0.9992,0.0336,0.0690,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0865,5.0724,5.1869,0.0000,0.0349,0.0706,0.0668,0.125,0.099,0.099,0.108,1160,0.0620,0.0051,0.0039,0.0000,0.00178,0.00075,0.00090,0.00000,27.02,26.14,26.70,0.00,4683.6285,0.1337,30.5410,5.6531,7.2045,1070202,1526604,3.6522,0.1424,4246.6,4683.6285,23.03,0,0,0,0,0,0,11367,22535.486,20045.616,0.9412,2271.2299,293.9133,2406.4095,3291.4784,4461.5667,853.3947,9856,736925.6,2.93e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.72,0,0.1317,0.8313
6000,11134,2021,88305,145975,128857,56410,1260,31288,154,0,378579,2998224,35670.926,35860.475,1.0571,10847.488,0.057,0.816,0.088,0.039,0.447,0.393,341,0.1140,0.6942,0.052,17.4,37.8,65.3,31.12,4.28,9.48,0.34,17.02,6.96,1.190,0.246,0.384,0.394,5.695,0.253,0.0042,64,279,515,28604,32,17,0.413,6173,419,1522,9193,1358,1976,7800,5.00,13.23,14793,14.6684,155273,19363,375178,2267.4,-0.0,552954,11.783,2601886.217,3.83e-14,0.00051,23.20,50280,39.499,3.427,35.301,0.771,39.504,5291,2027,3816,0,0.3224,0.949,1.068,1.666,1.173,0.957,1.338,0.000,9401.360,11852.652,19431.616,9276.819,17809.979,0.000,16425.522,2480.921,6106.544,0.000,0.438,0.450,0.457,0.000,0.370,0.359,0.430,0.000,32147,40058,0.2738,0.2340,0.2168,0.0000,0.9997,0.0423,0.0661,0.0000,0.5700,0.8893,0.8837,0.0000,0.2061,0.0616,0.0489,0.0000,0.0000,0.5756,0.9479,0.0547,0.6427,0.9516,0.00361,2676,0.9995,0.7987,0.7790,0.0000,0.9990,0.0424,0.0661,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9700,5.0505,5.1713,0.0000,0.0344,0.0494,0.0454,0.052,0.072,0.082,0.071,804,0.0329,0.0050,0.0039,0.0000,0.00168,0.00067,0.00083,0.00000,25.97,27.86,27.95,0.00,4410.3935,0.1594,27.5896,6.0214,5.7613,1070918,1524843,3.5165,0.1161,3776.8,4410.3935,19.40,0,0,0,0,0,0,11915,25012.988,22319.262,0.9437,2599.7855,497.8384,2334.5265,2801.8394,3900.6768,829.9640,10536,773219.5,2.93e-16,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.82,0,0.1443,0.7926
7000,12300,1895,108948,233731,215514,122670,2113,32758,132,0,414862,3121375,51011.049,43688.874,1.0428,16651.280,0.056,0.720,0.111,0.113,0.454,0.391,405,0.1017,0.6885,0.062,14.5,34.2,64.8,28.98,3.41,8.29,0.35,16.93,7.26,1.200,0.225,0.336,0.348,5.292,0.238,0.0038,60,266,600,37698,28,19,0.365,6659,719,1398,10183,1060,1564,9676,6.25,13.56,13256,12.9331,155165,13204,347217,4821.2,-0.0,581412,12.927,2601886.217,2.56e-14,0.00036,24.47,74321,50.693,3.548,46.050,1.095,50.697,4458,2718,5124,0,0.2950,0.938,1.072,1.691,1.260,0.936,1.287,0.000,16710.306,22080.743,17179.919,16592.802,33889.608,0.000,16864.146,2864.553,7308.894,0.000,0.425,0.469,0.483,0.000,0.347,0.546,0.604,0.000,27980,54723,0.3231,0.1616,0.1609,0.0000,0.9997,0.0406,0.0603,0.0000,0.6109,0.8611,0.9063,0.0000,0.2170,0.0330,0.0587,0.0000,0.0000,0.5360,0.9365,0.1539,0.6838,0.9488,0.00344,6348,0.9979,0.6750,0.7139,0.0000,0.9988,0.0406,0.0603,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9611,5.1105,5.2179,0.0000,0.0354,0.0606,0.0574,0.058,0.102,0.089,0.084,992,0.0402,0.0033,0.0030,0.0000,0.00159,0.00124,0.00124,0.00000,26.87,27.39,27.92,0.00,4678.0615,0.1633,51.1160,6.5939,6.3335,1073227,1522218,3.3528,0.1031,3105.9,4678.0615,21.78,0,0,0,0,0,0,12829,27037.594,24172.436,0.9450,2530.8089,529.4892,3130.0644,3059.5351,5052.3737,895.9997,11005,741313.7,0.00e0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.97,0,0.1467,0.8315
8000,9995,1759,81566,155745,141227,73290,889,26631,100,0,299831,2726871,36883.480,33648.466,1.0830,13354.568,0.072,0.768,0.095,0.064,0.447,0.403,244,0.1077,0.6868,0.050,16.7,33.8,63.1,28.62,3.17,8.25,0.54,16.67,7.14,1.239,0.218,0.329,0.342,5.736,0.279,0.0037,69,283,531,28060,56,23,0.325,5405,199,1116,8680,749,1075,8171,5.75,13.60,15370,13.5695,154728,13747,325715,3173.9,-0.0,600570,11.312,2601886.217,3.69e-14,0.00012,7.77,55561,39.681,3.440,35.496,0.745,39.685,3225,2228,4542,0,0.2813,0.926,1.101,1.769,1.250,0.940,1.378,0.000,11316.668,17232.551,11582.634,11227.376,27428.037,0.000,12215.332,1784.032,6294.533,0.000,0.396,0.461,0.486,0.000,0.288,0.481,0.541,0.000,24981,40798,0.3432,0.1549,0.2108,0.0000,0.9995,0.0410,0.0613,0.0000,0.6119,0.9387,0.9599,0.0000,0.2204,0.0346,0.0508,0.0000,0.0000,0.0000,0.8987,0.0754,0.6425,0.9411,0.00336,6067,0.9993,0.8236,0.7919,0.0000,0.9989,0.0411,0.0613,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9899,5.2159,5.3375,0.0000,0.0353,0.0808,0.0773,0.110,0.120,0.143,0.118,1120,0.0519,0.0032,0.0035,0.0000,0.00170,0.00085,0.00118,0.00000,26.35,27.32,28.17,0.00,3997.7898,0.1367,39.1930,4.9816,6.3306,1075429,1521033,3.2714,0.1928,3200.1,3997.7898,16.84,0,0,0,0,0,0,9155,20293.898,18097.429,0.9510,1917.0245,291.3704,2548.8726,2710.0647,4235.8117,672.7543,8524,671088.0,3.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.95,0,0.1250,0.8749
9000,8244,1356,65354,111218,99492,45263,601,22293,68,0,271913,2062566,26758.515,26454.732,1.0478,8647.502,0.060,0.795,0.114,0.031,0.417,0.418,204,0.1154,0.6860,0.060,18.7,32.5,59.1,28.47,3.73,9.15,0.41,15.18,7.53,1.166,0.265,0.381,0.399,5.199,0.254,0.0040,66,294,368,33597,47,21,0.553,4475,43,1117,7084,308,1259,6677,7.50,15.20,19220,16.3069,154304,16686,316722,2047.9,-0.0,612162,9.226,2601886.217,1.93e-14,0.00252,30.68,37085,30.547,3.414,26.744,0.390,30.552,3014,1945,3285,0,0.3149,0.951,1.048,1.710,1.173,0.969,1.277,0.000,7305.293,12032.322,10169.017,7262.368,17974.633,0.000,10624.777,2300.507,4881.946,0.000,0.373,0.430,0.451,0.000,0.299,0.372,0.488,0.000,29955,31844,0.3606,0.1545,0.1924,0.0000,0.9993,0.0441,0.0685,0.0000,0.6120,0.9835,0.9391,0.0000,0.2324,0.0523,0.0623,0.0000,0.0000,0.7745,0.9568,0.0722,0.7093,0.9526,0.00320,3272,0.9993,0.8266,0.7330,0.0000,0.9982,0.0441,0.0685,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9419,5.2309,5.3337,0.0000,0.0324,0.0614,0.0596,0.061,0.099,0.139,0.081,843,0.0516,0.0035,0.0035,0.0000,0.00173,0.00073,0.00113,0.00000,26.86,28.20,27.85,0.00,3648.2737,0.1179,25.6613,3.8732,5.3528,1076906,1520834,3.1040,0.2559,3609.7,3648.2737,18.95,0,0,0,0,0,0,8785,17807.230,15884.055,0.9411,1595.4200,205.1546,1814.5030,2077.1702,3000.7539,636.9085,7559,533525.5,7.04e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.96,0,0.1040,0.8837
10000,7360,1176,75145,124480,109964,48479,856,24010,149,0,329257,2155163,29872.278,28759.464,0.9972,8239.323,0.036,0.831,0.098,0.035,0.406,0.411,340,0.1563,0.6972,0.065,19.0,35.2,59.6,28.59,4.00,10.82,0.35,13.42,7.04,1.219,0.291,0.485,0.502,5.052,0.260,0.0042,58,250,380,40626,54,16,0.489,4436,56,1421,5883,249,1420,5691,12.50,19.75,23011,18.5633,153805,17495,311307,1642.4,-0.0,620061,9.352,2601886.217,1.00e-14,0.00104,11.37,41751,32.010,3.477,28.146,0.387,32.014,3384,1328,2648,0,0.2802,0.957,1.068,1.880,1.175,0.962,1.404,0.000,9187.465,12325.648,11039.843,9127.070,17944.687,0.000,12019.071,2811.896,5689.175,0.000,0.358,0.405,0.457,0.000,0.248,0.370,0.491,0.000,34484,38119,0.3186,0.1335,0.2701,0.0000,0.9994,0.0389,0.0610,0.0000,0.6204,0.9327,0.9256,0.0000,0.2064,0.0616,0.0749,0.0000,0.0000,0.0688,0.7983,0.1236,0.6664,0.9440,0.00296,1885,0.9998,0.8608,0.8219,0.0000,0.9981,0.0390,0.0611,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9552,5.3168,5.2970,0.0000,0.0309,0.0454,0.0446,0.079,0.076,0.099,0.056,972,0.0679,0.0028,0.0037,0.0000,0.00196,0.00095,0.00118,0.00000,27.29,26.60,27.46,0.00,4213.3644,0.1349,27.4606,4.1865,5.1655,1078016,1520226,3.1584,0.2471,3432.5,4213.3644,19.36,0,0,0,0,0,0,10894,20520.141,18306.217,0.9354,1745.1695,192.3978,2100.1023,2247.9088,3568.7213,763.8563,8268,543151.1,9.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,5.99,0,0.1016,0.8728
