step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2175,0.757,0.674,8.83,36476,28316,3892,188,3335,21731,1071753.2,364732.0,0.300,0.394,0.140,0.166,88,27.35,21.13,2.40,6.45,0.93,3.78,3.32,8.49,19.88,15.29,0.01,0.20,0.033,0.113,923,0.040,0.067,0.912,0.000,0.022,226452,220357,30,0.144,0.394,0.243,7409132,0.256,2.999,0.052,5.70,69014,275,16.784,0.569,0.205,10969782,1.60,8.69,0.217,0.080,0.006,5.4,23.2,57.6,123.6,57697,0.220,0.00,0.0025,0.034,318,0.969,0.000,0.670,0.840,4.35,5.60,5.47,0.09,0.036,1.60,1.60,1.62,0.969,0.00026,1.91,67.9880,2682.45,88468.9,140185.7,71.969,101.9818,162.772,933.363,0.997,0.277,59.4,75.052,236.366,706,3404.9,77.13,25.132,162.485,4606.9,91.944,0.134,2.00,17.3702,37780.1,0.8577,0.3158,26.53,0.984,0.163,1.4775,0.0000,0.442,0.114,0.302,0.0000,7.68,1.38,6,23,49,81,71.4643,3.0190,0.6607,0.0000,0.0000
20000,2276,0.995,0.496,11.83,24201,20105,1351,2046,598,203240,449824.6,187823.6,0.169,0.614,0.087,0.131,171,26.70,18.86,0.94,3.20,7.09,8.33,0.96,2.97,11.80,9.92,0.02,0.24,0.218,0.210,1825,0.022,0.082,0.909,0.000,0.009,73121,63860,3,0.397,0.594,0.211,4019724,0.205,2.484,0.036,13.20,28418,649,0.924,0.128,0.380,6855213,1.24,4.18,0.121,0.670,0.011,4.9,24.2,51.6,138.2,47315,0.180,0.00,0.0017,0.102,505,0.772,0.000,0.689,0.681,3.98,4.94,5.06,0.31,0.113,1.18,1.33,1.24,0.780,0.00138,2.30,19.2907,2498.66,102476.1,140185.7,14.870,32.7051,80.178,470.904,0.936,0.344,46.7,37.135,73.794,241,778.4,49.50,5.886,55.244,4296.0,31.775,0.133,2.00,11.4471,26053.5,0.8668,0.4276,20.79,1.228,0.317,0.5225,0.0000,0.326,0.108,0.059,0.0000,5.99,0.71,5,21,36,70,33.1475,0.8364,0.5620,0.0000,0.0000
30000,3243,0.893,0.539,14.70,100283,70829,1113,19835,7539,589097,1038699.7,775550.7,0.152,0.636,0.077,0.135,121,19.43,17.11,0.40,1.99,4.68,6.55,0.08,0.82,7.10,6.10,0.01,0.11,0.159,0.199,2158,0.010,0.085,0.891,0.000,0.023,334659,289817,18,0.148,0.548,0.023,1806157,0.187,2.857,0.036,12.98,143480,528,1.317,0.204,0.336,22601069,1.14,7.48,0.035,0.588,0.003,2.7,13.3,45.5,114.8,39753,0.152,0.00,0.0045,0.076,704,0.844,0.000,0.840,0.704,2.88,3.77,4.16,0.06,0.031,1.11,1.16,1.15,0.854,0.00145,5.10,71.8734,2987.84,91351.5,140185.7,59.937,106.4382,171.997,790.687,0.970,0.292,69.4,69.479,226.485,247,920.1,83.82,6.710,164.051,4452.1,94.313,0.135,2.00,11.0333,35781.1,1.5011,0.7539,12.26,1.441,0.510,1.4775,0.0000,0.434,0.201,0.294,0.0000,5.77,0.94,2,11,24,58,57.6308,7.1434,0.5365,0.0000,0.0000
40000,2754,1.058,0.476,20.38,63057,45903,241,14748,2654,527676,524655.4,421935.9,0.169,0.651,0.080,0.100,188,17.47,10.71,0.13,1.28,4.40,4.68,0.04,0.63,5.86,4.64,0.00,0.06,0.194,0.189,1262,0.064,0.113,0.853,0.000,0.034,115609,90451,6,0.594,0.045,0.009,269491,0.181,2.381,0.037,21.78,54790,496,0.800,0.164,0.309,7602983,1.04,5.21,0.162,0.509,0.000,4.0,16.0,32.0,83.9,28720,0.110,0.00,0.0033,0.077,566,0.517,0.000,0.621,0.480,2.11,3.23,3.91,0.01,0.005,1.02,1.06,1.05,0.534,0.00263,4.30,20.6502,2111.13,97342.7,140185.7,12.031,26.2919,105.279,434.306,0.956,0.326,50.4,43.590,64.233,315,1154.5,64.41,4.621,47.501,4182.5,30.899,0.135,2.00,11.2992,31118.0,1.5334,0.5925,10.43,1.618,0.493,0.5225,0.0000,0.586,0.240,0.592,0.0000,4.83,1.10,3,11,16,49,34.6283,1.7106,0.4710,0.0000,0.0000
50000,2966,1.031,0.549,24.01,92327,58784,913,26494,5924,632298,945070.6,859346.9,0.201,0.612,0.119,0.068,108,21.95,12.06,0.14,0.88,5.67,5.46,0.00,0.08,6.61,4.89,0.00,0.03,0.199,0.181,1013,0.194,0.088,0.899,0.000,0.013,271426,232439,4,0.617,0.040,0.002,116478,0.225,3.306,0.038,14.52,142827,483,1.359,0.196,0.326,17242211,1.06,4.06,0.458,0.384,0.001,4.1,29.6,32.0,72.0,36878,0.141,0.00,0.0048,0.089,570,0.770,0.000,0.628,0.666,2.12,3.49,4.00,0.02,0.009,1.05,1.07,1.07,0.783,0.00191,5.82,68.3640,3403.18,81420.6,140185.7,60.683,115.5891,162.973,632.225,0.950,0.246,60.0,58.380,221.331,180,654.8,107.84,6.296,161.039,4508.3,83.196,0.135,2.00,15.2879,45343.8,1.5052,0.9086,12.43,1.654,0.484,1.4775,0.0000,0.732,0.322,0.659,0.0000,4.73,1.01,4,16,16,36,49.4343,3.2935,0.5108,0.0000,0.0000
60000,2789,0.971,0.391,21.67,58683,41845,980,12608,3427,372253,543849.6,343771.0,0.064,0.780,0.056,0.100,181,18.99,13.17,0.18,1.22,4.81,5.40,0.03,0.49,6.37,4.56,0.00,0.06,0.177,0.180,1118,0.149,0.108,0.872,0.000,0.020,107417,84782,9,0.395,0.085,0.008,108089,0.187,2.091,0.030,23.63,56634,446,0.923,0.184,0.322,11071596,1.08,5.10,0.283,0.444,0.001,2.8,18.0,32.0,128.0,31739,0.121,0.00,0.0031,0.106,671,0.599,0.000,0.494,0.484,2.28,3.34,3.98,0.02,0.012,1.06,1.10,1.09,0.609,0.00249,5.20,20.6788,1623.12,95861.5,140185.7,10.487,24.8133,107.029,460.054,0.926,0.323,54.3,46.552,61.228,198,722.5,54.52,4.217,46.294,3634.5,30.994,0.136,2.00,12.2232,34090.4,1.4826,0.6192,11.38,1.516,0.526,0.5225,0.0000,0.643,0.334,0.537,0.0000,4.90,0.97,3,12,16,64,38.1968,1.4046,0.4826,0.0000,0.0000
70000,2821,1.067,0.607,24.40,87594,57729,2456,19707,7670,456513,1016956.1,693705.1,0.099,0.589,0.181,0.131,113,20.66,12.34,0.18,1.31,5.07,5.03,0.02,0.46,6.42,4.67,0.00,0.00,0.185,0.173,1051,0.100,0.110,0.872,0.000,0.019,272128,230218,8,0.329,0.102,0.003,151652,0.194,3.464,0.040,18.94,143440,451,1.520,0.182,0.311,15130925,1.08,4.10,0.285,0.368,0.000,3.4,24.0,32.0,124.0,32947,0.126,0.00,0.0056,0.072,622,0.706,0.000,0.438,0.686,2.05,3.46,3.87,0.01,0.009,1.05,1.10,1.08,0.716,0.00216,8.11,73.9211,3947.51,76144.8,140185.7,68.018,99.7932,166.496,667.032,0.942,0.233,59.8,64.176,213.650,275,987.4,124.56,5.710,147.004,4512.3,86.067,0.135,2.00,17.6735,49856.9,1.8305,0.7855,11.68,1.658,0.507,1.4775,0.0000,0.747,0.311,0.686,0.0000,4.67,0.96,3,13,16,62,51.6804,6.4113,0.4860,0.0000,0.0000
80000,2615,1.037,0.429,22.47,58042,41114,1016,13011,3107,353464,542685.0,342628.5,0.071,0.721,0.085,0.123,182,18.22,12.21,0.12,0.89,4.53,4.88,0.03,0.49,6.18,4.69,0.00,0.06,0.170,0.173,1041,0.101,0.125,0.856,0.000,0.018,104883,80432,7,0.390,0.067,0.009,160646,0.171,2.426,0.029,24.59,56595,432,0.969,0.174,0.303,7921803,1.06,5.42,0.265,0.435,0.000,2.5,18.2,32.0,60.0,28383,0.108,0.00,0.0034,0.101,648,0.498,0.000,0.391,0.482,2.20,3.26,3.92,0.01,0.008,1.05,1.07,1.05,0.509,0.00270,5.36,21.8836,1874.85,94292.9,140185.7,10.219,26.1598,106.082,435.755,0.904,0.322,54.3,45.685,59.710,167,509.2,76.56,3.752,45.440,4011.9,29.805,0.133,2.00,13.4408,35147.7,1.6354,0.6447,10.85,1.538,0.552,0.5225,0.0000,0.654,0.330,0.582,0.0000,4.89,1.08,2,12,16,36,37.0605,1.5696,0.4444,0.0000,0.0000
90000,2854,1.035,0.553,24.37,87187,57043,2443,19583,7879,453697,1012280.6,685697.9,0.105,0.584,0.176,0.134,112,20.86,12.30,0.20,1.36,5.19,5.06,0.05,0.67,6.19,4.20,0.00,0.07,0.187,0.179,1035,0.100,0.097,0.888,0.000,0.016,267181,224190,16,0.264,0.236,0.013,307593,0.232,3.062,0.040,19.84,143377,437,1.511,0.183,0.323,14799821,1.09,4.05,0.333,0.364,0.002,3.5,26.0,32.0,98.0,33191,0.127,0.00,0.0057,0.079,706,0.695,0.000,0.468,0.682,2.09,3.44,3.91,0.03,0.014,1.06,1.11,1.09,0.705,0.00217,9.45,72.9194,3106.07,79777.1,140185.7,65.461,100.7121,168.604,643.617,0.965,0.247,62.0,64.996,211.906,256,1038.2,111.17,5.343,147.320,4496.6,85.045,0.135,2.00,16.5189,47144.9,1.7907,0.7816,11.63,1.678,0.509,1.4775,0.0000,0.742,0.308,0.708,0.0000,4.65,1.01,3,13,16,49,53.4630,5.3508,0.5077,0.0000,0.0000
100000,2570,1.052,0.400,21.92,56014,39710,1040,12649,2899,332492,536910.7,331293.0,0.076,0.705,0.086,0.133,181,18.70,12.77,0.31,1.83,4.48,4.98,0.11,0.82,6.18,4.48,0.00,0.06,0.161,0.175,996,0.060,0.114,0.870,0.000,0.016,103753,80375,12,0.242,0.083,0.030,497187,0.186,2.300,0.027,22.55,53740,423,0.996,0.173,0.293,7865941,1.12,5.48,0.267,0.437,0.002,2.3,20.0,32.0,72.0,28520,0.109,0.00,0.0034,0.109,593,0.508,0.000,0.408,0.492,2.21,3.34,3.94,0.02,0.014,1.08,1.16,1.12,0.519,0.00252,4.75,21.1050,1755.29,93352.3,140185.7,11.315,25.6198,104.523,448.563,0.901,0.314,51.8,45.282,62.175,160,430.0,79.81,3.934,46.997,3854.0,31.253,0.136,2.00,14.2305,36572.4,1.6786,0.6566,11.10,1.525,0.553,0.5225,0.0000,0.615,0.322,0.553,0.0000,4.95,1.12,2,12,16,62,37.1376,1.6775,0.4638,0.0000,0.0000
