step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1113,22.91,2.23,0.57,2.37,17.10,0.02,1.57,0.008,0.284,522744.8,200540.7,22,31,3.90,1.61,1.55,38.2351,1341.56,66981.2,4.0498,1.0988,5462,14.1264,116,78.0671,473565.4
10000,1,744,29.95,2.77,1.30,3.94,21.24,0.01,1.73,0.004,0.249,355132.8,111865.0,22,44,4.60,1.74,1.69,20.8553,1186.33,17620.8,27.3773,1.8616,5461,25.1229,207,54.3747,298741.4
10000,2,318,36.84,2.11,1.31,5.21,26.42,0.00,1.42,0.000,0.128,212652.8,52215.9,13,36,5.31,1.23,1.57,8.8975,154.56,3867.0,40.5419,2.7413,5461,35.8028,383,30.0435,147133.6
20000,0,846,28.28,0.95,7.52,1.30,12.13,0.02,1.24,0.011,0.213,182281.8,81434.5,3,121,4.06,1.17,1.34,9.1599,1015.26,82811.4,0.0059,3.4068,5462,6.9896,71,24.5491,148842.3
20000,1,925,25.39,0.97,6.77,0.86,11.12,0.02,1.25,0.011,0.207,171834.1,75532.0,3,111,3.82,1.19,1.34,8.0749,1238.40,18222.9,3.3713,3.9808,5461,12.4305,75,22.9085,132266.4
20000,2,505,26.47,0.87,6.95,0.60,12.47,0.03,1.22,0.014,0.121,95484.4,30854.3,2,107,4.14,1.18,1.30,2.0558,245.00,1441.8,11.4929,5.8074,5461,17.7148,95,7.7866,36642.5
30000,0,1408,19.40,0.46,4.74,0.07,6.21,0.00,1.16,0.001,0.186,512158.0,394943.8,16,122,2.76,1.12,1.20,40.6590,1777.11,71123.0,0.7748,1.0006,5462,13.0775,92,89.4676,503581.5
30000,1,1131,19.18,0.44,4.27,0.13,7.42,0.01,1.16,0.005,0.158,387751.9,284310.0,16,123,2.93,1.14,1.17,25.8207,932.04,16943.2,20.3897,2.6327,5461,23.2574,59,63.4101,364179.5
30000,2,704,19.92,0.19,5.21,0.04,8.37,0.01,1.06,0.003,0.111,167558.3,108097.6,6,123,3.04,1.04,1.08,5.3937,278.70,3285.3,38.7729,9.3454,5461,33.1444,96,11.1736,75371.8
40000,0,1168,18.19,0.15,4.50,0.05,5.57,0.00,1.05,0.000,0.137,203874.9,178637.8,4,123,2.01,1.02,1.06,10.4254,1067.00,78672.4,0.0105,5.0712,5462,8.2046,74,23.8895,153619.2
40000,1,1020,17.90,0.13,4.71,0.02,5.83,0.00,1.05,0.001,0.125,190974.1,155275.6,5,90,2.01,1.03,1.06,8.0890,932.09,16671.3,3.5884,6.3441,5461,14.5913,100,19.6732,128089.1
40000,2,566,15.23,0.08,3.63,0.05,6.50,0.00,1.03,0.000,0.066,131005.6,88897.7,5,139,2.49,1.01,1.04,2.1358,112.04,1999.0,8.4317,10.3672,5461,20.7942,141,3.9378,27285.6
50000,0,1160,24.76,0.09,6.47,0.00,6.79,0.00,1.04,0.002,0.177,421092.4,405956.3,4,117,1.90,1.03,1.04,35.7016,1646.00,66323.8,1.5283,1.1617,5462,10.9885,67,83.4242,412191.6
50000,1,1236,21.74,0.20,5.78,0.00,6.17,0.00,1.09,0.000,0.171,394806.3,363462.9,4,148,2.11,1.07,1.11,29.0322,1599.25,13156.3,22.1603,2.8952,5461,19.5422,55,69.7110,367886.7
50000,2,570,16.69,0.14,3.83,0.01,7.22,0.00,1.05,0.002,0.073,155691.2,103057.2,3,120,2.61,1.03,1.06,3.6302,157.93,1940.4,36.9946,10.4656,5461,27.8497,58,7.9040,51882.7
60000,0,1003,19.92,0.12,5.15,0.05,6.21,0.00,1.06,0.001,0.132,202234.2,126764.2,8,156,2.16,1.05,1.07,9.1382,808.68,78223.3,0.0430,5.8362,5462,8.7621,62,21.9157,144521.2
60000,1,1115,19.69,0.27,5.14,0.03,6.06,0.00,1.13,0.001,0.146,208754.4,140173.8,7,139,2.21,1.09,1.15,9.6767,762.27,15912.7,2.9389,6.7414,5461,15.5828,80,21.1612,142418.6
60000,2,671,16.46,0.11,3.74,0.01,7.12,0.00,1.04,0.003,0.085,133435.6,77596.8,7,177,2.56,1.03,1.06,1.8639,52.17,1725.6,7.5047,11.0494,5461,22.2072,56,3.2174,23001.2
70000,0,1326,21.66,0.19,5.33,0.02,6.12,0.00,1.09,0.000,0.177,502006.4,343700.2,8,105,1.84,1.06,1.12,43.9286,2562.82,62134.0,3.7947,1.1852,5462,12.0794,56,87.3874,491005.1
70000,1,873,21.63,0.14,5.65,0.00,6.08,0.00,1.06,0.000,0.119,361085.3,244955.4,7,99,1.96,1.04,1.09,26.5250,1313.30,12062.7,25.3398,4.2336,5461,21.4824,95,53.2384,320656.6
