step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1184,23.37,1.53,1.95,1.54,16.47,0.06,1.33,0.017,0.290,524076.7,200684.0,23,44,3.91,1.38,1.42,38.1271,1161.11,69375.0,4.1018,1.0403,5462,14.1717,104,77.2860,474339.2
10000,1,763,27.74,2.61,1.99,3.03,18.71,0.04,1.63,0.018,0.232,358910.9,116600.0,25,55,4.52,1.70,1.57,21.6343,983.89,17540.9,31.4379,2.1536,5461,25.2034,207,49.6230,298424.0
10000,2,354,35.29,2.03,3.14,4.69,25.49,0.05,1.44,0.011,0.143,221613.7,48146.8,16,39,5.16,1.46,1.42,8.1473,227.90,3368.2,52.0367,3.4596,5461,35.9176,264,28.0993,147568.8
20000,0,1126,17.55,0.45,2.97,1.60,11.06,0.03,1.10,0.007,0.203,245519.4,78164.7,8,84,3.50,1.07,1.16,11.8488,1055.40,77423.6,0.0000,4.2203,5462,7.5438,41,30.5100,204813.8
20000,1,894,21.56,0.63,6.14,1.48,11.33,0.04,1.15,0.016,0.204,134259.3,38922.5,6,105,3.78,1.11,1.23,4.9818,956.14,19461.1,2.4451,4.7266,5461,13.4161,75,13.6879,86833.4
20000,2,610,22.21,0.76,7.26,1.97,10.41,0.07,1.21,0.023,0.143,88189.1,18119.7,5,158,3.90,1.19,1.25,1.7053,144.05,2869.1,7.0619,6.0636,5461,19.1194,189,4.4402,27730.8
30000,0,1417,19.75,0.42,4.06,0.44,7.72,0.01,1.14,0.004,0.204,552836.6,343112.2,12,122,2.94,1.13,1.17,39.7966,1465.40,69378.5,3.2908,1.4094,5462,14.5103,88,82.8419,545682.9
30000,1,1106,20.73,0.34,4.38,0.23,8.39,0.00,1.12,0.001,0.169,377157.2,220062.2,9,161,2.95,1.11,1.15,23.9062,936.66,19516.2,29.5243,2.7674,5461,25.8055,134,54.2304,354295.7
30000,2,624,22.03,0.63,4.67,0.18,8.77,0.00,1.19,0.002,0.102,152377.2,64640.1,10,171,3.19,1.13,1.25,4.3473,132.81,4137.7,54.6959,5.7459,5461,36.7757,177,13.9898,95870.6
40000,0,1040,17.78,0.15,3.62,0.11,6.42,0.01,1.06,0.004,0.123,253258.0,224434.6,5,106,2.24,1.06,1.06,13.5333,871.29,83730.7,0.0183,4.7621,5462,7.5483,106,31.1930,207286.1
40000,1,1015,17.83,0.23,3.41,0.12,6.89,0.00,1.10,0.001,0.124,142362.3,116697.3,4,123,2.32,1.11,1.11,6.0948,1344.34,20442.1,1.6161,5.1345,5461,13.4240,65,13.2191,90939.2
40000,2,568,16.67,0.16,2.51,0.18,8.58,0.00,1.04,0.000,0.074,85527.5,53340.9,4,182,2.89,1.04,1.05,1.8419,131.26,2022.8,7.7642,5.8797,5461,19.1307,136,3.9386,27139.9
