step,cause,age,size,n,worn
10000,hunger,0,0,7,0
10000,hunger,0,4,17,0
10000,hunger,0,8,19,0
10000,hunger,0,12,20,0
10000,hunger,0,16,41,0
10000,hunger,0,20,42,0
10000,hunger,0,24,519,1
10000,hunger,0,28,80,0
10000,hunger,0,32,140,0
10000,hunger,0,36,972,1
10000,hunger,0,40,123,0
10000,hunger,0,44,134,1
10000,hunger,0,48,1389,4
10000,hunger,0,52,57,0
10000,hunger,0,56,30,1
10000,hunger,0,60,53,0
10000,hunger,0,64,505,2
10000,hunger,0,68,13,0
10000,hunger,0,72,3,0
10000,hunger,0,76,18,0
10000,hunger,0,80,125,0
10000,hunger,0,84,1,0
10000,hunger,0,88,2,0
10000,hunger,0,92,5,0
10000,hunger,0,100,44,1
10000,hunger,0,120,14,0
10000,hunger,0,128,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,0,196,1,0
10000,hunger,50,0,180,0
10000,hunger,50,4,189,0
10000,hunger,50,8,172,0
10000,hunger,50,12,136,0
10000,hunger,50,16,171,0
10000,hunger,50,20,185,1
10000,hunger,50,24,1896,2
10000,hunger,50,28,334,2
10000,hunger,50,32,446,2
10000,hunger,50,36,2871,12
10000,hunger,50,40,318,0
10000,hunger,50,44,437,1
10000,hunger,50,48,4071,15
10000,hunger,50,52,139,1
10000,hunger,50,56,112,2
10000,hunger,50,60,175,0
10000,hunger,50,64,1117,8
10000,hunger,50,68,18,0
10000,hunger,50,72,14,0
10000,hunger,50,76,54,0
10000,hunger,50,80,266,3
10000,hunger,50,84,2,0
10000,hunger,50,92,1,0
10000,hunger,50,96,6,0
10000,hunger,50,100,19,0
10000,hunger,50,108,1,0
10000,hunger,50,120,4,0
10000,hunger,50,136,1,0
10000,hunger,100,0,104,0
10000,hunger,100,4,158,0
10000,hunger,100,8,128,0
10000,hunger,100,12,59,0
10000,hunger,100,16,120,1
10000,hunger,100,20,149,0
10000,hunger,100,24,1662,6
10000,hunger,100,28,228,0
10000,hunger,100,32,412,0
10000,hunger,100,36,2424,16
10000,hunger,100,40,276,2
10000,hunger,100,44,386,2
10000,hunger,100,48,3797,27
10000,hunger,100,52,125,1
10000,hunger,100,56,98,1
10000,hunger,100,60,129,1
10000,hunger,100,64,1041,13
10000,hunger,100,68,13,0
10000,hunger,100,72,18,0
10000,hunger,100,76,51,1
10000,hunger,100,80,183,0
10000,hunger,100,84,1,0
10000,hunger,100,92,4,0
10000,hunger,100,96,4,0
10000,hunger,100,100,13,0
10000,hunger,100,120,1,0
10000,hunger,100,144,1,0
10000,hunger,150,0,43,0
10000,hunger,150,4,145,0
10000,hunger,150,8,183,1
10000,hunger,150,12,86,1
10000,hunger,150,16,129,0
10000,hunger,150,20,158,1
10000,hunger,150,24,1293,13
10000,hunger,150,28,218,1
10000,hunger,150,32,327,5
10000,hunger,150,36,2292,24
10000,hunger,150,40,235,2
10000,hunger,150,44,368,6
10000,hunger,150,48,3857,45
10000,hunger,150,52,95,0
10000,hunger,150,56,99,0
