step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2557,0.3794,18824.2,128,958,879,720,65,62,89,25055,26320,28338,0,0,0,1.000,1.000,1.000,771,192,11,0.4202,0.0992,0.5695,0.0505
2000,2261,0.4785,19175.2,214,827,767,667,79,119,120,27532,28751,31782,0,0,0,1.000,1.000,1.000,641,199,25,0.4008,0.1202,0.6005,0.0540
3000,2419,0.4692,21494.1,226,945,785,689,114,84,113,23731,24329,27902,0,0,0,1.000,1.000,1.000,710,197,21,0.4867,0.0933,0.6324,0.0482
4000,2639,0.4570,26928.4,250,1014,904,721,113,109,110,22416,23378,27003,0,0,0,1.000,1.000,1.000,788,218,19,0.4248,0.1174,0.5869,0.0539
5000,2699,0.3857,25593.4,229,986,879,834,155,135,173,21052,20961,24863,0,0,0,1.000,1.000,1.000,746,206,10,0.4988,0.0964,0.6509,0.0503
6000,3011,0.3584,22848.1,198,1048,1073,890,159,180,195,21051,21407,23953,0,0,0,1.000,1.000,1.000,820,272,30,0.5364,0.0947,0.6803,0.0469
7000,3304,0.4013,21644.8,189,1266,1147,891,175,153,200,20123,20723,23778,0,0,0,1.000,1.000,1.000,944,260,22,0.5702,0.0803,0.6982,0.0413
8000,3247,0.4764,23647.6,229,1182,1182,883,122,158,165,23334,24925,28014,0,0,0,1.000,1.000,1.000,895,263,23,0.4204,0.1087,0.5927,0.0491
9000,2522,0.4576,19676.2,269,1001,796,725,110,125,176,26350,29029,32395,0,0,0,1.000,1.000,1.000,788,166,22,0.3838,0.1276,0.6135,0.0543
10000,2206,0.5086,18911.3,283,963,751,492,128,103,107,28905,32249,35723,0,0,0,1.000,1.000,1.000,757,193,12,0.2961,0.1406,0.5916,0.0686
11000,1588,0.4836,14582.4,340,759,487,342,91,104,111,30438,35173,39553,0,0,0,1.000,1.000,1.000,632,111,9,0.2615,0.1583,0.6526,0.0810
12000,1176,0.5060,11779.0,394,563,372,241,62,86,86,31858,38312,42707,0,0,0,1.000,1.000,1.000,449,84,2,0.1921,0.1762,0.6979,0.1003
13000,866,0.4527,8944.0,384,530,233,103,39,97,55,31826,40060,44627,0,0,0,1.000,1.000,1.000,424,62,1,0.1782,0.2163,0.7454,0.1028
14000,577,0.5009,5832.3,431,413,123,41,20,54,27,32027,41909,46839,0,0,0,1.000,1.000,1.000,353,39,1,0.1155,0.2570,0.7583,0.1065
15000,522,0.5019,5179.5,351,416,87,19,22,59,19,31777,43325,48835,0,0,0,1.000,1.000,1.000,317,19,0,0.0787,0.3666,0.6602,0.1316
16000,422,0.4597,4151.3,384,321,79,22,9,63,21,30578,43092,49485,0,0,0,1.000,1.000,1.000,271,14,0,0.1267,0.2399,0.7818,0.1103
17000,750,0.4627,6545.1,323,468,178,104,27,112,65,29047,41363,48761,0,0,0,1.000,1.000,1.000,396,44,1,0.1780,0.2390,0.7940,0.1022
18000,1115,0.4332,10206.0,315,643,289,183,48,119,91,25731,37043,45673,0,0,0,1.000,1.000,1.000,500,78,13,0.3137,0.1431,0.7384,0.0701
19000,1827,0.4253,15025.3,300,841,564,422,99,122,159,23265,32962,42185,0,0,0,1.000,1.000,1.000,681,160,20,0.3707,0.1206,0.7039,0.0635
20000,2542,0.3895,17090.0,245,1148,823,571,113,142,158,21214,28893,38289,0,0,0,1.000,1.000,1.000,876,181,20,0.4476,0.0988,0.6837,0.0507
