step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west
10000,1204,1.312,1.456,19.56,66921,50499,0,13138,537,1028587,643923.9,524594.6,0.154,0.653,0.101,0.092,89,27.07,14.34,0.44,2.01,7.72,6.72,0.70,2.53,11.51,10.06,0.00,0.00,0.278,0.206,866,0.018,0.028,0.944,0.009,0.019,140817,112908,2,0.153,0.806,0.115,1550098,0.197,2.762,0.170,49.81,62499,165,0.510,0.219,0.376,6305228,1.08,2.55,0.292,0.620,0.000,8.0,26.1,50.0,76.0,24520,0.094,0.00,0.0046,0.077,371,0.581,0.000,0.443,0.537,3.58,4.66,4.67,0.09,0.032,1.01,1.16,1.08,0.614,0.00390,31.09,33.6693,826.74,107372.3,140122.1,0.117,20.3138,124.739,0.000,1.000,0.134,37.2,51.058,153.635,3675,21751.1,11.74,57.679,6.26,10.820,440.9,4.513,0.133,2.00,5.5024,6624.9,0.4656,0.3207,20.37,1.525,0.599,1.5345,0.0000,0.397,0.237,0.350,0.0000,5.30,1.12,6,16,36,64,47.0529,0.0014,0.4228,0.0000,0.0000,159.5700,100.00,87.6155,155.9482,0.0,0.0000,0.0000,0.9117,0.6669,2964,0.2964,0.0000,0.0000,0.0034,0.0015,0.000005,0,0.0890,0.0091,0.0129,51,176,425,0.0000,0.0000,0.0139,0.038,2.7136,0.0021,0.9703,0.0191,0.3107,0.1063,0.5306,0.00988
20000,931,1.898,2.269,26.70,20534,16059,0,3852,10,306309,194802.1,137226.2,0.154,0.756,0.059,0.030,86,38.61,23.38,0.08,1.11,10.84,8.56,0.00,0.00,8.31,6.80,0.01,0.18,0.270,0.128,619,0.043,0.073,0.901,0.009,0.017,27894,19961,1,0.101,0.899,0.000,295390,0.163,3.280,0.267,19.90,16529,184,0.448,0.233,0.409,1774906,1.02,2.62,0.382,0.617,0.006,10.0,32.0,72.0,162.0,17901,0.068,0.00,0.0025,0.132,281,0.438,0.000,0.361,0.318,3.45,4.42,4.54,0.02,0.008,1.03,1.02,1.02,0.467,0.00287,3.42,5.8717,797.60,93943.6,140122.1,0.000,6.1616,39.436,0.000,1.000,0.099,26.0,16.550,48.470,5546,34537.9,18.24,15.302,5.69,4.151,648.1,0.956,0.133,2.00,6.9758,6494.5,0.5588,0.3539,19.23,2.000,0.000,0.4655,0.0000,0.121,0.106,0.014,0.0000,5.13,1.04,5,16,36,81,14.4148,0.0001,0.3491,0.0000,0.0000,48.7994,100.00,94.0397,82.3409,0.0,0.0000,0.0000,0.9487,0.7142,885,0.3029,0.0000,0.0000,0.0033,0.0014,0.000004,1,0.0362,0.0097,0.0134,50,171,473,0.0000,0.0000,0.0055,0.008,0.7829,0.0024,0.2557,0.0161,0.4165,0.0707,0.5351,0.00877
