step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,818,0.4853,7672.5,148,374,245,199,19,21,10,35075,38038,37405,0,0,0,0.911,0.791,0.699,277,134,73,0.1618,0.2233,0.4638,0.0821
2000,1081,0.4699,7582.4,175,381,420,280,35,45,36,35866,36050,39494,0,0,0,0.891,0.933,0.966,271,324,222,0.1791,0.2164,0.4559,0.0757
3000,1144,0.4170,7681.4,177,352,345,447,53,37,73,37039,36264,34644,0,0,0,0.954,0.942,0.893,299,278,274,0.1875,0.2212,0.4877,0.0687
4000,1397,0.4102,9469.3,175,550,458,389,53,53,51,34682,36561,33365,0,0,0,0.961,0.931,0.861,481,362,228,0.1837,0.2119,0.5024,0.0656
5000,1713,0.4040,9726.3,167,671,682,360,66,66,67,33197,32600,36069,0,0,0,0.922,0.930,0.940,489,522,301,0.1992,0.2225,0.4699,0.0646
6000,1798,0.3621,10198.3,162,510,538,750,58,61,76,34553,32669,30701,0,0,0,0.922,0.875,0.846,382,383,484,0.1856,0.2268,0.4885,0.0558
7000,1480,0.4338,9042.5,180,521,485,474,61,90,63,36372,35688,31594,0,0,0,0.907,0.890,0.918,424,346,339,0.2061,0.2049,0.5220,0.0599
8000,1496,0.4144,7849.6,175,505,658,333,54,68,47,33279,32642,33261,0,0,0,0.837,0.912,0.895,314,542,244,0.2612,0.1458,0.5460,0.0487
9000,1400,0.4129,7141.4,165,448,382,570,42,35,63,36006,34043,31446,0,0,0,0.943,0.920,0.937,349,307,448,0.2080,0.1915,0.5438,0.0490
10000,1204,0.4228,6624.9,168,481,352,371,51,42,58,38199,36817,32357,0,0,0,0.946,0.899,0.880,391,249,234,0.2051,0.1958,0.5277,0.0579
11000,712,0.5084,4717.4,219,346,239,127,32,65,25,37589,38284,35369,0,0,0,0.887,0.890,0.834,242,173,79,0.2144,0.1733,0.5441,0.0594
12000,587,0.4293,4404.7,217,283,137,167,32,31,51,38812,38654,35760,0,0,0,0.921,0.865,0.829,223,90,96,0.2028,0.1937,0.5605,0.0636
13000,422,0.4502,2972.5,216,274,77,71,13,30,33,39248,40075,37266,0,0,0,0.959,0.937,0.894,222,50,49,0.1711,0.2510,0.5918,0.0684
14000,246,0.4472,2160.7,313,180,50,16,5,36,14,38342,41264,37922,0,0,0,0.961,0.895,0.757,150,33,9,0.1006,0.3211,0.6387,0.0668
15000,95,0.5684,1138.5,388,76,11,8,1,5,6,36391,40942,37773,0,0,0,0.835,0.835,1.000,34,7,8,0.1159,0.3683,0.6726,0.0593
16000,324,0.3056,2353.3,185,260,46,18,1,26,7,35127,39481,37441,0,0,0,0.826,0.931,0.911,118,36,14,0.1443,0.2776,0.7040,0.0559
17000,175,0.2800,1822.0,250,138,22,15,2,18,14,34110,39070,36519,0,0,0,0.947,0.925,0.862,106,15,10,0.2319,0.2086,0.7413,0.0489
18000,333,0.4805,3584.8,283,183,119,31,11,44,22,33114,36610,35791,0,0,0,0.930,0.933,0.966,140,89,25,0.2571,0.1938,0.7496,0.0454
19000,711,0.3994,5812.8,220,260,212,239,32,52,66,31315,34245,31187,0,0,0,0.961,0.938,0.885,220,168,141,0.2557,0.1473,0.7136,0.0388
20000,931,0.3491,6494.5,182,361,289,281,60,63,70,29105,34132,30707,0,0,0,0.971,0.941,0.928,318,240,206,0.2862,0.1255,0.6860,0.0385
