step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,60,1640,38.58,0.48,13.11,1.27,22.53,0.04,0.012,115,11.54,6.04,879
5000,1,1032,32.32,0.16,8.22,0.99,22.56,0.03,0.007,195,12.58,5.85,542
5000,4,1008,58.40,5.73,15.23,0.09,17.30,3.10,0.784,1566,107.42,29.98,853
5000,66,952,21.43,1.28,3.81,0.45,14.50,0.29,0.097,249,12.70,2.02,442
5000,3,471,41.06,0.06,8.36,0.05,16.99,0.03,0.013,267,9.16,13.62,244
5000,108,460,63.66,5.00,8.97,0.08,30.73,4.27,0.885,1792,182.21,26.10,280
5000,95,455,39.99,2.74,9.42,0.99,17.98,1.49,0.477,404,23.87,8.36,277
5000,158,295,63.05,10.70,5.98,0.26,33.02,2.80,0.695,1837,156.55,33.99,200
5000,270,275,63.26,6.55,11.60,7.19,31.20,3.54,0.916,2104,206.55,43.08,201
5000,2,97,55.14,1.18,3.39,3.21,41.61,0.30,0.072,481,39.59,8.53,44
5000,135,83,58.68,11.88,13.55,0.06,26.86,4.77,0.964,2492,233.13,30.52,78
5000,9,73,39.59,5.92,12.89,0.63,11.81,3.44,0.986,2201,151.56,37.53,46
5000,254,38,57.87,16.18,12.76,0.00,12.21,3.76,0.947,1930,108.42,20.82,29
5000,5,26,68.51,4.27,15.92,0.73,53.12,4.65,0.962,1988,286.36,59.49,16
5000,91,21,23.16,0.00,0.00,0.90,20.29,0.00,0.000,1823,55.59,72.10,20
5000,145,8,49.06,6.12,13.88,0.00,25.25,4.12,0.750,2376,243.14,41.77,8
5000,12,7,19.95,0.00,3.86,0.00,13.14,0.00,0.000,579,22.32,11.90,5
5000,112,6,30.42,3.83,11.17,9.83,5.83,3.17,0.833,3690,182.79,26.18,6
5000,267,5,59.11,18.20,6.00,1.20,32.80,2.60,1.000,3380,366.52,44.77,5
5000,248,5,22.09,0.00,0.00,6.00,14.60,0.00,0.000,2064,57.28,66.06,4
6000,1,3236,46.46,1.80,6.91,0.82,32.33,0.45,0.103,314,27.97,8.94,1591
6000,66,1621,24.49,1.17,5.40,0.62,18.07,0.39,0.112,164,11.82,1.19,752
6000,4,919,56.63,6.23,14.00,0.14,15.95,3.23,0.817,1800,106.57,31.27,828
6000,60,533,42.19,0.28,14.45,0.91,21.56,0.05,0.015,211,10.85,10.16,317
6000,108,443,58.07,4.95,8.05,0.05,27.75,3.90,0.835,2119,184.68,26.21,330
6000,270,324,58.91,6.15,11.12,7.34,26.99,3.50,0.895,2003,166.42,34.45,242
6000,3,228,43.37,0.00,8.43,0.00,15.99,0.02,0.004,320,13.01,16.43,136
6000,158,189,62.58,12.63,7.17,0.00,28.13,3.36,0.852,2603,196.07,40.12,161
6000,95,175,43.08,5.43,9.82,0.08,13.99,1.76,0.589,530,28.02,5.41,132
6000,135,87,59.69,10.68,13.24,0.31,30.26,4.03,0.874,2332,190.24,25.77,79
6000,9,79,36.28,5.39,12.38,0.51,10.84,3.29,0.949,2665,146.96,38.24,58
6000,2,79,54.68,0.86,1.51,1.08,43.43,0.22,0.038,948,54.92,31.57,47
6000,472,54,79.49,14.26,16.52,2.52,25.52,4.81,1.000,3475,275.01,53.00,49
6000,457,49,53.01,7.24,17.51,0.06,17.43,4.24,0.878,3321,229.94,68.61,49
6000,459,32,37.76,0.00,0.00,0.62,34.66,0.00,0.000,1652,61.29,44.05,19
6000,254,25,60.44,18.96,10.96,0.00,12.00,3.64,0.920,2528,132.53,25.80,21
6000,5,17,72.01,4.06,16.82,1.12,55.29,4.59,0.941,3007,381.12,80.36,17
6000,91,15,26.50,0.00,0.00,1.40,23.33,0.00,0.000,1080,33.27,39.60,10
6000,453,12,17.65,0.00,0.00,0.00,14.25,0.00,0.000,1081,26.69,25.14,8
6000,460,9,102.50,29.67,3.78,0.00,14.33,2.78,0.889,2388,135.72,9.25,6
6000,469,7,81.40,38.14,18.43,0.00,6.57,5.14,1.000,4030,276.84,21.41,7
6000,267,5,53.53,17.00,4.80,0.80,29.40,2.40,0.800,4380,385.43,54.24,5
7000,1,2204,40.60,2.98,10.02,0.58,23.24,0.93,0.213,469,35.25,9.75,1375
7000,4,1073,44.46,3.81,9.85,0.09,16.18,1.88,0.469,1108,63.40,21.69,766
7000,66,1054,20.92,0.80,4.29,0.46,14.17,0.31,0.085,228,12.10,1.94,489
7000,486,401,37.45,0.05,8.77,1.16,24.53,0.00,0.000,268,17.12,7.15,237
7000,60,390,32.66,0.65,10.76,0.67,15.09,0.22,0.072,197,10.78,7.10,221
7000,108,375,53.10,4.78,7.72,0.15,24.19,3.56,0.771,2308,185.99,30.79,280
7000,270,246,56.47,6.18,10.56,8.47,25.33,3.05,0.789,2668,198.30,36.13,216
7000,3,192,46.02,0.15,8.05,0.00,17.58,0.01,0.000,271,14.42,4.89,116
7000,158,157,67.05,11.52,7.68,0.02,33.23,2.70,0.688,1769,133.89,31.84,111
7000,485,149,36.25,0.74,9.21,0.13,15.82,0.27,0.067,339,11.08,14.31,82
7000,95,123,41.39,2.44,11.80,0.00,17.80,1.19,0.382,338,20.41,3.18,81
7000,489,60,34.35,7.10,7.08,2.37,11.27,3.72,0.833,2299,122.00,36.02,46
7000,457,54,51.10,9.54,12.43,0.00,16.98,3.43,0.778,2990,183.28,63.87,50
7000,9,51,31.98,4.57,11.25,0.57,9.29,3.02,0.902,3157,157.83,47.89,42
7000,472,45,69.96,13.78,13.67,2.44,21.07,4.33,0.978,4489,302.52,59.81,45
7000,487,32,40.21,6.78,8.66,2.44,15.97,2.88,0.781,3233,205.94,59.79,30
7000,2,28,54.58,0.89,2.18,3.07,40.43,0.21,0.036,2121,115.04,51.08,23
7000,459,26,27.42,0.00,0.00,2.50,24.08,0.00,0.000,1615,66.31,42.96,22
7000,488,15,63.21,29.87,8.33,1.00,13.27,3.00,1.000,4638,353.33,56.24,15
7000,91,11,26.81,0.00,0.00,0.36,23.27,0.00,0.000,1791,48.40,43.84,10
