step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,17949,14300,132301,904313,868985,754297,17715,70370,2394,0,244791,6826175,183921.101,76631.257,0.2744,72433.645,0.226,0.290,0.261,0.223,0.651,0.321,1275,0.0190,0.7255,0.189,11.2,43.3,79.6,41.81,3.79,4.99,2.68,30.35,7.66,1.034,0.113,0.046,0.047,24.095,0.711,0.0023,164,477,2265,14300,117,0,0.000,8652,5185,4043,8721,1795,5395,10759,0.00,1.17,11256,33.5435,66724,8555,538670,2165.9,-0.0,460421,55.018,2631002.543,1.27e-14,0.00093,30.00,265072,99.446,1.366,96.309,1.770,99.446,12814,1961,3174,0.4473,0.845,1.020,1.240,1.027,0.922,1.131,37597.221,12698.383,185861.767,38197.346,32295.632,2774.982,897.116,525.515,0.714,0.540,0.542,0.888,0.722,0.689,6690,47452,0.5207,0.9998,1.0000,0.0434,1.0000,1.0000,0.5531,0.8462,0.8873,0.1048,0.0427,0.0335,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,18112,1.0000,0.8113,0.7691,0.9984,0.0597,0.0518,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.1246,0.2013,0.1758,0.401,0.433,0.398,0.396,0,0.0000,0.0000,0.0000,0.00000,0.00000,0.00000,22.50,22.50,22.50,0.0000,0.0000,69.7086,28.5781,26.4399,1072315,1529567,0.0024,0.0000
2000,14769,6570,56406,113512,97590,55525,1581,41789,3704,1,358579,4055041,37030.526,17180.783,0.3062,10317.861,0.128,0.546,0.165,0.161,0.509,0.365,3998,0.0859,0.7230,0.189,8.2,26.7,72.0,29.53,2.55,6.09,1.01,19.88,7.48,1.064,0.215,0.042,0.044,12.895,0.571,0.0032,190,1147,1886,30107,145,0,0.000,7558,1347,2683,10739,777,1758,12234,0.00,9.85,10911,11.8571,66826,4687,489245,1211.2,-0.0,529081,37.592,2631002.543,8.85e-16,0.00068,25.34,34176,30.256,1.327,28.089,0.840,30.256,4031,3891,6847,0.3672,0.921,1.039,1.237,1.069,0.952,1.125,16574.512,13583.354,10108.708,16506.058,20733.621,2741.447,2871.665,1249.810,0.539,0.447,0.574,0.560,0.436,0.541,4664,6323,0.5587,0.9996,0.9999,0.0986,1.0000,1.0000,0.5511,1.0881,0.9866,0.1792,0.0316,0.0216,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7769,0.9996,0.8610,0.8085,0.9991,0.0408,0.0540,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0918,0.0935,0.0866,0.172,0.196,0.136,0.195,0,0.0000,0.0000,0.0000,0.00000,0.00000,0.00000,22.50,22.50,22.50,0.0000,0.0000,37.5471,19.6180,17.9740,1092115,1525443,0.0050,0.0002
