step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,6392,24.77,0.91,7.21,0.69,13.19,0.21,0.059,284,13.92,5.62,3369
5000,18,2121,29.29,0.11,10.20,0.47,18.04,0.01,0.004,229,14.41,3.83,1001
5000,70,314,17.56,1.07,4.65,0.22,10.46,0.20,0.054,271,13.72,2.44,121
5000,323,233,36.24,0.28,14.93,0.13,9.01,0.06,0.013,280,7.10,14.13,165
5000,697,163,28.76,0.41,9.40,0.21,11.39,0.07,0.018,402,14.36,8.29,113
5000,9,110,23.43,0.37,6.85,0.00,15.87,0.05,0.009,115,9.38,1.46,62
5000,3,86,29.38,0.56,5.45,0.45,22.44,0.12,0.047,367,21.23,4.68,67
5000,214,58,70.05,0.40,21.48,0.00,25.88,0.03,0.000,670,33.47,30.92,53
5000,560,25,45.86,0.00,1.88,0.00,29.76,0.00,0.000,2019,69.74,53.64,18
5000,246,22,17.93,0.00,5.82,0.00,6.05,0.00,0.000,463,10.36,12.88,11
5000,8,17,32.64,3.88,7.59,0.00,9.88,1.29,0.353,1123,32.68,19.36,15
5000,7,13,51.82,1.62,12.62,0.00,44.92,1.69,0.538,150,14.31,8.69,7
5000,394,9,88.03,3.78,0.00,0.00,48.56,0.00,0.000,2003,73.93,65.08,7
5000,81,8,56.09,0.00,0.00,0.00,44.12,0.00,0.000,835,23.76,26.93,4
5000,212,7,38.38,0.00,6.29,0.00,17.71,0.00,0.000,2430,55.51,60.38,7
5000,122,7,16.45,0.00,0.29,0.00,14.00,0.00,0.000,1041,43.18,56.71,7
5000,10,5,35.53,0.00,0.00,0.00,26.80,0.00,0.000,1537,47.63,32.43,5
6000,1,6335,23.98,0.70,6.64,1.08,14.11,0.12,0.033,263,13.93,3.70,2784
6000,18,904,29.30,0.12,10.11,0.41,17.96,0.01,0.002,310,18.45,4.97,554
6000,70,773,18.33,1.39,4.63,0.45,10.49,0.26,0.072,232,12.43,2.01,322
6000,724,607,29.06,1.39,6.23,0.33,19.00,0.16,0.049,322,18.46,3.25,395
