step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,3380,1.547,2.370,14.16,119173,87356,0,29367,551,2188878,1100422.6,1054714.1,0.097,0.723,0.114,0.065,79,39.79,25.44,3.44,4.99,8.31,7.38,0.30,2.01,10.07,10.93,1.00,1.55,0.218,0.158,2675,0.008,0.017,0.973,0.003,0.008,253523,199950,4,0.318,0.651,0.054,3806350,0.182,3.282,0.279,93.94,103712,291,0.482,0.135,0.354,13541510,2.21,2.93,0.243,0.709,0.335,12.0,35.9,71.6,337.5,74780,0.285,0.00,0.0032,0.067,842,0.630,0.001,0.522,0.538,3.90,4.87,5.13,1.07,0.355,2.33,1.43,2.73,0.666,0.00242,93.41,60.7307,1549.99,68398.6,140496.8,0.153,47.6197,211.545,0.000,1.000,0.000,74.8,79.444,98.262,5843,35031.7,25.45,99.125,6.09,26.286,1246.9,9.794,0.134,2.00,7.4784,25277.1,0.5319,0.3531,22.12,1.633,0.365,1.5414,0.0000,0.203,0.116,0.018,0.0000,5.73,1.13,6,21,36,121,72.1809,0.0015,0.4790,0.0000,0.0000,38.7521,100.00,51.3785,266.0009,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0033,0.0012,0.000002,1,0.1729,0.0163,0.0127,68,248,639,0.0000,0.0000,0.0152,0.074,6.7916,0.0110,2.6045,0.0210,0.2754,0.0637,0.0000,0.00027,0.434,0.0083,0.881,0.414,0.22,0.054,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1665,0.0000,2.3230,0.00000,0.04736,0.6800,0.6787,1.0000,2.199,0.000,1.0000,8.7356,0.0000
20000,2580,1.756,1.911,12.43,35184,32863,0,3085,32,606089,439761.5,274893.4,0.078,0.804,0.092,0.025,108,45.97,28.23,3.32,5.47,9.68,7.99,0.34,1.44,14.12,11.51,1.03,1.64,0.217,0.155,2155,0.011,0.038,0.948,0.003,0.012,49160,37931,9,0.405,0.113,0.079,1076603,0.164,3.034,0.217,41.31,21729,414,0.454,0.135,0.316,5321000,2.04,3.14,0.258,0.716,0.323,14.3,41.2,82.8,220.7,70844,0.270,0.00,0.0012,0.072,703,0.573,0.000,0.476,0.334,4.50,5.50,5.63,1.10,0.334,2.24,1.37,2.43,0.593,0.00156,13.64,11.1801,1358.95,79290.3,140496.8,0.934,11.3258,91.343,0.000,1.000,0.002,64.3,38.834,40.109,4794,27781.1,20.95,35.412,6.08,7.764,914.1,2.149,0.135,2.01,8.8865,22927.2,0.4870,0.3631,27.46,1.513,0.229,0.4586,0.0000,0.179,0.083,0.000,0.0000,6.35,1.14,8,25,49,100,35.6173,0.0003,0.4391,0.0000,0.0000,11.4942,100.00,75.8734,184.0023,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0013,0.000002,4,0.1304,0.0283,0.0250,98,308,906,0.0000,0.0000,0.0034,0.021,2.4253,0.0183,0.7263,0.0318,0.3430,0.0329,0.0000,0.00025,0.660,0.0117,0.937,0.400,0.31,0.079,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8372,0.0000,1.4334,0.00000,0.04721,0.6800,0.6792,1.0000,1.772,0.000,1.0000,3.2863,0.0000
30000,3474,1.320,2.133,11.97,90004,80062,0,8968,76,1532716,1021300.1,771956.4,0.048,0.840,0.087,0.025,92,35.22,18.92,3.66,4.42,7.30,5.97,0.27,1.30,9.61,8.49,1.12,1.47,0.210,0.154,2660,0.015,0.025,0.955,0.007,0.012,160331,124353,13,0.570,0.167,0.079,2066001,0.123,3.151,0.248,95.32,66677,420,0.504,0.128,0.333,17277587,2.34,2.47,0.260,0.706,0.410,12.4,34.1,57.2,213.9,72363,0.276,0.00,0.0031,0.057,957,0.677,0.000,0.581,0.453,3.75,4.72,5.03,1.17,0.421,2.48,1.39,2.96,0.696,0.00178,92.64,36.4793,1101.40,74159.4,140496.8,0.052,31.9574,215.055,0.000,1.000,0.000,78.9,87.869,101.536,5356,31619.1,15.55,86.556,5.65,25.022,1074.4,10.185,0.136,1.99,6.9891,24280.2,0.4989,0.3818,20.83,1.507,0.304,1.5414,0.0000,0.190,0.105,0.009,0.0000,5.49,0.83,6,21,36,88,82.6511,0.0017,0.4954,0.0000,0.0000,39.5112,100.00,51.2690,272.9794,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0011,0.000001,4,0.2515,0.0248,0.0230,101,330,936,0.0000,0.0000,0.0044,0.021,5.3289,0.0329,1.8132,0.0199,0.2674,0.0422,0.0000,0.00015,0.543,0.0115,0.949,0.506,0.24,0.079,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9478,0.0000,1.8516,0.00000,0.03012,0.6800,0.6792,1.0000,2.000,0.000,1.0000,8.0062,0.0000
40000,3009,1.602,2.128,12.65,40729,37465,0,3712,16,635932,438423.4,285930.0,0.062,0.824,0.088,0.026,106,36.13,20.77,3.43,4.58,8.12,6.57,0.25,1.45,10.49,9.26,1.04,1.46,0.230,0.163,2340,0.015,0.030,0.953,0.003,0.013,54250,40147,11,0.407,0.268,0.060,829059,0.135,3.157,0.245,41.86,23178,425,0.450,0.133,0.343,5942345,2.17,2.70,0.247,0.712,0.380,11.6,33.5,58.2,197.8,67084,0.256,0.00,0.0014,0.068,895,0.565,0.000,0.498,0.299,3.92,4.95,5.10,1.15,0.404,2.31,1.38,2.69,0.585,0.00137,13.71,10.4010,1340.35,77663.4,140496.8,1.115,10.1420,92.748,0.000,1.000,0.019,62.9,39.051,40.450,5284,31204.5,23.40,34.607,5.61,6.979,1062.6,2.041,0.133,2.01,6.9478,20905.9,0.4917,0.3691,22.29,1.472,0.365,0.4586,0.0000,0.212,0.105,0.003,0.0000,5.70,0.82,6,23,36,144,35.8098,0.0000,0.4191,0.0000,0.0000,11.4696,100.00,77.8725,194.2142,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0013,0.000001,1,0.1079,0.0146,0.0217,93,295,893,0.0000,0.0000,0.0033,0.012,2.1694,0.0133,0.7501,0.0219,0.3437,0.0349,0.0000,0.00007,0.608,0.0151,0.936,0.444,0.21,0.060,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8737,0.0000,1.4307,0.00000,0.04964,0.6800,0.6791,1.0000,1.982,0.000,1.0000,3.7465,0.0000
50000,3458,1.322,1.972,9.67,104898,95545,0,8871,32,1622887,1032169.8,745104.9,0.042,0.858,0.076,0.024,79,30.43,15.16,4.07,4.40,6.78,5.42,0.30,1.41,10.59,8.42,1.19,1.38,0.224,0.166,2643,0.013,0.025,0.960,0.003,0.012,186739,151442,11,0.664,0.214,0.084,1833850,0.144,3.064,0.228,95.78,75572,352,0.459,0.174,0.280,18867928,2.49,2.14,0.280,0.684,0.486,12.2,29.8,49.2,139.1,75175,0.287,0.00,0.0028,0.059,887,0.694,0.000,0.584,0.451,3.85,4.83,5.08,1.23,0.494,2.64,1.45,3.20,0.713,0.00159,92.48,36.0444,1121.95,78880.6,140496.8,0.096,30.5977,217.278,0.000,1.000,0.000,74.7,89.929,101.706,5015,29164.8,12.49,87.557,5.45,24.622,903.8,10.118,0.134,2.00,6.5237,22559.0,0.4389,0.3406,21.74,1.202,0.213,1.5414,0.0000,0.263,0.069,0.003,0.0000,5.49,0.70,8,22,36,81,85.2829,0.0005,0.4751,0.0000,0.0000,39.5630,100.00,54.8776,272.5849,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0034,0.0013,0.000001,1,0.1997,0.0159,0.0173,93,299,815,0.0000,0.0000,0.0032,0.013,5.8071,0.0172,2.0703,0.0145,0.2482,0.0477,0.0000,0.00013,0.431,0.0055,0.965,0.503,0.27,0.084,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9580,0.0000,1.9688,0.00000,0.03027,0.6800,0.6791,1.0000,1.848,0.000,1.0000,9.5545,0.0000
60000,3209,1.374,1.830,9.99,45188,42227,0,3199,11,643212,444184.8,272131.4,0.049,0.859,0.072,0.020,86,30.88,15.28,3.26,4.07,7.08,5.61,0.26,1.30,11.01,8.56,0.97,1.34,0.231,0.167,2502,0.015,0.044,0.940,0.004,0.012,60186,46069,5,0.561,0.053,0.069,1040624,0.155,2.957,0.210,42.30,24939,339,0.423,0.184,0.292,6585130,2.17,2.30,0.254,0.707,0.386,12.3,29.7,49.5,130.5,69351,0.265,0.00,0.0013,0.066,820,0.582,0.000,0.531,0.297,3.90,4.86,5.09,1.02,0.396,2.28,1.37,2.74,0.601,0.00116,13.96,9.9960,1091.09,83385.8,140496.8,1.096,8.9278,94.046,0.000,1.000,0.025,69.0,40.169,40.589,4698,26834.6,14.55,34.833,5.46,6.342,775.4,2.015,0.134,2.00,6.4421,20672.7,0.4516,0.3397,21.61,1.285,0.270,0.4586,0.0000,0.265,0.073,0.006,0.0000,5.55,0.67,7,22,36,81,37.2310,0.0001,0.4428,0.0000,0.0000,11.4351,100.00,80.0988,196.0296,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0035,0.0015,0.000001,0,0.1095,0.0168,0.0194,92,274,818,0.0000,0.0000,0.0015,0.006,2.2545,0.0084,0.7978,0.0234,0.3281,0.0348,0.0000,0.00010,0.356,0.0036,0.981,0.493,0.24,0.069,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8264,0.0000,1.4162,0.00000,0.04852,0.6800,0.6790,1.0000,1.716,0.000,1.0000,4.2227,0.0000
70000,3799,1.202,1.789,9.98,109501,99191,0,9686,33,1681678,1044483.2,776247.6,0.039,0.857,0.083,0.020,69,28.95,13.89,3.55,4.11,6.33,5.00,0.35,1.36,9.72,7.68,1.07,1.32,0.223,0.167,2880,0.011,0.023,0.963,0.005,0.009,192768,154638,11,0.663,0.215,0.118,2443248,0.119,2.933,0.204,97.50,76082,362,0.462,0.160,0.305,19425789,2.36,2.10,0.279,0.703,0.454,11.9,29.1,45.5,125.6,75803,0.289,0.00,0.0028,0.055,1080,0.691,0.000,0.601,0.445,3.64,4.64,4.89,1.12,0.462,2.49,1.37,3.02,0.710,0.00149,93.04,36.7529,1306.11,80169.9,140496.8,0.068,29.1036,220.580,0.000,1.000,0.000,82.9,90.528,103.281,4625,26120.8,21.08,88.295,5.36,22.453,695.8,9.679,0.135,2.00,6.3595,24159.6,0.4677,0.3450,19.95,1.281,0.283,1.5414,0.0000,0.261,0.076,0.004,0.0000,5.29,0.56,7,21,32,91,85.7236,0.0010,0.4814,0.0000,0.0000,39.4774,100.00,56.3754,275.5985,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0034,0.0013,0.000001,1,0.1988,0.0192,0.0166,93,296,809,0.0000,0.0000,0.0023,0.008,6.0293,0.0161,2.1981,0.0195,0.2506,0.0456,0.0000,0.00006,0.375,0.0047,0.992,0.564,0.32,0.118,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9430,0.0000,1.8806,0.00000,0.03071,0.6800,0.6791,1.0000,1.667,0.000,1.0000,9.9191,0.0000
80000,3282,1.418,1.889,9.59,46056,42958,0,3612,2,666899,442374.3,283895.2,0.046,0.857,0.079,0.018,85,31.11,15.53,3.66,3.89,7.72,6.20,0.45,1.63,11.02,8.50,1.22,1.45,0.250,0.183,2564,0.012,0.044,0.942,0.003,0.011,61210,47240,6,0.588,0.244,0.137,1554125,0.131,2.990,0.215,42.55,24418,405,0.426,0.168,0.295,6637574,2.31,2.32,0.283,0.701,0.472,11.4,31.2,47.2,157.4,75009,0.286,0.00,0.0012,0.065,900,0.580,0.000,0.514,0.293,4.00,4.95,5.21,1.28,0.487,2.43,1.29,3.10,0.599,0.00119,14.00,10.1395,1205.42,81813.8,140496.8,0.989,8.9784,94.371,0.000,1.000,0.008,68.6,39.902,40.655,4888,27718.4,20.73,34.521,5.41,6.166,824.0,1.972,0.134,1.99,6.3881,20965.8,0.4342,0.3462,22.85,1.212,0.239,0.4586,0.0000,0.267,0.076,0.003,0.0000,5.66,0.67,7,24,36,74,36.8381,0.0002,0.4284,0.0000,0.0000,11.4381,100.00,80.8740,194.8327,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0035,0.0015,0.000001,1,0.0967,0.0158,0.0177,90,274,824,0.0000,0.0000,0.0013,0.005,2.2731,0.0100,0.8073,0.0207,0.3251,0.0370,0.0000,-0.00013,0.186,0.0026,0.998,0.594,0.41,0.137,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8477,0.0000,1.4289,0.00000,0.05126,0.6800,0.6790,1.0000,1.765,0.000,1.0000,4.2958,0.0000
90000,3469,1.291,1.902,9.33,109160,98391,0,10560,22,1916660,1046444.9,828984.8,0.034,0.866,0.085,0.015,71,29.65,14.14,4.14,3.74,7.23,6.06,0.47,1.61,9.66,7.66,1.42,1.52,0.237,0.180,2798,0.011,0.019,0.960,0.004,0.017,196882,161654,7,0.812,0.120,0.152,4358833,0.117,2.993,0.217,98.05,77712,339,0.433,0.181,0.337,19183453,2.54,2.44,0.240,0.742,0.534,11.3,29.9,46.4,114.9,74572,0.284,0.00,0.0031,0.059,821,0.690,0.001,0.600,0.457,3.86,4.82,5.12,1.43,0.537,2.66,1.38,3.44,0.712,0.00173,94.94,39.4470,1392.48,80165.6,140496.8,0.032,29.4330,220.699,0.000,1.000,0.000,73.6,88.977,103.585,4904,27786.2,19.11,88.514,5.52,20.528,794.8,9.131,0.135,2.00,6.5048,22565.0,0.4650,0.3255,21.50,1.203,0.244,1.5414,0.0000,0.267,0.074,0.004,0.0000,5.58,0.64,7,22,36,72,83.8272,0.0008,0.4627,0.0000,0.0000,38.9983,100.00,57.8300,273.3535,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0034,0.0013,0.000001,0,0.1808,0.0159,0.0154,89,287,798,0.0000,0.0000,0.0012,0.004,7.8551,0.0210,2.7032,0.0257,0.2478,0.0523,0.0000,-0.00025,0.270,0.0043,0.997,0.569,0.43,0.152,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9585,0.0000,1.9052,0.00000,0.03314,0.6800,0.6790,1.0000,1.768,0.000,1.0000,9.8391,0.0000
100000,3017,1.433,1.768,8.62,46407,42701,0,4145,12,826832,447029.6,312408.8,0.034,0.891,0.064,0.012,88,30.85,15.90,3.89,3.97,7.80,6.82,0.70,2.30,11.93,9.90,1.21,1.47,0.251,0.200,2332,0.020,0.034,0.953,0.002,0.011,63546,49015,4,0.925,0.043,0.195,2123782,0.089,2.904,0.200,42.64,24838,309,0.378,0.188,0.329,6465990,2.39,2.84,0.281,0.709,0.461,11.0,30.1,49.5,167.3,73367,0.280,0.00,0.0012,0.072,804,0.567,0.001,0.563,0.311,4.18,5.09,5.42,1.22,0.467,2.47,1.31,3.33,0.590,0.00143,14.49,11.3386,1272.00,86342.8,140496.8,0.978,9.2541,95.374,0.000,1.000,0.042,64.9,39.716,40.384,4631,25741.2,17.72,34.626,5.75,5.715,678.5,1.934,0.136,2.00,6.2739,18928.3,0.3956,0.3073,24.32,1.122,0.143,0.4586,0.0000,0.279,0.054,0.001,0.0000,5.97,0.71,7,25,36,81,36.2884,0.0009,0.4286,0.0000,0.0000,11.3241,100.00,82.4530,197.1593,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0037,0.0015,0.000002,1,0.0916,0.0152,0.0171,81,258,780,0.0000,0.0000,0.0011,0.004,3.2790,0.0087,1.0373,0.0199,0.3324,0.0424,0.0000,0.00031,0.294,0.0032,0.977,0.491,0.59,0.195,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8249,0.0000,1.3651,0.00000,0.05664,0.6800,0.6790,1.0000,1.649,0.000,1.0000,4.2701,0.0000
