step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1346,32.09,0.68,6.57,0.14,8.89,0.11,1.23,0.041,0.251,392077.0,334031.0,3,99,3.12,1.30,1.20,18.2639,743.82,20261.8,0.2182,33.1289,5462,28.1374,2437,9.9351,36429.1,166.47,2.4410,0.0,0.0000,1.000,0.7549,2.8342,3.9604
10000,1,1093,30.65,0.78,7.51,0.30,6.88,0.08,1.28,0.038,0.193,382828.0,331982.2,3,140,3.02,1.37,1.25,17.2884,552.06,21781.4,0.1181,32.4092,5461,28.1322,2426,9.2102,33285.7,81.57,14.2691,0.0,0.0000,1.000,0.1939,2.8967,3.9042
10000,2,898,33.14,0.75,8.02,0.26,7.39,0.08,1.24,0.028,0.169,305257.1,251851.6,2,144,3.18,1.29,1.22,12.6384,462.21,24087.0,0.0611,25.7826,5461,28.1322,2053,6.1660,20559.5,51.95,31.3488,0.0,0.0000,1.000,0.0059,2.4860,3.4167
20000,0,1295,25.43,0.25,6.46,0.70,6.37,0.01,1.08,0.008,0.204,222788.0,209066.9,5,105,2.71,1.09,1.08,7.5911,934.73,15116.9,0.0016,21.2301,5462,11.6269,2617,6.0968,14248.7,166.47,1.2864,0.0,0.0000,1.000,0.7549,3.1343,2.5327
20000,1,1009,25.11,0.35,6.62,0.82,6.44,0.03,1.11,0.017,0.163,118155.2,92372.0,6,178,2.74,1.13,1.12,3.4717,627.53,22678.4,0.0000,11.4608,5461,11.6247,2695,2.9730,6058.6,81.57,4.4090,0.0,0.0000,1.000,0.1939,3.2750,1.2721
20000,2,759,25.30,0.20,6.95,1.02,9.06,0.01,1.07,0.008,0.151,76229.9,62147.0,5,164,3.02,1.08,1.05,2.2879,263.06,27211.7,0.0000,7.4704,5461,11.6247,2200,1.7342,3218.4,51.95,8.5284,0.0,0.0000,1.000,0.0059,2.6820,0.8837
30000,0,1459,27.76,0.28,6.23,0.40,8.92,0.03,1.06,0.013,0.265,412016.2,320122.5,11,175,2.70,1.08,1.06,15.9165,258.12,17133.5,0.0095,37.1732,5462,31.4487,1892,12.0070,42243.9,166.47,2.7269,0.0,0.0000,1.000,0.7549,2.1831,4.4868
30000,1,1273,28.19,0.23,6.13,0.43,9.50,0.03,1.06,0.015,0.236,388780.8,292766.4,9,178,2.74,1.07,1.06,14.4068,209.84,22514.3,0.0097,34.9875,5461,31.4429,1958,11.3336,39598.3,81.57,15.6886,0.0,0.0000,1.000,0.1939,2.2570,4.2282
30000,2,875,27.93,0.38,6.14,0.69,8.64,0.01,1.09,0.007,0.159,302347.1,209209.3,9,214,2.96,1.05,1.13,9.7745,132.58,27602.1,0.0015,27.9188,5461,31.4429,1728,7.3128,23404.7,51.95,34.3400,0.0,0.0000,1.000,0.0059,2.0393,3.3487
40000,0,1307,27.50,0.31,6.60,0.85,9.72,0.02,1.07,0.008,0.263,246784.3,131508.7,14,159,3.12,1.08,1.06,5.4622,318.05,15938.7,0.0229,23.3677,5462,14.5549,1631,3.8167,13058.2,166.47,1.2508,0.0,0.0000,1.000,0.7549,1.7778,2.3094
40000,1,1167,29.00,0.45,6.62,0.68,12.19,0.03,1.11,0.015,0.265,136814.8,64284.4,15,196,3.36,1.14,1.10,2.5302,264.03,27472.9,0.0000,12.8444,5461,14.5523,1471,1.7241,5379.4,81.57,4.4269,0.0,0.0000,1.000,0.1939,1.5788,1.2798
40000,2,765,29.65,0.51,7.11,0.80,11.17,0.04,1.11,0.014,0.171,86629.6,37598.4,15,213,3.23,1.11,1.11,1.4348,118.39,33613.3,0.0000,8.1770,5461,14.5523,1405,1.0194,2737.3,51.95,8.5580,0.0,0.0000,1.000,0.0059,1.5366,0.8209
50000,0,1478,28.26,0.06,6.21,0.40,7.73,0.01,1.02,0.005,0.244,407357.1,207778.5,18,201,2.87,1.02,1.02,10.3709,280.27,11400.1,1.5375,37.6784,5462,33.6393,2015,9.3314,39728.9,166.47,2.7020,0.0,0.0000,1.000,0.7549,2.2370,3.7146
50000,1,1255,27.96,0.09,6.10,0.45,7.73,0.01,1.03,0.006,0.206,391011.0,197228.6,22,176,2.99,1.03,1.03,9.2056,241.49,17015.1,0.2004,36.0626,5461,33.6332,1827,9.2776,38789.1,81.57,15.6709,0.0,0.0000,1.000,0.1939,2.0994,3.6407
50000,2,1039,28.53,0.34,6.04,0.54,8.56,0.04,1.08,0.019,0.184,306411.1,147628.0,18,222,2.95,1.08,1.06,6.5121,266.81,23292.7,0.0075,28.8718,5461,33.6332,1718,6.2879,23895.0,51.95,34.5600,0.0,0.0000,1.000,0.0059,1.9667,2.8090
60000,0,1491,28.67,0.27,5.78,0.30,8.94,0.02,1.06,0.010,0.260,244389.6,74122.1,11,135,2.97,1.06,1.07,4.7048,270.42,11833.7,0.5020,23.0755,5462,14.3054,1619,4.0369,13115.0,166.47,1.2817,0.0,0.0000,1.000,0.7549,1.7449,1.7928
60000,1,1120,30.26,0.49,6.47,0.22,10.34,0.01,1.07,0.011,0.225,132545.5,40623.0,11,176,3.21,1.07,1.08,2.6663,187.33,23590.3,0.0000,12.5420,5461,14.3027,1524,1.9418,5454.6,81.57,4.4169,0.0,0.0000,1.000,0.1939,1.6449,0.9378
60000,2,751,30.95,1.02,6.73,0.24,11.75,0.02,1.11,0.013,0.171,85044.1,23849.6,10,183,3.58,1.09,1.14,1.6148,105.76,30379.6,0.0000,8.0127,5461,14.3027,1288,1.1475,2705.3,51.95,8.5687,0.0,0.0000,1.000,0.0059,1.4256,0.6077
70000,0,1602,28.28,0.04,5.66,0.23,8.27,0.02,1.01,0.008,0.261,414831.5,129937.8,15,187,3.10,1.02,1.01,9.7868,278.93,8625.1,4.3060,38.8324,5462,34.0464,1489,5.6144,27439.8,166.47,2.7053,0.0,0.0000,1.000,0.7549,1.4768,2.7426
70000,1,1405,28.39,0.04,5.79,0.21,8.26,0.01,1.01,0.004,0.229,402276.4,133238.9,13,185,3.08,1.01,1.01,8.6300,300.17,14109.9,1.5671,37.5727,5461,34.0402,1452,5.7197,27709.9,81.57,15.2866,0.0,0.0000,1.000,0.1939,1.4847,2.7770
70000,2,1041,28.06,0.12,5.77,0.21,8.10,0.03,1.03,0.014,0.170,316193.8,108499.6,13,186,3.05,1.04,1.04,6.2271,262.20,19867.0,0.2116,30.0766,5461,34.0402,1376,3.9881,17624.6,51.95,34.0742,0.0,0.0000,1.000,0.0059,1.4882,2.2554
80000,0,1434,28.55,0.11,5.49,0.32,8.41,0.03,1.03,0.017,0.235,250236.0,61428.7,29,127,3.06,1.03,1.03,6.5030,331.52,9426.7,0.6838,24.1800,5462,14.2850,1416,2.2024,8541.0,166.47,1.2796,0.0,0.0000,1.000,0.7549,1.4233,1.3947
80000,1,1169,28.82,0.18,5.61,0.30,8.30,0.06,1.06,0.034,0.193,134469.7,33853.3,29,178,3.07,1.06,1.05,3.3313,213.03,20270.2,0.0003,13.1127,5461,14.2823,1497,1.3359,3865.0,81.57,4.4244,0.0,0.0000,1.000,0.1939,1.5450,0.8073
80000,2,861,28.24,0.18,5.73,0.43,7.82,0.03,1.07,0.019,0.139,84365.1,24274.3,22,153,3.00,1.06,1.07,2.2135,88.25,27389.2,0.0000,8.2755,5461,14.2823,1369,0.9206,2045.9,51.95,8.7004,0.0,0.0000,1.000,0.0059,1.4679,0.5645
90000,0,1629,28.17,0.07,5.30,0.21,8.54,0.01,1.02,0.005,0.264,390559.2,105441.4,39,198,3.04,1.02,1.02,11.6237,434.14,5786.2,12.2850,37.3304,5462,31.5336,1282,2.8883,15891.9,166.47,2.7933,0.0,0.0000,1.000,0.7549,1.1727,1.9208
90000,1,1429,27.15,0.10,5.20,0.34,8.01,0.03,1.03,0.013,0.222,390085.8,107098.3,39,192,3.05,1.04,1.03,11.5635,477.10,11525.9,7.0217,37.2143,5461,31.5278,1156,2.7425,15144.9,81.57,15.3975,0.0,0.0000,1.000,0.1939,1.0939,1.8472
90000,2,1080,27.79,0.17,5.07,0.43,8.28,0.03,1.06,0.014,0.173,318090.3,78724.8,32,223,2.91,1.06,1.06,8.1821,534.76,17042.6,2.0625,30.4892,5461,31.5278,1150,2.2599,11136.2,51.95,34.1625,0.0,0.0000,1.000,0.0059,1.1213,1.5399
100000,0,1419,28.84,0.24,5.35,0.29,8.44,0.04,1.10,0.022,0.233,252876.5,65498.1,33,149,3.04,1.10,1.10,8.1847,348.49,8358.3,0.7939,24.6495,5462,14.0355,1303,1.5845,6762.4,166.47,1.2693,0.0,0.0000,1.000,0.7549,1.2342,1.1967
100000,1,1183,28.84,0.16,5.32,0.43,8.57,0.03,1.05,0.016,0.195,136385.8,35198.5,27,222,3.08,1.05,1.05,4.4924,229.23,18211.9,0.0001,13.4808,5461,14.0329,1350,0.9823,3189.3,81.57,4.4174,0.0,0.0000,1.000,0.1939,1.3356,0.6908
100000,2,848,29.65,0.29,5.40,0.56,8.56,0.02,1.11,0.013,0.145,85478.0,22214.7,19,175,2.98,1.07,1.13,3.0072,77.79,25373.1,0.0000,8.5160,5461,14.0329,1249,0.7305,1807.9,51.95,8.7682,0.0,0.0000,1.000,0.0059,1.2978,0.4689
