step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1393,35.70,1.47,8.69,0.17,8.92,0.11,1.38,0.055,0.307,352000.2,190809.5,6,113,3.59,1.46,1.32,15.5784,613.72,24356.3,0.0604,28.9291,5462,27.6374,1993,10.0867,40223.7,148.26,1.8365,0.0,0.0000,1.000,0.7810,2.2048,2.0876
10000,1,1187,33.42,0.85,8.14,0.34,8.96,0.06,1.23,0.032,0.249,374347.6,223303.6,3,107,3.44,1.24,1.23,16.7973,403.97,19638.0,0.2780,31.0897,5461,27.6324,2063,9.7001,40713.1,93.87,9.7018,0.0,0.0000,1.000,0.3216,2.3712,2.6238
10000,2,855,33.79,0.77,8.35,0.22,8.31,0.06,1.18,0.034,0.172,311058.5,171999.5,4,122,3.42,1.22,1.15,12.3293,248.51,23726.1,0.0779,26.1065,5461,27.6324,2132,6.6860,25247.3,57.87,26.4403,0.0,0.0000,1.000,0.0291,2.5285,2.2270
20000,0,1318,33.94,1.56,7.37,0.10,10.30,0.33,1.38,0.115,0.292,231407.9,143246.6,5,115,3.55,1.49,1.26,5.7789,395.90,13704.8,0.0568,21.8032,5462,13.7318,1629,4.3674,13932.8,148.26,1.0737,0.0,0.0000,1.000,0.7810,1.7623,1.9108
20000,1,1119,35.22,1.65,8.03,0.23,9.92,0.30,1.43,0.110,0.254,135012.9,78162.4,5,131,3.61,1.52,1.32,3.1328,317.17,27464.4,0.0000,12.6865,5461,13.7293,1663,2.1072,6058.3,93.87,3.1473,0.0,0.0000,1.000,0.3216,1.8456,1.1600
20000,2,884,34.57,0.87,8.20,0.44,10.78,0.15,1.23,0.058,0.205,91870.2,48572.9,5,179,3.62,1.26,1.18,1.7753,253.24,37193.7,0.0000,8.4464,5461,13.7293,1480,1.3874,3481.2,57.87,7.3658,0.0,0.0000,1.000,0.0291,1.6911,0.7946
30000,0,1344,33.55,1.75,6.85,0.20,11.78,0.52,1.44,0.185,0.316,382921.9,298133.2,7,97,3.75,1.65,1.21,13.3574,273.25,19979.8,0.0015,35.2951,5462,31.0385,1513,8.8637,36866.8,148.26,2.1622,0.0,0.0000,1.000,0.7810,1.6274,3.6452
30000,1,1180,33.94,2.10,7.28,0.11,12.35,0.76,1.45,0.256,0.294,378371.2,278678.6,8,109,3.87,1.72,1.19,13.1475,251.44,24048.5,0.0000,34.4737,5461,31.0328,1422,9.0468,39262.5,93.87,10.3353,0.0,0.0000,1.000,0.3216,1.5301,3.3623
30000,2,1044,31.82,1.73,6.97,0.17,11.01,0.59,1.39,0.221,0.239,309870.3,221298.9,5,117,3.72,1.61,1.18,8.9717,218.96,30857.7,0.0000,28.7823,5461,31.0328,1392,6.5959,25570.5,57.87,27.9612,0.0,0.0000,1.000,0.0291,1.5356,2.9051
40000,0,1053,38.21,2.39,8.44,0.21,18.30,1.23,1.48,0.408,0.354,233477.7,85345.1,6,76,4.85,1.79,1.16,4.0463,252.08,14602.2,0.0792,22.3434,5462,14.5337,1190,2.1421,9756.2,148.26,1.0156,0.0,0.0000,1.000,0.7810,1.1693,1.3091
40000,1,952,39.49,1.99,8.44,0.18,19.83,0.93,1.27,0.312,0.331,137019.3,42254.4,5,100,4.98,1.52,1.05,2.0507,171.48,29382.0,0.0000,13.0536,5461,14.5310,946,0.9563,3948.4,93.87,2.9888,0.0,0.0000,1.000,0.3216,0.9370,0.7508
40000,2,610,39.68,2.09,8.85,0.22,20.78,1.27,1.31,0.420,0.224,92226.7,25435.4,4,107,5.15,1.61,1.06,1.1483,130.85,39485.0,0.0000,8.7417,5461,14.5310,895,0.5984,2069.3,57.87,7.0567,0.0,0.0000,1.000,0.0291,0.9206,0.5122
50000,0,1260,34.38,2.17,7.17,0.13,13.33,1.08,1.51,0.400,0.328,362041.2,172154.2,7,104,4.12,1.85,1.15,9.7434,253.53,20783.7,0.0102,34.1586,5462,31.3822,1312,5.1307,29120.9,148.26,1.9966,0.0,0.0000,1.000,0.7810,1.3677,2.0461
50000,1,1160,33.24,1.99,7.15,0.17,13.11,1.06,1.41,0.393,0.299,361614.3,169212.9,8,107,4.11,1.71,1.07,9.2919,245.64,23520.3,0.0001,33.9524,5461,31.3764,1243,5.2732,30288.8,93.87,9.7636,0.0,0.0000,1.000,0.3216,1.2679,2.0877
50000,2,795,35.19,2.22,7.73,0.16,15.69,1.34,1.47,0.486,0.235,294784.0,121190.6,7,95,4.56,1.82,1.10,6.2507,161.37,32348.4,0.0000,28.2919,5461,31.3764,1016,2.9206,16643.5,57.87,25.6635,0.0,0.0000,1.000,0.0291,1.0403,1.5169
60000,0,1147,34.96,2.12,7.73,0.26,15.65,1.15,1.40,0.405,0.338,234473.9,92764.9,11,102,4.48,1.74,1.09,4.1360,278.44,14365.1,0.1390,22.6321,5462,14.5947,1134,1.8156,8639.5,148.26,0.9992,0.0,0.0000,1.000,0.7810,1.1276,1.3231
60000,1,985,36.00,1.84,8.31,0.22,16.62,1.00,1.32,0.347,0.305,135519.8,43766.9,9,107,4.47,1.56,1.07,1.9962,195.90,29289.1,0.0000,13.2071,5461,14.5920,1103,0.8036,3485.3,93.87,2.9992,0.0,0.0000,1.000,0.3216,1.1510,0.7163
60000,2,765,37.00,1.74,9.78,0.17,15.55,0.75,1.39,0.261,0.237,89892.7,28103.4,11,115,4.62,1.62,1.11,1.2520,158.44,39574.6,0.0000,8.9006,5461,14.5920,1066,0.4287,1668.1,57.87,7.0401,0.0,0.0000,1.000,0.0291,1.0744,0.4513
70000,0,1348,33.97,2.17,6.87,0.17,12.03,0.83,1.56,0.297,0.326,365933.2,183963.7,8,130,3.89,1.89,1.16,9.8212,320.83,20211.7,0.1550,34.4166,5462,31.6722,1413,5.9092,31637.8,148.26,1.9791,0.0,0.0000,1.000,0.7810,1.5049,2.3023
70000,1,1224,32.25,1.60,7.05,0.11,10.67,0.72,1.40,0.253,0.275,368869.2,188793.1,10,84,3.70,1.66,1.09,9.8271,247.19,22048.8,0.0183,34.5771,5461,31.6664,1469,5.9719,31816.1,93.87,9.8359,0.0,0.0000,1.000,0.3216,1.5921,2.4075
70000,2,877,32.44,1.78,7.49,0.18,11.99,0.86,1.48,0.293,0.214,303379.8,155667.7,8,114,3.94,1.73,1.13,7.6103,185.39,31274.4,0.0000,28.8173,5461,31.6664,1064,3.9598,19708.5,57.87,26.4181,0.0,0.0000,1.000,0.0291,1.1419,1.9960
80000,0,1094,32.49,2.23,7.88,0.20,14.53,1.28,1.54,0.447,0.311,233976.4,93269.4,11,84,4.37,1.84,1.12,4.2600,278.28,15170.1,0.1610,22.5803,5462,14.6649,1273,1.9867,8796.5,148.26,1.0144,0.0,0.0000,1.000,0.7810,1.2819,1.3749
80000,1,967,35.16,2.53,8.80,0.17,15.65,1.32,1.63,0.433,0.301,137177.0,49161.5,11,83,4.65,1.97,1.14,2.3583,243.16,31447.8,0.0000,13.1411,5461,14.6623,1147,0.9960,3975.8,93.87,3.0289,0.0,0.0000,1.000,0.3216,1.1408,0.8179
80000,2,719,35.34,1.83,10.16,0.28,15.81,1.20,1.45,0.380,0.231,90157.4,29646.6,9,104,4.68,1.70,1.10,1.3115,138.53,41063.6,0.0000,8.8204,5461,14.6623,1021,0.5572,1991.5,57.87,7.1244,0.0,0.0000,1.000,0.0291,1.0437,0.5241
90000,0,1452,30.41,1.80,6.57,0.17,9.52,0.70,1.56,0.250,0.299,377121.2,191610.4,12,110,3.53,1.76,1.20,9.8111,445.30,17147.1,0.0891,35.5047,5462,31.5088,1492,5.6641,29522.5,148.26,2.0362,0.0,0.0000,1.000,0.7810,1.5789,2.5570
90000,1,1256,30.84,2.03,7.00,0.11,10.42,0.85,1.61,0.303,0.282,372291.0,208570.8,12,126,3.67,1.86,1.15,10.8079,212.91,24603.7,0.0028,34.8410,5461,31.5031,1395,6.0049,30866.2,93.87,10.0097,0.0,0.0000,1.000,0.3216,1.4819,2.6622
90000,2,846,33.38,2.39,8.31,0.25,12.63,1.11,1.64,0.375,0.228,301475.6,154211.7,13,100,4.15,1.92,1.14,7.3881,163.29,32625.9,0.0000,28.7878,5461,31.5031,1229,3.8615,18732.6,57.87,26.4451,0.0,0.0000,1.000,0.0291,1.3046,2.0610
100000,0,1056,36.95,3.36,9.11,0.44,14.40,1.44,1.96,0.487,0.332,233945.8,105490.6,10,84,4.55,2.23,1.20,4.5441,225.63,15094.3,0.1807,22.5995,5462,14.5597,1427,2.2346,9378.2,148.26,1.0185,0.0,0.0000,1.000,0.7810,1.5144,1.5684
100000,1,904,37.33,3.02,9.78,0.53,15.32,1.46,1.81,0.479,0.296,136107.8,56806.1,11,111,4.78,2.09,1.15,2.3114,216.27,30994.2,0.0000,13.1692,5461,14.5571,1245,1.1161,4203.7,93.87,3.0605,0.0,0.0000,1.000,0.3216,1.3225,0.8794
100000,2,705,37.58,2.91,9.95,0.37,15.37,1.55,1.79,0.513,0.230,90737.8,34207.6,10,122,4.64,2.05,1.17,1.3859,207.47,40555.2,0.0000,8.8366,5461,14.5571,1098,0.6305,2101.2,57.87,7.1520,0.0,0.0000,1.000,0.0291,1.1470,0.5897
