step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,911,57.37,0.95,14.03,0.19,17.02,0.10,1.27,0.036,0.338,385352.0,230701.1,5,108,4.78,1.27,1.18,17.7195,685.89,22682.0,0.0606,32.0048,5462,28.4906,1729,10.0991,45980.6,165.42,1.9559,0.0,0.0000,1.000,0.7635,1.9277,1.8312
10000,1,867,56.52,0.57,14.68,0.36,15.77,0.03,1.17,0.016,0.308,369274.4,215947.2,5,100,4.67,1.17,1.13,16.6105,704.36,24045.1,0.0552,30.4947,5461,28.4854,1637,9.2124,40859.7,81.35,14.1760,0.0,0.0000,1.000,0.2025,1.7961,1.8485
10000,2,618,65.50,1.11,16.92,0.33,17.85,0.14,1.34,0.037,0.257,312324.2,179097.1,4,109,5.09,1.36,1.14,12.8157,451.51,26714.7,0.0483,26.0104,5461,28.4854,1443,5.8337,23988.0,53.21,30.4532,0.0,0.0000,1.000,0.0207,1.6464,1.6872
20000,0,1160,37.66,1.00,10.86,0.17,7.24,0.16,1.32,0.051,0.253,225260.0,205862.6,3,129,3.47,1.37,1.18,7.4262,910.68,17644.9,0.0000,22.0075,5462,11.8442,2469,4.8954,12722.4,165.42,0.9481,0.0,0.0000,1.000,0.7635,2.8987,1.1852
20000,1,821,41.86,0.67,12.14,0.04,8.28,0.08,1.23,0.029,0.201,118570.3,105984.2,3,159,3.72,1.27,1.19,3.5085,546.76,22192.3,0.0000,11.9375,5461,11.8420,2349,2.1313,4985.7,81.35,4.3878,0.0,0.0000,1.000,0.2025,2.7798,0.7402
20000,2,755,39.39,0.49,12.21,0.11,7.24,0.03,1.17,0.012,0.174,78299.3,65980.4,3,182,3.56,1.19,1.13,2.0327,431.29,28306.5,0.0000,8.0461,5461,11.8420,2011,1.2791,2700.9,53.21,8.2475,0.0,0.0000,1.000,0.0207,2.4570,0.5173
30000,0,1238,39.31,0.10,10.47,0.00,8.99,0.00,1.03,0.001,0.277,378101.2,391331.7,3,180,3.50,1.03,1.03,16.7004,373.45,15819.6,0.0295,34.6403,5462,26.1301,2230,11.0638,36868.7,165.42,2.0998,0.0,0.0000,1.000,0.7635,2.5502,2.9731
30000,1,1138,40.68,0.03,10.46,0.00,9.82,0.00,1.01,0.000,0.264,357134.4,357553.5,3,184,3.51,1.01,1.02,15.2052,348.39,19537.9,0.0087,32.4885,5461,26.1253,1817,10.3520,33982.5,81.35,15.1713,0.0,0.0000,1.000,0.2025,2.0554,2.6564
30000,2,889,44.76,0.08,11.56,0.00,10.66,0.00,1.03,0.000,0.228,285226.4,257785.1,3,207,3.71,1.02,1.03,10.1635,318.40,22027.5,0.0011,26.5558,5461,26.1253,1819,7.3718,22059.2,53.21,32.0241,0.0,0.0000,1.000,0.0207,2.1354,2.2508
40000,0,1145,44.58,0.01,9.54,0.00,12.72,0.00,1.01,0.000,0.294,240523.3,86990.6,3,112,3.78,1.01,1.00,4.9710,365.29,9885.8,0.0968,22.5008,5462,13.1706,1514,3.9952,12450.6,165.42,0.9509,0.0,0.0000,1.000,0.7635,1.6164,1.1928
