step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4929,0.00,114.18,46.71,1186,0,0,0,1.00,1.00,1.00,1,1,1,5.8,5.138,1,2.000,0.440,4,1.000,14,8.39,-8.25,0,0.0000,0.954,0.0000,3766,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4746,0.00,131.81,50.74,1186,0,0,0,1.00,1.00,1.00,1,1,1,20.9,1.986,1,2.000,0.440,4,1.000,13,8.05,-6.50,0,0.0000,0.948,0.0000,3764,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4741,0.00,182.55,30.91,1479,1,1,0,1.00,1.00,1.00,1,1,1,35.3,1.606,1,2.000,0.673,4,1.000,11,8.19,-8.00,0,0.0000,0.962,0.0000,3679,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4723,0.00,138.61,29.21,1567,0,0,0,1.00,1.00,1.00,1,1,1,21.7,0.379,1,2.000,0.184,4,1.000,11,28.78,27.50,0,0.0000,0.951,0.0000,3655,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4712,0.00,128.02,17.59,1479,2,1,0,1.00,1.00,1.00,1,1,1,38.1,0.283,1,2.000,0.610,4,1.000,14,9.28,-9.25,0,0.0000,0.963,0.0000,3617,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4707,0.00,177.31,32.04,1479,1,1,0,1.00,1.00,1.00,1,1,1,31.1,7.360,1,2.000,0.679,4,1.000,10,7.43,-7.00,0,0.0000,0.964,0.0000,3541,1.0000
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,4697,0.00,133.03,15.74,1186,0,0,0,1.00,1.00,1.00,2,3,2,19.3,4.441,3,2.000,0.411,4,1.000,13,3.91,-3.50,0,0.0000,0.942,0.0000,3701,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,4684,0.00,123.77,55.76,1567,2,0,0,1.00,1.00,1.00,1,1,1,56.2,1.639,1,2.000,0.420,4,1.000,14,40.52,6.50,0,0.0000,0.911,0.0000,3629,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4673,0.00,133.13,40.50,1186,0,0,0,1.00,1.00,1.00,1,1,1,6.6,9.949,1,2.000,0.386,4,1.000,14,13.52,-0.75,0,0.0000,0.943,0.0000,3578,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,4663,0.00,155.56,49.34,1186,0,0,0,1.00,1.00,1.00,1,1,1,6.0,8.410,1,2.000,0.450,4,1.000,13,8.38,2.50,0,0.0000,0.943,0.0000,3505,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,4641,0.00,168.00,24.97,1567,2,0,0,1.00,1.00,1.00,1,1,1,47.1,1.824,1,2.000,0.299,4,1.000,10,17.34,11.75,0,0.0000,0.960,0.0000,3573,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,4626,0.00,145.16,38.48,1747,0,0,0,1.00,1.00,1.00,1,1,1,22.7,0.060,1,2.000,0.317,4,1.000,14,12.99,11.25,0,0.0000,0.987,0.0000,3475,1.0000
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,4603,0.00,129.85,28.43,1567,0,0,0,1.00,1.00,1.00,2,2,2,22.1,16.439,3,2.000,0.408,4,1.000,12,13.89,-7.00,0,0.0000,0.966,0.0000,3417,1.0000
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,4587,0.00,126.00,37.77,1186,0,0,0,1.00,1.00,1.00,1,2,1,8.0,7.635,2,2.000,0.539,4,1.000,11,6.83,6.25,0,0.0000,0.947,0.0000,3482,1.0000
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,4560,0.00,115.69,12.90,1186,0,0,0,1.00,1.00,1.00,2,4,2,13.7,9.778,5,2.000,0.761,4,1.000,9,10.13,-2.75,0,0.0000,0.986,0.0000,3415,1.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,4556,0.00,120.23,26.05,1770,0,0,0,1.00,1.00,1.00,2,1,2,19.2,7.449,2,2.000,0.795,4,1.000,11,1.00,1.00,0,0.0000,0.980,0.0000,3408,1.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,4532,0.00,131.53,45.97,1567,0,0,0,1.00,1.00,1.00,2,2,1,21.2,9.306,2,2.000,0.435,4,1.000,13,8.33,5.50,0,0.0000,0.969,0.0000,3606,1.0000
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,4525,0.00,134.17,42.59,1810,0,0,0,1.00,1.00,1.00,1,2,2,1.3,11.977,2,2.000,0.465,4,1.000,13,12.06,-6.75,0,0.0000,0.958,0.0000,3496,1.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,4513,0.00,130.07,40.64,1714,0,0,0,1.00,1.00,1.00,1,2,1,13.2,19.868,2,2.000,0.540,4,1.000,11,0.56,0.50,0,0.0000,0.855,0.0000,3443,1.0000
100000,16.00,16,0,3,0,5,0,1.00,0,0.188,4471,2.54,152.45,23.77,1646,0,0,0,1.00,1.00,1.00,2,4,4,16.7,53.699,8,2.000,0.535,4,1.000,8,5.06,-2.75,0,0.0000,0.983,0.0000,3281,1.0000
