step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,2396,2.278,1.955,13.96,63157,53669,0,7858,655,1125302,1064882.0,624808.9,0.129,0.630,0.150,0.091,100,59.16,34.97,0.85,3.87,15.01,13.67,0.29,1.68,16.78,10.97,0.09,0.57,0.239,0.137,1906,0.015,0.043,0.945,0.000,0.011,167827,145762,5,0.319,0.508,0.056,3570903,0.178,3.115,0.223,88.51,60158,461,0.555,0.113,0.358,8799304,1.25,3.58,0.275,0.697,0.029,15.7,56.3,102.9,234.4,78908,0.301,0.00,0.0026,0.087,618,0.671,0.000,0.545,0.631,4.82,5.94,6.05,0.14,0.049,1.26,1.16,1.31,0.695,0.00225,91.00,47.1456,1841.76,73441.8,140122.1,0.164,35.5378,198.649,0.000,1.000,0.000,66.0,85.461,99.855,4809,28125.7,23.56,93.272,7.04,25.145,860.5,11.083,0.134,2.00,10.9725,26290.1,0.4985,0.3316,32.93,1.750,0.199,1.5345,0.0000,0.419,0.131,0.305,0.0000,6.89,1.05,9,33,60,121,80.9541,0.0004,0.4098,0.0000,0.0000,46.5851,100.00,60.7711,257.4459,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0012,0.000002,0,0.2731,0.0284,0.0320,101,330,852,0.0000,0.0000,0.0211,0.078,2.8705,0.0241,0.8896,0.0142,0.2593,0.0405,0.0000,0.00012,0.497,0.0135,0.277,0.111,0.22,0.056,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8484,0.0000,1.5526,0.00000,0.04249,0.6800,0.6791,1.0000,1.790,0.000,1.0000,5.3669,0.0000
20000,2736,1.942,2.923,22.32,32800,24427,0,8027,6,847131,425598.7,377631.7,0.145,0.763,0.078,0.013,98,39.40,24.63,0.76,3.60,11.62,9.93,0.11,1.25,7.55,8.82,0.10,0.65,0.297,0.165,1926,0.065,0.041,0.934,0.003,0.022,48417,30523,3,0.320,0.614,0.019,229102,0.177,3.517,0.344,41.99,27537,403,0.446,0.125,0.422,3266281,1.25,3.45,0.306,0.694,0.034,10.0,36.0,72.0,288.0,54849,0.209,0.00,0.0021,0.105,755,0.432,0.000,0.530,0.362,3.57,4.55,4.75,0.13,0.045,1.29,1.17,1.31,0.470,0.00303,12.39,12.9673,1888.72,68143.7,140122.1,0.000,14.2389,87.437,0.000,1.000,0.000,47.6,35.528,41.051,6829,43213.9,21.64,34.377,6.43,8.306,1565.2,2.041,0.133,2.00,6.0587,16576.7,0.5233,0.3885,20.05,1.950,0.219,0.4655,0.0000,0.211,0.177,0.094,0.0000,5.52,1.05,5,19,36,144,28.8056,0.0003,0.3322,0.0000,0.0000,13.5833,100.00,81.6259,175.0519,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0028,0.0011,0.000003,0,0.1011,0.0121,0.0258,77,277,867,0.0000,0.0000,0.0003,0.001,1.4619,0.0047,0.5029,0.0124,0.4116,0.0470,0.0000,-0.00001,0.652,0.0322,0.353,0.098,0.08,0.019,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0198,0.0000,1.7560,0.00000,0.06135,0.6800,0.6790,1.0000,2.712,0.000,1.0000,2.4427,0.0000
30000,3265,1.455,2.389,32.87,113920,78803,0,34580,6,2057153,1015847.8,999165.5,0.127,0.763,0.108,0.002,58,41.27,20.18,0.07,0.78,10.76,8.12,0.00,0.07,9.73,8.19,0.00,0.02,0.252,0.144,1734,0.042,0.038,0.945,0.003,0.013,192021,119091,3,0.281,0.707,0.002,480025,0.101,3.300,0.277,93.68,124115,314,0.486,0.161,0.273,14705576,1.02,1.59,0.526,0.474,0.000,16.0,46.0,53.9,200.0,67153,0.256,0.00,0.0032,0.111,889,0.612,0.000,0.599,0.422,3.56,4.58,4.62,0.01,0.006,1.02,1.02,1.02,0.644,0.00351,79.60,42.0691,1040.24,57385.0,140122.1,0.039,43.0158,205.906,0.000,1.000,0.000,78.4,78.381,103.732,5866,35621.9,17.36,88.021,5.12,28.788,1286.4,9.291,0.133,2.01,11.0479,36071.3,0.6852,0.4003,20.57,2.000,0.003,1.5345,0.0000,0.237,0.191,0.099,0.0000,5.00,0.90,8,23,26,100,68.5215,0.0004,0.4971,0.0000,0.0000,49.2951,100.00,46.8834,255.2344,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0028,0.0010,0.000003,2,0.2696,0.0897,0.0139,64,256,729,0.0000,0.0000,0.0001,0.000,3.5102,0.0108,1.5301,0.0165,0.2847,0.0828,0.0000,0.00060,0.945,0.0645,0.936,0.590,0.00,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,1.3364,0.0000,2.6421,0.00000,0.03246,0.6800,0.6789,1.0000,2.247,0.000,1.0000,7.8803,0.0000
40000,2657,1.488,1.849,32.39,26702,23844,0,3314,0,284891,452772.7,154159.5,0.128,0.738,0.134,0.001,93,45.30,18.01,0.01,0.33,9.93,6.53,0.00,0.00,12.71,7.36,0.00,0.00,0.215,0.115,1274,0.055,0.070,0.922,0.002,0.006,31376,19610,3,0.460,0.113,0.000,1734,0.072,2.977,0.208,42.51,23666,334,0.541,0.210,0.088,4509492,1.00,1.03,0.598,0.402,0.000,24.0,50.0,60.0,242.0,60156,0.229,0.00,0.0013,0.120,614,0.522,0.000,0.350,0.235,3.83,4.82,4.84,0.00,0.000,1.00,1.00,1.00,0.533,0.00188,12.39,8.9546,715.93,53400.1,140122.1,0.097,10.0748,87.826,0.000,1.000,0.000,63.3,39.507,42.037,4786,27366.0,16.79,36.136,5.22,7.469,762.4,2.071,0.134,1.99,18.8228,50012.2,1.0097,0.3888,22.64,2.000,0.000,0.4655,0.0000,0.060,0.074,0.002,0.0000,5.09,0.75,12,25,30,121,35.8060,0.0004,0.4648,0.0000,0.0000,13.8031,100.00,73.6855,196.3405,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0022,0.0009,0.000002,152,1.2440,0.1441,0.0587,96,315,1171,0.0000,0.0000,0.0000,0.000,0.3674,0.2627,0.3000,0.0297,0.3719,0.0397,0.0000,0.00002,0.871,0.0296,0.987,0.776,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9354,0.0000,1.3638,0.00000,0.04692,0.6800,0.6794,1.0000,1.758,0.000,1.0000,2.3844,0.0000
50000,3596,1.107,1.277,32.18,40789,35913,0,2767,0,305902,1011471.9,304043.7,0.051,0.801,0.149,0.000,71,38.18,15.03,0.00,0.17,7.17,4.48,0.00,0.00,11.91,5.86,0.00,0.00,0.187,0.096,2036,0.030,0.052,0.940,0.001,0.006,54263,34807,11,0.781,0.039,0.000,1689,0.171,2.516,0.136,95.98,38598,366,0.994,0.178,0.038,13897629,1.00,1.05,0.490,0.510,0.000,16.0,42.0,50.0,134.0,68637,0.262,0.00,0.0024,0.098,1003,0.620,0.000,0.346,0.291,3.53,4.52,4.53,0.00,0.000,1.00,1.00,1.00,0.625,0.00211,69.80,34.1294,2094.95,28326.7,140122.1,26.738,19.6458,198.125,0.000,1.000,0.000,77.4,83.810,135.586,3503,17150.0,29.12,80.403,4.93,9.983,256.6,5.078,0.137,1.99,23.3790,84070.8,1.5978,0.3663,19.09,2.000,0.000,1.5345,0.0000,0.022,0.045,0.001,0.0000,4.78,0.57,8,21,25,67,78.7210,0.0076,0.5019,0.0000,0.0000,48.9066,100.00,19.3166,238.6532,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0014,0.0006,0.000001,1170,6.6989,0.3740,0.1159,109,333,2459,0.0000,0.0000,0.0000,0.000,0.4492,1.5861,1.0869,0.1210,0.3100,0.0482,0.0000,-0.00004,0.840,0.0308,0.995,0.896,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8513,0.0000,0.9005,0.00000,0.03618,0.6800,0.6796,1.0000,1.133,0.000,1.0000,3.5913,0.0000
60000,2906,1.325,1.299,32.17,19127,18356,0,573,0,93461,464839.0,118028.6,0.117,0.731,0.151,0.000,90,41.08,15.22,0.00,0.02,7.21,5.08,0.00,0.00,13.33,6.51,0.00,0.00,0.172,0.097,1386,0.055,0.090,0.901,0.000,0.009,19053,11650,13,0.467,0.194,0.000,102,1.000,2.495,0.141,45.35,15005,482,1.263,0.182,0.041,4377065,1.00,0.70,0.609,0.390,0.000,24.0,46.0,50.0,162.0,59693,0.228,0.00,0.0012,0.096,693,0.452,0.000,0.287,0.156,3.68,4.62,4.61,0.00,0.000,1.00,1.00,1.00,0.456,0.00141,14.10,16.4437,534.11,52860.0,140122.1,0.080,10.3045,92.182,0.000,1.000,0.000,62.2,40.735,44.104,3631,18789.4,14.08,35.266,4.80,3.239,348.4,1.211,0.135,1.98,20.5371,59680.7,1.2053,0.3763,20.54,2.000,0.000,0.4655,0.0000,0.017,0.039,0.001,0.0000,4.79,0.71,12,23,25,81,38.0802,0.0050,0.4453,0.0000,0.0000,13.5040,100.00,71.2903,212.6844,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0014,0.0007,0.000001,888,3.6447,0.1748,0.1661,117,359,4839,0.0000,0.0000,0.0000,0.000,0.1251,0.9167,0.5822,0.0341,0.4559,0.0346,0.0000,0.00005,0.829,0.0329,0.997,0.925,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7898,0.0000,0.9150,0.00000,0.04212,0.6800,0.6796,1.0000,1.245,0.000,1.0000,1.8356,0.0000
70000,3689,0.944,1.018,32.20,35452,31994,0,926,0,170909,974262.4,285374.5,0.071,0.748,0.180,0.000,75,35.82,14.75,0.00,0.03,5.99,3.90,0.00,0.00,11.92,5.64,0.00,0.00,0.167,0.087,2000,0.065,0.053,0.943,0.001,0.004,43355,25888,20,0.448,0.153,0.000,192,0.359,2.191,0.103,94.42,31249,497,1.670,0.159,0.036,11281483,1.00,1.02,0.494,0.506,0.000,16.0,32.0,50.0,162.0,66076,0.252,0.00,0.0022,0.108,1019,0.530,0.000,0.278,0.243,3.45,4.36,4.35,0.00,0.000,1.00,1.00,1.00,0.533,0.00189,64.18,39.5299,1740.72,25915.4,140122.1,37.431,19.1612,191.902,0.000,1.000,0.000,76.0,78.353,144.948,2937,13317.2,26.56,75.595,4.70,5.785,151.7,3.315,0.134,2.00,24.7557,91323.6,1.7499,0.3440,17.91,2.000,0.000,1.5345,0.0000,0.012,0.024,0.000,0.0000,4.61,0.59,8,16,25,81,73.8514,0.0102,0.4963,0.0000,0.0000,49.5824,100.00,15.6478,220.2578,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0012,0.0005,0.000001,1749,7.7612,0.3874,0.1505,115,326,4824,0.0000,0.0000,0.0000,0.000,0.2635,1.7986,1.1523,0.1122,0.3945,0.0476,0.0000,-0.00005,0.837,0.0309,1.000,0.952,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7830,0.0000,0.7460,0.00000,0.03744,0.6800,0.6797,1.0000,0.903,0.000,1.0000,3.1994,0.0000
80000,3040,1.305,1.216,31.96,18632,17832,0,375,0,77284,460874.1,125113.3,0.126,0.701,0.173,0.001,95,38.77,15.19,0.00,0.00,6.64,4.43,0.00,0.00,12.75,6.66,0.00,0.00,0.172,0.093,1457,0.109,0.091,0.900,0.001,0.008,18181,10907,18,0.262,0.189,0.000,44,0.000,2.394,0.128,45.34,14665,488,1.619,0.229,0.038,3941049,1.00,0.72,0.606,0.394,0.000,22.0,32.0,50.0,158.0,58936,0.225,0.00,0.0012,0.108,745,0.413,0.000,0.253,0.149,3.54,4.48,4.49,0.00,0.000,1.00,1.00,1.00,0.416,0.00126,14.47,18.8268,779.82,49439.3,140122.1,0.236,10.9705,91.671,0.000,1.000,0.000,58.6,39.466,43.737,3539,17296.6,19.71,34.146,4.68,2.747,280.7,1.044,0.134,2.00,21.1755,64373.6,1.3516,0.3741,19.39,2.000,0.000,0.4655,0.0000,0.010,0.018,0.000,0.0000,4.66,0.70,11,16,25,79,36.9673,0.0060,0.4329,0.0000,0.0000,13.4877,100.00,69.7471,207.0778,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0014,0.0006,0.000001,1074,3.9518,0.1766,0.1846,115,346,4981,0.0000,0.0000,0.0000,0.000,0.0994,0.9814,0.6020,0.0414,0.4929,0.0330,0.0000,-0.00010,0.877,0.0370,1.000,0.956,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7760,0.0000,0.8747,0.00000,0.04212,0.6800,0.6796,1.0000,1.151,0.000,1.0000,1.7832,0.0000
90000,3805,0.971,0.930,32.14,32938,29646,0,607,0,144169,947834.9,285453.2,0.074,0.729,0.197,0.000,82,35.05,15.21,0.00,0.00,5.78,3.85,0.00,0.00,11.74,5.76,0.00,0.00,0.165,0.082,1995,0.091,0.056,0.938,0.001,0.006,39154,22509,20,0.235,0.041,0.000,239,0.059,2.078,0.092,91.98,28077,568,1.980,0.135,0.032,10290076,1.00,1.12,0.507,0.493,0.000,14.0,32.0,50.0,162.0,66688,0.254,0.00,0.0021,0.105,1051,0.502,0.000,0.269,0.227,3.41,4.30,4.31,0.00,0.000,1.00,1.00,1.00,0.505,0.00180,61.32,41.2134,1833.09,25621.2,140122.1,43.600,19.4576,186.636,0.000,1.000,0.000,75.8,74.890,148.343,2679,11792.4,21.90,71.986,4.62,4.754,114.7,2.777,0.134,1.99,24.3945,92821.1,1.8174,0.3443,17.53,2.000,0.000,1.5345,0.0000,0.008,0.011,0.000,0.0000,4.58,0.60,7,16,25,81,70.4645,0.0155,0.4965,0.0000,0.0000,49.7558,100.00,14.4067,209.5675,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0011,0.0005,0.000001,1920,7.9806,0.3821,0.1637,114,318,4964,0.0000,0.0000,0.0000,0.000,0.2027,1.8299,1.1593,0.1233,0.4179,0.0473,0.0000,0.00003,0.927,0.0388,1.000,0.967,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7645,0.0000,0.7100,0.00000,0.03855,0.6800,0.6797,1.0000,0.811,0.000,1.0000,2.9646,0.0000
100000,2991,1.232,1.187,32.12,17200,16502,0,372,0,77168,457635.7,126010.3,0.115,0.706,0.179,0.000,97,40.20,15.72,0.01,0.17,6.97,4.98,0.00,0.00,13.12,6.43,0.00,0.00,0.172,0.095,1441,0.027,0.096,0.896,0.001,0.007,16755,9648,14,0.263,0.134,0.000,121,0.000,2.387,0.127,45.23,13494,497,1.633,0.202,0.031,3851789,1.00,0.73,0.605,0.395,0.000,22.0,40.0,50.0,174.0,60098,0.229,0.00,0.0012,0.111,721,0.404,0.000,0.255,0.143,3.69,4.56,4.56,0.00,0.000,1.00,1.00,1.00,0.407,0.00132,14.82,18.9850,735.51,45873.1,140122.1,0.298,10.8791,91.159,0.000,1.000,0.000,59.9,38.899,43.250,3373,16926.1,21.13,33.379,4.70,2.528,262.0,0.980,0.129,2.00,22.9513,68647.4,1.3770,0.3721,20.09,2.000,0.000,0.4655,0.0000,0.013,0.044,0.004,0.0000,4.74,0.72,11,20,25,87,36.3448,0.0039,0.4427,0.0000,0.0000,13.4058,100.00,69.0313,202.9177,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0013,0.0006,0.000001,1140,4.0614,0.1926,0.2034,114,356,5040,0.0000,0.0000,0.0000,0.000,0.1050,0.9752,0.6137,0.0458,0.4985,0.0347,0.0000,-0.00004,0.884,0.0367,0.998,0.953,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7650,0.0000,0.8503,0.00000,0.04408,0.6800,0.6797,1.0000,1.126,0.000,1.0000,1.6502,0.0000
