step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,3127,1.626,2.791,17.78,141318,105978,0,28266,5409,1889741,1064139.9,956446.4,0.080,0.732,0.087,0.101,64,33.42,22.74,0.89,3.48,8.87,8.33,0.22,1.66,8.79,9.98,0.02,0.26,0.266,0.190,2406,0.011,0.016,0.946,0.005,0.032,259467,206814,2,0.075,0.918,0.034,2324876,0.216,3.474,0.328,91.06,105771,290,0.506,0.137,0.402,12571628,1.26,5.86,0.106,0.657,0.008,7.9,30.3,61.8,193.2,58682,0.224,0.00,0.0039,0.059,883,0.549,0.001,0.623,0.464,3.48,4.73,4.49,0.12,0.050,1.27,1.32,1.24,0.591,0.00262,96.82,58.2543,2217.76,69460.4,140135.6,0.142,43.1449,210.016,0.000,1.000,0.000,59.7,80.090,97.108,6551,40812.0,19.87,94.614,7.20,25.231,1673.5,10.278,0.134,2.00,5.6646,17713.3,0.5158,0.3556,18.77,1.792,0.415,1.5488,0.0000,0.540,0.156,0.616,0.0000,6.08,1.22,4,18,35,100,72.9755,0.0012,0.4237,0.0000,0.0000,40.5045,100.00,56.6511,252.7113,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0039,0.0014,0.000004,1,0.1758,0.0106,0.0106,61,220,596,0.0000,0.0000,0.0260,0.102,15.2385,0.0213,5.0954,0.0499,0.3364,0.0912,0.0000,-0.00002,0.573,0.0136,0.737,0.239,0.15,0.034,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0243,0.0000,2.1436,0.00000,0.04240,0.6800,0.6787,1.0000,2.553,0.000,1.0000,10.5978,0.0000
20000,3390,1.492,1.933,19.08,51530,41081,0,9595,591,779614,444962.8,343399.5,0.115,0.715,0.080,0.090,87,27.24,17.02,0.67,2.35,7.94,6.85,0.51,1.96,9.67,9.77,0.09,0.46,0.290,0.189,2574,0.024,0.045,0.925,0.007,0.023,75846,55005,8,0.337,0.442,0.115,1520779,0.242,3.032,0.221,41.22,41554,321,0.440,0.175,0.369,4612016,1.18,3.39,0.244,0.674,0.047,7.2,26.0,50.0,188.0,63686,0.243,0.00,0.0014,0.073,849,0.491,0.000,0.441,0.355,3.47,4.57,4.53,0.15,0.067,1.23,1.16,1.17,0.523,0.00147,13.87,15.0584,1936.37,82487.2,140135.6,0.288,12.4776,91.678,0.000,1.000,0.034,56.9,36.638,38.776,4816,27734.8,20.69,34.887,5.83,6.589,773.8,1.957,0.134,2.00,5.6086,19013.1,0.5092,0.3472,18.79,1.543,0.544,0.4512,0.0000,0.451,0.138,0.372,0.0000,5.40,0.96,5,16,36,84,32.7551,0.0051,0.3740,0.0000,0.0000,11.9556,100.00,84.7698,184.7220,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0035,0.0014,0.000002,0,0.0979,0.0088,0.0150,68,236,706,0.0000,0.0000,0.0184,0.045,3.3474,0.0100,1.1967,0.0386,0.3710,0.0431,0.0000,-0.00006,0.182,0.0051,0.277,0.062,0.44,0.115,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8680,0.0000,1.3909,0.00000,0.06577,0.6800,0.6788,1.0000,1.768,0.000,1.0000,4.1081,0.0000
30000,4101,1.067,1.732,20.75,146932,112424,0,33251,545,2110252,1065493.1,1008275.6,0.054,0.754,0.064,0.127,50,23.55,11.53,1.14,2.45,7.07,4.91,0.24,1.11,8.84,7.93,0.56,1.15,0.294,0.164,2860,0.047,0.030,0.941,0.007,0.022,267594,188022,10,0.276,0.476,0.081,2573440,0.207,2.884,0.195,99.89,147146,290,0.478,0.177,0.351,18326981,1.35,2.39,0.223,0.702,0.212,8.0,24.0,36.0,98.0,70884,0.270,0.00,0.0029,0.080,930,0.642,0.000,0.568,0.461,3.25,4.41,4.38,0.62,0.234,1.48,1.19,1.38,0.673,0.00197,86.84,50.7803,1131.35,77548.6,140135.6,0.118,38.2625,224.657,0.000,1.000,0.000,80.6,85.093,105.937,4516,25301.2,14.31,91.721,5.22,23.955,656.6,9.720,0.136,2.00,6.7837,27820.1,0.6049,0.3579,17.28,1.426,0.543,1.5488,0.0000,0.403,0.136,0.224,0.0000,4.99,0.95,6,16,32,64,78.2802,0.0062,0.4723,0.0000,0.0000,42.9411,100.00,55.6627,274.4635,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0033,0.0013,0.000003,1,0.1930,0.0371,0.0109,64,239,707,0.0000,0.0000,0.0153,0.032,9.1705,0.0134,3.8353,0.0334,0.2619,0.0731,0.0000,0.00014,0.156,0.0028,0.298,0.055,0.22,0.081,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0741,0.0000,1.8677,0.00000,0.03786,0.6800,0.6788,1.0000,1.623,0.000,1.0000,11.2424,0.0000
40000,3476,1.203,1.992,23.05,46782,41845,0,5517,27,589189,431873.9,261534.0,0.066,0.737,0.077,0.119,86,25.22,12.46,0.51,2.13,7.49,5.23,0.29,1.39,8.88,9.00,0.22,0.79,0.291,0.162,2102,0.097,0.046,0.914,0.009,0.031,63930,41424,12,0.278,0.127,0.076,1355276,0.219,3.049,0.227,41.86,34417,395,0.444,0.157,0.381,5906638,1.13,2.54,0.288,0.619,0.077,8.0,26.5,38.1,150.7,59698,0.228,0.00,0.0014,0.094,919,0.559,0.000,0.465,0.313,3.22,4.30,4.26,0.24,0.084,1.20,1.06,1.14,0.582,0.00119,13.42,9.9875,914.21,78203.6,140135.6,1.516,7.7308,92.579,0.000,1.000,0.113,64.5,39.358,40.621,5090,29412.7,14.10,32.975,5.33,5.167,957.6,1.742,0.136,2.00,6.7034,23301.0,0.6107,0.3485,17.17,1.574,0.508,0.4512,0.0000,0.357,0.141,0.182,0.0000,4.91,1.04,6,16,34,81,36.3371,0.0052,0.4324,0.0000,0.0000,11.9685,100.00,85.4042,214.5845,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0032,0.0014,0.000002,18,0.2449,0.0187,0.0238,83,261,868,0.0000,0.0000,0.0048,0.012,2.8685,0.0295,1.1626,0.0173,0.3122,0.0452,0.0000,-0.00018,0.144,0.0021,0.157,0.021,0.26,0.076,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8217,0.0000,1.1683,0.00000,0.06166,0.6800,0.6791,1.0000,1.877,0.000,1.0000,4.1845,0.0000
50000,3796,1.006,2.056,27.11,114234,94056,0,19699,105,1446897,1046412.8,745861.8,0.062,0.820,0.051,0.068,53,29.02,13.71,0.81,2.53,7.60,4.73,0.06,0.61,8.39,6.65,0.34,1.03,0.262,0.129,2396,0.047,0.044,0.937,0.006,0.014,198859,129981,22,0.162,0.302,0.023,1151363,0.211,3.134,0.236,97.18,112579,326,0.515,0.167,0.282,21347333,1.23,1.91,0.296,0.636,0.112,11.3,30.0,48.0,154.0,64003,0.244,0.00,0.0033,0.095,986,0.713,0.000,0.528,0.439,3.31,4.30,4.25,0.43,0.138,1.33,1.12,1.25,0.732,0.00179,86.94,36.0916,843.07,66763.7,140135.6,0.429,30.6973,221.393,0.000,1.000,0.000,83.1,91.719,104.251,5128,30574.6,15.88,88.348,5.04,26.378,1026.6,10.527,0.134,2.00,8.8473,33584.2,0.7298,0.3733,16.86,1.761,0.426,1.5488,0.0000,0.311,0.167,0.192,0.0000,4.76,0.91,6,16,28,73,86.1822,0.0035,0.5216,0.0000,0.0000,42.8169,100.00,48.9829,281.5315,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0028,0.0011,0.000002,54,0.7002,0.0740,0.0216,81,283,833,0.0000,0.0000,0.0054,0.014,5.8597,0.0782,2.3421,0.0308,0.2137,0.0638,0.0000,0.00012,0.178,0.0031,0.200,0.031,0.06,0.023,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9978,0.0000,1.7408,0.00000,0.02953,0.6800,0.6791,1.0000,1.942,0.000,1.0000,9.4056,0.0000
60000,3445,1.146,1.636,21.66,39080,35779,0,3581,17,449592,438119.0,221653.7,0.088,0.798,0.058,0.055,89,26.30,12.54,1.16,3.10,6.84,4.82,0.24,1.46,10.06,8.59,0.63,1.32,0.259,0.149,2549,0.017,0.048,0.935,0.003,0.014,50211,32444,12,0.277,0.103,0.066,804596,0.245,2.828,0.182,41.35,27133,498,0.493,0.148,0.291,6320408,1.31,2.37,0.274,0.693,0.204,8.9,28.0,39.7,149.3,63036,0.240,0.00,0.0013,0.095,870,0.570,0.000,0.440,0.281,3.50,4.48,4.43,0.68,0.215,1.45,1.13,1.34,0.585,0.00114,13.56,9.1156,797.76,82675.9,140135.6,1.603,7.6501,93.095,0.000,1.000,0.164,66.5,40.830,40.045,4276,23994.7,24.66,33.157,5.17,5.536,638.9,1.878,0.134,1.99,7.2061,24825.0,0.6539,0.3789,18.30,1.551,0.511,0.4512,0.0000,0.407,0.163,0.265,0.0000,5.04,1.09,6,16,36,80,38.0051,0.0010,0.4528,0.0000,0.0000,11.8805,100.00,82.5513,216.6780,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0028,0.0012,0.000001,54,0.5158,0.0264,0.0375,98,299,1042,0.0000,0.0000,0.0028,0.005,2.4236,0.0833,0.9049,0.0357,0.3234,0.0396,0.0000,0.00015,0.273,0.0041,0.430,0.111,0.19,0.066,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7706,0.0000,1.0564,0.00000,0.05279,0.6800,0.6792,1.0000,1.548,0.000,1.0000,3.5779,0.0000
70000,4229,1.038,1.926,14.42,130265,111638,0,17602,205,1507357,1035468.6,797501.0,0.064,0.814,0.065,0.057,59,20.90,12.55,1.65,2.80,5.46,4.50,0.17,1.17,8.19,8.23,1.24,1.66,0.272,0.187,3303,0.009,0.020,0.957,0.005,0.018,215279,154899,8,0.773,0.104,0.040,1732875,0.190,3.041,0.221,98.18,99239,462,0.529,0.116,0.356,20745607,1.64,6.85,0.069,0.720,0.387,6.2,20.1,35.4,146.0,65436,0.250,0.00,0.0030,0.072,1187,0.658,0.001,0.642,0.408,3.27,4.96,3.67,1.27,0.402,1.96,1.23,1.73,0.680,0.00156,91.51,39.7594,1467.53,81871.0,140135.6,1.125,29.2489,224.825,0.000,1.000,0.003,78.1,90.153,105.524,4797,28063.2,16.05,87.722,5.14,21.302,799.3,9.248,0.133,2.00,4.8417,20475.8,0.5184,0.3882,15.47,1.282,0.369,1.5488,0.0000,0.398,0.116,0.103,0.0000,6.03,1.08,5,15,28,73,84.7868,0.0045,0.4706,0.0000,0.0000,41.6357,100.00,54.6721,283.3443,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0032,0.0013,0.000002,36,0.3550,0.0109,0.0170,87,280,799,0.0000,0.0000,0.0413,0.077,12.0323,0.0360,4.6684,0.0596,0.2606,0.0676,0.0000,0.00009,0.220,0.0038,0.407,0.081,0.14,0.040,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0160,0.0000,1.8402,0.00000,0.03128,0.6800,0.6790,1.0000,1.787,0.000,1.0000,11.1638,0.0000
80000,3812,1.186,1.803,13.34,50449,45878,0,4893,92,579296,431692.5,271424.7,0.065,0.811,0.060,0.065,93,21.30,11.90,1.38,2.24,6.07,4.77,0.39,1.96,8.69,8.26,1.21,1.63,0.285,0.176,2921,0.015,0.030,0.944,0.006,0.020,64824,45747,5,0.792,0.049,0.078,792669,0.230,2.939,0.204,41.14,26835,458,0.469,0.089,0.360,5815866,1.53,7.29,0.060,0.731,0.380,6.5,21.2,36.7,76.1,62993,0.240,0.00,0.0013,0.082,972,0.505,0.001,0.663,0.262,3.43,5.14,3.86,1.23,0.387,1.81,1.15,1.62,0.528,0.00119,14.77,11.4910,1376.28,85399.6,140135.6,0.919,8.5918,92.112,0.000,1.000,0.158,62.2,38.225,38.568,4605,26214.2,16.45,32.416,6.17,5.325,636.9,1.889,0.135,1.99,4.9810,18987.4,0.4998,0.3602,16.52,1.255,0.309,0.4512,0.0000,0.420,0.082,0.089,0.0000,6.32,1.10,5,16,32,64,34.8816,0.0003,0.4066,0.0000,0.0000,11.7787,100.00,87.5760,211.8141,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0035,0.0015,0.000002,3,0.0810,0.0060,0.0139,92,271,781,0.0000,0.0000,0.0209,0.052,6.8135,0.0102,2.3957,0.0666,0.3528,0.0506,0.0000,-0.00022,0.302,0.0023,0.486,0.064,0.31,0.078,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8150,0.0000,1.2241,0.00000,0.06538,0.6800,0.6790,1.0000,1.680,0.000,1.0000,4.5878,0.0000
90000,3923,1.130,1.908,11.08,158790,138921,0,19053,702,1878139,1036112.3,905970.9,0.049,0.830,0.054,0.067,66,22.66,14.47,2.04,2.97,5.57,4.77,0.25,1.61,9.17,9.51,1.55,1.76,0.258,0.183,3090,0.007,0.019,0.962,0.003,0.015,249878,188411,1,0.941,0.059,0.047,1563052,0.175,3.029,0.220,97.65,97843,346,0.482,0.073,0.356,19728587,1.78,11.12,0.009,0.723,0.483,6.4,21.0,40.8,131.6,66804,0.255,0.00,0.0029,0.082,1006,0.603,0.001,0.824,0.375,3.47,5.78,3.56,1.58,0.489,2.29,1.24,1.85,0.632,0.00184,96.98,47.8069,1436.01,83075.6,140135.6,0.052,30.4389,224.442,0.000,1.000,0.000,73.5,85.399,103.304,4761,27934.0,16.44,86.720,6.46,18.422,723.5,8.729,0.135,2.00,4.9727,19507.8,0.4905,0.3466,17.03,1.201,0.120,1.5488,0.0000,0.482,0.065,0.409,0.0000,7.45,0.74,5,16,31,80,79.2531,0.0010,0.4563,0.0000,0.0000,40.6481,100.00,64.1278,269.2959,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0039,0.0015,0.000002,3,0.1263,0.0087,0.0078,93,261,634,0.0000,0.0000,0.0215,0.060,26.5803,0.0180,9.9238,0.0640,0.3023,0.0871,0.0000,0.00001,0.179,0.0013,0.877,0.154,0.19,0.047,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0003,0.0000,1.7860,0.00000,0.03486,0.6800,0.6788,1.0000,1.776,0.000,1.0000,13.8921,0.0000
100000,3573,1.201,1.791,11.63,45688,42921,0,2997,119,513132,430139.4,248890.6,0.051,0.803,0.060,0.086,94,23.30,14.42,1.97,2.57,5.89,5.01,0.17,1.31,9.51,8.92,1.49,1.60,0.254,0.176,2764,0.024,0.036,0.945,0.004,0.016,57965,41461,4,0.858,0.048,0.032,668266,0.169,2.938,0.203,41.06,23387,471,0.485,0.061,0.327,5307340,1.76,10.14,0.011,0.715,0.500,7.0,22.4,39.9,143.0,62616,0.239,0.00,0.0013,0.085,945,0.493,0.000,0.728,0.255,3.63,5.87,3.71,1.52,0.512,2.24,1.20,1.85,0.516,0.00115,14.77,11.1563,1147.41,85988.2,140135.6,1.064,8.3294,91.058,0.000,1.000,0.154,63.9,38.303,39.061,4583,26234.5,16.14,32.581,6.96,5.285,656.9,1.906,0.135,2.00,5.2574,18784.5,0.4685,0.3648,17.52,1.193,0.145,0.4512,0.0000,0.517,0.078,0.550,0.0000,7.32,0.69,5,17,30,100,35.2163,0.0003,0.4268,0.0000,0.0000,11.7522,100.00,86.8759,202.1302,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0035,0.0015,0.000001,1,0.0995,0.0129,0.0170,101,281,796,0.0000,0.0000,0.0158,0.050,7.4191,0.0135,2.4038,0.0647,0.3806,0.0437,0.0000,-0.00004,0.120,0.0009,0.829,0.125,0.12,0.032,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7643,0.0000,1.1402,0.00000,0.05993,0.6800,0.6790,1.0000,1.681,0.000,1.0000,4.2921,0.0000
