step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,1,869,37.5,0.9,9.6,0.2,19.0,0.1,1.28,7.7,710,329,18.61,15.05,142,516,211,0.2,1.25,1.31,1.31,4.65,5.70,5.82,32.8,1.193,0.546,7.69
5000,9,111,23.8,1.3,3.6,0.3,14.6,0.0,1.41,12.3,88,275,13.35,4.76,14,63,34,0.3,1.47,1.54,1.34,3.81,4.50,5.55,35.2,1.142,0.395,8.11
5000,3,85,37.4,1.4,9.1,0.8,19.8,0.7,1.24,6.2,69,593,41.63,8.83,58,16,11,0.8,1.49,1.08,1.23,5.53,6.38,6.61,20.0,1.196,0.456,8.05
5000,7,67,37.5,3.9,6.2,0.8,19.3,0.5,2.03,10.7,61,538,32.48,14.19,11,27,29,0.8,2.40,2.03,1.93,4.73,6.58,6.03,36.9,1.103,0.647,8.97
5000,8,60,20.1,0.2,5.9,0.3,14.9,0.1,1.03,6.9,60,349,18.81,5.87,0,5,55,0.2,1.04,1.00,1.04,3.95,4.60,5.13,48.7,0.992,0.534,6.58
6000,14,2734,30.2,0.7,9.2,0.5,7.8,0.0,1.24,5.6,2181,289,8.98,12.20,573,1141,1020,0.4,1.19,1.28,1.26,3.50,5.00,4.48,34.3,1.632,0.543,6.14
6000,12,283,62.1,6.0,12.1,0.0,23.1,0.6,1.96,4.7,253,1040,66.69,20.96,215,68,0,0.7,2.11,1.68,2.02,6.24,7.07,6.86,22.4,1.320,0.576,8.15
6000,8,187,27.5,1.3,4.8,0.8,19.8,0.2,1.29,5.6,171,325,20.18,7.00,2,53,132,0.3,1.36,1.23,1.30,4.49,5.39,5.41,44.2,0.991,0.537,6.79
6000,1,178,13.3,0.9,1.7,0.2,12.8,0.0,1.33,10.6,125,187,10.41,3.60,74,70,34,0.1,1.19,1.43,1.38,3.48,3.86,5.24,29.8,0.801,0.503,7.19
6000,7,31,29.6,2.9,7.5,0.0,14.5,0.7,1.47,12.2,31,675,31.15,12.12,5,7,19,0.8,1.52,1.49,1.47,4.29,5.68,6.55,40.0,1.071,0.664,9.16
6000,9,27,23.5,0.4,4.4,0.6,14.3,0.0,1.08,10.2,24,303,15.43,4.67,0,1,26,0.0,1.14,1.04,1.07,3.70,4.74,4.52,47.2,1.168,0.503,7.19
6000,3,24,43.4,1.6,10.4,0.0,21.3,0.6,1.45,10.7,23,926,58.09,16.63,15,5,4,0.7,1.56,1.30,1.50,5.62,5.83,6.25,21.5,1.210,0.449,8.71
7000,14,3065,28.2,0.6,7.8,0.3,7.1,0.0,1.21,5.8,2288,313,8.47,10.98,1015,1050,1000,0.5,1.09,1.29,1.25,3.35,4.88,4.21,31.3,1.748,0.513,5.99
7000,1,326,12.5,0.3,2.1,0.0,13.0,0.0,1.12,10.5,223,223,10.85,4.38,147,159,20,0.0,1.07,1.15,1.12,3.33,3.87,5.45,27.1,0.800,0.501,7.29
7000,12,178,53.3,6.2,9.7,0.0,18.9,0.9,2.14,5.8,174,1000,64.56,18.69,136,38,4,1.1,2.38,1.86,2.16,5.59,6.73,6.55,23.1,1.316,0.575,8.09
7000,8,139,30.6,3.3,5.3,0.9,18.9,0.6,1.85,4.8,124,447,24.82,7.78,8,27,104,0.8,2.08,1.46,1.93,4.69,5.57,5.65,44.1,0.996,0.521,6.81
7000,7,12,22.1,2.9,4.5,0.0,10.4,0.6,1.74,14.7,12,920,35.83,12.62,2,0,10,0.8,1.64,1.72,1.83,4.17,4.58,6.25,41.1,1.062,0.665,9.08
8000,14,3561,27.3,0.5,6.6,0.3,7.8,0.0,1.16,5.8,2562,332,9.46,9.15,1323,1292,946,0.3,1.09,1.22,1.18,3.23,4.80,4.00,30.1,1.787,0.542,5.84
8000,1,264,13.8,0.6,2.6,0.1,12.8,0.0,1.18,10.2,207,230,10.77,4.03,105,138,21,0.0,1.05,1.24,1.23,3.29,4.17,5.06,27.7,0.822,0.508,7.16
