step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1403,39.38,2.56,8.28,0.38,9.23,0.61,1.91,0.215,0.326,391607.5,396970.9,3,128,3.77,1.97,1.45,22.5022,726.59,24619.5,0.0503,33.0727,5462,26.4846,2048,9.2973,34795.9,147.65,2.8884,0.0,0.0000,1.000,0.6946,2.2797,3.1331
10000,1,1135,39.20,3.52,8.18,0.36,10.63,1.13,2.27,0.373,0.296,396212.5,380712.9,3,97,3.89,2.39,1.39,22.1595,527.65,21954.7,0.0509,33.2023,5461,26.4798,1977,10.0876,37844.3,90.55,10.3471,0.0,0.0000,1.000,0.3296,2.2282,2.9633
10000,2,842,41.27,4.80,8.53,0.09,10.73,1.48,2.62,0.482,0.233,330273.8,285021.0,2,117,4.15,2.87,1.44,16.0690,295.75,21824.4,0.0516,27.6627,5461,26.4798,1818,6.9014,25298.6,61.79,25.5167,0.0,0.0000,1.000,0.1150,2.0895,2.6392
20000,0,1000,45.34,3.43,9.81,0.16,14.11,1.07,2.10,0.343,0.316,218537.1,142979.2,8,84,4.57,2.30,1.37,6.0128,546.28,15012.4,0.9343,20.6152,5462,12.9463,1717,4.2759,12536.8,147.65,1.4603,0.0,0.0000,1.000,0.6946,1.8934,1.6699
20000,1,877,47.33,3.38,9.30,0.43,14.81,0.98,2.05,0.303,0.279,126500.6,78602.2,9,102,4.51,2.24,1.42,3.0611,448.03,28470.3,0.0000,11.9395,5461,12.9439,1587,2.0328,5488.6,90.55,3.0715,0.0,0.0000,1.000,0.3296,1.7549,0.9413
20000,2,703,45.17,3.09,9.98,0.47,13.26,1.03,1.96,0.320,0.216,92583.8,53380.0,7,122,4.39,2.17,1.29,2.1063,364.65,35807.6,0.0000,8.7526,5461,12.9439,1490,1.4548,3464.0,61.79,6.9624,0.0,0.0000,1.000,0.1150,1.6691,0.6751
30000,0,1336,34.38,3.58,7.08,0.19,9.05,1.13,2.37,0.430,0.302,364843.2,282295.0,11,101,3.64,2.47,1.40,13.4218,360.18,22174.1,0.0524,33.6524,5462,29.2932,1823,8.6385,36067.4,147.65,2.8988,0.0,0.0000,1.000,0.6946,2.0205,2.8998
30000,1,1181,35.46,3.49,7.38,0.38,9.76,1.07,2.26,0.386,0.287,363925.5,276192.2,10,97,3.77,2.40,1.36,13.2396,391.26,23470.1,0.0000,33.3863,5461,29.2878,1907,9.4803,39302.0,90.55,10.3141,0.0,0.0000,1.000,0.3296,2.1462,2.7601
30000,2,957,36.11,3.96,7.50,0.24,10.20,1.16,2.40,0.412,0.239,303646.0,218174.5,9,130,3.85,2.60,1.42,9.8179,349.95,28515.2,0.0000,28.2782,5461,29.2878,1626,6.9036,26477.4,61.79,26.2983,0.0,0.0000,1.000,0.1150,1.8339,2.3463
40000,0,1148,35.83,3.45,7.93,0.19,10.66,1.09,2.17,0.402,0.292,218246.5,149041.1,9,103,3.85,2.33,1.35,5.6034,463.05,13906.8,1.1149,20.8905,5462,13.0186,1898,3.9136,11865.5,147.65,1.4434,0.0,0.0000,1.000,0.6946,2.1264,1.8889
40000,1,966,36.38,3.57,8.30,0.39,10.36,1.10,2.21,0.379,0.250,125588.3,79498.0,8,102,3.98,2.34,1.41,2.8508,498.73,27834.7,0.0000,12.0488,5461,13.0162,1815,1.7832,5230.4,90.55,3.0689,0.0,0.0000,1.000,0.3296,2.0217,1.0719
40000,2,895,36.24,3.26,8.17,0.19,10.41,0.92,2.13,0.354,0.225,92136.3,57539.7,9,155,3.95,2.25,1.38,1.9469,378.57,35921.9,0.0000,8.9243,5461,13.0162,1571,1.2822,3312.2,61.79,6.9573,0.0,0.0000,1.000,0.1150,1.7966,0.7857
50000,0,1371,31.57,4.19,6.97,0.24,10.57,1.25,2.50,0.503,0.345,366796.6,267669.5,10,98,3.84,2.64,1.48,12.8708,521.58,23871.1,0.0960,33.5864,5462,29.9798,1648,8.6420,35945.5,147.65,2.9488,0.0,0.0000,1.000,0.6946,1.7642,3.2897
50000,1,1200,29.45,3.98,6.57,0.41,10.48,1.18,2.47,0.483,0.293,368167.6,262150.9,7,107,3.85,2.63,1.41,13.0239,377.86,25237.1,0.0000,33.5259,5461,29.9744,1714,9.3971,39236.0,90.55,10.3506,0.0,0.0000,1.000,0.3296,1.9173,3.3304
50000,2,887,29.99,4.01,6.75,0.26,10.78,1.11,2.52,0.464,0.223,307649.2,220169.0,8,99,3.85,2.65,1.45,10.1497,222.51,29772.5,0.0000,28.6702,5461,29.9744,1653,6.5830,25996.0,61.79,26.2637,0.0,0.0000,1.000,0.1150,1.8631,2.9344
60000,0,1229,30.56,2.91,6.98,0.31,10.93,0.94,2.06,0.381,0.294,221755.0,137974.6,5,98,3.86,2.17,1.32,5.3132,438.88,15554.0,1.0962,21.1418,5462,13.3914,1503,3.4652,11575.4,147.65,1.4448,0.0,0.0000,1.000,0.6946,1.6338,2.0964
60000,1,1160,31.04,3.29,6.94,0.18,11.12,0.94,2.18,0.373,0.288,126805.9,79173.7,5,113,3.89,2.29,1.39,2.8275,404.72,30230.5,0.0000,12.1301,5461,13.3889,1619,1.6986,5299.2,90.55,3.0613,0.0,0.0000,1.000,0.3296,1.7293,1.2370
60000,2,820,31.16,3.73,7.45,0.30,10.97,1.06,2.33,0.411,0.211,93385.3,55124.8,5,136,3.96,2.43,1.42,1.8554,247.49,37601.2,0.0000,9.0328,5461,13.3889,1576,1.1780,3273.1,61.79,6.9290,0.0,0.0000,1.000,0.1150,1.7842,0.8893
70000,0,1365,29.71,3.60,6.46,0.40,9.46,1.05,2.40,0.435,0.311,371651.5,283431.9,8,97,3.68,2.51,1.38,13.3914,502.40,24434.2,0.0678,34.5650,5462,30.1797,1704,7.6154,33904.5,147.65,2.9091,0.0,0.0000,1.000,0.6946,1.8164,3.4256
70000,1,1354,28.89,3.63,6.13,0.26,10.12,1.07,2.36,0.465,0.314,371908.9,273762.6,8,111,3.63,2.49,1.39,13.3487,458.23,25576.4,0.0000,34.0726,5461,30.1742,1507,8.5370,37427.1,90.55,10.3278,0.0,0.0000,1.000,0.3296,1.6369,3.4635
70000,2,1080,28.07,3.41,6.41,0.38,9.56,1.11,2.30,0.465,0.243,310988.4,224446.6,4,140,3.61,2.45,1.34,10.0127,345.49,30159.2,0.0000,28.8627,5461,30.1742,1414,6.3006,25462.9,61.79,26.2405,0.0,0.0000,1.000,0.1150,1.5483,3.0300
80000,0,1260,31.36,3.99,7.60,0.44,11.44,1.22,2.42,0.490,0.339,221960.2,149540.4,6,111,4.06,2.55,1.32,5.5970,571.02,15797.8,0.9886,21.1858,5462,13.3023,1631,3.4435,11518.1,147.65,1.4332,0.0,0.0000,1.000,0.6946,1.7157,2.1393
80000,1,1122,31.04,3.73,7.71,0.49,10.87,1.30,2.32,0.492,0.291,125702.6,78509.5,6,103,4.01,2.45,1.29,2.7370,352.62,29533.6,0.0000,12.2172,5461,13.2999,1638,1.6392,5086.4,90.55,3.0410,0.0,0.0000,1.000,0.3296,1.7735,1.2410
80000,2,900,30.85,3.11,7.90,0.42,10.63,1.15,2.13,0.422,0.229,92511.8,55977.6,4,136,3.90,2.22,1.25,1.8055,281.79,36482.4,0.0000,9.1475,5461,13.2999,1619,1.0829,3112.3,61.79,6.9639,0.0,0.0000,1.000,0.1150,1.8067,0.9155
90000,0,1345,30.51,4.34,7.29,0.57,10.04,1.35,2.60,0.517,0.342,371296.1,289242.5,5,122,3.92,2.70,1.40,14.1101,581.46,24426.4,0.0316,34.4985,5462,29.6628,1630,7.2824,33015.0,147.65,2.8719,0.0,0.0000,1.000,0.6946,1.7374,3.3840
90000,1,1303,28.92,3.98,6.98,0.37,9.77,1.44,2.48,0.537,0.314,372711.6,300140.8,6,83,3.82,2.60,1.35,14.5674,560.82,25826.9,0.0000,34.3605,5461,29.6573,1599,7.8389,35408.0,90.55,10.2296,0.0,0.0000,1.000,0.3296,1.7086,3.4433
90000,2,821,29.38,4.06,7.52,0.45,8.85,1.49,2.52,0.558,0.197,310519.3,245409.0,4,125,3.81,2.69,1.37,10.7696,250.20,29912.4,0.0000,29.1880,5461,29.6573,1675,5.4069,22890.4,61.79,25.8968,0.0,0.0000,1.000,0.1150,1.8587,3.0118
100000,0,1241,30.34,3.94,7.75,0.72,11.45,1.19,2.43,0.454,0.339,222949.6,160983.5,4,110,4.08,2.46,1.31,6.1244,573.70,17022.3,0.9776,21.3397,5462,13.2401,1601,3.1501,11226.0,147.65,1.4327,0.0,0.0000,1.000,0.6946,1.6698,2.0924
100000,1,972,32.33,4.04,7.81,0.57,12.98,1.28,2.39,0.495,0.282,125904.3,87721.4,3,108,4.32,2.53,1.31,3.0947,368.82,30982.7,0.0000,12.2109,5461,13.2377,1628,1.5322,4955.8,90.55,3.0356,0.0,0.0000,1.000,0.3296,1.7679,1.2614
100000,2,804,29.84,3.64,7.87,0.84,11.39,1.15,2.31,0.430,0.219,95259.6,63789.1,2,134,4.16,2.41,1.32,2.1195,329.48,38337.8,0.0000,9.0862,5461,13.2377,1402,1.0328,3161.4,61.79,6.8558,0.0,0.0000,1.000,0.1150,1.5106,0.9163
