step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1247,0.2951,7393.0,264,626,459,162,24,15,16,22991,23952,26490,0,0,0,1.000,1.000,1.000,492,115,8,0.7292,0.0471,0.8024,0.0299
2000,3161,0.4119,20748.3,251,1218,1180,763,98,88,99,25159,25903,27730,0,0,0,1.000,1.000,1.000,895,259,6,0.4354,0.1042,0.5794,0.0488
3000,3892,0.4252,23194.1,261,1496,1333,1063,125,122,133,22802,23123,25688,0,0,0,1.000,1.000,1.000,1165,294,19,0.4656,0.1053,0.5991,0.0431
4000,4016,0.4203,27078.9,303,1398,1389,1229,105,130,116,20948,21371,23718,0,0,0,1.000,1.000,1.000,1039,324,13,0.4553,0.1138,0.5740,0.0459
5000,4603,0.3546,24805.6,252,1705,1601,1297,167,153,169,20019,20549,22834,0,0,0,1.000,1.000,1.000,1299,358,9,0.5004,0.1077,0.6292,0.0425
6000,4696,0.3635,24605.8,241,1673,1621,1402,159,151,210,19588,20384,21923,0,0,0,1.000,1.000,1.000,1268,414,12,0.5189,0.0941,0.6528,0.0428
7000,4800,0.3819,24155.4,239,1712,1735,1353,190,194,229,19201,19592,21043,0,0,0,1.000,1.000,1.000,1299,365,17,0.5432,0.0910,0.6658,0.0381
8000,4329,0.4073,23772.8,277,1426,1602,1301,179,171,203,19215,20586,21731,0,0,0,1.000,1.000,1.000,1096,361,13,0.5568,0.0832,0.6672,0.0371
9000,3637,0.4608,22448.9,335,1396,1260,981,154,131,165,22284,22945,25176,0,0,0,1.000,1.000,1.000,1108,260,1,0.5226,0.0853,0.6475,0.0371
10000,2792,0.5018,19504.9,400,1104,954,734,137,105,135,24214,26715,28807,0,0,0,1.000,1.000,1.000,831,183,13,0.5042,0.0881,0.6616,0.0415
11000,2412,0.4776,17434.7,409,1006,786,620,109,112,131,25714,29743,32291,0,0,0,1.000,1.000,1.000,804,208,4,0.4495,0.1041,0.6707,0.0464
12000,1934,0.5010,15082.2,437,882,626,426,96,114,99,26918,32663,35121,0,0,0,1.000,1.000,1.000,680,154,2,0.4195,0.1206,0.6873,0.0505
13000,1402,0.4601,11709.0,462,743,425,234,80,97,103,28363,35981,38551,0,0,0,1.000,1.000,1.000,593,96,1,0.3339,0.1459,0.6995,0.0604
14000,875,0.5120,7692.9,553,563,201,111,36,90,73,29863,39515,41967,0,0,0,1.000,1.000,1.000,469,66,5,0.2180,0.1778,0.7147,0.0689
15000,793,0.4754,6416.1,484,600,138,55,28,81,44,29591,41080,43802,0,0,0,1.000,1.000,1.000,502,34,0,0.1920,0.2333,0.5729,0.0752
16000,614,0.4967,5345.9,465,481,98,35,18,72,31,29093,41873,44950,0,0,0,1.000,1.000,1.000,403,19,0,0.2244,0.1658,0.7003,0.0753
17000,1090,0.4477,8907.2,370,772,230,88,26,118,66,27601,40054,43555,0,0,0,1.000,1.000,1.000,629,68,0,0.2672,0.1568,0.7733,0.0760
18000,1598,0.3773,12788.9,344,893,421,284,67,118,118,24031,36216,40423,0,0,0,1.000,1.000,1.000,725,137,0,0.3557,0.1497,0.6974,0.0613
19000,2145,0.3930,16114.3,341,998,702,445,101,154,149,21347,32117,36704,0,0,0,1.000,1.000,1.000,774,171,4,0.4470,0.1037,0.6822,0.0495
20000,2795,0.4222,21299.9,352,1130,937,728,113,149,151,19198,28484,33423,0,0,0,1.000,1.000,1.000,881,210,10,0.4396,0.1070,0.6360,0.0481
21000,3271,0.4567,24635.7,373,1288,1130,853,138,175,185,17724,25960,30349,0,0,0,1.000,1.000,1.000,986,263,3,0.4599,0.1043,0.6149,0.0451
22000,3710,0.4539,27156.1,367,1407,1304,999,175,147,163,16200,22931,26923,0,0,0,1.000,1.000,1.000,1056,296,7,0.4908,0.0981,0.6145,0.0414
23000,3708,0.4730,28046.9,378,1301,1331,1076,147,146,162,16493,21876,25330,0,0,0,1.000,1.000,1.000,985,273,8,0.4999,0.0980,0.6061,0.0395
24000,3847,0.4653,28948.4,391,1423,1300,1124,154,137,155,16794,20624,24452,0,0,0,1.000,1.000,1.000,1103,285,13,0.5004,0.0948,0.6025,0.0387
