step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1222,0.4501,8879.4,361,511,523,188,20,19,20,23454,25042,26007,0,0,0,1.000,1.000,1.000,428,169,2,0.6968,0.0506,0.7820,0.0290
2000,2745,0.4339,21716.8,319,996,1008,741,67,61,86,26721,27210,29051,0,0,0,1.000,1.000,1.000,769,224,6,0.3704,0.1298,0.5467,0.0536
3000,3512,0.4339,25375.8,327,1291,1235,986,121,100,127,25851,24761,27365,0,0,0,1.000,1.000,1.000,951,259,9,0.3801,0.1273,0.5419,0.0511
4000,3785,0.4439,25950.6,321,1381,1218,1186,126,111,148,24154,22461,25920,0,0,0,1.000,1.000,1.000,1064,294,12,0.4165,0.1229,0.5710,0.0470
5000,4356,0.3673,24018.6,257,1510,1606,1240,161,152,206,21615,21733,23348,0,0,0,1.000,1.000,1.000,1144,328,12,0.4958,0.1059,0.6437,0.0434
6000,4746,0.3557,21977.1,212,1713,1657,1376,168,177,220,19594,17810,19578,0,0,0,1.000,1.000,1.000,1378,419,7,0.6238,0.0760,0.7274,0.0335
7000,5324,0.3832,22160.5,202,1964,1870,1490,185,153,190,20487,19423,20957,0,0,0,1.000,1.000,1.000,1535,438,12,0.5875,0.0776,0.7029,0.0351
8000,5314,0.3973,23076.4,214,1869,1984,1461,189,174,227,21147,18987,21122,0,0,0,1.000,1.000,1.000,1441,469,18,0.5782,0.0737,0.6832,0.0349
9000,4426,0.3967,20313.3,243,1581,1680,1165,140,172,187,21113,20776,23078,0,0,0,1.000,1.000,1.000,1208,377,22,0.6069,0.0733,0.7158,0.0336
10000,3337,0.4061,18147.4,287,1346,1093,898,99,140,144,20262,21781,24087,0,0,0,1.000,1.000,1.000,1028,293,4,0.6313,0.0655,0.7449,0.0311
11000,2738,0.4138,16750.5,318,1167,995,576,95,108,121,22114,25010,26892,0,0,0,1.000,1.000,1.000,956,247,3,0.5994,0.0730,0.7526,0.0348
12000,2113,0.4316,13443.5,359,1044,599,470,83,103,100,23735,26952,29662,0,0,0,1.000,1.000,1.000,819,127,2,0.5987,0.0813,0.7745,0.0349
13000,1607,0.4412,11055.9,380,960,393,254,41,79,62,26385,31117,33540,0,0,0,1.000,1.000,1.000,810,127,0,0.4939,0.1017,0.7836,0.0414
14000,1197,0.4745,9636.1,461,847,231,119,32,77,40,27473,34412,36964,0,0,0,1.000,1.000,1.000,650,45,1,0.3072,0.1427,0.7487,0.0467
15000,955,0.4503,8477.8,516,722,177,56,30,65,21,27791,36937,39592,0,0,0,1.000,1.000,1.000,584,47,0,0.2294,0.1623,0.6924,0.0541
16000,870,0.4287,7654.7,504,721,127,22,25,57,13,27140,37945,40984,0,0,0,1.000,1.000,1.000,626,22,0,0.2733,0.1614,0.7598,0.0553
17000,1033,0.3998,9607.7,511,835,157,41,23,60,19,23787,35259,38814,0,0,0,1.000,1.000,1.000,657,43,0,0.4772,0.1066,0.8489,0.0451
18000,1606,0.3861,12938.3,423,988,435,183,36,102,73,19985,30597,33991,0,0,0,1.000,1.000,1.000,785,135,0,0.6133,0.0923,0.8063,0.0363
19000,2150,0.3642,11815.5,292,952,670,528,91,146,149,17045,26649,30606,0,0,0,1.000,1.000,1.000,779,200,7,0.7152,0.0577,0.8353,0.0296
20000,3063,0.3621,15704.4,232,1295,1009,759,105,178,164,15117,22678,27212,0,0,0,1.000,1.000,1.000,1005,239,11,0.6972,0.0536,0.8039,0.0298
21000,3868,0.4429,21772.4,263,1502,1245,1121,149,144,196,16367,23288,27122,0,0,0,1.000,1.000,1.000,1157,269,7,0.5885,0.0698,0.7057,0.0343
22000,4165,0.4293,25134.6,323,1525,1565,1075,148,179,208,16618,22778,25104,0,0,0,1.000,1.000,1.000,1189,367,14,0.5626,0.0859,0.6788,0.0361
23000,4280,0.4530,25534.4,320,1480,1597,1203,130,175,199,16556,22142,23389,0,0,0,1.000,1.000,1.000,1158,336,12,0.5812,0.0732,0.6907,0.0346
24000,4461,0.4609,27232.4,330,1701,1616,1144,161,184,223,16373,20564,22172,0,0,0,1.000,1.000,1.000,1325,376,15,0.5763,0.0737,0.6782,0.0346
25000,4532,0.4609,30877.7,396,1699,1749,1084,166,195,232,15738,18897,20217,0,0,0,1.000,1.000,1.000,1322,394,19,0.5925,0.0831,0.6786,0.0335
26000,4926,0.4606,35666.2,437,1749,1771,1406,204,203,237,14009,19060,21325,0,0,0,1.000,1.000,1.000,1363,435,11,0.5223,0.0917,0.6320,0.0374
27000,5045,0.4676,36012.0,467,1791,1808,1446,182,217,277,15357,19632,22664,0,0,0,1.000,1.000,1.000,1358,408,14,0.4873,0.0885,0.6065,0.0397
28000,4595,0.4890,34866.8,514,1741,1643,1211,206,228,236,15692,19039,23177,0,0,0,1.000,1.000,1.000,1371,373,8,0.5213,0.0822,0.6362,0.0369
29000,4299,0.4924,33960.6,536,1592,1579,1128,209,222,264,15557,19829,24736,0,0,0,1.000,1.000,1.000,1211,418,4,0.5239,0.0767,0.6465,0.0365
30000,3607,0.4960,29613.0,597,1459,1273,875,175,178,214,17134,22514,27602,0,0,0,1.000,1.000,1.000,1129,300,6,0.5359,0.0802,0.6749,0.0375
31000,3193,0.4958,25444.2,586,1392,1049,752,163,154,157,20513,26763,31841,0,0,0,1.000,1.000,1.000,1055,227,6,0.4507,0.0991,0.6740,0.0452
32000,2151,0.5184,19629.1,676,1009,700,442,138,130,142,21963,30195,34602,0,0,0,1.000,1.000,1.000,847,164,5,0.4945,0.1066,0.7263,0.0446
33000,1698,0.4782,15323.5,701,816,566,316,96,117,100,23447,34042,38260,0,0,0,1.000,1.000,1.000,662,107,1,0.3898,0.1245,0.7239,0.0516
34000,1246,0.5433,11456.1,702,864,249,133,66,99,51,26968,38930,42727,0,0,0,1.000,1.000,1.000,703,76,3,0.1726,0.2289,0.7178,0.0731
35000,903,0.4828,8587.4,672,695,165,43,40,89,24,28078,41878,45695,0,0,0,1.000,1.000,1.000,578,46,0,0.1522,0.2615,0.6766,0.0918
36000,861,0.4948,8013.4,551,698,141,22,31,91,19,27606,42410,46425,0,0,0,1.000,1.000,1.000,573,40,0,0.1615,0.2402,0.7590,0.0923
