step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,1,3655,30.2,0.4,9.2,0.9,7.0,0.0,1.13,3.2,2480,244,7.33,12.41,1438,1220,997,0.2,1.05,1.16,1.16,3.28,4.25,4.48,30.2,1.734,0.544,5.16
6000,1,1460,30.1,0.1,10.9,0.2,4.6,0.0,1.04,3.9,923,199,5.32,14.27,372,416,672,0.0,1.02,1.03,1.06,3.15,3.99,4.30,36.2,1.894,0.505,5.13
7000,1,1655,25.2,0.1,8.5,0.5,3.9,0.0,1.03,3.4,949,183,4.99,11.43,355,531,769,0.0,1.02,1.03,1.04,2.86,3.61,3.85,36.4,1.965,0.358,4.59
8000,1,669,23.4,0.3,6.9,0.3,4.2,0.0,1.12,1.9,383,189,4.77,9.42,93,303,273,0.1,1.11,1.09,1.15,2.80,3.49,3.61,36.3,1.984,0.251,4.03
9000,1,2626,21.2,0.0,7.1,0.0,3.4,0.0,1.02,2.5,957,173,3.93,10.01,823,956,847,0.0,1.01,1.02,1.03,2.47,3.26,3.52,31.5,1.995,0.220,4.01
9000,38,147,25.8,0.5,7.0,0.0,4.9,0.0,1.19,2.1,102,238,6.40,10.15,126,20,1,0.6,1.06,1.27,1.22,2.61,3.68,3.76,18.2,1.996,0.528,4.24
10000,1,1636,21.8,0.0,7.7,0.0,3.1,0.0,1.02,2.4,554,173,3.54,10.76,622,506,508,0.0,1.01,1.03,1.03,2.51,3.27,3.58,30.2,1.999,0.343,4.02
10000,38,7,12.3,1.0,2.0,0.0,2.1,0.0,1.64,5.7,5,626,14.73,9.07,7,0,0,0.6,1.43,1.74,1.71,1.71,2.14,3.00,15.8,1.998,0.521,4.00
11000,1,1778,21.1,0.0,7.0,0.0,3.4,0.0,1.02,2.6,536,209,5.25,10.39,839,537,402,0.0,1.01,1.02,1.03,2.47,3.20,3.48,27.3,2.000,0.341,4.00
11000,94,48,31.3,2.2,6.0,0.1,5.3,0.0,1.93,1.1,39,254,5.43,9.87,45,2,1,1.4,1.72,2.11,2.01,3.10,3.77,3.98,20.6,1.999,0.068,4.15
12000,1,1177,22.8,0.1,7.7,0.0,3.5,0.0,1.03,2.2,301,282,6.88,11.62,545,388,244,0.1,1.01,1.04,1.05,2.53,3.32,3.59,26.8,2.000,0.270,4.00
12000,94,108,26.4,0.1,5.4,0.0,7.6,0.0,1.03,1.7,78,242,9.02,6.61,82,26,0,0.1,1.02,1.04,1.03,2.76,3.70,3.76,21.0,2.000,0.095,4.16
13000,1,648,22.7,0.0,8.0,1.0,2.7,0.0,1.02,1.8,232,269,5.44,12.38,279,219,150,0.0,1.01,1.02,1.03,2.68,3.44,3.64,28.7,2.000,0.299,4.00
13000,94,12,26.2,0.0,7.3,0.0,5.8,0.0,1.00,1.7,9,298,13.24,4.44,2,10,0,0.0,1.00,1.00,1.00,2.33,3.50,3.83,25.7,2.000,0.071,4.08
14000,1,715,23.4,0.0,8.0,1.3,3.1,0.0,1.00,1.6,290,329,7.19,12.47,371,234,110,0.0,1.00,1.00,1.00,2.75,3.54,3.66,24.4,2.000,0.382,4.00
14000,94,10,26.8,0.2,6.5,0.0,6.5,0.0,1.11,1.4,7,271,11.63,4.21,7,3,0,0.1,1.07,1.13,1.12,3.50,3.90,3.60,24.2,2.000,0.084,4.10
15000,1,774,24.6,0.0,6.6,0.8,5.2,0.0,1.00,1.4,330,312,9.18,9.30,568,149,57,0.0,1.00,1.00,1.00,2.73,3.59,3.71,19.4,2.000,0.365,4.01
15000,257,5,21.2,0.0,5.4,0.0,5.2,0.0,1.00,1.6,5,687,28.98,3.06,3,1,1,0.0,1.00,1.00,1.00,2.20,3.60,3.60,25.9,2.000,0.416,4.00
16000,1,555,24.0,0.0,7.7,0.3,4.2,0.0,1.00,1.6,276,299,7.89,11.84,391,138,26,0.0,1.00,1.00,1.00,2.68,3.54,3.65,20.2,2.000,0.347,4.00
17000,1,396,24.7,0.0,8.0,0.5,4.1,0.0,1.01,1.5,192,384,9.37,13.02,261,102,33,0.0,1.00,1.01,1.02,2.82,3.56,3.68,20.4,2.000,0.310,4.01
18000,1,820,23.7,0.0,8.3,0.5,3.2,0.0,1.01,1.7,354,337,7.80,13.75,431,235,154,0.0,1.00,1.02,1.01,2.74,3.48,3.65,25.9,2.000,0.340,4.00
19000,1,656,23.0,0.0,8.3,0.8,2.8,0.0,1.00,2.0,210,456,11.71,14.67,287,201,168,0.0,1.00,1.00,1.00,2.77,3.42,3.58,27.7,2.000,0.294,4.00
20000,330,783,24.9,0.0,8.7,2.0,2.7,0.0,1.00,1.1,257,261,4.40,15.18,310,295,178,0.0,1.00,1.01,1.01,2.74,3.64,3.80,29.2,2.000,0.200,4.00
20000,1,652,23.2,0.0,7.1,1.0,4.0,0.0,1.00,1.9,268,406,11.32,12.19,375,144,133,0.0,1.00,1.00,1.00,2.90,3.48,3.58,25.0,2.000,0.275,4.00
20000,329,31,24.1,0.0,0.4,0.1,11.8,0.0,1.00,2.0,17,183,7.16,2.46,10,21,0,0.0,1.00,1.00,1.00,3.48,3.39,3.61,25.8,1.975,0.248,4.00
21000,1,1550,24.9,0.0,9.1,1.6,2.5,0.0,1.00,1.2,395,254,5.04,14.00,462,549,539,0.0,1.00,1.00,1.00,2.87,3.62,3.76,32.2,2.000,0.413,4.00
21000,330,398,22.5,0.0,7.4,1.3,3.2,0.0,1.00,2.0,173,445,7.83,20.39,158,112,128,0.0,1.00,1.00,1.00,2.68,3.42,3.60,31.3,2.000,0.170,4.00
