step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1246,41.82,0.85,10.64,0.23,11.38,0.08,1.23,0.033,0.328,361761.1,252583.6,6,112,4.06,1.23,1.26,17.9006,645.73,22148.5,0.0730,29.8027,5462,25.8927,1933,9.8199,42145.2,165.42,1.8307,0.0,0.0000,1.000,0.7635,2.2162,2.1524
10000,1,1083,42.98,0.94,11.10,0.15,12.14,0.07,1.24,0.037,0.300,346019.2,230047.2,6,112,4.16,1.26,1.25,16.1946,569.43,23085.3,0.0645,28.4259,5461,25.8879,1903,8.5971,38309.9,81.35,13.2952,0.0,0.0000,1.000,0.2025,2.1719,2.0355
10000,2,890,42.17,0.91,10.58,0.13,12.55,0.05,1.25,0.022,0.249,291674.0,173691.0,6,135,4.24,1.28,1.22,12.2220,314.44,25520.8,0.0581,24.0972,5461,25.8879,1628,5.4980,22766.1,53.21,28.4289,0.0,0.0000,1.000,0.0207,1.8378,1.7457
20000,0,1326,33.67,1.53,8.57,0.26,11.72,0.37,1.43,0.122,0.337,231803.5,134864.0,9,137,3.99,1.53,1.23,6.1213,652.83,21355.1,0.0000,21.8647,5462,13.1888,1523,3.4544,12142.5,165.42,0.9151,0.0,0.0000,1.000,0.7635,1.5813,1.6670
20000,1,992,36.45,1.90,9.41,0.53,11.38,0.38,1.47,0.112,0.261,124644.0,64685.5,9,139,4.10,1.55,1.35,2.7064,437.22,26887.5,0.0000,11.7847,5461,13.1864,1560,1.5978,4711.0,81.35,4.2554,0.0,0.0000,1.000,0.2025,1.6775,0.9448
20000,2,749,34.14,1.08,9.76,0.31,10.84,0.21,1.24,0.063,0.189,83397.8,40545.6,7,163,3.99,1.26,1.21,1.5850,179.41,34260.3,0.0000,8.0382,5461,13.1864,1474,0.9590,2445.3,53.21,8.0388,0.0,0.0000,1.000,0.0207,1.6416,0.6872
30000,0,1233,35.27,3.33,8.29,0.09,11.00,0.93,1.98,0.283,0.318,377011.3,321836.6,11,106,4.03,2.13,1.50,16.1387,484.62,24664.7,0.0000,35.1845,5462,28.0670,1461,7.1344,31480.6,165.42,1.9452,0.0,0.0000,1.000,0.7635,1.5411,3.1224
30000,1,1046,36.76,3.35,8.88,0.11,12.79,0.95,2.03,0.289,0.300,351708.9,281727.9,10,155,4.27,2.22,1.40,14.0934,394.64,27299.3,0.0000,32.5550,5461,28.0618,1337,6.9830,30290.2,81.35,14.0415,0.0,0.0000,1.000,0.2025,1.4404,2.7665
30000,2,779,35.62,3.84,9.08,0.14,11.88,1.09,2.22,0.341,0.225,282415.3,214239.3,11,121,4.33,2.45,1.54,9.9058,280.92,31586.4,0.0000,26.5948,5461,28.0618,1235,4.8920,18839.0,53.21,30.1748,0.0,0.0000,1.000,0.0207,1.3484,2.3721
40000,0,1141,38.01,3.70,8.77,0.06,13.80,1.08,2.11,0.340,0.347,233206.5,143973.7,11,95,4.37,2.29,1.42,5.7040,509.49,22034.9,0.0000,22.5254,5462,13.3330,1403,2.2931,9264.7,165.42,0.9006,0.0,0.0000,1.000,0.7635,1.4244,1.7897
40000,1,990,37.03,3.53,8.61,0.06,13.75,1.06,2.05,0.324,0.292,124634.2,72948.0,11,125,4.24,2.25,1.37,2.6674,344.43,28192.2,0.0000,12.1454,5461,13.3305,1332,1.1216,3804.8,81.35,4.1652,0.0,0.0000,1.000,0.2025,1.4243,1.0306
40000,2,766,36.94,3.15,8.69,0.07,12.99,0.90,1.96,0.289,0.217,83560.3,45987.3,11,139,4.19,2.07,1.42,1.6509,222.10,35694.2,0.0000,8.2229,5461,13.3305,1304,0.7714,2194.4,53.21,8.1388,0.0,0.0000,1.000,0.0207,1.3988,0.7121
50000,0,1332,33.55,4.09,7.90,0.19,11.51,1.23,2.42,0.429,0.362,376308.8,325875.7,14,108,4.06,2.56,1.55,15.8606,491.93,26616.9,0.0000,35.4167,5462,28.9550,1419,5.8380,28049.1,165.42,1.9346,0.0,0.0000,1.000,0.7635,1.4494,3.3004
50000,1,1106,34.05,3.86,8.26,0.16,11.96,1.18,2.34,0.400,0.307,362773.1,314045.2,11,122,4.15,2.50,1.48,14.4567,422.04,28189.0,0.0000,34.1233,5461,28.9497,1329,5.3786,25503.5,81.35,14.1359,0.0,0.0000,1.000,0.2025,1.3882,3.3844
50000,2,878,32.95,4.01,7.96,0.17,10.67,1.30,2.40,0.459,0.228,293494.9,242381.3,9,155,4.02,2.58,1.48,9.9232,235.23,30447.1,0.0000,27.9878,5461,28.9497,1201,3.6924,16001.1,53.21,30.2313,0.0,0.0000,1.000,0.0207,1.3072,2.8908
60000,0,1208,35.08,4.14,7.76,0.42,12.31,1.04,2.49,0.387,0.339,233649.0,161632.5,8,114,4.17,2.60,1.58,6.0278,485.44,22475.7,0.0000,22.6415,5462,13.3474,1480,2.4357,9224.6,165.42,0.9013,0.0,0.0000,1.000,0.7635,1.5147,2.0533
60000,1,965,34.28,3.66,8.05,0.27,12.64,1.10,2.32,0.408,0.272,125045.9,79281.6,8,118,4.20,2.44,1.47,2.7468,379.83,28288.0,0.0000,12.2871,5461,13.3450,1466,1.1534,3777.2,81.35,4.2344,0.0,0.0000,1.000,0.2025,1.5628,1.1421
