step,event,lineage,other,size
5000,birth,1,0,38
5000,birth,2,0,41
5000,birth,3,0,17
5000,birth,4,0,67
5000,birth,5,0,579
5000,birth,8,0,20
5000,birth,9,0,57
5000,birth,10,0,9
5000,birth,15,0,64
5000,birth,16,0,79
5000,birth,18,0,412
5000,birth,19,0,14
5000,birth,20,0,58
5000,birth,21,0,5
5000,birth,26,0,77
5000,birth,28,0,60
5000,birth,32,0,6
5000,birth,39,0,29
5000,birth,53,0,5
6000,birth,78,0,87
6000,birth,80,0,72
6000,split,81,1,14
6000,split,83,1,54
7000,birth,90,0,59
8000,split,93,1,17
9000,extinct,4,0,10
10000,extinct,80,0,5
10000,extinct,81,0,13
11000,extinct,3,0,30
11000,extinct,8,0,15
11000,extinct,53,0,5
12000,extinct,15,0,10
12000,extinct,16,0,24
12000,extinct,19,0,9
12000,extinct,21,0,7
12000,extinct,32,0,6
12000,extinct,93,0,11
13000,extinct,10,0,7
13000,extinct,28,0,13
13000,extinct,39,0,5
13000,extinct,90,0,7
14000,split,125,122,15
14000,extinct,9,0,8
14000,extinct,18,0,10
14000,extinct,83,0,12
15000,extinct,20,0,7
15000,extinct,78,0,6
17000,split,139,5,11
18000,split,142,5,182
18000,split,145,5,52
19000,split,149,5,6
19000,split,150,5,156
19000,split,153,5,24
19000,split,155,142,99
19000,extinct,1,0,18
20000,split,157,5,200
20000,merge,155,142,99
