step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,3977,1.165,2.635,15.90,99224,77807,0,17665,1214,1477598,1062934.4,757495.1,0.120,0.704,0.083,0.092,87,24.10,16.46,0.62,2.54,5.63,5.67,0.48,1.77,6.49,7.16,0.03,0.28,0.229,0.169,2864,0.021,0.028,0.928,0.007,0.037,214522,173834,6,0.344,0.595,0.138,3672756,0.175,3.403,0.307,90.00,80443,341,0.513,0.123,0.379,12896272,1.21,9.64,0.030,0.661,0.014,5.9,21.2,43.5,159.6,52590,0.201,0.00,0.0041,0.073,996,0.656,0.000,0.620,0.545,3.07,4.76,3.73,0.13,0.058,1.22,1.22,1.23,0.684,0.00146,93.74,52.5162,1587.89,70527.4,140215.1,0.156,41.3409,204.620,0.000,1.000,0.000,65.2,83.174,95.626,6309,38997.7,13.26,94.743,6.72,27.462,1439.0,10.900,0.136,2.00,5.0031,19897.4,0.6444,0.3323,13.22,1.841,0.264,1.5299,0.0000,0.566,0.195,0.620,0.0000,6.65,1.84,3,11,25,97,78.2158,0.0025,0.4488,0.0000,0.0000,39.3083,100.00,55.4473,261.5009,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0031,0.0012,0.000002,4,0.2788,0.0085,0.0179,80,284,737,0.0000,0.0000,0.0424,0.127,8.1353,0.0354,2.9643,0.1149,0.2648,0.0423,0.0000,0.00030,0.183,0.0033,0.354,0.063,0.42,0.138,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0087,0.0000,2.0857,0.00000,0.03175,0.6800,0.6789,1.0000,2.450,0.000,1.0000,7.7807,0.0000
20000,3812,1.154,1.849,15.42,51746,42916,0,8717,273,701316,461949.7,330692.1,0.051,0.800,0.079,0.069,103,25.70,15.87,1.16,3.42,6.09,4.87,0.25,1.50,8.60,10.50,0.07,0.44,0.248,0.166,2532,0.019,0.042,0.927,0.009,0.022,76464,56271,3,0.715,0.087,0.063,1818061,0.158,3.000,0.210,42.84,34276,379,0.472,0.128,0.424,6386089,1.30,4.27,0.200,0.743,0.035,8.0,24.0,44.1,157.4,61365,0.234,0.00,0.0014,0.086,974,0.536,0.000,0.528,0.353,3.18,4.06,4.35,0.28,0.132,1.28,1.30,1.31,0.560,0.00124,14.97,14.3619,1147.81,81908.2,140215.1,0.003,12.3481,96.658,0.000,1.000,0.038,67.0,39.382,39.367,4678,27081.9,20.61,36.508,5.80,7.752,813.5,2.212,0.136,2.00,5.6631,21587.8,0.6170,0.3632,16.10,1.683,0.516,0.4701,0.0000,0.809,0.192,0.876,0.0000,5.27,1.76,5,14,31,100,35.8259,0.0028,0.4360,0.0000,0.0000,11.4532,100.00,84.7162,202.2576,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0013,0.000002,5,0.0867,0.0118,0.0137,81,267,802,0.0000,0.0000,0.0183,0.046,4.6236,0.0069,1.5461,0.0210,0.3485,0.0408,0.0000,-0.00034,0.229,0.0050,0.068,0.013,0.20,0.063,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9074,0.0000,1.4696,0.00000,0.05525,0.6800,0.6790,1.0000,1.729,0.000,1.0000,4.2916,0.0000
30000,4303,1.055,1.819,18.65,155048,115190,0,38284,1082,1996463,1027835.9,996492.2,0.052,0.825,0.081,0.043,64,19.39,12.26,0.92,3.06,4.80,4.39,1.25,2.68,7.98,9.57,0.08,0.46,0.245,0.184,3153,0.009,0.030,0.915,0.020,0.035,276454,203808,4,0.404,0.269,0.323,6665133,0.062,2.932,0.206,97.28,129592,306,0.499,0.151,0.379,21178568,1.28,6.31,0.080,0.675,0.036,6.0,18.0,32.0,213.0,64348,0.245,0.00,0.0030,0.068,1074,0.640,0.000,0.664,0.449,3.08,4.07,4.35,0.23,0.112,1.25,1.34,1.29,0.667,0.00172,87.05,49.6571,1741.33,83079.9,140215.1,0.027,38.2390,223.281,0.000,1.000,0.000,71.3,84.826,102.309,4638,26073.1,13.23,89.746,4.91,25.670,738.9,9.976,0.134,2.00,4.8934,21056.2,0.5463,0.3735,14.95,1.453,0.574,1.5299,0.0000,0.508,0.141,0.426,0.0000,5.79,1.78,5,13,27,77,78.6137,0.0063,0.4253,0.0000,0.0000,40.6356,100.00,57.2294,279.7196,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0013,0.000002,1,0.1490,0.0095,0.0093,71,243,729,0.0000,0.0000,0.0107,0.034,9.7520,0.0085,3.8653,0.0460,0.2764,0.0689,0.0000,0.00003,0.364,0.0068,0.371,0.151,1.13,0.323,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1141,0.0000,2.1292,0.00000,0.03053,0.6800,0.6788,1.0000,1.668,0.000,1.0000,11.5190,0.0000
40000,4107,1.085,1.741,19.84,69162,55662,0,13072,624,787483,471259.8,348160.8,0.065,0.751,0.136,0.049,104,22.39,12.52,0.56,2.38,6.57,5.29,0.61,2.06,7.32,7.78,0.02,0.17,0.287,0.186,2471,0.064,0.048,0.914,0.013,0.026,92448,63719,5,0.512,0.253,0.178,2852951,0.112,2.884,0.195,45.46,43521,320,0.442,0.161,0.393,6683695,1.20,6.74,0.269,0.595,0.011,6.1,23.1,32.0,154.0,61892,0.236,0.00,0.0016,0.089,927,0.524,0.000,0.581,0.294,2.93,3.97,4.36,0.14,0.068,1.19,1.23,1.20,0.551,0.00105,15.63,13.4243,1092.70,82305.6,140215.1,0.002,8.8368,102.145,0.000,1.000,0.056,70.5,41.001,40.281,4559,25478.3,10.70,34.688,4.95,4.456,680.5,1.677,0.134,2.00,5.6051,23020.3,0.5605,0.3489,15.07,1.508,0.522,0.4701,0.0000,0.371,0.170,0.289,0.0000,5.85,1.94,5,16,25,81,37.6697,0.0206,0.4203,0.0000,0.0000,11.4632,100.00,93.3702,215.5221,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0036,0.0016,0.000002,0,0.1024,0.0119,0.0112,71,212,689,0.0000,0.0000,0.0150,0.063,4.3601,0.0074,1.7242,0.0377,0.3471,0.0452,0.0000,0.00021,0.257,0.0036,0.530,0.270,0.53,0.178,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7580,0.0000,1.1554,0.00000,0.06363,0.6800,0.6788,1.0000,1.633,0.000,1.0000,5.5662,0.0000
50000,4251,0.982,1.642,21.67,152587,120396,0,30085,1937,1590762,1082179.0,789530.4,0.031,0.857,0.078,0.035,51,24.42,12.51,0.60,2.42,5.93,4.21,0.81,2.17,8.30,6.99,0.01,0.18,0.243,0.147,2368,0.040,0.061,0.911,0.008,0.019,244111,165807,6,0.418,0.226,0.319,9622808,0.048,2.831,0.185,101.85,112407,289,0.496,0.143,0.341,24346137,1.20,6.08,0.324,0.525,0.008,8.2,26.0,33.0,162.0,66505,0.254,0.00,0.0031,0.084,1175,0.683,0.000,0.670,0.391,3.00,4.08,4.28,0.16,0.076,1.18,1.21,1.22,0.702,0.00157,87.76,35.1185,832.05,76223.5,140215.1,0.029,24.5820,235.035,0.000,1.000,0.000,84.2,96.912,107.290,4296,24136.7,13.78,89.841,4.60,20.248,648.2,9.371,0.134,2.00,7.2347,30754.6,0.6328,0.3667,15.64,1.593,0.489,1.5299,0.0000,0.394,0.154,0.297,0.0000,5.70,2.01,7,16,24,97,91.4008,0.0141,0.4834,0.0000,0.0000,40.7702,100.00,57.5366,287.5961,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0013,0.000002,25,0.6314,0.0456,0.0153,80,243,720,0.0000,0.0000,0.0116,0.033,6.3629,0.0730,2.8305,0.0287,0.2466,0.0643,0.0000,0.00060,0.200,0.0033,0.575,0.230,0.73,0.319,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9447,0.0000,1.6679,0.00000,0.03084,0.6800,0.6789,1.0000,1.552,0.000,1.0000,12.0396,0.0000
60000,4179,1.106,1.710,20.95,60841,50805,0,9462,621,570693,473116.3,272518.8,0.044,0.832,0.086,0.038,79,23.99,11.89,0.53,2.28,6.28,4.55,0.61,1.86,7.77,5.71,0.01,0.14,0.262,0.152,2274,0.061,0.074,0.898,0.008,0.021,72127,46602,13,0.388,0.029,0.222,4435664,0.079,2.873,0.195,45.70,34930,361,0.478,0.150,0.331,7782298,1.19,7.00,0.315,0.543,0.007,8.0,26.0,33.4,98.0,63475,0.242,0.00,0.0015,0.081,1158,0.544,0.000,0.551,0.221,2.97,4.08,4.14,0.14,0.061,1.20,1.19,1.19,0.562,0.00104,14.61,8.9379,736.94,77068.5,140215.1,0.334,6.6400,102.642,0.000,1.000,0.062,75.1,43.901,41.966,4459,25339.1,12.17,35.284,4.70,4.756,637.9,1.865,0.135,2.00,6.8006,28419.9,0.6362,0.3875,15.19,1.585,0.474,0.4701,0.0000,0.440,0.157,0.403,0.0000,5.86,2.06,6,16,24,64,40.5976,0.0207,0.4314,0.0000,0.0000,11.6116,100.00,88.9422,236.6568,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0014,0.000001,25,0.3796,0.0266,0.0218,81,234,818,0.0000,0.0000,0.0143,0.055,1.9192,0.0482,0.8789,0.0347,0.3445,0.0434,0.0000,-0.00009,0.215,0.0053,0.531,0.255,0.55,0.222,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8123,0.0000,1.2333,0.00000,0.05534,0.6800,0.6790,1.0000,1.627,0.000,1.0000,5.0805,0.0000
70000,4535,1.074,1.579,22.39,145320,116599,0,26801,1506,1384134,1081339.6,712595.2,0.028,0.871,0.068,0.033,51,24.68,13.17,0.42,2.09,6.22,4.69,0.49,1.95,7.98,5.92,0.01,0.11,0.248,0.149,2429,0.059,0.067,0.909,0.008,0.015,214159,139993,10,0.273,0.148,0.163,7136673,0.051,2.778,0.177,102.39,102472,304,0.515,0.150,0.335,24950110,1.15,6.87,0.320,0.547,0.005,7.5,26.9,36.9,162.0,68540,0.261,0.00,0.0030,0.076,1220,0.687,0.000,0.664,0.343,3.02,4.09,4.10,0.12,0.055,1.16,1.14,1.16,0.703,0.00148,89.67,28.9005,880.47,73386.3,140215.1,0.078,19.8208,237.236,0.000,1.000,0.000,81.7,100.289,107.661,4214,23174.9,18.06,88.573,4.55,18.091,563.0,8.860,0.137,2.00,7.4456,33766.0,0.6693,0.3872,15.11,1.612,0.475,1.5299,0.0000,0.441,0.150,0.364,0.0000,5.81,2.06,6,16,23,81,94.7659,0.0269,0.4604,0.0000,0.0000,40.4354,100.00,56.1285,288.9820,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0031,0.0013,0.000001,58,0.8800,0.0580,0.0187,84,251,760,0.0000,0.0000,0.0118,0.037,3.7636,0.1077,1.9002,0.0401,0.2457,0.0591,0.0000,0.00042,0.196,0.0041,0.478,0.197,0.41,0.163,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8821,0.0000,1.5698,0.00000,0.03231,0.6800,0.6790,1.0000,1.491,0.000,1.0000,11.6599,0.0000
80000,3927,1.088,1.620,24.02,55287,47012,0,8437,401,515736,471747.3,253966.1,0.038,0.842,0.077,0.043,82,27.37,14.94,0.68,2.91,6.72,5.00,0.37,1.84,8.68,6.48,0.01,0.08,0.246,0.150,2122,0.063,0.079,0.895,0.004,0.021,65055,41321,14,0.284,0.078,0.099,1849510,0.101,2.820,0.183,45.48,32168,374,0.492,0.133,0.302,7838580,1.23,6.51,0.335,0.544,0.004,8.1,30.0,47.7,188.0,64616,0.246,0.00,0.0014,0.080,1110,0.555,0.000,0.528,0.219,3.27,4.21,4.28,0.15,0.073,1.22,1.19,1.27,0.571,0.00114,14.67,8.6197,670.83,75982.7,140215.1,0.492,6.5583,101.503,0.000,1.000,0.063,76.8,43.989,41.954,4260,23965.0,17.20,35.267,4.76,4.809,608.9,1.853,0.133,2.00,7.9416,31186.5,0.6613,0.3959,16.45,1.632,0.471,0.4701,0.0000,0.501,0.154,0.471,0.0000,5.87,2.12,6,16,25,77,40.5942,0.0217,0.4632,0.0000,0.0000,11.5655,100.00,87.1923,240.3130,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0030,0.0013,0.000001,45,0.5474,0.0402,0.0273,83,243,859,0.0000,0.0000,0.0290,0.051,1.5433,0.0858,0.7510,0.0303,0.3391,0.0433,0.0000,0.00018,0.154,0.0027,0.418,0.139,0.30,0.099,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8054,0.0000,1.2050,0.00000,0.05604,0.6800,0.6791,1.0000,1.542,0.000,1.0000,4.7012,0.0000
90000,4373,1.033,1.565,25.68,120167,99434,0,19378,802,1134414,1072217.4,609284.6,0.015,0.897,0.052,0.036,56,28.11,15.68,0.48,2.45,6.21,4.43,0.24,1.67,9.17,5.86,0.01,0.16,0.227,0.130,2138,0.119,0.069,0.914,0.004,0.013,176529,114780,18,0.286,0.155,0.045,2366386,0.095,2.788,0.177,100.87,88019,320,0.537,0.140,0.255,24384243,1.16,5.79,0.368,0.515,0.007,8.1,30.0,50.0,156.0,70430,0.269,0.00,0.0027,0.081,1205,0.698,0.000,0.631,0.344,3.21,4.23,4.14,0.12,0.052,1.17,1.14,1.18,0.712,0.00152,90.25,26.5362,750.83,68574.9,140215.1,0.523,19.2021,230.556,0.000,1.000,0.000,88.2,99.798,107.051,4134,23134.3,17.31,87.333,4.67,18.873,563.5,9.196,0.135,2.00,8.9028,38931.9,0.7209,0.3905,16.11,1.685,0.456,1.5299,0.0000,0.473,0.162,0.350,0.0000,5.63,1.94,6,16,25,81,94.4703,0.0088,0.4912,0.0000,0.0000,40.1492,100.00,51.5901,291.3650,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0028,0.0012,0.000001,107,1.3837,0.0858,0.0261,90,270,837,0.0000,0.0000,0.0352,0.077,2.9078,0.2125,1.5100,0.0343,0.2394,0.0540,0.0000,-0.00004,0.073,0.0009,0.198,0.049,0.18,0.045,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8438,0.0000,1.4687,0.00000,0.03160,0.6800,0.6791,1.0000,1.485,0.000,1.0000,9.9434,0.0000
100000,3711,1.268,1.591,25.80,45804,39579,0,6480,297,418911,471464.8,223916.5,0.026,0.832,0.093,0.049,89,29.86,16.32,0.42,2.27,7.26,5.11,0.23,2.04,9.47,6.31,0.01,0.17,0.245,0.136,1884,0.077,0.096,0.881,0.007,0.015,52849,32692,19,0.172,0.112,0.040,628324,0.155,2.786,0.179,45.52,27435,404,0.535,0.149,0.263,7210461,1.14,6.39,0.375,0.500,0.008,9.9,32.0,50.0,162.0,64512,0.246,0.00,0.0013,0.075,1046,0.550,0.000,0.547,0.212,3.31,4.38,4.34,0.13,0.054,1.15,1.13,1.14,0.563,0.00120,14.95,8.7262,701.65,72706.8,140215.1,0.510,6.3660,100.057,0.000,1.000,0.033,68.9,44.033,41.740,4210,23420.5,14.46,34.870,4.91,4.464,572.7,1.753,0.137,1.99,9.2837,34451.7,0.7003,0.4143,17.38,1.687,0.446,0.4701,0.0000,0.471,0.177,0.426,0.0000,5.96,2.29,7,16,25,81,40.7001,0.0206,0.4314,0.0000,0.0000,11.5676,100.00,85.3393,239.6121,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0027,0.0012,0.000001,110,0.9117,0.0555,0.0382,87,261,1003,0.0000,0.0000,0.0335,0.084,1.2098,0.1705,0.6658,0.0259,0.3472,0.0411,0.0000,0.00014,0.173,0.0024,0.222,0.024,0.15,0.040,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7571,0.0000,1.1099,0.00000,0.06107,0.6800,0.6792,1.0000,1.513,0.000,1.0000,3.9579,0.0000
