step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,21.74,36,6,0,0,5,0,3.89,6,0.000,3514,0.00,178.53,17.38,167,2,0,0,3.00,2.00,6.67,3,3,6,59.9,5.634,11,1.279,0.445,6,1.000,0,39.99,-29.50,0,0.0000,0.018,0.0000,2389,0.6800
100000,15.35,36,3,1,0,5,1,2.50,8,0.065,3292,1.44,137.73,13.82,167,2,0,1,3.00,1.67,2.60,3,5,3,37.9,23.178,9,1.279,0.445,6,1.000,2,17.78,16.00,0,0.0000,0.018,0.0000,2238,0.6800
100000,13.19,49,1,0,0,8,0,1.33,10,0.000,3199,0.00,169.69,5.73,167,2,1,0,1.33,1.33,1.33,3,3,6,50.6,18.663,9,1.319,0.412,7,1.000,0,49.00,-49.00,0,0.0064,0.176,0.0000,2175,0.6800
100000,7.67,36,3,0,0,0,0,4.50,16,0.000,3115,0.00,101.82,42.03,167,2,1,0,3.00,3.00,9.00,2,1,3,59.3,3.764,3,1.279,0.445,6,1.000,3,39.31,2.25,0,0.0000,0.018,0.0000,2118,0.6800
100000,20.46,36,6,0,0,4,0,3.89,6,0.000,2832,0.00,102.49,13.29,167,2,2,0,3.00,2.00,6.67,3,3,6,47.9,3.671,10,1.279,0.445,6,1.000,1,37.57,2.25,0,0.0000,0.018,0.0000,1925,0.6800
100000,37.09,36,6,4,0,13,2,3.00,0,0.108,2624,0.00,123.06,16.53,167,1,0,2,3.00,1.33,3.83,4,6,6,32.3,11.960,23,1.279,0.445,6,1.000,0,22.22,-7.25,0,0.0000,0.018,0.0000,1784,0.6800
100000,30.69,36,5,2,0,12,1,2.05,2,0.065,2528,1.26,96.98,15.71,167,2,1,1,2.67,1.00,2.30,5,5,6,59.7,22.640,19,1.279,0.445,6,1.000,4,44.84,-5.50,0,0.0000,0.018,0.0000,1719,0.6800
100000,37.09,36,6,6,0,11,2,3.00,0,0.162,2494,0.00,67.01,30.93,167,2,0,2,3.00,1.33,3.83,4,6,6,43.8,18.757,23,1.279,0.445,6,1.000,2,18.26,0.50,0,0.0000,0.018,0.0000,1695,0.6800
100000,47.32,36,6,10,0,15,2,3.00,0,0.211,2233,0.00,69.13,16.09,167,2,1,2,3.00,1.33,3.83,5,6,6,37.9,5.359,31,1.279,0.445,6,1.000,0,40.75,-40.50,0,0.0000,0.018,0.0000,1518,0.6800
100000,37.09,36,6,2,0,15,1,3.18,2,0.054,2218,0.00,75.13,26.84,167,0,0,1,3.00,1.33,4.40,5,5,6,14.7,15.292,23,1.279,0.445,6,1.000,0,13.51,-0.50,0,0.0000,0.018,0.0000,1508,0.6800
100000,8.95,36,2,0,0,3,0,2.40,14,0.000,2200,0.00,57.04,11.94,167,0,0,0,1.00,3.00,2.67,1,3,2,24.3,2.337,5,1.279,0.445,6,1.000,0,21.40,-2.50,0,0.0000,0.018,0.0000,1495,0.6800
