step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1941,0.7527,21826.6,735,763,641,537,13,5,2,21712,22510,25171,0,0,0,1.000,1.000,1.000,582,131,16,0.4724,0.0722,0.5491,0.0329
2000,2273,0.5407,25778.1,807,840,831,602,16,20,22,17527,18739,18925,0,0,0,1.000,1.000,1.000,635,166,12,0.5179,0.0636,0.5729,0.0342
3000,2248,0.6308,32384.9,1136,805,804,639,22,33,38,18289,18647,20983,0,0,0,1.000,1.000,1.000,619,152,16,0.4761,0.0802,0.5365,0.0349
4000,2508,0.6208,41769.5,1341,848,859,801,35,35,47,16746,15866,17170,0,0,0,1.000,1.000,1.000,654,147,21,0.4468,0.0841,0.5018,0.0378
5000,2636,0.5861,48853.8,1540,951,862,823,40,27,41,14878,14192,15076,0,0,0,1.000,1.000,1.000,732,183,16,0.4336,0.0917,0.4890,0.0425
6000,2748,0.5804,53180.9,1636,945,912,891,57,26,57,13486,13693,14015,0,0,0,1.000,1.000,1.000,707,176,15,0.4257,0.0990,0.4879,0.0404
7000,2819,0.5697,55012.8,1708,1037,937,845,60,46,43,12646,13048,14443,0,0,0,1.000,1.000,1.000,783,173,15,0.4116,0.0970,0.4821,0.0419
8000,2995,0.5326,54291.3,1689,1102,953,940,59,55,53,12335,13869,15482,0,0,0,1.000,1.000,1.000,838,203,23,0.3899,0.1087,0.4763,0.0460
9000,3146,0.4520,45987.5,1453,1147,1046,953,106,100,55,14138,16746,17865,0,0,0,1.000,1.000,1.000,863,225,16,0.3988,0.1154,0.5174,0.0501
10000,3133,0.4312,37325.2,1209,1243,1055,835,110,113,104,17589,20082,20785,0,0,0,1.000,1.000,1.000,963,213,22,0.3914,0.1093,0.5361,0.0465
11000,2857,0.3868,30878.2,1100,1090,983,784,116,120,134,18314,21568,23608,0,0,0,1.000,1.000,1.000,832,219,24,0.4229,0.1069,0.5909,0.0420
12000,2614,0.4373,27008.4,1044,1148,812,654,100,99,122,21712,24737,27310,0,0,0,1.000,1.000,1.000,906,181,16,0.3884,0.1168,0.5971,0.0464
13000,2105,0.4713,23109.9,1189,998,632,475,101,107,119,23124,27789,30724,0,0,0,1.000,1.000,1.000,781,149,12,0.3558,0.1493,0.6287,0.0474
14000,1707,0.4733,18910.7,1233,987,453,267,78,115,75,25650,31513,34714,0,0,0,1.000,1.000,1.000,788,98,8,0.1995,0.2009,0.6268,0.0568
15000,1273,0.4721,14837.8,1365,857,263,153,64,93,70,27308,34544,38158,0,0,0,1.000,1.000,1.000,714,79,3,0.1745,0.2020,0.5898,0.0638
16000,1024,0.5117,12099.8,1375,757,197,70,51,95,40,27210,35241,39497,0,0,0,1.000,1.000,1.000,634,43,0,0.2220,0.1714,0.6613,0.0581
17000,1187,0.3530,13683.4,1074,938,197,52,45,109,26,24846,31898,36805,0,0,0,1.000,1.000,1.000,747,40,1,0.4383,0.1271,0.8054,0.0479
18000,1748,0.3278,19652.6,929,1078,466,204,39,135,69,20841,25559,30336,0,0,0,1.000,1.000,1.000,865,90,3,0.5314,0.0865,0.7181,0.0393
19000,3018,0.3764,30025.0,783,1198,949,871,81,132,150,17772,22266,26486,0,0,0,1.000,1.000,1.000,931,264,28,0.4002,0.1159,0.5640,0.0446
20000,3426,0.3707,34495.0,834,1279,1163,984,102,140,149,17405,19810,22981,0,0,0,1.000,1.000,1.000,995,312,27,0.3947,0.1192,0.5555,0.0468
