step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1770,0.6102,17846.3,246,602,650,518,63,56,63,32721,34384,37436,0,0,0,1.000,1.000,1.000,448,166,13,0.1927,0.2168,0.5222,0.0955
2000,2032,0.4724,23846.6,328,790,703,539,115,87,117,30344,32587,36996,0,0,0,1.000,1.000,1.000,604,156,18,0.1175,0.2746,0.5230,0.1197
3000,2502,0.4488,22282.5,274,934,887,681,147,132,149,30448,32225,36594,0,0,0,1.000,1.000,1.000,732,235,20,0.1320,0.2771,0.5187,0.1095
4000,2683,0.4506,21951.8,238,1019,927,737,130,136,134,30289,31484,36139,0,0,0,1.000,1.000,1.000,782,244,20,0.1576,0.2545,0.5094,0.1032
5000,2718,0.4393,22984.8,269,963,978,777,145,151,136,30778,31984,36162,0,0,0,1.000,1.000,1.000,737,239,22,0.1314,0.2641,0.5113,0.1182
6000,2873,0.4333,21796.7,245,1064,1034,775,133,156,167,31069,32008,35684,0,0,0,1.000,1.000,1.000,834,241,31,0.1305,0.2954,0.4956,0.1126
7000,2596,0.4545,21125.7,254,955,900,741,144,122,163,31881,32864,36815,0,0,0,1.000,1.000,1.000,743,234,30,0.1235,0.2840,0.5108,0.1184
8000,2441,0.4646,18177.6,242,935,846,660,148,152,135,33135,34369,37631,0,0,0,1.000,1.000,1.000,730,201,17,0.1262,0.2823,0.5441,0.1198
9000,2245,0.4392,16286.3,242,858,770,617,140,144,170,34199,36156,39820,0,0,0,1.000,1.000,1.000,640,175,18,0.0833,0.3840,0.5817,0.1461
10000,2025,0.4440,14279.5,262,859,658,508,142,135,171,35197,37648,41133,0,0,0,1.000,1.000,1.000,688,176,16,0.0647,0.3541,0.6109,0.1669
11000,1782,0.4338,10951.4,232,749,588,445,137,141,189,35707,39706,43345,0,0,0,1.000,1.000,1.000,594,165,14,0.0535,0.4740,0.6887,0.1773
12000,1352,0.4438,9078.0,272,609,453,290,115,129,139,35981,41585,45232,0,0,0,1.000,1.000,1.000,491,128,9,0.0345,0.4906,0.7265,0.2155
13000,951,0.4690,7093.3,334,540,247,164,63,123,112,36023,43807,47565,0,0,0,1.000,1.000,1.000,442,57,3,0.0217,0.6385,0.7737,0.2926
14000,614,0.5081,5443.8,489,360,141,113,21,110,101,36169,45676,49795,0,0,0,1.000,1.000,1.000,317,34,0,0.0076,0.9835,0.7125,0.3935
15000,576,0.4462,5505.0,458,415,112,49,14,100,49,35442,46437,51260,0,0,0,1.000,1.000,1.000,347,24,2,0.0005,1.0000,0.3907,0.3381
16000,587,0.4123,8218.6,638,377,154,56,8,142,56,33762,45464,51168,0,0,0,1.000,1.000,1.000,318,29,2,0.0000,1.0000,0.7454,0.1524
17000,900,0.3556,15493.6,850,515,231,154,16,199,146,31035,42317,48946,0,0,0,1.000,1.000,1.000,427,55,2,0.0013,1.0000,0.7567,0.2733
18000,1302,0.3449,9834.6,388,673,356,273,71,171,197,32937,42498,49582,0,0,0,1.000,1.000,1.000,562,80,3,0.0047,0.9917,0.7617,0.3375
19000,1878,0.3387,13997.3,302,845,574,459,137,180,227,32131,40159,47813,0,0,0,1.000,1.000,1.000,649,154,8,0.0106,0.8882,0.7040,0.3656
20000,2389,0.3784,14188.3,222,987,789,613,165,171,202,31361,37871,45494,0,0,0,1.000,1.000,1.000,796,201,25,0.0472,0.4747,0.6395,0.1869
21000,2817,0.3770,16948.4,231,1145,960,712,174,181,179,31374,36498,43492,0,0,0,1.000,1.000,1.000,896,255,20,0.0400,0.4857,0.6157,0.1847
22000,3445,0.3945,19123.2,216,1336,1177,932,192,171,220,30541,34535,40799,0,0,0,1.000,1.000,1.000,1053,267,37,0.0668,0.4181,0.5862,0.1458
23000,3898,0.3871,19225.2,195,1429,1411,1058,196,185,196,29919,32969,39544,0,0,0,1.000,1.000,1.000,1104,341,41,0.1149,0.2875,0.5562,0.1119
24000,3974,0.3737,19762.6,195,1449,1459,1066,192,186,192,29925,31767,38284,0,0,0,1.000,1.000,1.000,1119,331,51,0.1271,0.3389,0.5656,0.0988
25000,4344,0.3699,20053.8,193,1575,1563,1206,211,222,245,29762,31828,37789,0,0,0,1.000,1.000,1.000,1198,390,52,0.1324,0.2681,0.5641,0.0977
26000,4527,0.4005,20689.4,190,1695,1547,1285,249,225,237,30428,32199,37415,0,0,0,1.000,1.000,1.000,1335,374,47,0.1180,0.2935,0.5436,0.1062
27000,4215,0.4116,19377.7,199,1539,1467,1209,230,195,244,31438,33269,38274,0,0,0,1.000,1.000,1.000,1163,374,36,0.1016,0.3116,0.5623,0.1160
28000,3985,0.4060,17875.5,187,1500,1436,1049,211,220,269,31920,33562,38524,0,0,0,1.000,1.000,1.000,1204,367,26,0.1016,0.3445,0.5754,0.1092
29000,3374,0.3957,14891.9,185,1293,1135,946,221,192,228,31851,33937,38950,0,0,0,1.000,1.000,1.000,955,325,30,0.1778,0.2131,0.6260,0.0898
30000,3030,0.4122,15310.8,207,1251,991,788,187,184,220,33395,36452,41263,0,0,0,1.000,1.000,1.000,1004,258,30,0.0794,0.3824,0.6215,0.1402
31000,2320,0.4203,13678.1,270,1010,710,600,153,175,270,35227,39588,44044,0,0,0,1.000,1.000,1.000,831,192,28,0.0205,0.6883,0.6792,0.2712
32000,1622,0.3878,12005.4,365,772,485,365,121,208,224,35377,41503,45907,0,0,0,1.000,1.000,1.000,639,126,14,0.0139,0.8377,0.7264,0.3517
33000,1155,0.4502,10088.1,537,603,312,240,50,196,192,36074,43443,47691,0,0,0,1.000,1.000,1.000,492,81,5,0.0016,1.0000,0.7414,0.2908
34000,694,0.5000,6569.7,616,397,166,131,21,132,122,36198,45513,49973,0,0,0,1.000,1.000,1.000,329,41,3,0.0011,1.0000,0.6879,0.2557
35000,505,0.4218,5783.3,570,370,92,43,12,88,42,35302,46345,51427,0,0,0,1.000,1.000,1.000,309,20,0,0.0000,0.0000,0.4187,0.2058
36000,571,0.3993,8817.8,694,400,120,51,7,117,51,33372,45242,51182,0,0,0,1.000,1.000,1.000,330,26,1,0.0000,0.0000,0.7733,0.1163
37000,935,0.4150,11523.5,677,519,267,149,31,227,144,32150,43439,50248,0,0,0,1.000,1.000,1.000,424,50,4,0.0000,1.0000,0.7463,0.2214
38000,1494,0.3681,9282.2,309,703,426,365,75,204,231,32898,43036,50477,0,0,0,1.000,1.000,1.000,549,92,13,0.0007,1.0000,0.7599,0.2389
39000,1603,0.3487,9958.5,212,682,520,401,107,194,222,32330,40999,48695,0,0,0,1.000,1.000,1.000,548,122,15,0.0209,0.6750,0.7493,0.2507
40000,2446,0.3426,12127.5,164,962,868,616,140,193,235,27701,35117,43684,0,0,0,1.000,1.000,1.000,756,211,15,0.1915,0.1834,0.6802,0.0853
41000,3246,0.3423,18930.7,192,1323,1127,796,175,210,217,26137,31506,40351,0,0,0,1.000,1.000,1.000,1035,310,30,0.1883,0.1975,0.5977,0.0855
42000,3969,0.3595,19942.9,192,1549,1381,1039,198,190,229,26052,29722,38122,0,0,0,1.000,1.000,1.000,1169,377,54,0.2096,0.2233,0.6200,0.0793
43000,4489,0.3016,15686.0,131,1680,1589,1220,224,270,299,25029,29177,36692,0,0,0,1.000,1.000,1.000,1327,427,41,0.2997,0.1531,0.6235,0.0608
44000,4847,0.3039,19552.7,146,1815,1667,1365,243,213,254,25090,27528,33881,0,0,0,1.000,1.000,1.000,1425,394,28,0.2714,0.1797,0.5758,0.0669
45000,5060,0.3034,18595.8,141,1826,1755,1479,256,269,289,25447,27055,32420,0,0,0,1.000,1.000,1.000,1468,413,33,0.3240,0.1461,0.6313,0.0606
46000,4883,0.3377,19631.6,147,1778,1744,1361,242,241,233,25163,27311,32464,0,0,0,1.000,1.000,1.000,1383,453,49,0.3229,0.1486,0.6082,0.0585
47000,4679,0.3883,22808.4,185,1764,1724,1191,229,205,229,26367,28195,33070,0,0,0,1.000,1.000,1.000,1373,460,35,0.2673,0.1786,0.5871,0.0653
48000,4275,0.3972,23043.2,222,1652,1593,1030,223,239,235,28441,30590,35934,0,0,0,1.000,1.000,1.000,1246,416,41,0.1595,0.2375,0.5679,0.0918
49000,3775,0.4040,21106.6,248,1512,1292,971,221,211,237,29712,32908,38558,0,0,0,1.000,1.000,1.000,1167,336,21,0.1135,0.2961,0.5787,0.1141
50000,3079,0.4333,18987.3,298,1264,1055,760,204,229,252,31478,35913,41150,0,0,0,1.000,1.000,1.000,1005,252,31,0.0604,0.4000,0.6312,0.1613
51000,2290,0.4153,16199.1,376,1005,760,525,158,237,263,33567,39040,43730,0,0,0,1.000,1.000,1.000,797,184,19,0.0184,0.7401,0.6907,0.2790
52000,1610,0.4255,14351.7,483,825,441,344,116,204,241,34636,41217,45731,0,0,0,1.000,1.000,1.000,678,106,11,0.0042,1.0000,0.7330,0.3368
53000,1059,0.4788,15930.8,871,541,292,226,60,198,188,33791,42013,46474,0,0,0,1.000,1.000,1.000,435,60,5,0.0000,1.0000,0.7120,0.2336
54000,721,0.4938,13668.9,1397,416,163,142,38,122,128,33543,43432,48116,0,0,0,1.000,1.000,1.000,329,40,2,0.0000,1.0000,0.7009,0.2329
55000,567,0.4815,13249.7,1545,403,116,48,21,108,47,32678,43929,49100,0,0,0,1.000,1.000,1.000,326,24,2,0.0000,1.0000,0.5111,0.3026
56000,615,0.4195,14234.7,1321,409,143,63,12,132,63,31816,43394,49139,0,0,0,1.000,1.000,1.000,318,33,3,0.0000,1.0000,0.7310,0.2635
57000,765,0.3503,19500.0,1264,387,225,153,6,198,143,29639,41190,47814,0,0,0,1.000,1.000,1.000,312,49,3,0.0000,1.0000,0.7510,0.2478
58000,1098,0.3552,31432.8,1278,470,360,268,26,268,229,25706,36526,44135,0,0,0,1.000,1.000,1.000,364,75,10,0.0000,1.0000,0.7137,0.3270
59000,1570,0.3561,46760.1,1352,613,528,429,88,330,314,20912,30716,39158,0,0,0,1.000,1.000,1.000,486,109,12,0.0000,1.0000,0.6501,0.3632
60000,2022,0.3956,58715.8,1439,788,673,561,114,371,353,17689,25750,34677,0,0,0,1.000,1.000,1.000,603,144,17,0.0007,1.0000,0.5973,0.4720
61000,2532,0.4329,66817.1,1457,954,872,706,175,348,388,16300,22406,31081,0,0,0,1.000,1.000,1.000,733,192,20,0.0007,1.0000,0.5579,0.4538
62000,2919,0.4248,72242.7,1537,1113,1013,793,230,329,385,15324,20270,28247,0,0,0,1.000,1.000,1.000,842,235,21,0.0007,1.0000,0.5408,0.4584
63000,3225,0.4167,77118.2,1553,1166,1158,901,213,341,386,14377,18252,25615,0,0,0,1.000,1.000,1.000,926,271,28,0.0007,1.0000,0.5323,0.4045
64000,3462,0.4650,76686.5,1535,1277,1216,969,246,322,358,15711,18432,24403,0,0,0,1.000,1.000,1.000,961,298,37,0.0026,1.0000,0.4978,0.4351
65000,3531,0.4775,73868.9,1555,1251,1257,1023,254,320,352,17186,19221,25067,0,0,0,1.000,1.000,1.000,988,292,30,0.0018,1.0000,0.4967,0.4220
66000,3608,0.4767,70453.8,1488,1297,1297,1014,230,329,367,18846,20245,25644,0,0,0,1.000,1.000,1.000,1025,332,35,0.0013,1.0000,0.4977,0.4111
67000,5607,0.4088,41413.6,638,2022,1973,1612,251,288,301,24891,27112,32691,0,0,0,1.000,1.000,1.000,1556,503,62,0.0212,0.7022,0.4953,0.2171
68000,4090,0.4335,21266.8,288,1577,1405,1108,213,198,222,32166,34714,39495,0,0,0,1.000,1.000,1.000,1219,387,37,0.0466,0.5350,0.5798,0.1655
69000,3575,0.4280,20966.9,286,1407,1267,901,177,161,172,31410,34926,39966,0,0,0,1.000,1.000,1.000,1110,341,29,0.0530,0.4373,0.5772,0.1642
70000,3128,0.4246,17265.5,291,1373,1009,746,168,171,169,33352,36782,41387,0,0,0,1.000,1.000,1.000,1073,248,26,0.0481,0.4731,0.6427,0.1715
71000,2287,0.4176,13526.1,300,1023,746,518,164,168,172,35025,39444,43377,0,0,0,1.000,1.000,1.000,809,228,13,0.0238,0.6853,0.7094,0.2253
72000,1493,0.3610,10061.3,301,790,437,266,97,118,123,36349,41290,44655,0,0,0,1.000,1.000,1.000,672,118,12,0.0308,0.5948,0.7652,0.2497
73000,1105,0.4190,9284.7,414,671,256,178,65,134,125,36830,43116,46440,0,0,0,1.000,1.000,1.000,563,73,6,0.0098,0.9216,0.7621,0.4000
74000,754,0.5146,9721.6,816,456,180,118,27,143,100,36005,44554,48269,0,0,0,1.000,1.000,1.000,364,44,5,0.0005,1.0000,0.6875,0.2570
