step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1060,33.78,2.01,7.41,0.11,9.73,0.36,1.59,0.123,0.233,456128.5,363216.4,1,102,3.52,1.62,1.47,20.6086,466.66,26043.6,0.0352,38.7401,5462,34.5743,1875,10.9660,40918.5,147.65,3.3196,0.0,0.0000,1.000,0.6946
10000,1,980,32.45,1.72,6.84,0.24,10.65,0.29,1.45,0.106,0.219,466231.0,386369.2,2,85,3.49,1.47,1.45,21.9942,333.28,24036.8,0.0374,39.6346,5461,34.5680,1841,11.2658,42993.5,90.55,11.7375,0.0,0.0000,1.000,0.3296
10000,2,698,31.60,0.77,7.00,0.24,9.80,0.21,1.22,0.076,0.143,376448.7,285317.5,3,104,3.35,1.26,1.19,15.7449,250.21,29508.8,0.0354,31.8632,5461,34.5680,1737,8.0378,29143.2,61.79,28.3366,0.0,0.0000,1.000,0.1150
20000,0,992,36.30,3.62,9.45,0.05,12.78,1.50,2.24,0.448,0.293,240601.6,155598.3,5,103,4.33,2.32,1.37,5.5442,644.40,16365.9,1.3724,22.7872,5462,14.4767,1508,3.6399,12345.2,147.65,1.5186,0.0,0.0000,1.000,0.6946
20000,1,717,39.04,3.79,10.09,0.21,13.44,1.52,2.29,0.449,0.227,135272.1,85338.4,4,92,4.60,2.39,1.37,2.8476,321.66,31319.8,0.0000,12.9498,5461,14.4741,1697,1.8297,5647.7,90.55,3.1941,0.0,0.0000,1.000,0.3296
20000,2,562,39.34,3.53,11.72,0.05,11.72,1.50,2.19,0.436,0.174,99825.2,59241.6,4,121,4.45,2.31,1.30,2.0032,244.02,40325.8,0.0000,9.4677,5461,14.4741,1468,1.2731,3630.2,61.79,7.1545,0.0,0.0000,1.000,0.1150
30000,0,931,36.04,4.37,9.17,0.12,11.06,1.49,2.48,0.481,0.263,435328.5,393446.5,5,108,4.19,2.59,1.49,16.1250,398.43,26812.8,0.0296,40.6522,5462,35.2257,1608,7.9298,34083.3,147.65,3.2927,0.0,0.0000,1.000,0.6946
30000,1,836,37.54,4.07,9.23,0.18,12.48,1.53,2.36,0.469,0.248,441056.7,400250.4,5,95,4.28,2.44,1.38,16.7044,329.34,28373.7,0.0000,40.7853,5461,35.2192,1512,8.5913,36806.0,90.55,11.5109,0.0,0.0000,1.000,0.3296
30000,2,717,35.01,3.98,9.42,0.02,11.33,1.57,2.30,0.480,0.204,356267.4,303094.9,5,126,4.15,2.51,1.31,11.7081,299.41,34309.4,0.0000,33.2802,5461,35.2192,1228,6.0440,25210.4,61.79,28.2014,0.0,0.0000,1.000,0.1150
40000,0,894,37.31,3.90,9.26,0.05,11.95,1.24,2.28,0.437,0.258,240358.1,153783.6,5,91,4.16,2.47,1.34,4.8444,335.85,15564.9,1.6091,23.0013,5462,14.5360,1657,3.2325,11764.7,147.65,1.5104,0.0,0.0000,1.000,0.6946
