step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,859,30.86,4.37,5.08,0.60,17.51,1.00,2.34,0.314,0.271,474304.6,343029.1,3,142,4.55,2.51,1.45,16.8665,412.54,35197.1,0.0350,41.9433,5462,37.7368,577,2.1682,14223.7,165.42,1.9525,0.0,0.0000,1.000,0.7635
10000,1,658,30.95,3.86,4.78,0.66,18.60,0.94,2.17,0.289,0.208,451941.2,322793.9,3,135,4.45,2.37,1.37,15.8778,206.21,37648.4,0.0319,39.7605,5461,37.7299,413,2.0070,13157.2,81.35,14.1011,0.0,0.0000,1.000,0.2025
10000,2,508,31.12,4.14,4.72,0.49,17.32,0.95,2.24,0.295,0.157,359264.9,232377.7,3,171,4.26,2.48,1.29,10.8928,141.01,41133.4,0.0292,30.9840,5461,37.7299,329,1.1692,7347.8,53.21,29.4627,0.0,0.0000,1.000,0.0207
20000,0,987,24.54,3.56,4.56,0.20,11.61,0.83,2.07,0.275,0.224,248239.6,173814.0,3,165,3.82,2.35,1.36,4.8519,343.82,31361.0,0.0000,24.6519,5462,14.3291,566,0.2639,1740.7,165.42,0.8692,0.0,0.0000,1.000,0.7635
20000,1,789,22.68,3.30,4.16,0.21,10.69,0.80,2.00,0.260,0.167,128898.2,93818.6,3,171,3.68,2.22,1.34,2.3785,322.47,37870.6,0.0000,12.7891,5461,14.3264,390,0.0889,578.6,81.35,4.0213,0.0,0.0000,1.000,0.2025
20000,2,613,24.03,3.51,5.10,0.10,10.49,0.87,2.00,0.274,0.134,84822.7,60223.2,3,202,3.74,2.26,1.30,1.4422,128.12,45494.4,0.0000,8.4162,5461,14.3264,174,0.0281,187.9,53.21,7.6168,0.0,0.0000,1.000,0.0207
30000,0,1251,20.59,2.52,3.42,0.05,9.72,0.71,2.01,0.297,0.225,437009.5,473403.8,2,187,3.26,2.08,1.34,16.6631,315.00,33395.2,0.0000,42.6201,5462,33.8774,701,1.3376,9125.0,165.42,1.9598,0.0,0.0000,1.000,0.7635
30000,1,991,20.00,2.36,3.62,0.05,9.46,0.73,1.90,0.303,0.176,411248.1,438116.5,2,184,3.21,2.00,1.27,15.4299,260.09,36452.1,0.0000,40.1505,5461,33.8712,513,1.2106,8295.4,81.35,14.0543,0.0,0.0000,1.000,0.2025
30000,2,788,19.19,2.21,3.69,0.05,8.77,0.79,1.88,0.305,0.132,315246.5,316848.7,2,220,3.16,1.96,1.24,9.9067,141.55,41262.7,0.0000,31.1357,5461,33.8712,363,0.5974,4004.1,53.21,29.2620,0.0,0.0000,1.000,0.0207
40000,0,962,29.31,0.30,7.70,0.02,8.22,0.01,1.12,0.002,0.178,248083.7,206171.8,2,140,3.24,1.10,1.16,5.2627,709.95,27700.6,0.0000,24.9892,5462,14.1889,1178,0.2287,1420.4,165.42,0.8920,0.0,0.0000,1.000,0.7635
40000,1,868,28.09,0.38,7.43,0.01,7.93,0.01,1.15,0.003,0.157,126022.4,108957.9,2,193,3.17,1.10,1.17,2.6432,459.44,35117.1,0.0000,12.7552,5461,14.1863,875,0.0795,487.8,81.35,3.9927,0.0,0.0000,1.000,0.2025
40000,2,616,28.58,0.47,7.51,0.01,8.88,0.01,1.16,0.006,0.119,83218.2,65164.5,2,235,3.38,1.12,1.21,1.5410,212.26,43683.7,0.0000,8.4318,5461,14.1863,519,0.0304,178.7,53.21,7.5870,0.0,0.0000,1.000,0.0207
50000,0,1264,23.42,0.39,5.51,0.01,9.17,0.00,1.13,0.001,0.219,496028.5,671624.5,3,204,2.82,1.09,1.17,26.0199,343.91,31477.6,0.0000,47.1162,5462,35.2784,721,3.3483,20542.0,165.42,2.2675,0.0,0.0000,1.000,0.7635
50000,1,1055,21.92,0.11,4.84,0.00,9.33,0.00,1.04,0.000,0.172,465835.8,621383.4,3,229,2.78,1.02,1.04,24.1513,272.54,35912.6,0.0000,44.4383,5461,35.2720,442,2.9600,18365.1,81.35,15.9041,0.0,0.0000,1.000,0.2025
