step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3468,0.00,135.18,24.55,991,0,0,0,1.00,1.00,1.00,1,1,1,16.9,2.151,1,2.000,0.996,4,1.000,13,5.84
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3460,0.00,113.55,33.46,999,0,0,0,1.00,1.00,1.00,1,1,1,16.9,1.570,1,2.000,0.997,4,1.000,13,6.77
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3444,0.00,176.28,20.04,976,0,0,0,1.00,1.00,1.00,1,3,2,24.8,22.020,3,2.000,0.998,4,1.000,12,33.66
100000,6.00,16,0,2,0,1,0,1.00,8,0.333,3436,0.00,166.37,40.63,823,1,0,0,1.00,1.00,1.00,1,2,2,26.8,14.651,3,2.000,0.994,4,1.000,11,3.48
100000,10.00,16,0,4,0,1,0,1.00,4,0.400,3435,-0.00,129.01,18.45,803,1,0,0,1.00,1.00,1.00,2,4,2,36.2,25.595,5,2.000,0.994,4,1.000,10,46.00
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3413,-0.00,144.13,51.66,823,0,0,0,1.00,1.00,1.00,1,1,1,6.9,5.417,1,2.000,0.993,4,1.000,12,7.46
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3413,0.90,116.32,21.57,953,0,1,0,1.00,1.00,1.00,1,2,2,23.8,8.731,2,2.000,0.992,4,1.000,12,6.13
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3412,0.00,143.65,18.09,803,2,0,0,1.00,1.00,1.00,2,2,2,57.5,8.642,2,2.000,0.995,4,1.000,12,23.83
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3411,0.00,200.44,40.78,964,1,1,0,1.00,1.00,1.00,1,2,2,35.4,28.015,3,2.000,0.987,4,1.000,12,21.00
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3401,1.28,138.33,32.41,651,2,0,0,1.00,1.00,1.00,1,2,1,42.6,10.342,2,2.000,0.992,4,1.000,10,20.87
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3393,0.79,133.60,44.50,803,2,0,0,1.00,1.00,1.00,2,1,3,62.0,19.244,3,2.000,0.996,4,1.000,11,41.74
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3379,0.00,118.61,40.19,861,0,0,0,1.00,1.00,1.00,1,1,1,0.5,6.227,1,2.000,0.983,4,1.000,13,6.73
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3371,0.00,106.55,25.65,976,0,0,0,1.00,1.00,1.00,1,1,1,20.0,2.998,1,2.000,0.997,4,1.000,12,2.46
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,3371,0.00,136.47,38.70,975,1,0,0,1.00,1.00,1.00,2,2,3,27.8,16.019,3,2.000,0.999,4,1.000,11,8.70
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3367,0.00,163.25,27.17,862,2,0,0,1.00,1.00,1.00,1,1,1,42.5,4.020,1,2.000,0.996,4,1.000,13,19.07
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3357,1.35,148.12,31.38,985,0,0,0,1.00,1.00,1.00,2,1,4,16.1,32.980,4,2.000,0.996,4,1.000,12,8.51
100000,4.00,16,0,2,0,0,0,1.00,8,0.500,3356,0.00,124.09,24.97,985,1,0,0,1.00,1.00,1.00,2,2,2,25.5,9.531,2,2.000,0.997,4,1.000,11,15.70
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3355,0.00,132.07,25.87,803,0,0,0,1.00,1.00,1.00,1,1,1,14.4,4.796,1,2.000,0.995,4,1.000,15,13.29
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3342,0.00,117.81,45.39,959,0,0,0,1.00,1.00,1.00,1,1,2,5.6,3.122,2,2.000,0.994,4,1.000,11,5.75
100000,10.00,16,0,2,0,3,0,1.00,2,0.200,3337,0.95,134.79,27.60,964,0,0,0,1.00,1.00,1.00,3,4,3,21.1,25.614,5,2.000,0.992,4,1.000,10,3.26
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3335,0.00,126.70,32.93,945,0,0,0,1.00,1.00,1.00,1,2,1,2.0,13.056,2,2.000,0.991,4,1.000,11,6.60
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3329,0.36,128.03,29.72,986,0,0,0,1.00,1.00,1.00,1,2,1,20.3,6.470,2,2.000,0.997,4,1.000,12,3.25
100000,6.00,16,0,0,0,3,0,1.00,6,0.000,3325,0.00,118.51,23.45,963,0,0,0,1.00,1.00,1.00,2,3,2,14.3,13.070,3,2.000,0.978,4,1.000,11,22.98
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3322,0.00,143.97,52.82,823,0,0,0,1.00,1.00,1.00,2,2,1,8.9,17.257,2,2.000,0.993,4,1.000,12,7.16
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3317,0.00,88.14,13.15,823,1,0,0,1.00,1.00,1.00,1,1,1,29.4,0.230,1,2.000,0.992,4,1.000,12,9.92
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3316,0.00,110.94,47.54,959,1,0,0,1.00,1.00,1.00,2,2,2,32.0,3.019,2,2.000,0.996,4,1.000,13,20.32
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3315,0.00,115.93,18.95,986,1,0,0,1.00,1.00,1.00,1,1,1,31.3,0.894,1,2.000,0.997,4,1.000,10,13.43
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,3312,0.01,84.13,106.45,985,1,0,0,1.00,1.00,1.00,1,3,1,29.8,5.987,3,2.000,0.996,4,1.000,11,10.34
100000,8.00,16,0,0,0,4,0,1.00,4,0.000,3310,0.90,132.75,32.10,963,2,2,0,1.00,1.00,1.00,2,4,2,56.6,28.159,4,2.000,0.998,4,1.000,10,16.69
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3307,0.33,129.75,31.18,963,1,1,0,1.00,1.00,1.00,2,2,2,25.7,15.133,2,2.000,0.996,4,1.000,10,8.16
100000,8.00,16,0,0,0,4,0,1.00,6,0.000,3304,0.00,130.09,29.96,945,0,0,0,1.00,1.00,1.00,2,3,2,19.2,20.769,4,2.000,0.991,4,1.000,11,14.64
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3299,0.95,129.75,37.51,823,0,0,0,1.00,1.00,1.00,2,3,2,7.7,25.470,3,2.000,0.992,4,1.000,11,15.88
100000,12.00,16,0,2,0,4,0,1.00,0,0.167,3297,0.00,136.27,22.83,997,1,1,0,1.00,1.00,1.00,2,4,4,31.3,18.542,6,2.000,0.998,4,1.000,10,9.99
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3294,0.00,133.69,61.14,823,0,0,0,1.00,1.00,1.00,1,2,2,11.0,17.687,2,2.000,0.994,4,1.000,11,11.10
100000,14.00,16,0,2,0,5,0,1.00,2,0.143,3293,0.00,156.59,30.48,976,1,0,0,1.00,1.00,1.00,4,3,4,28.5,44.978,7,2.000,0.997,4,1.000,9,33.74
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3287,0.00,144.75,21.39,1011,1,0,0,1.00,1.00,1.00,1,1,1,32.1,1.713,1,2.000,0.989,4,1.000,10,6.33
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3274,0.02,135.67,45.64,823,0,0,0,1.00,1.00,1.00,1,2,2,10.8,15.597,2,2.000,0.993,4,1.000,12,5.51
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3265,0.62,163.40,84.25,823,1,0,0,1.00,1.00,1.00,1,2,2,26.7,30.000,3,2.000,0.993,4,1.000,10,15.15
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3262,0.00,117.58,33.28,1011,0,0,0,1.00,1.00,1.00,2,2,1,6.2,3.178,2,2.000,0.989,4,1.000,11,12.62
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3261,0.75,148.44,75.31,953,0,0,0,1.00,1.00,1.00,2,3,2,16.2,26.680,3,2.000,0.993,4,1.000,10,5.93
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3258,0.73,139.64,30.00,651,1,0,0,1.00,1.00,1.00,2,3,3,27.1,23.071,4,2.000,0.994,4,1.000,12,12.37
100000,6.00,16,0,0,0,3,0,1.00,6,0.000,3254,1.68,159.16,43.75,974,0,0,0,1.00,1.00,1.00,2,2,3,14.5,30.000,3,2.000,0.994,4,1.000,10,15.57
100000,8.00,16,0,1,0,3,0,1.00,4,0.125,3245,0.00,140.08,37.87,964,1,1,0,1.00,1.00,1.00,2,3,3,27.1,23.259,4,2.000,0.987,4,1.000,12,12.91
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3241,0.04,140.35,30.68,976,1,0,0,1.00,1.00,1.00,3,3,2,32.4,20.922,3,2.000,0.996,4,1.000,11,18.01
100000,8.00,16,0,3,0,1,0,1.00,4,0.375,3232,0.00,189.29,26.42,963,2,0,0,1.00,1.00,1.00,4,2,4,45.1,28.792,4,2.000,0.996,4,1.000,9,19.47
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3232,0.00,125.81,17.73,963,2,0,0,1.00,1.00,1.00,3,2,3,44.1,11.989,4,2.000,0.993,4,1.000,11,37.26
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,3227,0.00,119.87,17.15,976,0,0,0,1.00,1.00,1.00,1,2,3,19.7,6.186,3,2.000,0.997,4,1.000,12,7.85
100000,4.00,16,0,2,0,0,0,1.00,8,0.500,3217,0.00,118.97,20.73,945,0,0,0,1.00,1.00,1.00,1,2,2,1.1,3.536,2,2.000,0.985,4,1.000,9,8.79
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3216,1.59,122.24,35.38,861,2,1,0,1.00,1.00,1.00,1,2,2,38.2,16.413,3,2.000,0.996,4,1.000,10,6.33
100000,12.00,16,0,2,0,4,0,1.00,2,0.167,3197,0.44,121.78,45.89,823,1,0,0,1.00,1.00,1.00,3,3,4,35.2,22.902,6,2.000,0.991,4,1.000,8,23.49
100000,10.00,16,0,2,0,3,0,1.00,4,0.200,3197,0.63,112.20,44.42,959,0,0,0,1.00,1.00,1.00,3,4,2,2.1,24.006,5,2.000,0.996,4,1.000,9,0.90
100000,8.00,16,0,2,0,2,0,1.00,2,0.250,3194,0.00,141.64,55.28,976,0,0,0,1.00,1.00,1.00,2,4,3,18.2,26.926,4,2.000,0.997,4,1.000,11,6.19
100000,10.00,16,0,3,0,2,0,1.00,2,0.300,3189,0.68,99.80,23.95,942,0,0,0,1.00,1.00,1.00,2,4,3,24.1,8.449,5,2.000,0.995,4,1.000,10,1.00
100000,6.00,16,0,3,0,0,0,1.00,6,0.500,3181,0.00,137.46,32.33,823,0,0,0,1.00,1.00,1.00,1,2,3,22.6,18.983,3,2.000,0.991,4,1.000,11,8.87
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,3181,0.00,119.18,29.56,823,0,0,0,1.00,1.00,1.00,2,3,3,11.3,32.645,5,2.000,0.991,4,1.000,10,5.26
100000,14.00,16,0,0,0,7,0,1.00,2,0.000,3179,0.00,113.93,26.13,985,0,0,0,1.00,1.00,1.00,4,3,4,23.8,33.785,7,2.000,0.995,4,1.000,6,2.14
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,3162,-0.00,133.90,45.44,829,0,0,0,1.00,1.00,1.00,2,2,2,17.1,19.249,3,2.000,0.996,4,1.000,8,9.50
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3159,0.00,112.22,26.92,823,0,0,0,1.00,1.00,1.00,1,1,3,1.8,9.542,3,2.000,0.987,4,1.000,10,7.60
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3154,0.91,136.58,28.70,823,0,0,0,1.00,1.00,1.00,1,1,2,19.8,15.090,2,2.000,0.991,4,1.000,11,13.09
100000,6.00,16,0,3,0,0,0,1.00,8,0.500,3136,0.00,112.41,15.21,976,0,0,0,1.00,1.00,1.00,1,2,2,16.7,4.693,3,2.000,0.997,4,1.000,10,17.61
100000,14.00,16,0,3,0,4,0,1.00,2,0.214,3134,0.38,141.48,23.48,974,2,1,0,1.00,1.00,1.00,4,3,4,44.3,33.354,7,2.000,0.994,4,1.000,8,19.45
100000,5.00,16,0,1,1,1,0,1.00,4,0.200,3125,0.00,111.22,24.85,991,0,0,0,1.00,1.00,1.00,2,3,3,18.7,9.564,3,2.000,0.993,4,1.000,5,5.77
100000,6.00,16,0,2,0,1,0,1.00,8,0.333,3123,0.00,119.11,29.58,991,0,0,0,1.00,1.00,1.00,1,2,2,12.2,4.038,3,2.000,0.996,4,1.000,10,10.25
100000,20.00,16,0,5,0,5,0,1.00,0,0.250,3123,0.00,168.64,27.24,823,2,0,0,1.00,1.00,1.00,4,4,4,44.3,78.199,10,2.000,0.993,4,1.000,6,27.30
100000,12.00,16,0,0,0,6,0,1.00,4,0.000,3120,0.00,81.49,53.03,985,0,0,0,1.00,1.00,1.00,2,4,2,22.0,11.535,6,2.000,0.997,4,1.000,6,8.05
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3113,2.36,118.75,56.86,933,0,0,0,1.00,1.00,1.00,2,2,2,17.8,25.627,3,2.000,0.994,4,1.000,9,10.85
100000,18.00,16,0,2,0,7,0,1.00,0,0.111,3112,0.64,154.43,21.17,964,2,0,0,1.00,1.00,1.00,1,4,4,45.4,48.927,9,2.000,0.992,4,1.000,7,21.36
100000,14.00,16,0,4,0,3,0,1.00,2,0.286,3111,0.18,116.44,10.71,1015,0,0,0,1.00,1.00,1.00,4,3,4,14.1,18.127,7,2.000,0.994,4,1.000,9,10.31
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3093,0.00,127.26,14.17,976,0,0,0,1.00,1.00,1.00,1,2,1,17.8,8.574,2,2.000,0.997,4,1.000,9,11.14
100000,14.00,16,0,2,0,5,0,1.00,2,0.143,3083,0.00,132.22,23.05,985,0,0,0,1.00,1.00,1.00,2,4,3,19.4,27.140,7,2.000,0.996,4,1.000,8,8.84
100000,10.00,16,0,2,0,3,0,1.00,4,0.200,3077,1.00,175.74,53.88,992,2,0,0,1.00,1.00,1.00,3,3,3,46.6,50.000,5,2.000,0.994,4,1.000,10,44.52
100000,16.00,16,0,1,0,7,0,1.00,0,0.062,3077,0.00,126.33,27.07,829,0,0,0,1.00,1.00,1.00,2,4,4,17.3,36.262,8,2.000,0.996,4,1.000,7,5.25
100000,16.00,16,0,2,0,6,0,1.00,0,0.125,3072,0.14,114.05,16.99,823,0,0,0,1.00,1.00,1.00,4,4,4,7.6,27.170,8,2.000,0.986,4,1.000,7,1.68
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3065,0.00,138.90,24.47,964,0,0,0,1.00,1.00,1.00,1,1,1,24.7,7.864,1,2.000,0.992,4,1.000,10,2.76
100000,16.00,16,0,1,0,7,0,1.00,0,0.062,3054,0.00,117.34,19.88,823,0,0,0,1.00,1.00,1.00,1,4,4,17.4,32.991,8,2.000,0.993,4,1.000,7,6.45
100000,8.00,16,0,0,0,4,0,1.00,6,0.000,3046,0.89,148.37,16.98,1007,2,0,0,1.00,1.00,1.00,2,3,2,45.5,20.725,4,2.000,0.988,4,1.000,9,17.10
100000,16.00,16,0,3,0,5,0,1.00,0,0.188,3005,0.00,127.09,17.86,979,0,0,0,1.00,1.00,1.00,3,4,4,18.0,24.663,8,2.000,0.988,4,1.000,6,10.89
100000,16.00,16,0,2,0,6,0,1.00,0,0.125,3000,1.07,128.66,19.52,894,0,0,0,1.00,1.00,1.00,2,4,4,13.7,39.538,8,2.000,0.995,4,1.000,8,7.57
100000,12.00,16,0,0,0,6,0,1.00,4,0.000,2995,0.00,121.93,20.49,829,0,0,0,1.00,1.00,1.00,1,2,4,7.6,18.495,6,2.000,0.996,4,1.000,6,4.19
100000,24.00,16,0,5,0,7,0,1.00,0,0.208,2990,0.00,120.55,33.10,976,0,1,0,1.00,1.00,1.00,1,4,4,20.7,73.281,12,2.000,0.997,4,1.000,4,9.19
100000,20.00,16,0,3,0,7,0,1.00,0,0.150,2990,0.58,151.75,50.99,959,1,0,0,1.00,1.00,1.00,4,4,4,28.9,75.306,10,2.000,0.994,4,1.000,6,29.15
100000,10.00,16,0,0,0,5,0,1.00,6,0.000,2988,1.70,121.13,13.64,999,0,0,0,1.00,1.00,1.00,1,2,3,13.5,20.572,5,2.000,0.997,4,1.000,4,9.53
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2986,0.00,96.99,36.09,986,1,0,0,1.00,1.00,1.00,1,4,4,34.8,29.039,11,2.000,0.999,4,1.000,5,10.61
100000,24.00,16,0,3,0,9,0,1.00,0,0.125,2986,0.00,113.19,10.14,986,0,0,0,1.00,1.00,1.00,1,4,4,25.0,21.837,12,2.000,0.996,4,1.000,4,3.72
100000,12.00,16,0,3,0,3,0,1.00,0,0.250,2981,0.00,118.94,13.15,985,2,1,0,1.00,1.00,1.00,3,4,4,49.8,30.379,6,2.000,0.998,4,1.000,9,14.71
100000,18.00,16,0,5,0,4,0,1.00,0,0.278,2970,0.21,96.23,45.54,1017,0,0,0,1.00,1.00,1.00,3,4,4,14.1,20.265,9,2.000,0.989,4,1.000,7,2.69
100000,22.00,16,0,7,0,4,0,1.00,0,0.318,2965,0.00,110.78,24.74,985,0,0,0,1.00,1.00,1.00,3,4,4,17.9,27.376,11,2.000,0.997,4,1.000,5,16.45
100000,14.00,16,0,2,0,5,0,1.00,2,0.143,2958,0.00,111.67,39.36,823,0,0,0,1.00,1.00,1.00,2,3,4,11.5,32.695,7,2.000,0.993,4,1.000,7,3.55
100000,16.00,16,0,2,0,6,0,1.00,2,0.125,2953,0.00,92.73,43.76,963,0,0,0,1.00,1.00,1.00,3,3,4,16.2,29.328,8,2.000,0.994,4,1.000,8,12.04
100000,14.00,16,0,1,0,6,0,1.00,2,0.071,2953,0.00,122.91,15.97,803,1,0,0,1.00,1.00,1.00,2,3,4,26.1,18.966,7,2.000,0.995,4,1.000,9,4.26
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,2951,0.00,105.98,31.92,959,0,0,0,1.00,1.00,1.00,2,4,2,6.1,16.356,4,2.000,0.994,4,1.000,8,8.75
100000,20.00,16,0,4,0,6,0,1.00,0,0.200,2946,0.00,129.63,36.59,963,2,0,0,1.00,1.00,1.00,1,4,4,57.4,37.240,10,2.000,0.996,4,1.000,6,23.00
100000,14.00,16,0,1,0,6,0,1.00,0,0.071,2940,2.96,147.53,42.06,823,0,0,0,1.00,1.00,1.00,2,4,4,16.7,49.091,7,2.000,0.992,4,1.000,6,5.01
100000,16.00,16,0,1,0,7,0,1.00,0,0.062,2930,0.90,129.35,17.93,963,0,0,0,1.00,1.00,1.00,4,4,4,20.2,35.808,8,2.000,0.996,4,1.000,8,12.76
100000,24.00,16,0,3,0,9,0,1.00,0,0.125,2929,3.10,147.72,50.72,975,0,0,0,1.00,1.00,1.00,4,4,4,19.6,66.897,12,2.000,0.999,4,1.000,4,17.64
100000,20.00,16,0,5,0,5,0,1.00,0,0.250,2928,2.55,175.91,25.30,963,1,1,0,1.00,1.00,1.00,2,4,4,35.9,72.652,10,2.000,0.996,4,1.000,6,7.35
100000,16.00,16,0,2,0,6,0,1.00,0,0.125,2928,1.45,100.45,10.45,985,0,0,0,1.00,1.00,1.00,2,4,4,23.9,7.115,8,2.000,0.994,4,1.000,8,13.32
100000,12.00,16,0,0,0,6,0,1.00,4,0.000,2919,0.00,101.36,10.40,999,0,0,0,1.00,1.00,1.00,2,2,4,21.0,4.671,6,2.000,0.998,4,1.000,6,13.12
100000,10.00,16,0,4,0,1,0,1.00,4,0.400,2909,0.00,112.66,7.63,651,2,2,0,1.00,1.00,1.00,2,3,3,37.8,4.892,5,2.000,0.994,4,1.000,11,10.70
100000,16.00,16,0,4,0,4,0,1.00,0,0.250,2908,0.00,105.71,21.06,988,0,0,0,1.00,1.00,1.00,3,4,4,12.4,34.021,8,2.000,0.997,4,1.000,8,15.11
100000,22.00,16,0,3,0,8,0,1.00,0,0.136,2907,0.00,153.61,16.84,991,1,0,0,1.00,1.00,1.00,4,4,4,30.5,68.353,11,2.000,0.996,4,1.000,5,11.18
100000,18.00,16,0,1,0,8,0,1.00,0,0.056,2882,0.00,113.17,20.11,990,1,1,0,1.00,1.00,1.00,2,4,4,37.3,13.252,9,2.000,0.994,4,1.000,7,4.37
100000,12.00,16,0,4,0,2,0,1.00,0,0.333,2879,0.12,128.73,17.50,988,0,0,0,1.00,1.00,1.00,2,4,4,18.6,35.454,6,2.000,0.997,4,1.000,6,13.14
100000,12.00,16,0,2,0,4,0,1.00,2,0.167,2878,0.96,127.52,31.96,823,0,0,0,1.00,1.00,1.00,2,3,4,16.3,30.210,6,2.000,0.994,4,1.000,10,6.73
100000,22.00,16,0,4,0,7,0,1.00,0,0.182,2872,1.85,104.83,21.62,823,1,0,0,1.00,1.00,1.00,4,4,4,32.0,36.748,11,2.000,0.992,4,1.000,5,20.77
100000,8.00,16,0,4,0,0,0,1.00,6,0.500,2870,-0.00,149.80,25.88,964,2,1,0,1.00,1.00,1.00,1,2,3,61.4,20.679,4,2.000,0.994,4,1.000,10,30.17
100000,12.00,16,0,0,0,6,0,1.00,4,0.000,2867,0.00,93.98,32.30,963,0,0,0,1.00,1.00,1.00,2,2,4,16.3,21.167,6,2.000,0.996,4,1.000,8,2.24
100000,21.00,16,0,4,1,6,0,1.00,0,0.190,2866,0.41,118.03,26.25,873,2,0,0,1.00,1.00,1.00,3,4,4,42.4,50.504,11,2.000,0.990,4,1.000,5,23.00
100000,18.00,16,0,3,0,6,0,1.00,0,0.167,2859,0.10,105.10,20.63,976,2,0,0,1.00,1.00,1.00,3,4,4,39.1,23.803,9,2.000,0.997,4,1.000,7,20.31
100000,17.00,16,0,4,1,4,0,1.00,0,0.235,2858,3.63,139.38,65.13,873,0,0,0,1.00,1.00,1.00,4,4,4,22.5,85.000,9,2.000,0.990,4,1.000,7,23.59
100000,18.00,16,0,3,0,6,0,1.00,0,0.167,2857,2.61,138.81,22.43,823,0,0,0,1.00,1.00,1.00,4,4,4,16.5,58.266,9,2.000,0.991,4,1.000,7,11.03
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,2847,2.38,127.15,46.31,794,1,1,0,1.00,1.00,1.00,4,3,3,33.7,40.008,5,2.000,0.999,4,1.000,10,15.50
100000,10.00,16,0,0,0,5,0,1.00,6,0.000,2842,0.00,103.86,20.73,823,0,1,0,1.00,1.00,1.00,2,2,3,23.4,10.439,5,2.000,0.992,4,1.000,5,11.07
100000,22.00,16,0,3,0,8,0,1.00,0,0.136,2836,3.85,134.13,23.19,963,1,0,0,1.00,1.00,1.00,4,4,4,28.1,51.521,11,2.000,0.994,4,1.000,4,15.44
100000,20.00,16,0,4,0,6,0,1.00,0,0.200,2836,0.73,101.16,11.89,963,0,0,0,1.00,1.00,1.00,2,4,4,18.4,9.085,10,2.000,0.978,4,1.000,6,8.81
100000,22.00,16,0,4,0,7,0,1.00,0,0.182,2821,0.46,107.78,35.51,963,1,0,0,1.00,1.00,1.00,4,4,4,28.0,53.247,11,2.000,0.994,4,1.000,4,28.56
100000,24.00,16,0,4,0,8,0,1.00,0,0.167,2820,-0.00,117.07,16.58,651,1,0,0,1.00,1.00,1.00,4,4,4,26.3,42.731,12,2.000,0.992,4,1.000,4,5.06
100000,24.00,16,0,4,0,8,0,1.00,0,0.167,2815,0.00,112.62,25.77,964,0,2,0,1.00,1.00,1.00,2,4,4,19.2,53.037,12,2.000,0.994,4,1.000,4,22.25
100000,24.00,16,0,5,0,7,0,1.00,0,0.208,2809,0.00,92.73,24.98,823,0,1,0,1.00,1.00,1.00,2,4,4,8.9,25.499,12,2.000,0.994,4,1.000,4,11.72
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2804,0.00,129.58,28.41,823,2,0,0,1.00,1.00,1.00,1,4,4,40.2,27.775,11,2.000,0.991,4,1.000,5,16.52
100000,16.00,16,0,4,0,4,0,1.00,0,0.250,2799,0.56,124.48,23.59,982,1,0,0,1.00,1.00,1.00,3,4,4,28.5,45.080,8,2.000,0.998,4,1.000,7,13.46
100000,18.00,16,0,1,0,8,0,1.00,2,0.056,2795,0.00,122.83,24.65,823,0,0,0,1.00,1.00,1.00,1,4,3,14.8,44.343,9,2.000,0.992,4,1.000,6,8.60
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2793,0.32,124.06,20.56,945,0,0,0,1.00,1.00,1.00,4,4,4,0.5,66.757,12,2.000,0.989,4,1.000,4,7.77
100000,22.00,16,0,4,0,7,0,1.00,0,0.182,2790,0.00,161.07,23.50,823,0,0,0,1.00,1.00,1.00,2,4,4,19.9,65.422,11,2.000,0.991,4,1.000,5,8.75
100000,24.00,16,0,4,0,8,0,1.00,0,0.167,2787,0.27,95.77,28.47,976,0,0,0,1.00,1.00,1.00,4,4,4,16.1,48.873,12,2.000,0.997,4,1.000,4,14.65
