step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2794,0.4882,24616.2,136,1021,955,818,32,40,49,27482,27366,28899,0,0,0,1.000,1.000,1.000,804,208,7,0.3040,0.1540,0.4314,0.0757
2000,2256,0.4340,16599.9,198,889,783,584,83,91,115,26997,29505,33528,0,0,0,1.000,1.000,1.000,699,159,11,0.3923,0.1331,0.6312,0.0548
3000,2715,0.4663,21583.2,218,1026,916,773,120,124,134,22659,25459,29306,0,0,0,1.000,1.000,1.000,796,194,11,0.4797,0.1163,0.6386,0.0465
4000,3173,0.4229,23979.9,209,1070,1154,949,132,138,153,21112,24845,29145,0,0,0,1.000,1.000,1.000,800,246,3,0.4406,0.1060,0.6095,0.0501
5000,3614,0.3918,22815.4,195,1333,1246,1035,188,159,189,21447,24613,29249,0,0,0,1.000,1.000,1.000,1000,279,7,0.4337,0.1354,0.6192,0.0511
6000,4220,0.3969,23882.2,197,1461,1489,1270,200,192,248,20722,24726,28905,0,0,0,1.000,1.000,1.000,1170,367,12,0.4285,0.1198,0.6104,0.0502
7000,4341,0.4165,22597.9,202,1685,1434,1222,191,186,201,22163,26497,29330,0,0,0,1.000,1.000,1.000,1349,376,12,0.4332,0.1110,0.6238,0.0471
8000,3907,0.4510,21392.0,222,1481,1375,1051,146,162,190,23566,28222,31864,0,0,0,1.000,1.000,1.000,1153,293,6,0.4100,0.1127,0.6066,0.0501
9000,3312,0.4559,19297.4,240,1288,1173,851,162,168,176,25682,30773,34504,0,0,0,1.000,1.000,1.000,1036,268,4,0.3748,0.1257,0.6168,0.0562
10000,2645,0.4726,15949.3,273,1075,912,658,141,163,175,26914,33409,37054,0,0,0,1.000,1.000,1.000,845,182,6,0.3572,0.1298,0.6492,0.0608
11000,2188,0.4835,13771.7,292,952,696,540,106,139,144,27682,35443,39114,0,0,0,1.000,1.000,1.000,758,170,2,0.3354,0.1311,0.6727,0.0644
