step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,8,2367,29.9,0.2,9.4,0.1,6.1,0.0,1.06,2.4,1421,174,7.34,11.62,543,976,848,0.1,1.07,1.06,1.06,3.11,4.11,4.18,34.0,1.900,0.446,4.75
5000,9,34,40.6,2.5,9.3,0.0,17.9,0.1,1.83,3.9,30,252,20.69,8.67,34,0,0,0.7,2.01,2.16,1.65,5.09,5.97,6.03,6.8,1.265,0.572,6.97
5000,5,20,35.7,0.0,6.7,0.6,14.4,0.0,1.00,7.9,18,72,12.49,1.15,0,5,15,0.0,1.00,1.00,1.00,4.35,5.00,6.95,40.2,1.676,0.331,7.95
6000,8,1924,28.7,0.3,8.5,0.2,5.6,0.1,1.11,2.0,1252,212,7.91,10.81,380,753,791,0.3,1.12,1.15,1.10,3.05,4.08,4.01,34.6,1.952,0.470,4.56
6000,9,46,40.0,1.8,6.7,0.2,22.0,0.3,1.57,2.9,41,259,22.25,7.59,46,0,0,0.9,1.84,1.83,1.43,5.22,5.89,5.72,8.7,1.227,0.555,6.52
7000,8,1612,28.0,0.4,7.3,0.1,6.1,0.1,1.15,2.1,1047,251,9.36,10.71,315,712,585,0.3,1.18,1.18,1.14,2.98,4.00,3.91,34.1,1.973,0.445,4.49
7000,22,191,32.2,3.9,5.6,0.1,18.2,0.2,1.61,3.4,150,235,21.87,4.50,41,47,103,0.4,1.35,2.11,1.49,4.96,6.00,5.75,35.6,1.017,0.452,6.72
7000,9,68,35.6,1.8,8.4,0.2,16.2,0.1,1.52,4.3,63,301,23.84,5.58,68,0,0,0.9,1.63,1.89,1.36,4.46,5.46,5.50,12.0,1.253,0.567,6.56
7000,23,12,37.9,0.0,1.9,0.7,33.3,0.0,1.00,0.3,6,96,11.96,1.03,0,0,12,0.0,1.00,1.00,1.00,5.08,6.00,6.17,44.3,1.065,0.387,6.17
8000,8,1236,34.7,0.6,9.2,0.2,6.9,0.1,1.21,2.1,845,213,8.61,11.68,480,441,315,0.2,1.21,1.23,1.21,3.27,4.41,4.35,29.6,1.990,0.379,4.91
8000,34,588,25.8,0.0,7.5,0.1,5.4,0.0,1.00,1.9,353,262,7.82,12.27,309,222,57,0.0,1.01,1.00,1.00,2.95,3.71,3.80,27.0,1.996,0.224,4.23
8000,22,146,34.4,3.6,7.2,0.1,19.2,0.2,1.69,4.0,127,298,23.88,5.49,24,35,87,0.3,1.75,1.64,1.69,4.94,6.06,5.74,37.2,1.014,0.520,6.90
8000,39,72,19.6,0.0,4.2,0.0,14.2,0.0,1.00,4.3,57,206,15.94,3.58,63,6,3,0.0,1.00,1.00,1.00,3.39,4.65,4.54,17.0,1.054,0.520,5.68
8000,9,37,28.5,0.6,4.8,1.6,14.6,0.0,1.40,4.9,32,250,17.30,5.62,37,0,0,0.1,1.86,1.86,1.24,4.00,5.41,4.51,10.5,1.340,0.467,6.19
9000,8,828,34.6,0.5,7.8,0.3,8.5,0.1,1.18,2.4,653,279,11.71,12.90,364,255,209,0.2,1.17,1.18,1.20,3.24,4.37,4.37,28.5,1.996,0.345,4.96
9000,34,340,32.1,0.0,8.6,0.0,7.5,0.0,1.00,1.5,194,198,7.06,12.16,141,171,28,0.0,1.00,1.00,1.00,3.11,4.04,4.14,28.4,1.998,0.236,4.46
