step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel
100000,24.00,16,0,7,0,5,0,1.00,0,0.292,2568,0.58,59.39,113.35,511,1,0,0,1.00,1.00,1.00,4,4,4,26.0,28.087,12,2.000,0.967,4,1.000,3,7.50
100000,18.00,16,0,7,0,2,0,1.00,0,0.389,2559,0.00,55.65,116.85,511,0,0,0,1.00,1.00,1.00,4,4,4,17.1,15.921,9,2.000,0.969,4,1.000,6,55.23
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2546,0.00,67.12,115.97,511,2,1,0,1.00,1.00,1.00,2,4,4,38.3,20.619,13,2.000,0.967,4,1.000,3,34.09
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2537,0.00,50.69,120.06,511,0,0,0,1.00,1.00,1.00,2,4,4,20.1,0.763,13,2.000,0.968,4,1.000,1,18.35
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2529,0.00,66.45,99.14,511,0,1,0,1.00,1.00,1.00,2,4,4,10.6,23.711,14,2.000,0.967,4,1.000,1,58.83
100000,22.00,16,1,5,0,4,0,1.25,0,0.227,2529,0.24,74.90,89.58,511,0,0,1,1.00,1.50,1.25,4,4,4,14.8,25.626,10,2.000,0.969,4,1.000,6,17.08
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2510,0.02,71.83,122.35,511,1,0,0,1.00,1.00,1.00,4,4,4,34.5,20.397,12,2.000,0.942,4,1.000,4,67.42
100000,24.00,16,0,4,0,8,0,1.00,0,0.167,2492,0.41,77.59,116.63,511,0,0,0,1.00,1.00,1.00,2,4,4,9.3,52.894,12,2.000,0.967,4,1.000,4,10.64
100000,18.00,16,0,5,0,4,0,1.00,0,0.278,2475,0.30,81.90,101.29,511,2,1,0,1.00,1.00,1.00,2,4,4,52.7,12.920,9,2.000,0.967,4,1.000,7,47.20
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2474,0.00,81.78,143.90,511,0,2,0,1.00,1.00,1.00,2,4,4,12.2,51.452,11,2.000,0.966,4,1.000,5,55.68
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2471,0.00,81.89,80.25,511,0,2,0,1.00,1.00,1.00,4,4,4,18.7,22.994,13,2.000,0.967,4,1.000,3,60.55
100000,30.00,16,0,5,0,10,0,1.00,0,0.167,2448,0.32,75.87,50.49,511,0,1,0,1.00,1.00,1.00,4,4,4,6.2,17.117,15,2.000,0.975,4,1.000,1,42.82
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2446,0.00,64.95,141.44,511,0,0,0,1.00,1.00,1.00,4,4,4,17.4,32.389,11,2.000,0.968,4,1.000,4,49.65
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2441,0.63,80.39,63.98,511,1,1,0,1.00,1.00,1.00,2,4,4,35.0,17.818,14,2.000,0.967,4,1.000,1,3.47
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2425,0.40,69.61,171.49,511,2,2,0,1.00,1.00,1.00,2,4,4,45.9,19.220,12,2.000,0.967,4,1.000,4,9.76
100000,12.00,16,0,1,0,5,0,1.00,4,0.083,2408,0.00,67.74,73.58,511,2,1,0,1.00,1.00,1.00,1,3,3,39.4,7.046,6,2.000,0.967,4,1.000,8,39.13
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2402,2.35,71.60,137.83,511,2,0,0,1.00,1.00,1.00,4,4,4,43.2,56.871,16,2.000,0.969,4,1.000,0,19.47
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2369,1.25,83.41,127.15,511,1,2,0,1.00,1.00,1.00,4,4,4,29.2,44.952,14,2.000,0.967,4,1.000,2,35.17
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2360,0.00,72.70,157.59,511,0,1,0,1.00,1.00,1.00,4,4,4,17.8,32.202,14,2.000,0.967,4,1.000,1,61.24
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2351,0.00,61.34,91.23,511,0,1,0,1.00,1.00,1.00,4,4,4,8.6,10.582,11,2.000,0.967,4,1.000,4,17.78
100000,24.00,16,0,7,0,5,0,1.00,0,0.292,2350,0.00,67.59,109.47,511,0,0,0,1.00,1.00,1.00,2,4,4,16.9,19.778,12,2.000,0.967,4,1.000,3,45.07
100000,26.00,16,0,6,0,7,0,1.00,0,0.231,2331,0.00,76.72,87.31,511,0,0,0,1.00,1.00,1.00,4,4,4,22.0,34.536,13,2.000,0.970,4,1.000,3,86.10
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2330,1.19,89.44,76.32,511,2,0,0,1.00,1.00,1.00,4,4,4,39.3,38.854,15,2.000,0.973,4,1.000,1,32.41
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2310,0.00,80.26,132.83,511,0,0,0,1.00,1.00,1.00,1,4,4,19.2,49.958,14,2.000,0.970,4,1.000,1,19.25
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2309,0.99,79.96,146.07,511,1,0,0,1.00,1.00,1.00,4,4,4,26.1,43.609,12,2.000,0.970,4,1.000,3,49.69
100000,22.00,16,0,4,0,7,0,1.00,0,0.182,2290,0.68,66.30,159.55,511,2,2,0,1.00,1.00,1.00,2,4,4,39.4,31.771,11,2.000,0.969,4,1.000,5,65.63
100000,24.00,16,0,7,0,5,0,1.00,0,0.292,2288,0.00,77.26,142.99,511,0,2,0,1.00,1.00,1.00,1,4,4,15.7,32.108,12,2.000,0.969,4,1.000,4,41.59
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2285,0.00,59.59,124.86,511,1,2,0,1.00,1.00,1.00,1,4,4,30.8,25.439,14,2.000,0.967,4,1.000,1,30.30
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2284,0.00,56.57,55.45,511,0,2,0,1.00,1.00,1.00,2,4,4,15.0,9.548,13,2.000,0.967,4,1.000,2,63.41
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2280,2.89,56.85,118.28,511,0,1,0,1.00,1.00,1.00,4,4,4,23.3,34.272,15,2.000,0.967,4,1.000,0,32.75
100000,22.00,16,0,7,0,4,0,1.00,0,0.318,2268,0.00,65.02,86.94,511,2,2,0,1.00,1.00,1.00,2,4,4,44.8,0.560,11,2.000,0.967,4,1.000,2,41.02
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2265,0.00,57.05,46.85,511,0,1,0,1.00,1.00,1.00,2,4,4,14.1,1.634,13,2.000,0.967,4,1.000,3,12.22
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2234,0.00,63.91,117.99,511,1,0,0,1.00,1.00,1.00,2,4,4,31.8,23.368,14,2.000,0.967,4,1.000,1,25.35
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2229,0.00,58.93,124.90,511,0,0,0,1.00,1.00,1.00,2,4,4,12.6,20.751,13,2.000,0.967,4,1.000,2,67.50
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2227,0.00,56.82,106.63,511,0,0,0,1.00,1.00,1.00,4,4,4,14.1,3.687,14,2.000,0.971,4,1.000,2,59.44
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2220,0.00,52.64,165.85,511,1,2,0,1.00,1.00,1.00,4,4,4,26.0,25.704,15,2.000,0.967,4,1.000,0,61.05
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2219,0.89,74.50,118.97,511,1,1,0,1.00,1.00,1.00,4,4,4,28.4,31.257,13,2.000,0.967,4,1.000,2,40.00
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2206,0.00,82.55,103.09,511,1,0,0,1.00,1.00,1.00,4,4,4,31.3,29.748,11,2.000,0.970,4,1.000,5,48.13
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2202,2.05,49.52,116.94,511,0,1,0,1.00,1.00,1.00,3,4,4,19.5,17.113,13,2.000,0.967,4,1.000,2,83.09
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2187,0.00,62.54,64.54,511,1,0,0,1.00,1.00,1.00,4,4,4,28.7,15.619,14,2.000,0.966,4,1.000,2,54.00
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2186,0.07,72.74,64.71,511,2,2,0,1.00,1.00,1.00,4,4,4,45.1,16.271,14,2.000,0.967,4,1.000,1,46.90
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2174,0.00,65.51,81.59,511,0,1,0,1.00,1.00,1.00,4,4,4,17.1,13.982,14,2.000,0.941,4,1.000,2,38.92
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2167,3.07,49.11,94.30,511,2,1,0,1.00,1.00,1.00,4,4,4,46.0,7.209,14,2.000,0.967,4,1.000,1,47.61
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2155,-0.00,58.27,79.15,511,1,0,0,1.00,1.00,1.00,4,4,4,28.4,22.610,14,2.000,0.967,4,1.000,1,42.15
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,2155,0.00,58.46,140.98,511,1,0,0,1.00,1.00,1.00,2,4,4,30.9,20.140,12,2.000,0.969,4,1.000,4,62.29
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2151,0.00,54.32,58.11,511,0,1,0,1.00,1.00,1.00,4,4,4,12.9,7.090,14,2.000,0.967,4,1.000,1,14.47
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2135,0.23,68.33,113.00,511,0,1,0,1.00,1.00,1.00,2,4,4,22.6,23.695,13,2.000,0.969,4,1.000,3,77.09
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2114,0.00,73.79,74.66,511,0,1,0,1.00,1.00,1.00,4,4,4,13.4,25.189,15,2.000,0.967,4,1.000,1,65.32
100000,26.00,16,0,5,0,8,0,1.00,0,0.192,2113,4.12,87.81,56.28,511,1,0,0,1.00,1.00,1.00,2,4,4,34.6,38.181,13,2.000,0.970,4,1.000,3,21.00
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2108,0.00,46.68,91.29,511,0,0,0,1.00,1.00,1.00,4,4,4,15.9,25.230,15,2.000,0.967,4,1.000,0,58.31
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2100,0.00,68.89,126.52,511,2,1,0,1.00,1.00,1.00,4,4,4,58.0,34.863,15,2.000,0.967,4,1.000,1,66.90
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2072,0.36,46.36,81.31,511,1,0,0,1.00,1.00,1.00,4,4,4,30.7,7.147,16,2.000,0.973,4,1.000,0,34.44
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2072,0.05,65.38,81.04,511,0,0,0,1.00,1.00,1.00,4,4,4,21.0,6.728,16,2.000,0.973,4,1.000,0,30.96
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2069,0.00,56.05,110.65,511,0,1,0,1.00,1.00,1.00,2,4,4,17.3,13.080,15,2.000,0.967,4,1.000,0,47.27
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2068,1.03,49.38,122.02,511,0,0,0,1.00,1.00,1.00,2,4,4,20.5,28.911,15,2.000,0.967,4,1.000,0,12.21
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2068,0.00,63.93,80.60,511,1,0,0,1.00,1.00,1.00,2,4,4,26.4,21.777,14,2.000,0.967,4,1.000,1,69.80
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2062,0.00,61.17,72.91,511,0,0,0,1.00,1.00,1.00,2,4,4,18.1,23.100,15,2.000,0.966,4,1.000,1,2.80
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2058,3.49,53.14,88.19,511,1,0,0,1.00,1.00,1.00,4,4,4,25.7,16.544,14,2.000,0.966,4,1.000,1,9.01
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2052,0.00,55.82,71.11,511,1,1,0,1.00,1.00,1.00,4,4,4,32.6,18.231,14,2.000,0.970,4,1.000,2,64.78
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2051,0.00,75.14,119.62,511,1,0,0,1.00,1.00,1.00,2,4,4,37.4,36.806,16,2.000,0.969,4,1.000,0,31.49
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2038,2.34,64.49,71.90,511,2,1,0,1.00,1.00,1.00,4,4,4,41.8,35.306,16,2.000,0.970,4,1.000,0,46.57
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2032,1.14,60.47,84.19,511,2,1,0,1.00,1.00,1.00,3,4,4,47.2,14.567,13,2.000,0.967,4,1.000,2,60.63
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2030,2.25,39.66,72.86,511,2,2,0,1.00,1.00,1.00,2,4,4,51.7,28.827,15,2.000,0.967,4,1.000,0,17.00
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2029,0.00,53.37,87.43,511,0,2,0,1.00,1.00,1.00,2,4,4,22.7,10.914,15,2.000,0.968,4,1.000,0,64.45
100000,30.00,16,0,4,0,11,0,1.00,0,0.133,2028,0.00,72.80,26.94,511,1,0,0,1.00,1.00,1.00,4,4,4,31.5,11.585,15,2.000,0.975,4,1.000,1,29.06
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2016,0.11,70.73,90.61,511,1,2,0,1.00,1.00,1.00,4,4,4,31.3,32.985,15,2.000,0.967,4,1.000,0,69.12
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2015,3.47,67.07,52.78,511,0,0,0,1.00,1.00,1.00,2,4,4,22.8,12.095,13,2.000,0.969,4,1.000,3,54.19
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2014,0.00,51.72,139.08,511,0,2,0,1.00,1.00,1.00,4,4,4,15.3,35.389,16,2.000,0.967,4,1.000,0,79.02
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2012,0.00,61.70,89.26,511,1,2,0,1.00,1.00,1.00,4,4,4,30.5,26.683,16,2.000,0.967,4,1.000,0,80.47
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2011,0.00,56.68,68.04,511,1,1,0,1.00,1.00,1.00,4,4,4,36.6,13.312,14,2.000,0.967,4,1.000,1,18.56
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2009,4.21,62.42,94.85,511,0,0,0,1.00,1.00,1.00,4,4,4,22.2,20.435,15,2.000,0.967,4,1.000,0,78.42
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2009,0.00,56.82,153.17,511,2,1,0,1.00,1.00,1.00,4,4,4,48.1,40.181,14,2.000,0.967,4,1.000,1,42.81
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2000,4.45,53.92,58.14,511,2,0,0,1.00,1.00,1.00,1,4,4,43.7,15.063,14,2.000,0.969,4,1.000,2,44.23
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,1997,0.00,60.60,40.30,511,0,1,0,1.00,1.00,1.00,4,4,4,19.2,13.812,13,2.000,0.967,4,1.000,3,18.79
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1997,0.00,59.66,109.28,511,0,0,0,1.00,1.00,1.00,4,4,4,15.6,10.653,15,2.000,0.967,4,1.000,0,72.74
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,1989,0.00,53.55,122.35,511,1,0,0,1.00,1.00,1.00,4,4,4,37.1,23.243,16,2.000,0.971,4,1.000,0,53.44
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,1989,1.31,58.34,168.08,511,0,0,0,1.00,1.00,1.00,2,4,4,24.2,51.476,14,2.000,0.967,4,1.000,1,36.50
100000,30.00,16,0,5,0,10,0,1.00,0,0.167,1988,0.00,80.92,27.02,511,2,1,0,1.00,1.00,1.00,2,4,4,67.2,26.836,15,2.000,0.967,4,1.000,1,42.39
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,1985,0.00,71.94,88.90,511,2,2,0,1.00,1.00,1.00,2,4,4,42.2,32.049,15,2.000,0.967,4,1.000,1,49.17
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,1984,0.00,60.32,46.47,511,0,1,0,1.00,1.00,1.00,4,4,4,11.8,13.196,14,2.000,0.969,4,1.000,2,66.90
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1977,0.00,70.91,41.86,511,0,2,0,1.00,1.00,1.00,4,4,4,8.9,22.546,15,2.000,0.967,4,1.000,1,61.05
