step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,4200,1008.2455,502.38,110.93,48.94,786,7.29,4.138,15.555,0.5360,84.055
1000,-60,1,3529,1902.7442,1087.69,1027.28,38.67,1871,5.81,3.860,16.570,0.8852,132.386
1000,-60,2,5,2.4988,0.00,5.25,47.80,2,10.19,3.812,12.430,0.9663,152.706
1000,-50,0,5379,1075.3386,443.77,83.51,46.51,134,15.41,5.989,10.592,0.3768,107.008
1000,-50,1,2774,1518.9910,610.91,1276.41,51.28,596,14.35,5.714,11.206,0.7215,193.529
1000,-50,2,545,370.9920,113.61,702.55,71.01,182,15.50,6.037,10.629,0.8599,241.184
1000,-40,0,4782,1181.8409,468.39,90.97,51.18,35,23.44,8.657,7.050,0.3381,169.917
1000,-40,1,2611,1274.7313,382.00,1081.40,59.15,56,23.09,8.527,7.215,0.5502,271.964
1000,-40,2,688,449.4715,143.06,845.20,74.80,45,21.56,8.081,8.024,0.7139,305.296
1000,-30,0,2387,699.6964,261.02,50.90,55.95,15,29.31,11.574,5.184,0.3441,267.932
1000,-30,1,3159,1621.6553,624.81,1297.23,52.28,20,28.67,11.237,5.386,0.4821,371.334
1000,-30,2,2631,1624.2864,523.48,5126.33,70.57,75,29.07,11.612,5.435,0.6981,541.166
1000,-20,0,1374,371.1883,259.84,24.26,52.72,5,33.96,14.371,4.066,0.2707,308.069
1000,-20,1,2427,1357.7055,734.17,1081.76,51.89,6,32.94,13.727,4.280,0.4350,492.090
1000,-20,2,4418,2777.5234,792.63,12729.29,64.07,429,32.20,13.434,4.614,0.7633,765.049
1000,-10,0,1686,612.9134,638.57,38.11,53.33,22,36.66,16.054,3.447,0.2925,419.783
1000,-10,1,2259,1575.1935,1466.81,1091.33,47.70,2,35.98,15.551,3.499,0.4039,612.788
1000,-10,2,4279,2606.0108,1018.69,13794.39,60.04,870,33.77,14.486,4.319,0.7810,909.097
1000,0,0,1714,590.2282,725.00,29.24,42.09,11,37.50,16.523,3.212,0.2370,389.018
