step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,15246,8974,160190,889233,848675,715551,13492,61009,612,0,249437,5171290,183668.924,78520.046,0.9854,63157.180,0.203,0.288,0.205,0.304,0.646,0.319,364,0.0212,0.5990,0.106,8.1,36.0,71.7,38.02,2.26,4.04,2.29,29.43,7.74,1.012,0.095,0.037,0.037,14.263,0.397,0.0026,126,451,1436,10002,90,0,0.000,6024,1440,3632,10174,468,3893,10885,0.00,1.03,21684,44.8698,79526,10303,553750,7959.6,-0.0,416911,33.490,2617055.799,1.55e-14,0.00028,28.91,266796,106.056,2.231,102.788,1.038,106.060,12560,858,1828,0.5193,0.823,0.995,1.220,0.996,0.938,1.159,36814.749,10665.214,180417.108,37592.883,28816.112,9962.852,2824.020,2575.994,0.724,0.548,0.540,0.854,0.713,0.639,8885,88621,0.4113,0.6072,0.6550,0.9999,0.0514,0.0561,0.6372,0.7446,0.8145,0.0585,0.0805,0.0560,0.0000,0.6528,0.9360,0.1582,0.7075,0.9190,0.00353,12071,0.9996,0.7277,0.7239,0.9983,0.0514,0.0561,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9787,4.6991,5.0448,0.1091,0.1720,0.1535,0.385,0.377,0.353,0.411,0,0.0000,0.0000,0.0000,0.00364,0.00175,0.00160,19.55,22.48,22.46,57.8957,0.0305,65.3616,11.8247,21.6656,1072843,1527726,0.6601,0.0096,2083.0,57.8957,20.50,0,0,0,0,0,0,6762,15362.866,13890.117,0.9813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-16
2000,18893,3613,76081,181468,167272,103836,1551,30029,282,0,278124,2978316,42476.397,32294.787,0.9746,15354.012,0.125,0.552,0.147,0.176,0.560,0.332,326,0.0368,0.5972,0.087,10.8,32.4,65.8,33.73,1.40,6.16,1.47,24.70,7.40,1.060,0.167,0.069,0.070,7.324,0.348,0.0035,97,624,661,12644,68,0,0.000,8344,1974,2681,14238,486,1349,17058,0.00,5.41,19401,21.3178,79721,10946,510654,5761.8,0.0,484703,16.795,2617055.799,3.04e-14,0.00005,7.39,60808,38.910,2.255,34.920,1.736,38.914,5009,5292,8592,0.3880,0.855,1.032,1.300,1.081,0.908,1.141,15281.086,13041.631,22331.120,15248.392,20250.898,10210.042,2515.849,4214.884,0.571,0.544,0.561,0.632,0.542,0.547,16537,29533,0.4971,0.4533,0.5144,0.9994,0.0410,0.0470,0.6370,0.8938,0.9032,0.0741,0.0215,0.0285,0.0000,0.0000,0.7799,0.1276,0.5659,0.8835,0.00353,4818,0.9985,0.6915,0.7110,0.9981,0.0410,0.0470,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9626,5.0005,5.0541,0.0543,0.1395,0.1207,0.289,0.255,0.260,0.225,0,0.0000,0.0000,0.0000,0.00332,0.00110,0.00072,19.59,27.84,26.58,679.3199,0.0660,35.7100,9.0821,7.7126,1083767,1521386,1.2312,0.0192,3201.4,679.3199,18.69,0,0,0,0,0,0,7772,16940.775,15275.932,0.9723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.91e-14
3000,10637,2093,69503,129917,114850,59452,962,31836,245,0,303908,2584188,30534.553,27256.704,0.9261,9666.994,0.074,0.685,0.103,0.137,0.483,0.351,426,0.1052,0.6534,0.072,13.7,32.1,62.7,30.41,2.18,9.06,0.68,18.49,7.06,1.133,0.262,0.190,0.197,5.867,0.288,0.0045,87,359,548,16767,70,0,0.000,5797,1060,2627,6950,237,1539,8861,0.50,12.25,23836,23.6251,79905,15148,472368,2055.1,-0.0,526001,13.192,2617055.799,1.67e-14,0.00051,29.63,45439,29.881,2.286,27.013,0.582,29.884,4989,2027,3621,0.3132,0.919,1.078,1.456,1.118,0.950,1.255,9194.012,11124.614,13834.112,9157.339,17210.095,9467.984,2768.234,5353.493,0.512,0.418,0.502,0.499,0.406,0.463,20021,31863,0.5307,0.4781,0.4554,0.9995,0.0373,0.0378,0.6898,0.9708,0.9931,0.1062,0.0379,0.0332,0.0000,0.6672,0.9530,0.0319,0.5666,0.9076,0.00355,4760,0.9994,0.8257,0.8562,0.9970,0.0373,0.0378,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6391,4.6963,5.0547,0.0420,0.0868,0.0740,0.125,0.143,0.141,0.145,0,0.0000,0.0000,0.0000,0.00403,0.00116,0.00081,17.62,25.19,24.68,1781.5264,0.0849,26.5463,3.7566,9.4351,1086698,1524579,1.6090,0.0228,3152.2,1781.5264,21.70,0,0,0,0,0,0,9055,17589.710,15743.376,0.9506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.85e-15
4000,7834,1850,60379,115528,103371,54517,632,24966,194,0,260777,2590566,28574.390,24372.264,0.9983,8101.356,0.055,0.722,0.080,0.143,0.525,0.323,320,0.1175,0.6523,0.061,14.5,33.4,60.3,28.89,2.42,9.44,0.72,16.30,6.90,1.197,0.262,0.227,0.234,6.097,0.308,0.0040,89,359,459,15320,88,0,0.000,4353,451,1566,5817,143,884,6807,2.75,13.61,28471,26.2951,80142,17353,446397,1959.3,-0.0,559058,10.059,2617055.799,2.78e-14,0.00131,25.00,38987,26.448,2.269,23.870,0.309,26.451,2814,1832,3188,0.3058,0.942,1.107,1.581,1.147,0.955,1.380,9234.434,9237.897,13946.484,9137.486,13591.777,9420.861,1767.819,5082.227,0.520,0.505,0.540,0.483,0.471,0.467,29541,27597,0.4143,0.3853,0.3791,0.9993,0.0402,0.0528,0.6890,1.0494,1.0323,0.1369,0.0580,0.0434,0.0000,0.3266,0.9183,0.1266,0.5946,0.9376,0.00353,2844,0.9989,0.8370,0.8491,0.9977,0.0402,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6824,4.9710,5.3676,0.0411,0.1079,0.0822,0.118,0.128,0.092,0.164,0,0.0000,0.0000,0.0000,0.00440,0.00090,0.00061,20.31,25.94,25.00,1602.9350,0.0897,23.0602,3.3944,6.6650,1089249,1523482,1.6196,0.0242,3335.3,1602.9350,26.23,0,0,0,0,0,0,7581,16270.907,14511.474,0.9525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
5000,8563,1848,77001,160014,144503,82353,660,26301,227,0,309891,2985665,38141.451,28800.411,0.9347,10697.518,0.051,0.756,0.077,0.117,0.518,0.339,437,0.1155,0.6547,0.058,14.9,34.1,58.8,29.69,2.44,9.63,0.75,16.87,6.73,1.194,0.278,0.241,0.248,5.429,0.288,0.0038,74,312,427,18296,139,9,0.233,4934,591,2098,5874,483,1414,6666,5.25,15.83,29390,28.3670,80286,15840,422067,2192.6,-0.0,588343,10.323,2617055.799,1.78e-16,0.00024,13.90,59900,32.166,2.281,29.452,0.432,32.169,4018,1679,2866,0.3098,0.929,1.073,1.661,1.138,0.959,1.409,12493.659,10874.750,19462.285,12345.938,17030.746,9739.279,2664.676,5698.938,0.517,0.522,0.517,0.542,0.484,0.511,34566,37340,0.4820,0.2896,0.2957,0.9992,0.0451,0.0497,0.7103,1.0276,1.0170,0.1224,0.0438,0.0407,0.0000,0.0000,0.9096,0.0442,0.5412,0.8963,0.00354,2934,0.9993,0.8641,0.8641,0.9972,0.0451,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6256,4.8609,5.3175,0.0373,0.1083,0.0853,0.118,0.157,0.098,0.183,0,0.0000,0.0000,0.0000,0.00424,0.00086,0.00074,7.94,25.11,24.38,1683.2761,0.0942,29.7483,3.0033,7.3201,1090306,1522380,1.6498,0.0303,3434.9,1683.2761,20.58,0,0,0,0,0,0,9470,18102.893,16071.109,0.9472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
6000,8695,1830,66831,119882,105018,52322,729,25114,226,0,292229,2604586,28605.212,24473.556,0.9470,7178.062,0.042,0.803,0.060,0.095,0.487,0.353,431,0.1179,0.6210,0.052,13.4,31.0,52.4,25.95,2.22,8.97,0.43,14.32,6.69,1.234,0.268,0.215,0.225,5.164,0.265,0.0041,78,340,378,15898,80,10,0.234,4724,899,2889,4907,225,1373,7097,6.50,16.53,32611,28.3339,80534,16976,403670,1278.8,-0.0,609929,9.355,2617055.799,4.43e-14,0.00045,34.46,42784,26.640,2.258,23.989,0.393,26.644,4858,1366,2471,0.2603,0.965,1.116,1.735,1.226,0.967,1.399,9099.736,8054.858,15260.001,8973.726,11549.546,10873.263,2144.162,4278.070,0.517,0.493,0.446,0.463,0.393,0.440,39932,30608,0.6009,0.3589,0.3152,0.9996,0.0454,0.0516,0.8046,1.1232,0.9799,0.1134,0.0459,0.0529,0.0000,0.8008,0.9490,0.1149,0.6177,0.8956,0.00354,1973,0.9997,0.8007,0.8162,0.9979,0.0454,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0930,4.9786,5.4875,0.0386,0.0713,0.0482,0.080,0.060,0.061,0.087,0,0.0000,0.0000,0.0000,0.00388,0.00072,0.00060,23.07,26.41,24.68,1778.6099,0.1002,20.8211,3.3877,5.9676,1091335,1521480,1.9975,0.0362,3450.4,1778.6099,21.33,0,0,0,0,0,0,8778,17295.494,15342.100,0.9440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.02e-15
7000,8537,1716,75423,148749,132779,72626,700,23898,152,0,309931,2828253,34224.620,27181.598,0.9291,9185.118,0.036,0.793,0.061,0.110,0.503,0.345,305,0.1180,0.6587,0.053,16.6,32.0,52.8,28.12,1.86,9.04,0.58,16.65,6.35,1.253,0.271,0.185,0.194,5.472,0.281,0.0038,69,294,374,15977,44,13,0.369,4615,296,1942,6299,266,845,7426,4.00,15.15,32120,27.0992,80675,17191,387692,2823.1,-0.0,631646,8.869,2617055.799,1.81e-14,0.00041,8.15,54505,28.539,2.250,25.867,0.422,28.542,2696,1925,3916,0.3040,0.953,1.076,1.830,1.205,0.970,1.426,10468.193,10473.543,18141.696,10344.995,14923.047,10544.345,2710.214,4741.921,0.507,0.530,0.477,0.519,0.425,0.497,43765,38283,0.4259,0.2012,0.2178,0.9993,0.0412,0.0591,0.7085,1.0350,0.9901,0.1087,0.0586,0.0329,0.0000,0.0000,0.6430,0.1334,0.6094,0.9017,0.00355,3328,0.9967,0.7596,0.7397,0.9979,0.0412,0.0591,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6496,4.9098,5.2534,0.0366,0.0976,0.0724,0.125,0.096,0.084,0.147,0,0.0000,0.0000,0.0000,0.00433,0.00085,0.00076,16.43,25.67,25.66,1600.1128,0.1005,25.6113,3.1785,5.6905,1093422,1519234,1.9727,0.0362,3632.9,1600.1128,18.29,0,0,0,0,0,0,9920,17996.480,15909.583,0.9464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.87e-15
8000,9354,1616,62988,121349,108003,57990,371,20539,117,0,258542,2241801,28225.956,23633.764,0.9581,8151.677,0.045,0.789,0.055,0.111,0.476,0.369,145,0.0924,0.6379,0.063,19.4,33.6,53.2,29.90,2.80,8.33,0.69,18.08,6.57,1.154,0.243,0.317,0.334,5.349,0.266,0.0038,71,307,330,11621,77,13,0.407,5302,1237,2155,5962,325,1572,7457,4.75,14.75,35410,29.5661,80866,19146,374356,2362.3,-0.0,644962,7.923,2617055.799,4.91e-14,0.00114,22.50,44218,24.423,2.283,21.698,0.442,24.427,4927,1815,2612,0.3668,0.892,1.054,1.702,1.087,0.954,1.421,8387.800,9272.820,14255.503,8312.334,13809.796,9678.830,1633.594,4169.664,0.448,0.510,0.484,0.494,0.421,0.497,47521,30964,0.4632,0.1894,0.2682,0.9996,0.0429,0.0619,0.6622,1.0768,0.9743,0.1423,0.0243,0.0412,0.0000,0.3755,0.9440,0.0353,0.5816,0.8935,0.00356,1968,0.9994,0.8766,0.8406,0.9982,0.0429,0.0619,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.4035,5.0412,5.3481,0.0358,0.0843,0.0708,0.129,0.093,0.057,0.190,0,0.0000,0.0000,0.0000,0.00384,0.00082,0.00075,20.25,25.07,24.83,1558.4898,0.0852,22.4171,2.5487,5.3744,1093708,1518546,2.0175,0.0406,3806.2,1558.4898,18.23,0,0,0,0,0,0,8583,15482.087,13641.515,0.9436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-15
9000,9151,1857,66416,131555,117296,64516,623,22285,110,0,270167,2351515,29527.347,24591.456,0.9574,8425.108,0.039,0.808,0.060,0.092,0.470,0.379,162,0.0979,0.6423,0.065,19.1,34.8,55.0,30.01,2.52,8.38,0.70,18.40,6.46,1.194,0.239,0.275,0.288,5.174,0.255,0.0040,70,294,373,12536,50,15,0.364,5238,1112,1954,6085,276,1451,7424,5.00,13.59,36354,29.5957,81110,19651,365714,2082.4,-0.0,659415,8.200,2617055.799,2.92e-14,0.00013,26.70,49336,25.925,2.293,23.115,0.517,25.928,4541,1797,2813,0.3131,0.933,1.080,1.729,1.186,0.947,1.366,8311.939,8444.134,16957.109,8218.772,12776.574,10156.641,1496.263,4513.444,0.463,0.505,0.453,0.518,0.432,0.495,52314,33766,0.4957,0.1625,0.2225,0.9995,0.0434,0.0506,0.6950,0.9076,0.8935,0.1248,0.0435,0.0472,0.0000,0.4400,0.9059,0.2245,0.5610,0.9117,0.00353,1590,0.9993,0.7657,0.7724,0.9976,0.0434,0.0506,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5723,5.1061,5.1361,0.0339,0.0951,0.0740,0.153,0.115,0.067,0.182,0,0.0000,0.0000,0.0000,0.00439,0.00054,0.00056,23.74,26.63,26.12,1671.1875,0.0964,21.2779,2.7511,5.4491,1095308,1517078,2.1766,0.0402,3871.6,1671.1875,24.72,0,0,0,0,0,0,8868,16166.348,14220.706,0.9448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-14
10000,7549,1461,58935,110255,97727,50915,405,18785,113,0,247247,2009861,25860.676,22024.959,0.9623,7154.662,0.043,0.826,0.044,0.087,0.456,0.389,157,0.1073,0.6424,0.060,16.2,31.5,51.9,26.82,2.44,8.76,0.65,14.96,6.37,1.210,0.259,0.292,0.304,4.942,0.256,0.0039,68,291,366,11079,63,16,0.348,4441,657,1610,5282,105,869,6575,7.00,15.21,39298,30.6325,81188,21386,358918,1683.1,-0.0,669058,7.202,2617055.799,2.99e-14,0.00059,12.26,41623,22.213,2.288,19.558,0.366,22.215,3731,1485,2333,0.3030,0.929,1.076,1.744,1.187,0.955,1.410,7461.666,7659.351,14241.040,7393.954,11380.344,9879.374,1453.161,3537.761,0.456,0.487,0.434,0.461,0.423,0.494,56789,32155,0.4963,0.1636,0.2300,0.9994,0.0429,0.0519,0.6937,1.0317,0.9861,0.1496,0.0216,0.0401,0.0000,0.0000,0.8534,0.0293,0.5559,0.9298,0.00358,1949,0.9995,0.9101,0.8483,0.9971,0.0429,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.3441,4.8226,4.9976,0.0366,0.1021,0.0890,0.146,0.119,0.075,0.208,0,0.0000,0.0000,0.0000,0.00442,0.00060,0.00060,8.96,26.05,25.00,1711.4751,0.0906,18.9584,2.5669,4.6346,1096757,1516677,1.9580,0.0372,3910.3,1711.4751,22.53,0,0,0,0,0,0,7535,14870.296,13174.119,0.9426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.42e-15
