step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
14891,4,475512,336725,40316,23,0,0,0,0,3450,1782,202,0,3033,2281,238,2,1408,1007,79,0,333,399,59,2,8144,0,3738,0,16.43,0,0.0,34,21,3.93,20
14991,5,534923,320205,44659,138,0,0,0,0,3832,1770,263,1,2967,1757,239,3,1454,759,95,1,323,290,56,0,1802,0,669,0,22.92,3,246.2,70,10,12.40,9
15091,6,564025,326318,54186,429,0,0,0,0,3795,1802,272,12,3574,1657,188,16,1612,734,75,11,345,315,28,0,2357,0,337,0,18.55,2,146.3,2,2,15.62,2
15191,7,630404,384613,63727,425,0,0,0,0,4677,2405,325,20,3864,1724,303,27,2028,649,103,25,394,330,60,1,12149,0,1854,0,16.33,8,156.7,0,0,0.00,0
15291,8,646807,458323,70295,586,0,0,0,0,4650,3086,451,30,4562,2584,382,31,2239,1177,147,28,505,329,75,0,28642,0,9739,0,15.31,80,118.4,0,0,0.00,0
15391,9,686925,455359,78952,554,0,0,0,0,5396,2984,461,12,4474,3412,481,21,2243,1722,212,18,615,423,80,0,18243,0,8553,0,15.20,6,95.2,17,9,1.17,8
15491,10,752636,422200,85098,475,0,0,0,0,5426,2684,468,4,4788,3277,400,13,2383,1678,162,6,580,418,79,2,6549,0,3173,0,16.41,0,0.0,60,24,1.52,20
15591,11,779906,384552,96728,1214,0,0,0,0,5550,2056,598,7,5353,2406,463,22,2604,1035,173,8,572,407,78,2,511,0,468,0,17.62,0,0.0,16,4,1.31,4
15691,0,750660,357032,107812,905,0,0,0,0,6383,2070,512,19,7557,2251,521,28,3889,947,206,17,732,426,96,2,247,0,75,0,22.54,0,0.0,5,0,0.00,0
15791,1,575892,328895,100040,381,0,0,0,0,4551,1927,420,6,6105,2337,621,18,3270,1089,189,12,575,379,100,3,52962,0,8817,0,15.50,87,113.5,2,0,0.00,0
15891,2,463409,324634,70651,221,0,0,0,0,3433,1595,211,2,3824,1517,589,10,1876,553,145,3,499,337,140,0,51337,0,15342,0,15.25,84,144.7,0,0,0.00,0
15991,3,476583,332249,51444,127,0,0,0,0,3867,1606,225,5,3471,1601,322,9,1762,559,83,7,411,325,112,0,25179,0,11771,0,15.21,8,168.3,11,9,1.83,7
16091,4,508138,331843,50738,41,0,0,0,0,4558,1746,283,1,4028,1873,231,8,2306,675,94,3,364,352,68,1,10592,0,5561,0,15.43,1,103.1,49,23,2.23,21
16191,5,525076,336931,58704,0,0,0,0,0,4181,1878,310,0,4091,1770,241,0,2288,753,99,0,365,317,51,0,877,0,547,0,21.10,2,142.2,107,18,13.56,17
16291,6,518680,358856,71237,44,0,0,0,0,3417,2120,399,0,3493,1878,292,1,1702,780,121,0,347,313,56,1,1502,0,656,0,17.45,2,129.7,12,1,22.25,1
16391,7,519475,390363,81536,68,0,0,0,0,3267,2211,486,1,3179,2044,479,4,1456,835,198,2,393,312,68,1,14020,0,4865,0,15.87,35,104.1,0,0,0.00,0
16491,8,529712,395366,78182,182,0,0,0,0,3371,2049,464,11,3219,2113,499,13,1362,796,188,10,468,352,112,0,25317,0,11399,0,15.25,94,106.2,0,0,0.00,0
16591,9,547285,362847,75782,372,0,0,0,0,3723,1780,430,24,3293,2222,529,28,1464,790,223,26,486,388,82,0,14707,0,7638,0,15.16,4,155.9,16,8,2.41,5
16691,10,585778,325978,71788,549,0,0,0,0,4030,1609,361,18,3540,2077,405,30,1712,774,141,21,474,443,68,1,5699,0,2840,0,18.98,1,71.1,78,29,2.17,25
16791,11,599953,317634,74666,438,0,0,0,0,4442,1687,400,12,4550,1725,366,22,2353,706,146,15,473,346,70,0,994,0,901,0,17.84,0,0.0,36,4,3.50,3
16891,0,533219,327266,83873,165,0,0,0,0,3707,1734,457,4,4614,1475,412,13,2405,594,137,9,523,280,83,0,156,0,29,0,16.36,0,0.0,7,0,0.00,0
16991,1,469103,348688,79761,237,0,0,0,0,3062,1808,323,5,3167,1727,500,11,1472,738,179,3,492,294,91,0,39445,0,9842,0,15.88,102,123.6,2,0,0.00,0
17091,2,476166,372214,55948,473,0,0,0,0,3579,1898,196,2,3142,1675,473,5,1481,615,116,1,470,348,110,2,37003,0,11212,0,15.43,49,109.3,0,0,0.00,0
17191,3,516233,386622,39689,440,0,0,0,0,4176,2144,175,2,3773,2200,282,14,2053,935,90,2,408,376,82,6,21076,0,7117,0,15.11,4,34.2,14,4,2.31,4
17291,4,533015,376412,33076,84,0,0,0,0,4173,2260,169,4,3693,2495,242,8,2070,1150,89,4,356,415,52,3,7363,0,3472,0,15.75,3,104.4,28,6,3.96,5
17391,5,578228,366408,32887,104,0,0,0,0,4323,2114,173,6,3950,2253,199,11,2058,1067,94,10,386,386,44,0,457,0,316,0,20.81,0,0.0,100,14,12.50,11
17491,6,608743,363620,40028,64,0,0,0,0,3978,2259,197,0,3686,2304,150,4,1717,1098,71,2,423,370,28,1,1052,0,376,0,17.92,3,255.1,14,0,0.00,0
17591,7,639627,379161,50875,34,0,0,0,0,3838,2193,305,1,3178,1979,204,6,1227,783,69,3,469,365,38,0,13730,0,3133,0,15.72,19,137.3,0,0,0.00,0
17691,8,652711,401016,54331,14,0,0,0,0,3881,2243,257,2,3991,2185,285,5,1664,832,87,4,539,391,56,0,27324,0,7167,0,15.19,38,130.0,0,0,0.00,0
17791,9,624727,387915,57351,15,0,0,0,0,3968,2008,398,0,4573,2266,304,1,2195,773,95,1,554,428,64,0,15654,0,4853,0,15.08,2,60.1,10,6,0.50,5
17891,10,587742,367394,73130,157,0,0,0,0,4265,2170,448,4,4310,2471,343,7,2152,1011,150,5,659,391,56,1,5397,0,2793,0,17.18,3,241.6,28,13,4.98,10
17991,11,547158,352460,85132,41,0,0,0,0,3878,2013,522,0,4267,2105,453,3,2245,955,173,1,592,325,63,0,744,0,707,0,16.56,0,0.0,23,4,11.31,0
18091,0,518521,330259,93864,0,0,0,0,0,3743,1961,571,0,3782,2167,555,0,1979,985,230,0,533,309,86,0,269,0,96,0,20.14,0,0.0,5,1,20.25,0
18191,1,520060,335939,76600,0,0,0,0,0,3833,1908,329,0,3763,1844,679,0,1863,780,238,0,557,370,101,0,36339,0,6143,0,15.35,57,133.7,1,0,0.00,0
18291,2,520581,352848,45278,30,0,0,0,0,3460,2065,173,0,2910,2028,436,1,1289,825,124,0,473,337,108,1,31546,0,9820,0,15.38,56,133.9,0,0,0.00,0
18391,3,575898,353570,36848,107,0,0,0,0,4224,1994,227,0,4035,2068,296,1,2012,838,116,0,441,353,65,1,16742,0,6827,0,15.14,7,117.4,8,5,1.75,4
18491,4,564896,368002,32304,79,0,0,0,0,4327,2116,153,0,4074,1863,209,2,2114,729,68,0,489,328,37,2,6639,0,3824,0,15.53,1,493.0,38,14,5.54,11
18591,5,593868,391412,35582,2,0,0,0,0,4658,2334,190,1,4426,2127,149,0,2436,889,41,0,450,353,39,0,653,0,345,0,21.61,1,316.1,69,8,10.31,7
18691,6,624951,398327,42865,42,0,0,0,0,5260,2356,215,0,4745,2485,187,1,2566,1169,96,1,474,333,24,0,839,0,521,0,17.63,2,92.2,5,0,0.00,0
18791,7,701649,414245,50112,182,0,0,0,0,5576,2629,286,3,4841,2287,229,2,2470,964,84,2,524,374,45,0,6376,0,2221,0,16.62,20,136.6,0,0,0.00,0
18891,8,690174,427581,60584,839,0,0,0,0,5404,2457,423,23,5354,2433,325,22,2839,1061,123,21,520,361,60,1,17276,0,5593,0,15.48,42,103.7,0,0,0.00,0
18991,9,734076,394462,68377,1251,0,0,0,0,6095,2263,399,21,6325,2900,384,33,3289,1286,151,25,484,496,54,1,10356,0,3940,0,15.47,3,221.9,4,2,15.62,0
19091,10,604874,366824,67991,754,0,0,0,0,5446,2118,326,11,6938,2472,385,26,3958,1068,150,11,536,413,50,2,5199,0,1429,0,18.60,0,0.0,45,13,5.15,11
19191,11,467664,335331,71949,552,0,0,0,0,4480,1867,301,1,5554,2135,244,11,3383,1024,95,5,496,341,53,2,696,0,476,0,17.97,0,0.0,11,1,1.25,1
19291,0,415127,319645,76595,166,0,0,0,0,3380,1649,275,2,3104,1925,269,4,1646,802,79,0,401,400,70,1,154,0,100,0,15.59,0,0.0,8,0,0.00,0
19391,1,451077,313699,80763,388,0,0,0,0,3439,1726,321,2,2773,1586,408,8,1443,587,125,3,320,345,113,2,45807,0,18454,0,15.96,180,126.3,1,0,0.00,0
19491,2,521115,325191,67493,243,0,0,0,0,4168,1730,310,3,3258,1726,543,8,1650,749,167,4,320,315,156,1,54912,0,19338,0,15.36,56,156.7,0,0,0.00,0
19591,3,594030,331021,47852,277,0,0,0,0,4228,1684,230,2,3712,1716,396,6,1842,641,153,1,349,328,90,3,27733,0,11208,0,15.13,1,130.5,25,21,1.81,20
19691,4,607048,330810,41038,159,0,0,0,0,4083,1981,207,1,3992,2178,272,3,1943,884,91,1,379,379,70,2,15084,0,7674,0,15.89,4,171.8,28,7,3.57,4
19791,5,581433,337599,42011,138,0,0,0,0,4109,2224,208,3,4339,1881,195,6,2054,830,68,4,550,322,40,2,1174,0,775,0,21.06,1,54.6,161,20,9.34,19
19891,6,580827,392475,51759,347,0,0,0,0,4130,2670,284,12,3775,2155,197,13,1740,1008,67,12,561,309,40,1,1891,0,717,0,16.89,4,150.7,24,2,18.50,2
19991,7,588066,428773,74118,868,0,0,0,0,3938,2645,598,11,3680,2681,345,11,1634,1271,136,6,507,319,51,0,10901,0,3874,0,15.86,33,144.0,0,0,0.00,0
20091,8,616773,433024,103171,639,0,0,0,0,4200,2704,797,1,4284,2715,595,7,1913,1139,261,0,449,388,70,2,21110,0,6509,0,15.38,34,118.0,0,0,0.00,0
20191,9,613545,409052,112898,406,0,0,0,0,4620,2526,867,0,3792,3000,962,4,1564,1296,454,0,517,417,94,3,12634,0,4908,0,15.21,3,178.7,7,6,4.42,3
20291,10,627097,377801,93255,746,0,0,0,0,5681,2443,596,3,6880,2675,871,4,3732,1197,378,0,532,403,87,2,4001,0,1599,0,17.80,0,0.0,25,12,3.40,11
20391,11,477822,338969,73250,649,0,0,0,0,4063,2085,375,4,4868,2689,514,12,2611,1418,205,4,472,336,62,5,608,0,599,0,15.61,0,0.0,35,4,14.00,2
20491,0,412767,314997,65752,685,0,0,0,0,3368,1655,311,2,3700,1735,374,7,1956,697,138,1,327,321,65,5,40,0,38,0,18.48,0,0.0,9,0,0.00,0
20591,1,383153,329816,58631,422,0,0,0,0,2942,1639,202,0,2951,1482,349,6,1536,560,81,0,278,288,83,3,16195,0,4604,0,16.02,53,112.5,2,0,0.00,0
20691,2,390600,343352,48806,230,0,0,0,0,3049,1761,189,0,2990,1684,303,7,1564,610,62,0,275,359,81,4,26471,0,9344,0,15.61,69,137.1,0,0,0.00,0
20791,3,388641,358773,45189,155,0,0,0,0,3607,1937,167,0,3254,1901,189,2,1776,712,55,0,305,366,61,1,16152,0,7658,0,15.19,14,70.4,22,15,1.93,13
20891,4,486392,357483,48240,21,0,0,0,0,4800,1904,244,0,3631,2030,268,2,2078,817,119,1,267,353,53,0,5347,0,3551,0,16.65,2,136.7,40,20,2.12,20
20991,5,526906,371701,51897,114,0,0,0,0,4850,2203,271,2,4497,1763,211,7,2879,717,75,5,239,312,44,2,1802,0,586,0,21.88,1,8.2,71,8,4.44,8
21091,6,583936,419426,58821,220,0,0,0,0,4188,2724,244,5,3460,2669,252,9,1764,1335,97,8,276,332,50,1,6581,0,594,0,16.98,6,62.6,3,0,0.00,0
21191,7,596677,420370,61046,207,0,0,0,0,3628,2354,245,1,3860,2281,282,7,1736,1047,80,1,420,352,54,5,17356,0,3383,0,15.56,23,155.4,0,0,0.00,0
21291,8,582474,404982,56125,560,0,0,0,0,3598,1895,241,10,3371,2248,341,9,1300,872,95,6,495,413,89,1,29582,0,10542,0,15.18,68,112.2,0,0,0.00,0
21391,9,622237,361369,50225,1831,0,0,0,0,4636,1712,226,22,3922,2360,346,23,1945,852,111,15,494,484,92,1,18754,0,7846,0,15.18,7,171.7,7,5,2.95,4
21491,10,651632,328973,46931,1598,0,0,0,0,5024,1921,252,5,4750,2018,258,18,2331,825,88,6,587,452,72,0,5111,0,2202,0,17.33,1,157.9,62,24,1.69,18
21591,11,568744,326486,55814,1090,0,0,0,0,4601,1785,279,7,6804,1819,191,18,3490,843,82,9,538,315,35,0,717,0,617,0,16.30,0,0.0,28,6,9.42,4
21691,0,422444,336296,69758,744,0,0,0,0,2871,1823,333,1,3102,1822,229,10,1482,764,83,1,444,321,54,4,0,0,0,0,0.00,0,0.0,9,1,15.00,1
21791,1,398327,329879,72853,511,0,0,0,0,2885,1679,234,3,3063,1846,353,11,1560,722,85,2,382,339,71,9,37125,0,8208,0,15.88,79,127.6,2,0,0.00,0
21891,2,360860,306528,60857,346,0,0,0,0,2559,1444,180,0,2712,1698,378,13,1415,587,92,2,355,360,109,11,48120,0,16215,0,15.51,101,119.5,1,0,0.00,0
21991,3,386811,293048,48093,92,0,0,0,0,2842,1447,160,0,1950,1552,281,6,778,574,75,2,319,322,81,2,29777,0,11826,0,15.08,0,0.0,31,17,1.43,16
22091,4,491716,296668,39803,73,0,0,0,0,4532,1813,129,0,4037,1875,215,2,2268,858,42,0,326,338,77,1,14264,0,6357,0,15.43,1,83.1,58,26,2.90,24
22191,5,502141,303722,38083,21,0,0,0,0,4558,1665,159,0,4272,1535,183,2,2424,624,60,0,316,284,49,1,2067,0,1417,0,19.30,2,144.3,83,20,3.61,17
22291,6,495758,328191,44549,5,0,0,0,0,3904,1765,270,0,4099,1483,140,1,2149,593,46,0,312,232,40,0,827,0,393,0,17.11,0,0.0,6,1,10.00,1
22391,7,453185,363536,64079,0,0,0,0,0,2659,2069,438,0,3053,1742,232,0,1379,672,98,0,281,302,37,0,5860,0,1511,0,15.80,13,170.3,0,0,0.00,0
22491,8,408710,385727,84359,25,0,0,0,0,2361,2210,448,0,2607,2198,383,1,1066,921,143,0,332,346,61,1,17543,0,4914,0,15.34,37,135.2,0,0,0.00,0
22591,9,403763,355731,90289,339,0,0,0,0,2485,2003,382,4,2324,2449,378,11,963,1013,99,5,378,416,72,1,9540,0,3260,0,15.21,2,53.1,14,10,2.77,9
22691,10,403686,341418,88242,753,0,0,0,0,2823,1945,308,12,2982,1973,418,16,1465,822,122,9,387,345,73,0,4223,0,1910,0,16.33,1,292.8,21,6,5.46,3
22791,11,398830,318219,86045,792,0,0,0,0,3458,1892,374,5,3190,2311,372,18,1811,1083,118,12,401,319,83,1,431,0,362,0,16.58,0,0.0,14,5,12.65,2
22891,0,387610,322009,84680,614,0,0,0,0,3145,1859,410,10,3415,1581,453,13,1963,683,150,8,341,290,120,2,201,0,0,0,17.98,0,0.0,8,1,10.50,1
22991,1,360752,342645,70514,391,0,0,0,0,2310,1755,227,0,2557,1787,478,6,1223,752,122,1,296,282,118,3,31467,0,12384,0,15.80,154,114.0,0,0,0.00,0
23091,2,346539,328714,54158,160,0,0,0,0,2331,1558,238,5,2053,1679,395,10,911,579,125,6,263,329,100,2,36295,0,14442,0,15.39,56,125.7,0,0,0.00,0
23191,3,360264,325141,45351,16,0,0,0,0,2639,1518,214,0,2525,1565,310,2,1296,532,91,1,299,347,95,0,22335,0,8778,0,15.11,5,17.2,18,13,2.15,10
23291,4,399828,316724,42797,134,0,0,0,0,3093,1653,210,0,2326,1728,235,2,1223,632,80,1,305,355,54,0,7240,0,4709,0,15.44,0,0.0,29,5,0.95,4
23391,5,466707,351461,48946,164,0,0,0,0,4232,2328,221,0,4016,1740,195,3,2397,776,61,0,312,319,38,3,2200,0,1458,0,19.93,1,215.7,151,19,5.84,18
23491,6,507093,401472,53744,234,0,0,0,0,4904,2361,197,0,3452,1940,231,2,2037,911,84,0,328,294,44,1,861,0,439,0,17.29,1,166.9,15,3,16.67,2
23591,7,650149,417896,53439,300,0,0,0,0,5750,2704,198,3,4627,2629,300,5,2697,1192,100,3,349,326,62,1,12860,0,2950,0,15.79,28,113.5,0,0,0.00,0
23691,8,726730,420881,46650,260,0,0,0,0,6760,2916,197,6,5933,3327,324,9,3492,1768,99,3,357,422,99,5,25037,0,11052,0,15.29,80,92.8,0,0,0.00,0
23791,9,746157,401157,37975,236,0,0,0,0,6890,2845,163,5,6917,3021,279,13,4157,1504,95,8,443,430,84,3,13972,0,6970,0,15.15,4,84.6,9,5,1.35,4
23891,10,730399,382868,35443,0,0,0,0,0,6985,2560,187,0,7691,2647,218,0,4778,1357,88,0,577,347,56,0,4286,0,2265,0,15.58,0,0.0,68,23,0.76,21
23991,11,600220,363237,41394,215,0,0,0,0,4999,2296,238,1,6115,2707,169,4,3524,1515,73,2,615,333,45,1,732,0,576,0,16.22,0,0.0,30,2,7.25,2
24091,0,536028,357259,54636,290,0,0,0,0,3996,1930,292,0,3912,2024,176,4,1899,878,73,0,511,277,32,1,289,0,164,0,19.63,0,0.0,9,0,0.00,0
24191,1,530133,354401,60963,224,0,0,0,0,3980,1645,241,7,4018,1717,297,7,2046,677,100,4,465,307,55,1,31200,0,8180,0,15.64,69,102.3,0,0,0.00,0
24291,2,538579,356505,55918,292,0,0,0,0,4540,1656,239,5,4480,1510,353,13,2309,469,93,10,427,350,90,1,42162,0,11911,0,15.25,41,119.1,0,0,0.00,0
24391,3,511856,359535,49034,475,0,0,0,0,4794,1865,166,14,4677,2173,259,20,2726,848,63,14,445,431,72,2,26820,0,9626,0,15.14,0,0.0,17,13,3.81,11
24491,4,534714,344460,43892,523,0,0,0,0,4995,1948,196,18,4914,1999,280,20,2853,833,84,16,377,424,71,3,12959,0,6397,0,15.57,3,193.8,18,11,5.95,10
24591,5,551619,365124,41766,387,0,0,0,0,5192,2337,233,17,4521,2017,270,27,2690,881,108,26,346,340,56,0,776,0,560,0,21.81,0,0.0,66,13,6.46,12
24691,6,595165,399222,49673,122,0,0,0,0,4716,2235,292,4,4245,1862,186,7,2273,764,83,5,332,301,31,0,303,0,202,0,17.61,0,0.0,10,0,0.00,0
24791,7,639064,429994,59152,86,0,0,0,0,4621,2285,272,3,4402,2249,291,5,2131,931,103,3,394,298,47,2,9197,0,2022,0,16.05,18,163.3,0,0,0.00,0
24891,8,601326,405986,61724,189,0,0,0,0,4596,1956,376,4,5169,2370,408,6,2551,867,172,4,451,413,68,1,22367,0,6928,0,15.36,54,120.4,0,0,0.00,0
24991,9,573279,369929,60947,277,0,0,0,0,4309,1781,320,2,4035,2301,331,8,1911,833,118,5,520,473,74,1,13313,0,4968,0,15.16,0,0.0,8,4,1.88,3
25091,10,602470,342404,71720,67,0,0,0,0,4157,2057,432,0,3849,2149,264,3,1722,924,96,0,514,439,52,2,5819,0,2285,0,16.06,0,0.0,44,11,3.07,5
25191,11,590182,340586,97895,139,0,0,0,0,5136,2086,560,8,5697,2119,336,11,3100,999,132,7,480,329,61,2,907,0,659,0,16.65,0,0.0,15,0,0.00,0
25291,0,507489,334846,112931,191,0,0,0,0,4445,2281,458,2,5391,2423,506,3,3013,1265,169,1,516,302,75,2,294,0,71,0,25.56,0,0.0,7,1,20.75,0
25391,1,395590,330340,100291,268,0,0,0,0,2850,1810,318,1,3732,1845,634,7,1972,832,172,5,399,314,108,2,47262,0,12624,0,15.58,118,129.2,0,0,0.00,0
25491,2,323641,344817,70263,18,0,0,0,0,2175,1850,211,0,2325,1630,531,4,1039,591,139,1,321,322,157,0,50732,0,19863,0,15.29,79,115.5,0,0,0.00,0
25591,3,339940,336378,48230,54,0,0,0,0,2680,1814,129,1,2081,1976,373,4,1005,823,98,2,321,350,120,0,25734,0,12839,0,15.07,9,81.2,19,17,0.85,17
25691,4,391618,342871,35248,237,0,0,0,0,3591,1847,147,9,3127,1747,288,19,1688,640,87,14,344,338,95,1,9485,0,5593,0,15.45,2,125.6,49,21,3.99,16
25791,5,409554,368621,29785,178,0,0,0,0,3640,2058,98,4,3570,1745,129,13,2012,679,30,8,251,309,51,0,1146,0,1069,0,18.52,4,205.6,125,26,7.54,26
25891,6,426492,393658,32918,117,0,0,0,0,3328,2123,130,0,2790,2060,136,7,1470,884,35,2,241,284,44,2,589,0,494,0,17.70,3,343.0,14,2,2.50,2
25991,7,468311,410630,37081,27,0,0,0,0,3393,2187,171,0,3084,2002,175,2,1461,796,50,1,261,321,41,0,4446,0,2603,0,15.92,17,150.8,0,0,0.00,0
26091,8,504559,419599,37830,35,0,0,0,0,4203,2314,146,0,3590,2460,226,2,1847,1058,73,0,340,411,55,1,16179,0,5009,0,15.19,31,117.3,0,0,0.00,0
26191,9,540775,394947,34951,72,0,0,0,0,4260,2360,146,0,3727,2787,233,5,1813,1207,78,0,433,488,61,2,13961,0,3343,0,15.20,1,134.9,7,5,2.60,1
26291,10,600786,359067,30127,25,0,0,0,0,4670,2187,114,1,4005,2357,189,2,1948,1055,63,1,372,461,39,1,3910,0,1494,0,16.44,0,0.0,24,10,7.25,7
26391,11,578182,366288,32034,244,0,0,0,0,4748,2248,141,1,5357,2402,143,7,2912,1205,53,6,430,347,28,0,910,0,781,0,16.36,0,0.0,14,2,5.00,1
26491,0,537227,358474,38028,414,0,0,0,0,4650,2127,175,7,5027,2144,116,18,2753,1013,37,8,448,317,34,1,41,0,39,0,16.07,0,0.0,8,1,19.25,0
26591,1,463202,358387,45404,87,0,0,0,0,3664,1798,190,0,4365,1853,198,3,2418,772,64,1,426,320,51,1,17168,0,5546,0,15.94,55,132.2,4,0,0.00,0
26691,2,416136,348664,42334,109,0,0,0,0,3060,1607,142,0,3162,1820,254,2,1564,649,65,0,380,388,61,1,27541,0,9692,0,15.72,36,115.7,0,0,0.00,0
26791,3,401876,345128,34625,210,0,0,0,0,3096,1789,86,1,2964,1791,227,8,1467,648,63,3,400,391,57,2,20001,0,7563,0,15.07,2,44.9,12,11,2.48,9
26891,4,409459,352388,29366,207,0,0,0,0,3066,2126,129,9,2899,2067,221,6,1405,985,86,6,308,336,57,0,8906,0,5223,0,15.76,1,152.2,16,8,3.84,7
26991,5,439333,372785,31044,370,0,0,0,0,3176,2382,159,14,2543,2155,166,13,1145,1040,68,12,302,336,43,1,2739,0,1042,0,19.80,3,207.2,64,21,10.60,18
27091,6,465017,395217,41674,947,0,0,0,0,3280,2237,253,33,3152,1942,160,39,1518,825,65,37,287,312,38,0,1183,0,477,0,18.57,0,0.0,1,1,4.50,1
27191,7,490998,419386,54314,634,0,0,0,0,4271,2418,353,37,3896,2295,287,44,2242,961,129,38,324,348,44,1,8832,0,2958,0,15.77,20,147.8,0,0,0.00,0
27291,8,502223,424541,64455,297,0,0,0,0,3536,2204,382,7,3554,2245,339,12,1822,790,138,9,375,382,56,0,17890,0,5815,0,15.31,26,155.3,0,0,0.00,0
27391,9,489953,430979,76407,99,0,0,0,0,3718,2177,517,2,3618,2243,370,5,1736,747,162,3,379,420,45,2,12275,0,5717,0,15.08,2,89.4,6,3,1.92,2
27491,10,510694,425651,92039,107,0,0,0,0,4107,2385,690,2,3403,2576,546,6,1650,1038,251,2,416,439,65,4,5424,0,3193,0,15.58,0,0.0,22,11,5.82,8
27591,11,550227,410605,110279,48,0,0,0,0,5192,2552,823,0,5036,2979,651,3,2904,1438,347,0,397,433,65,2,455,0,408,0,15.58,0,0.0,17,6,8.29,5
27691,0,538741,378388,121857,29,0,0,0,0,5271,2083,710,0,5308,2341,712,1,3188,1067,313,0,364,377,72,1,114,0,104,0,16.03,0,0.0,6,0,0.00,0
27791,1,535792,369032,107102,42,0,0,0,0,4664,1861,406,0,4522,2072,729,4,2583,858,276,2,331,366,106,0,54704,0,13007,0,15.73,129,126.9,1,0,0.00,0
27891,2,533447,350102,74899,19,0,0,0,0,4352,1633,219,0,4193,1893,517,3,2170,699,130,2,356,361,114,1,57632,0,19939,0,15.36,65,131.7,0,0,0.00,0
27991,3,563647,347815,52250,46,0,0,0,0,4831,1679,173,0,4299,1678,376,3,2336,586,110,2,391,387,126,1,31297,0,14199,0,15.16,7,62.3,20,14,1.18,11
28091,4,580040,361726,41738,20,0,0,0,0,4667,2038,138,0,4630,2014,224,4,2543,838,65,3,444,384,70,1,12654,0,7596,0,15.35,1,106.7,47,27,2.45,23
28191,5,570802,382092,45198,157,0,0,0,0,4878,2260,233,6,5017,1974,158,3,2653,869,57,2,398,318,47,1,2525,0,1206,0,18.63,4,127.9,117,23,6.05,21
28291,6,574424,396716,58747,246,0,0,0,0,4639,2291,311,6,3933,2420,229,11,1933,1109,86,10,453,314,47,0,5872,0,586,0,17.29,3,190.4,17,2,6.88,2
28391,7,634317,395866,65375,52,0,0,0,0,4716,2302,323,0,4709,2433,343,3,2496,1198,108,2,402,347,46,0,10863,0,3218,0,16.22,25,148.6,0,0,0.00,0
28491,8,554978,372755,69281,304,0,0,0,0,3723,1620,335,6,4638,2071,304,10,2164,765,95,8,410,402,59,1,26609,0,9825,0,15.37,67,136.3,0,0,0.00,0
28591,9,474366,338025,73779,185,0,0,0,0,3381,1436,331,4,3522,1671,299,14,1494,509,94,6,438,382,67,4,17997,0,7714,0,15.27,4,95.4,16,14,0.86,12
28691,10,511608,325926,78921,243,0,0,0,0,4217,1483,416,6,3560,1573,405,7,1826,513,128,4,436,388,93,2,6014,0,3399,0,16.23,1,116.4,51,19,3.33,14
28791,11,539565,328479,74985,240,0,0,0,0,4464,1740,314,1,4662,1858,394,7,2581,747,138,1,368,388,81,1,1340,0,1004,0,17.45,0,0.0,26,10,8.45,7
28891,0,463678,337397,72473,52,0,0,0,0,3751,1903,331,1,4434,1614,438,3,2458,704,146,1,371,311,103,0,36,0,36,0,19.15,0,0.0,9,1,8.50,1
28991,1,432720,352745,64339,58,0,0,0,0,3386,1766,248,1,3204,1700,364,4,1605,701,132,4,358,332,87,0,27009,0,8681,0,16.16,93,132.4,3,0,0.00,0
29091,2,460252,354195,50403,181,0,0,0,0,3813,1847,170,5,3353,2196,306,9,1724,987,95,7,350,375,71,0,30729,0,13016,0,15.26,55,98.4,0,0,0.00,0
29191,3,483623,340637,44038,172,0,0,0,0,3957,1832,154,8,3738,1885,259,11,2041,774,78,10,308,354,84,0,20806,0,9344,0,15.04,3,140.2,15,11,0.30,11
29291,4,511293,333542,41242,143,0,0,0,0,4008,1692,129,5,3498,1584,198,10,1725,593,63,6,343,349,57,1,8609,0,5283,0,15.72,2,258.3,38,22,2.72,20
29391,5,585963,362993,42328,50,0,0,0,0,4599,2087,153,4,3758,1934,163,6,1870,860,61,6,385,327,35,0,2243,0,1315,0,21.55,3,294.8,94,18,6.64,18
29491,6,569679,386848,48758,101,0,0,0,0,4362,2102,195,2,5130,1833,194,11,2656,765,64,6,425,334,58,3,2539,0,969,0,17.93,4,337.8,3,2,9.12,1
29591,7,525965,414263,52126,354,0,0,0,0,3553,2328,173,7,3205,2200,173,15,1354,905,63,5,419,333,35,4,7646,0,3055,0,17.26,16,155.8,0,0,0.00,0
29691,8,545348,420526,53366,235,0,0,0,0,3911,2447,199,5,3904,2460,245,14,1885,976,60,10,439,446,89,2,18454,0,9302,0,15.47,58,148.8,0,0,0.00,0
29791,9,572843,418863,57484,77,0,0,0,0,4964,2279,255,3,4107,2339,224,5,2203,950,56,3,412,400,78,0,13109,0,8062,0,15.17,7,110.4,13,8,1.47,7
29891,10,582016,388902,67764,18,0,0,0,0,6207,2299,365,0,6705,2904,282,2,4245,1386,113,1,499,385,80,0,7174,0,4214,0,15.93,0,0.0,44,21,5.25,15
