step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,4200,1075.4410,591.51,110.93,48.94,882,7.29,4.138,15.555,0.5360,84.055
1000,-60,1,3529,1936.7346,1036.31,1027.28,38.67,2149,5.81,3.860,16.570,0.8852,132.386
1000,-60,2,5,4.2868,4.29,5.25,47.80,3,10.19,3.812,12.430,0.9663,152.706
1000,-50,0,5379,1228.8209,640.69,83.51,46.51,150,15.41,5.989,10.592,0.3768,107.008
1000,-50,1,2774,1658.7610,791.51,1276.41,51.28,661,14.35,5.714,11.206,0.7215,193.529
1000,-50,2,545,340.1196,118.24,702.55,71.01,177,15.50,6.037,10.629,0.8599,241.184
1000,-40,0,4782,1128.8769,476.71,90.97,51.18,70,23.44,8.657,7.050,0.3381,169.917
1000,-40,1,2611,1425.2514,560.43,1081.39,59.15,93,23.09,8.527,7.215,0.5502,271.964
1000,-40,2,688,418.3238,115.62,845.20,74.80,46,21.56,8.081,8.024,0.7139,305.296
1000,-30,0,2389,646.1266,260.42,51.01,55.90,18,29.31,11.572,5.184,0.3443,268.067
1000,-30,1,3157,1694.2946,683.66,1297.02,52.32,23,28.67,11.237,5.386,0.4821,371.297
1000,-30,2,2631,1609.1718,521.46,5126.48,70.57,98,29.07,11.612,5.435,0.6981,541.166
1000,-20,0,1374,347.0549,226.66,24.26,52.72,7,33.96,14.371,4.066,0.2707,308.069
1000,-20,1,2427,1288.0341,579.38,1081.77,51.89,4,32.94,13.727,4.280,0.4350,492.090
1000,-20,2,4418,2551.5780,663.37,12729.82,64.07,502,32.20,13.434,4.614,0.7633,765.049
1000,-10,0,1686,632.8978,676.42,38.11,53.33,27,36.66,16.054,3.447,0.2925,419.783
1000,-10,1,2259,1586.5383,1418.82,1091.32,47.70,2,35.98,15.551,3.499,0.4039,612.788
1000,-10,2,4279,2656.7400,912.83,13793.62,60.04,915,33.77,14.486,4.319,0.7810,909.097
1000,0,0,1715,568.2673,686.47,29.34,42.07,22,37.50,16.522,3.212,0.2371,389.248
1000,0,1,1913,1516.8864,1939.23,988.10,36.37,39,36.87,16.093,3.282,0.3919,661.182
1000,0,2,4739,3123.8154,1805.30,13512.90,50.01,982,33.97,14.650,4.319,0.7248,891.398
1000,10,0,2624,857.9656,824.05,34.35,27.78,226,35.57,15.277,3.634,0.2204,321.036
1000,10,1,2677,2016.3099,1621.69,1373.43,22.28,379,35.19,15.111,3.732,0.4035,598.646
1000,10,2,4144,2777.8741,1075.72,10122.08,41.98,1046,30.64,12.933,5.433,0.7042,721.517
1000,20,0,3173,562.5585,209.09,29.80,19.93,286,30.26,12.391,5.235,0.1623,156.919
1000,20,1,2583,1714.6929,513.44,1336.35,17.05,648,30.04,12.345,5.323,0.4553,467.015
1000,20,2,2689,1730.6751,379.89,5567.76,30.65,673,27.65,11.304,6.330,0.6997,594.188
1000,30,0,5007,930.8698,164.00,83.00,13.37,397,23.47,9.211,7.591,0.2212,147.605
1000,30,1,2689,1587.9141,290.25,1192.49,6.30,673,25.68,10.098,6.621,0.5032,372.858
1000,30,2,1578,1160.3113,219.70,2607.07,9.90,582,25.01,9.784,6.861,0.7100,485.855
1000,40,0,5393,753.1547,141.68,51.61,1.73,420,16.31,6.661,10.811,0.2141,90.587
1000,40,1,2177,1358.2334,180.78,980.48,-5.39,745,20.87,8.031,8.289,0.6459,316.052
1000,40,2,600,424.4744,57.80,791.08,-3.64,184,20.85,7.870,8.110,0.7966,384.366
1000,50,0,4903,355.2308,110.92,13.05,-11.17,245,8.67,4.381,15.103,0.1745,42.939
1000,50,1,797,537.5487,128.00,332.62,-12.01,300,15.23,5.897,10.893,0.8273,256.107
1000,50,2,16,14.2612,7.45,18.87,-6.66,1,17.08,5.383,8.541,0.9280,283.460
1000,60,0,3847,93.0123,83.96,1.72,-24.96,41,1.14,2.468,19.731,0.1332,16.574
1000,60,1,8,6.3544,0.98,1.26,-8.15,4,8.29,2.600,13.182,0.9264,116.201
1000,70,0,4656,69.7278,100.66,0.48,-31.41,5,-3.15,1.385,22.500,0.1411,10.750
1000,80,0,3564,61.0619,89.92,0.22,-30.79,6,-4.69,0.783,23.764,0.1574,9.612
2000,-60,0,4229,278.4827,277.38,111.60,13.89,510,4.46,2.497,16.186,0.5483,92.094
2000,-60,1,3502,503.8486,413.49,1013.93,18.73,988,2.91,2.197,17.241,0.9062,133.529
2000,-60,2,3,1.1030,1.14,3.21,0.73,2,7.88,2.303,12.814,0.9827,180.692
2000,-50,0,5386,428.4839,339.46,82.95,20.73,209,12.91,4.385,11.039,0.3876,114.346
2000,-50,1,2772,515.1912,307.72,1272.75,17.98,448,11.86,4.138,11.668,0.7408,197.931
2000,-50,2,540,73.8992,38.35,694.99,6.18,80,12.85,4.323,11.122,0.8794,256.257
2000,-40,0,4790,529.3662,475.31,90.51,22.70,138,21.35,7.226,7.352,0.3485,177.436
2000,-40,1,2605,582.9668,315.30,1080.37,22.92,255,21.22,7.226,7.483,0.5641,277.916
