step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,12790,8315,144245,819010,783160,662577,12188,63428,527,0,280266,5374566,192750.393,87353.008,1.0309,69294.564,0.235,0.297,0.247,0.222,0.635,0.320,842,0.0363,0.6822,0.104,19.2,51.3,95.8,48.77,4.19,6.41,2.75,35.42,7.72,1.088,0.132,0.071,0.073,21.209,0.570,0.0025,134,426,1833,12668,57,0,0.000,6064,395,2070,10325,485,4296,8009,0.00,1.14,12123,35.4424,79529,8974,545846,3520.3,-0.0,435239,61.554,2617220.592,4.80e-15,0.00028,28.91,242070,96.097,2.197,92.970,0.930,96.100,9470,1019,2301,0.3539,0.867,1.068,1.354,1.078,0.926,1.202,37520.089,12656.687,188373.691,38160.474,35510.791,10817.153,3635.367,3605.923,0.691,0.577,0.541,0.870,0.703,0.644,6796,57080,0.5713,0.6069,0.5499,0.9998,0.0498,0.0538,0.5220,0.7690,0.7621,0.0979,0.0523,0.0340,0.0000,0.6528,0.9360,0.1582,0.7075,0.9190,0.00353,17319,0.9999,0.7167,0.7060,0.9990,0.0498,0.0538,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0368,5.0349,4.9752,0.0922,0.2106,0.1854,0.377,0.442,0.399,0.409,9881,0.2309,0.0086,0.0107,0.00254,0.00163,0.00147,26.51,27.63,27.47,101.3462,0.0323,72.7702,39.6168,21.9375,1070967,1527045,0.6840,0.0087,2042.5,101.3462,20.50,0,0,0,0,0,0,7196,18058.444,16442.621,0.9786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-16
2000,13057,2450,77961,144841,128406,65312,1568,35378,342,0,351475,3106324,35512.770,33828.527,1.0268,11271.707,0.116,0.651,0.118,0.115,0.514,0.329,521,0.0904,0.6714,0.069,13.5,33.1,73.6,31.46,2.16,9.20,0.59,19.52,7.03,1.235,0.264,0.091,0.096,6.760,0.329,0.0042,89,578,879,20950,28,0,0.000,6685,324,2502,10231,316,1248,11493,0.25,10.99,13202,14.2142,79719,10693,496614,3024.8,0.0,504086,21.605,2617220.592,6.05e-14,0.00005,7.39,48629,32.367,2.216,29.337,0.815,32.370,3304,3006,6747,0.2663,0.941,1.169,1.635,1.296,0.948,1.332,14570.056,13243.245,11988.012,14478.628,20317.837,11380.923,3778.840,7397.057,0.526,0.504,0.512,0.461,0.455,0.453,11534,24065,0.5900,0.4303,0.4540,0.9998,0.0333,0.0488,0.6089,0.8812,0.9157,0.1529,0.0337,0.0300,0.0000,0.0000,0.7799,0.1276,0.5659,0.8835,0.00353,4107,0.9984,0.6902,0.7906,0.9985,0.0333,0.0488,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0739,5.2057,4.8895,0.0406,0.0893,0.0776,0.088,0.133,0.147,0.108,3157,0.1285,0.0054,0.0044,0.00258,0.00088,0.00084,24.59,27.03,27.09,484.7509,0.0760,35.1912,13.1643,8.4404,1086310,1523142,1.2414,0.0165,3352.6,484.7509,18.69,0,0,0,0,0,0,10645,22556.821,20251.924,0.9535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.91e-14
3000,12133,1881,65895,124687,110934,57445,1347,26441,209,1,243952,2811630,32815.756,24164.809,0.9946,9000.392,0.069,0.770,0.090,0.071,0.489,0.356,460,0.0902,0.6958,0.072,13.4,34.8,66.3,31.38,2.37,8.23,0.70,20.09,7.18,1.188,0.226,0.175,0.184,5.932,0.262,0.0039,87,341,531,16285,53,0,0.000,6250,178,2111,9844,463,1501,10169,4.25,14.28,17751,21.4093,79900,15084,458830,2853.4,-0.0,544078,14.128,2617220.592,3.02e-14,0.00129,29.63,43084,25.811,2.257,22.857,0.697,25.814,4297,3178,4658,0.3022,0.945,1.104,1.610,1.270,0.939,1.283,10370.378,12125.911,13229.257,10269.803,18317.087,6489.800,1935.214,6739.402,0.493,0.486,0.488,0.425,0.473,0.485,17489,26033,0.6304,0.2771,0.3701,0.9997,0.0348,0.0439,0.6179,0.9721,0.9523,0.1434,0.0262,0.0327,0.0000,0.6672,0.9530,0.0319,0.5666,0.9076,0.00355,3166,0.9993,0.8488,0.8310,0.9986,0.0348,0.0439,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0692,5.2162,4.8698,0.0377,0.0758,0.0700,0.109,0.139,0.167,0.103,2868,0.2159,0.0044,0.0055,0.00258,0.00081,0.00086,23.73,27.16,27.31,1317.9567,0.0877,28.9774,6.5920,7.5363,1087827,1522532,1.6077,0.0236,3677.2,1317.9567,21.70,0,0,0,0,0,0,8101,15164.417,13427.060,0.9577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.85e-15
4000,9297,2160,85118,186880,170688,100037,1725,31878,294,0,338499,4038781,47265.071,37035.536,1.0180,15498.581,0.083,0.780,0.083,0.053,0.551,0.328,421,0.1137,0.6783,0.076,11.8,37.6,74.6,29.58,2.80,8.74,0.31,17.74,6.74,1.336,0.226,0.211,0.225,6.247,0.294,0.0038,82,329,620,18840,58,0,0.000,4958,174,1555,7568,177,1526,7594,3.25,12.31,14555,20.3324,80139,14380,421939,3050.8,-0.0,588457,16.058,2617220.592,2.72e-14,0.00061,25.00,60771,33.437,2.265,30.750,0.421,33.440,3846,1569,3882,0.2015,0.987,1.292,1.743,1.332,0.967,1.488,13330.955,16173.047,23628.075,13211.304,25924.273,12581.453,2118.398,6837.105,0.552,0.532,0.559,0.501,0.526,0.578,19667,37817,0.5329,0.1979,0.2486,0.9997,0.0346,0.0480,0.5801,1.0876,0.9533,0.1588,0.0269,0.0309,0.0000,0.3266,0.9183,0.1266,0.5946,0.9376,0.00353,4456,0.9995,0.9045,0.8688,0.9985,0.0346,0.0480,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1018,5.2644,4.5378,0.0400,0.0528,0.0459,0.055,0.091,0.045,0.072,3230,0.1360,0.0040,0.0048,0.00285,0.00078,0.00090,26.90,26.04,27.47,1938.0681,0.1137,39.6552,8.0824,7.9757,1089910,1521855,1.5897,0.0248,3435.7,1938.0681,26.23,0,0,0,0,0,0,10279,21536.956,19203.861,0.9495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
5000,8771,2002,80599,165443,150606,83671,1173,27235,159,0,280630,3455632,45165.913,32651.569,1.0778,13748.471,0.078,0.776,0.084,0.062,0.530,0.348,287,0.1078,0.6626,0.071,14.0,39.5,67.8,30.56,2.79,9.46,0.45,17.86,6.71,1.328,0.240,0.225,0.238,6.293,0.312,0.0035,78,332,579,17563,78,8,0.161,5000,175,1612,6984,463,1374,6934,4.00,12.63,13549,18.7313,80282,15807,389569,3261.7,-0.0,625906,14.098,2617220.592,5.52e-15,0.00017,13.90,56741,31.364,2.240,28.658,0.466,31.367,3866,1300,3605,0.1971,0.973,1.235,1.789,1.279,0.963,1.513,11695.103,18694.702,19800.429,11588.078,27525.876,10123.445,2089.384,6690.269,0.527,0.540,0.528,0.507,0.462,0.533,21919,39817,0.5788,0.1836,0.2940,0.9998,0.0338,0.0466,0.5828,0.9974,1.0279,0.1492,0.0210,0.0279,0.0000,0.0000,0.9096,0.0442,0.5412,0.8963,0.00354,3071,0.9995,0.7902,0.8656,0.9991,0.0338,0.0466,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9534,5.3935,4.3761,0.0405,0.0609,0.0563,0.092,0.122,0.064,0.110,2545,0.1311,0.0041,0.0051,0.00273,0.00066,0.00090,23.00,26.64,27.63,1892.0262,0.1058,39.6687,6.8891,7.2090,1091807,1520342,1.6346,0.0314,3292.9,1892.0262,20.58,0,0,0,0,0,0,8298,18903.098,16873.736,0.9481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
6000,9834,2121,65653,117233,103182,50573,1007,25518,119,0,252807,2883460,32960.951,25625.250,1.0954,8317.334,0.046,0.816,0.088,0.050,0.485,0.378,174,0.0995,0.6783,0.072,11.0,35.8,63.7,27.86,2.92,7.92,0.28,16.74,6.65,1.300,0.221,0.250,0.256,6.107,0.305,0.0038,86,343,527,15273,65,11,0.165,5095,256,1920,7658,293,1356,8185,3.75,11.98,16352,19.3206,80528,17835,368699,2423.9,-0.0,653906,12.601,2617220.592,5.34e-15,0.00315,34.46,41370,26.932,2.254,24.147,0.531,26.935,3932,1687,4215,0.2292,0.968,1.157,1.826,1.209,0.964,1.520,9390.963,12371.768,14437.429,9300.167,17540.689,9904.092,1637.743,5766.081,0.497,0.492,0.469,0.411,0.414,0.463,30264,26754,0.6061,0.1748,0.3627,0.9998,0.0350,0.0510,0.5543,1.0443,1.0548,0.1827,0.0217,0.0256,0.0000,0.8008,0.9490,0.1149,0.6177,0.8956,0.00354,2628,0.9991,0.8899,0.8630,0.9982,0.0350,0.0510,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1431,5.6249,4.6001,0.0434,0.0492,0.0450,0.070,0.091,0.044,0.072,2402,0.1299,0.0058,0.0051,0.00277,0.00052,0.00072,25.95,26.05,27.38,2135.3314,0.1032,27.1918,6.2597,6.3410,1093294,1518468,2.0340,0.0389,2977.0,2135.3314,21.33,0,0,0,0,0,0,7169,17307.916,15441.380,0.9527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.02e-15
7000,8145,2067,71511,134611,120761,61597,1503,25179,196,0,246271,3191809,36240.224,27955.623,1.1239,10656.630,0.051,0.814,0.090,0.045,0.488,0.389,328,0.1157,0.6899,0.060,14.1,42.4,68.2,31.53,4.17,9.55,0.43,17.38,6.64,1.269,0.231,0.350,0.358,6.471,0.323,0.0034,81,343,518,19491,35,14,0.319,4646,124,1476,6545,302,1584,6259,5.00,12.88,18552,20.4851,80665,18105,349917,1767.4,0.0,677096,12.787,2617220.592,3.51e-14,0.00047,8.15,47951,28.560,2.262,25.912,0.386,28.563,3904,1251,2990,0.2271,0.968,1.145,1.816,1.175,0.971,1.517,10568.622,14047.061,15172.669,10462.461,21261.725,9265.378,1688.441,6345.173,0.484,0.520,0.477,0.415,0.455,0.494,35089,34458,0.5398,0.1435,0.2558,0.9993,0.0414,0.0472,0.4983,0.9847,0.9875,0.1933,0.0574,0.0379,0.0000,0.0000,0.6430,0.1334,0.6094,0.9017,0.00355,2802,0.9990,0.8195,0.8524,0.9983,0.0414,0.0472,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1126,5.4421,4.5978,0.0417,0.0545,0.0481,0.105,0.084,0.069,0.086,2080,0.1052,0.0061,0.0039,0.00293,0.00050,0.00086,25.94,26.09,26.67,2117.9364,0.0995,32.0811,6.0704,6.7163,1095001,1517398,2.0224,0.0389,2750.1,2117.9364,18.29,0,0,0,0,0,0,8485,17298.993,15301.077,0.9508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.87e-15
8000,12618,2356,68629,135293,122503,65869,795,22840,77,0,260303,2752784,39575.920,26371.717,1.0576,9165.360,0.064,0.800,0.087,0.048,0.491,0.381,129,0.0667,0.6523,0.071,14.6,40.0,66.3,32.44,3.18,8.26,0.65,20.36,6.92,1.208,0.210,0.238,0.242,6.382,0.270,0.0035,75,330,544,11769,46,10,0.495,6247,518,1949,10151,612,1646,10360,4.25,11.42,19087,20.8104,80846,18855,332532,3419.3,-0.0,698713,12.042,2617220.592,2.33e-14,0.00118,22.50,46974,27.698,2.295,24.627,0.776,27.701,4521,2814,5283,0.2826,0.950,1.116,1.684,1.169,0.963,1.372,11085.767,15344.414,16674.980,10997.792,21068.508,9792.085,2024.120,5390.153,0.500,0.502,0.475,0.446,0.472,0.530,38821,29036,0.6065,0.1989,0.2748,0.9992,0.0379,0.0551,0.5190,0.9545,0.9072,0.2053,0.0233,0.0277,0.0000,0.3755,0.9440,0.0353,0.5816,0.8935,0.00356,4108,0.9993,0.7265,0.7633,0.9977,0.0379,0.0551,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0972,5.5263,4.8573,0.0392,0.0856,0.0758,0.106,0.163,0.091,0.183,2270,0.1224,0.0046,0.0049,0.00268,0.00065,0.00079,23.50,27.31,27.67,1988.0269,0.1031,32.4311,6.5099,5.5320,1096037,1513586,2.0693,0.0432,2700.9,1988.0269,18.23,0,0,0,0,0,0,5825,17206.357,15529.735,0.9619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-15
9000,9611,1850,75144,151400,137241,74757,1499,23899,146,0,223070,3131636,39462.140,27928.426,1.1100,12453.137,0.047,0.821,0.087,0.045,0.489,0.389,299,0.0966,0.6815,0.082,16.5,36.4,65.8,30.28,3.51,8.40,0.26,18.11,6.70,1.243,0.218,0.256,0.260,5.963,0.272,0.0033,73,332,614,19179,115,13,0.191,4864,127,1838,7646,270,1872,7469,6.00,13.09,19624,20.7862,81079,19558,315120,2104.5,-0.0,717149,12.832,2617220.592,2.40e-14,0.00046,26.70,54325,28.965,2.281,26.234,0.450,28.968,4097,2109,3405,0.2769,0.965,1.121,1.789,1.215,0.973,1.444,9753.360,16953.051,16582.002,9682.903,25650.372,8963.396,1023.953,5487.940,0.493,0.506,0.478,0.455,0.460,0.537,38786,39745,0.5169,0.1540,0.2211,0.9994,0.0372,0.0515,0.5359,1.0649,0.9585,0.1947,0.0198,0.0429,0.0000,0.4400,0.9059,0.2245,0.5610,0.9117,0.00353,3813,0.9996,0.8825,0.8557,0.9980,0.0372,0.0515,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1969,5.4419,4.8655,0.0371,0.0348,0.0286,0.064,0.042,0.036,0.056,2172,0.1188,0.0053,0.0039,0.00291,0.00063,0.00097,27.15,26.45,26.99,1829.2800,0.0985,35.7970,6.1152,6.7166,1097975,1513810,2.2458,0.0450,2811.8,1829.2800,24.72,0,0,0,0,0,0,8376,15475.289,13747.690,0.9578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-14
10000,9783,2041,70786,150170,137379,78190,1194,21676,93,0,220621,2839961,42210.004,26626.581,1.0493,12158.427,0.053,0.782,0.080,0.084,0.506,0.371,227,0.0843,0.6664,0.072,15.6,41.8,78.6,36.07,3.62,8.42,0.41,23.62,7.21,1.232,0.189,0.257,0.262,6.672,0.246,0.0032,70,323,587,12111,53,17,0.217,5059,195,1300,8288,283,1434,8066,4.75,12.10,16935,20.7605,81158,19598,302370,4012.0,-0.0,736305,12.338,2617220.592,1.55e-14,0.00060,12.26,52270,28.250,2.271,25.493,0.486,28.253,3818,1812,4153,0.2291,0.973,1.127,1.683,1.180,0.963,1.397,10539.516,15300.689,21202.622,10426.267,22739.542,8861.875,1321.282,4284.997,0.508,0.525,0.492,0.527,0.503,0.535,41834,36988,0.5351,0.0959,0.1684,0.9992,0.0426,0.0551,0.4763,0.8951,0.8801,0.1848,0.0158,0.0225,0.0000,0.0000,0.8534,0.0293,0.5559,0.9298,0.00358,3844,0.9993,0.7802,0.8173,0.9982,0.0426,0.0551,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1712,5.1788,4.7650,0.0383,0.0519,0.0443,0.082,0.076,0.061,0.073,1991,0.1174,0.0052,0.0039,0.00283,0.00071,0.00084,24.20,27.32,27.74,1834.6676,0.0958,33.6070,6.2828,6.0548,1099210,1511595,2.0172,0.0425,2905.6,1834.6676,22.53,0,0,0,0,0,0,6022,14468.154,12985.213,0.9620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.42e-15
