step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
13991,7,604698,420876,129172,23,7318,17109,26473,0,5481,3282,789,4,5200,3946,902,7,3139,2335,410,6,316,359,181,0,7982,6067,2675,2134,-0.03,22,131.4,0,0,0.00,0
14091,8,570426,379590,125703,158,7453,30605,25495,143,4359,2507,777,1,5132,3326,808,5,2685,1598,366,3,405,459,146,1,26630,24062,9257,8963,-4.56,39,155.8,0,0,0.00,0
14191,9,484984,306733,124225,211,7692,47102,29060,120,3574,1968,791,6,4055,2489,807,17,1888,1109,385,12,448,446,126,1,28324,26735,13325,13027,-7.78,4,45.3,3,3,0.08,2
14291,10,435002,286869,113926,55,7628,71054,31117,34,3366,1849,694,1,3529,1768,850,4,1715,858,430,1,356,263,103,1,9982,9638,7292,7112,-8.51,0,0.0,36,29,0.59,28
14391,11,433844,331589,113536,32,7492,50139,32330,0,3758,2490,639,0,3451,2042,581,5,1732,1019,245,2,398,307,107,3,2158,2075,2025,1988,-7.57,0,0.0,26,21,1.62,21
14491,0,426731,366148,130600,38,7962,29331,50425,0,3303,2868,693,0,3538,2744,540,4,1862,1379,211,0,283,306,104,2,182,75,24,24,8.12,0,0.0,0,0,0.00,0
14591,1,371778,397797,141337,7,8420,15448,76760,0,2731,3088,694,0,3410,2852,688,1,1767,1530,285,0,270,294,90,1,60688,54844,20636,19322,-4.01,172,146.7,0,0,0.00,0
14691,2,303701,390156,139533,7,7754,18475,87048,0,1995,3045,516,0,2392,3771,692,1,1009,1945,310,0,303,399,73,1,85460,84202,36910,36626,-11.64,58,129.2,2,0,0.00,0
14791,3,283174,324611,130411,0,6726,39904,91872,0,2186,2151,453,0,2168,2428,569,0,1116,1156,308,0,287,297,56,0,88126,87686,50267,50182,-15.46,6,433.9,7,6,0.04,6
14891,4,289623,336087,118227,13,6309,48526,93097,0,2540,2302,282,0,1965,1768,347,2,990,816,142,0,245,281,76,2,76020,75350,56509,56075,-12.46,1,86.9,30,27,0.77,25
14991,5,390230,413510,126512,0,6182,46298,84261,0,3705,3145,486,1,2312,2269,319,0,1369,1068,104,0,190,341,132,0,4368,4042,3941,3644,-6.58,0,0.0,174,138,0.86,137
15091,6,499495,500289,147331,141,4703,28595,61283,0,4165,3742,762,7,2939,3263,576,8,1480,1879,215,8,215,283,215,0,222,150,164,150,1.86,0,0.0,25,15,1.25,15
15191,7,565447,497490,155232,0,4394,16669,24720,0,6339,4192,1111,0,6589,4828,1160,0,4208,2744,561,0,226,454,227,0,5839,4647,2806,2335,-0.22,22,126.8,0,0,0.00,0
15291,8,505485,448964,159610,0,4779,34480,18933,0,4611,3656,1236,0,4911,4408,1215,0,3031,2330,541,0,333,585,216,0,17866,16505,8516,8173,-4.46,41,136.3,0,0,0.00,0
15391,9,490354,361657,153731,34,5821,63254,19581,0,3964,2795,1378,3,3996,3659,1672,4,2224,1839,958,3,309,481,156,1,16969,16234,9401,9183,-8.35,3,36.7,15,13,0.31,13
15491,10,465004,334071,110378,109,5892,82420,20304,0,3551,2380,800,22,3642,2150,1131,27,1879,1184,561,25,340,252,117,1,7125,6902,5814,5759,-8.90,0,0.0,25,24,0.40,24
15591,11,446873,395997,108295,201,5621,59307,22286,0,3470,2847,781,30,3435,2448,585,34,1740,1360,283,31,395,268,68,3,710,643,359,359,-8.65,0,0.0,25,20,0.64,20
15691,0,436232,429728,123544,139,4836,40212,50516,0,3452,3005,628,22,3549,2714,524,21,1856,1361,227,20,345,318,74,0,130,112,130,112,-4.18,0,0.0,2,0,0.00,0
15791,1,413200,458702,130720,76,6405,15232,85374,0,3060,3104,387,7,3423,3147,342,9,1829,1597,96,9,320,425,63,0,66115,59567,12069,10780,-3.64,96,152.9,0,0,0.00,0
15891,2,359796,434205,134753,58,6582,28675,109287,0,2845,3267,339,7,3194,4036,324,7,1755,1948,124,7,304,661,56,0,105488,104301,34802,34519,-10.71,70,130.4,0,0,0.00,0
15991,3,324796,388648,131945,36,5939,57345,114121,0,2645,2534,213,6,2763,2507,329,7,1583,1244,117,7,310,377,81,0,103436,103186,55346,55306,-15.15,5,92.3,11,9,1.61,9
16091,4,351723,403209,130142,7,5725,59409,113590,0,3488,2674,263,1,2322,2447,234,1,1267,1105,67,1,262,352,87,0,74782,74334,54361,54112,-12.57,0,0.0,51,46,0.51,45
16191,5,502396,448430,139875,84,5286,49088,93358,3,5106,3428,476,11,3906,2958,369,5,2486,1449,112,5,246,381,139,0,8961,8561,6759,6490,-7.82,0,0.0,102,78,1.88,78
16291,6,556121,503895,162905,676,5379,38437,66141,26,5235,4469,990,55,4859,4170,677,59,2838,2463,275,59,228,397,247,0,627,129,71,31,15.99,1,80.3,7,6,3.29,5
16391,7,578552,464268,181579,412,6153,14716,32270,0,4396,4059,1301,58,4392,5141,1472,56,2299,2824,716,56,276,596,291,0,8045,5778,1428,1021,1.96,11,207.4,0,0,0.00,0
16491,8,549472,353019,151383,177,6666,24146,33394,2,4028,2996,948,33,4337,4053,1192,41,2111,2137,610,39,387,421,190,0,35016,31516,9543,9070,-4.05,49,165.9,0,0,0.00,0
16591,9,482651,274538,136407,66,5639,46020,37921,0,3526,2098,671,13,4087,2642,852,14,1982,1453,362,13,476,288,147,1,36630,35246,15473,15066,-8.04,5,78.1,6,6,0.21,6
16691,10,413992,261840,117824,34,5199,53945,37220,0,3265,1902,546,6,3958,1746,737,8,2152,911,268,7,447,200,147,0,12934,12331,7774,7577,-7.81,1,17.4,41,28,0.60,28
16791,11,376550,301152,116663,1,5178,37741,32463,0,2847,2465,620,1,2845,2047,524,1,1468,1123,186,1,337,233,111,0,1063,862,189,133,-0.73,0,0.0,20,16,1.62,16
16891,0,397214,327474,133562,3,4952,27050,53614,0,3974,2847,724,1,3576,2902,530,1,2145,1676,184,1,303,265,136,0,8,8,0,0,6.51,0,0.0,0,0,0.00,0
16991,1,354808,321458,149784,0,5153,13404,82051,0,3303,2699,623,0,4163,2859,542,0,2715,1645,184,0,272,302,109,0,62036,55512,14499,13276,-3.16,118,162.5,0,0,0.00,0
17091,2,297924,307458,148541,0,5181,29912,103208,0,2360,2157,459,0,2498,2441,695,0,1399,1193,313,0,248,300,82,0,101846,100590,35268,34964,-10.93,101,126.2,0,0,0.00,0
17191,3,288662,298748,128935,0,5435,42177,105887,0,2358,1842,262,0,2080,1953,340,0,1113,939,137,0,292,202,90,0,99605,99393,54012,53967,-15.02,11,107.1,9,8,1.19,8
17291,4,337019,293236,124250,16,5301,41692,103458,0,3053,1808,239,3,2101,1797,253,3,1177,764,88,3,207,299,101,0,75885,75400,57228,56952,-12.17,0,0.0,61,53,0.87,49
17391,5,431548,334605,133249,5,4861,39249,91716,0,3452,2523,424,1,2533,1820,322,1,1449,828,115,1,188,291,143,0,7376,7074,5541,5377,-7.21,0,0.0,131,96,1.18,95
17491,6,480787,384893,143091,31,6037,21380,59216,0,3475,3058,639,6,3065,2880,624,6,1546,1517,219,6,246,347,260,0,456,256,65,65,3.61,0,0.0,29,20,1.23,20
17591,7,552398,421793,147358,28,7047,12484,25565,0,4323,3268,860,7,3129,3492,888,7,1517,1811,369,7,279,319,224,0,10794,7063,3483,2585,4.31,31,162.4,0,0,0.00,0
17691,8,667317,395209,148361,453,8770,33066,25969,34,5453,3268,777,14,4576,3430,783,8,2403,1733,311,7,407,348,174,0,27670,24221,10844,10527,-3.46,47,174.9,0,0,0.00,0
17791,9,695139,341466,127116,1350,9591,58721,28564,231,5634,2706,650,15,4913,3445,1031,12,2560,1890,400,8,398,372,172,0,25839,23722,14030,13710,-7.83,3,96.4,6,6,0.04,6
17891,10,740183,317378,105376,892,9522,66820,28079,91,6083,2808,608,10,6418,2626,763,23,3678,1445,318,14,475,302,127,0,15334,13293,10003,9902,-5.02,0,0.0,34,27,0.33,26
17991,11,624862,395012,106246,114,8418,66177,33805,8,4648,3740,565,2,6106,2750,455,5,3374,1660,195,3,593,221,73,0,1247,746,690,656,0.27,0,0.0,41,33,0.45,32
18091,0,517691,480838,127435,412,6608,48019,48024,45,3813,5202,723,40,4387,4474,535,41,2170,2815,237,40,621,314,104,0,360,199,309,199,1.41,1,119.7,0,0,0.00,0
18191,1,475795,441919,139301,470,5744,16825,70173,8,3379,3753,553,34,3394,5211,690,38,1575,3203,316,35,557,324,69,2,62484,55763,16835,14594,-3.73,132,159.0,0,0,0.00,0
18291,2,452383,355903,130623,211,6016,20845,79871,0,3314,2517,337,11,3622,2953,452,18,1894,1555,181,16,461,289,78,1,78150,77495,35448,35264,-13.24,72,119.4,0,0,0.00,0
18391,3,420059,354206,119027,121,6173,40413,81953,0,3162,2360,326,9,3170,2235,465,13,1606,1033,200,12,411,299,78,1,79468,79114,50847,50735,-15.20,7,126.2,9,6,0.54,6
18491,4,416815,376938,112066,21,5586,40264,82327,0,3277,3026,183,7,2988,3138,254,6,1564,1668,68,6,365,468,83,0,73878,73421,56613,56311,-13.18,1,252.3,37,34,0.62,34
18591,5,448454,398466,109643,51,5312,41996,77947,0,3368,3138,245,5,2885,2607,259,8,1503,1385,51,7,330,317,113,0,3130,2932,2856,2686,-7.75,0,0.0,145,125,1.64,125
18691,6,485776,462928,125892,31,4865,33082,46033,0,3825,3644,698,5,3246,3033,412,6,1557,1616,112,5,316,372,198,1,468,342,360,297,-0.13,1,81.4,21,13,0.52,13
18791,7,562939,442871,160129,142,5358,17697,33870,0,4525,3942,1176,14,3243,5338,917,18,1512,2951,417,16,340,500,214,0,8200,6059,4411,3360,2.03,38,135.6,0,0,0.00,0
18891,8,565536,350501,166211,49,6501,32762,29504,0,5115,3051,1234,5,5923,3725,1303,9,3359,2142,689,9,323,373,124,0,25979,24371,13834,13418,-5.15,67,153.1,0,0,0.00,0
18991,9,506254,306183,135762,4,6374,70698,26135,0,3929,2383,908,0,4432,2444,1365,1,2349,1404,661,1,377,259,145,0,22940,22388,16338,16210,-9.49,6,155.5,11,11,0.70,10
19091,10,450216,340886,107454,0,5978,84426,27439,0,3934,2779,570,0,4661,2359,809,0,2682,1402,393,0,357,236,105,0,12974,12808,10801,10792,-9.16,0,0.0,43,43,1.00,43
19191,11,374725,372855,95905,92,4822,50129,35435,0,2987,3075,369,1,3252,3277,394,3,1746,1909,131,2,333,268,63,1,1195,1079,1116,1063,-10.47,0,0.0,57,49,0.49,48
19291,0,354190,348860,102080,125,4554,32313,38451,8,2739,2430,476,2,2607,2740,404,7,1360,1526,141,3,281,306,102,2,404,329,404,329,-5.87,0,0.0,1,0,0.00,0
19391,1,369402,324942,106965,164,5799,10286,54245,0,2654,1873,408,10,2473,2066,465,12,1236,901,209,11,303,343,103,1,46123,40951,14862,13385,-3.86,118,153.9,1,1,12.50,0
19491,2,355851,304771,105403,246,5398,21773,65108,0,2175,1711,359,20,2301,1901,467,23,1043,771,252,20,240,361,74,1,64930,63932,28790,28677,-12.06,56,111.9,0,0,0.00,0
19591,3,339251,302229,94376,96,5491,38535,67869,0,2469,1728,250,4,2344,1639,367,11,1130,568,181,10,259,364,86,0,62713,62264,38150,38124,-14.65,1,59.9,4,3,0.42,3
19691,4,353732,337065,93287,279,5567,40618,69012,0,2559,2278,256,22,2262,1920,268,24,1118,754,119,22,293,371,84,0,48713,48408,38260,38116,-13.09,0,0.0,41,38,0.61,38
19791,5,396155,398500,97868,418,5109,45399,65770,0,3126,2942,334,33,2182,2179,269,46,1005,1013,106,43,250,357,95,1,2740,2574,2282,2207,-8.62,1,197.1,118,79,1.70,77
19891,6,480078,478664,115282,240,4734,24942,40209,0,4413,3815,709,19,3542,3164,520,26,1961,1684,224,24,298,339,164,0,792,396,13,13,7.14,0,0.0,12,5,2.95,5
19991,7,547888,463926,127318,122,5543,12589,27271,2,5187,3896,997,3,4501,5461,1158,10,2639,2985,613,7,291,530,171,2,11756,9173,4452,3330,1.36,39,152.3,0,0,0.00,0
20091,8,583683,342113,106555,22,6609,30495,25214,0,4881,2932,634,0,5350,3524,794,3,3072,1924,346,1,344,399,121,0,25095,23799,11614,11091,-5.79,53,140.9,0,0,0.00,0
20191,9,473066,291439,98001,116,7558,65918,28254,69,3290,2172,571,3,4215,2333,630,5,2018,1140,292,3,388,321,75,2,24359,23446,14447,14094,-9.69,2,149.6,13,11,0.11,11
20291,10,371506,329647,94344,74,6920,80460,30254,69,2645,2703,504,1,3429,1970,487,1,1674,975,199,0,337,209,63,0,15702,15201,11824,11591,-9.39,0,0.0,34,32,0.54,30
20391,11,335993,436113,105303,32,6436,83769,34047,0,2607,4501,607,0,2498,3926,423,1,1240,2537,206,0,326,236,55,0,2354,2330,1840,1817,-9.19,0,0.0,47,42,0.24,41
20491,0,345792,421132,131050,42,5479,46680,49561,0,3081,3490,767,0,2861,3971,553,4,1548,2318,264,0,287,293,73,1,200,74,80,74,14.32,0,0.0,0,0,0.00,0
20591,1,371221,420524,153519,32,5074,15763,82636,0,3689,3381,678,0,3050,3066,500,1,1839,1504,224,0,260,298,87,1,66471,60489,16994,15390,-3.75,136,134.6,1,0,0.00,0
20691,2,460634,411934,167510,80,6358,34542,103944,0,4316,3043,741,0,3522,3502,725,3,2105,1896,406,0,210,302,71,2,101137,99673,34833,34608,-11.55,70,107.5,0,0,0.00,0
20791,3,493327,379383,166377,10,6392,49796,109857,0,4325,2808,491,3,4364,3028,476,3,2474,1581,195,3,237,413,85,0,105389,105168,53965,53913,-13.66,14,104.2,8,6,0.83,6
20891,4,424363,386586,161294,236,5860,66377,114083,0,4224,2573,367,7,4466,2586,468,8,2527,1178,134,5,341,460,102,2,86226,85785,62095,62020,-12.79,0,0.0,40,34,0.35,34
20991,5,462828,416442,168668,702,4621,60621,109555,56,4049,2895,537,50,3413,2804,383,61,2012,1552,107,56,240,279,129,0,17748,7197,3118,2961,9.34,1,458.0,159,133,0.78,133
21091,6,504454,418670,206212,873,4836,23404,81661,31,3572,3306,1236,69,2979,3361,758,74,1394,1706,266,69,244,448,280,0,22046,17350,3723,3160,-0.70,14,94.0,13,7,0.79,7
21191,7,516824,403871,247220,679,6164,17950,70427,189,3280,3094,1517,35,3734,3533,1261,51,1843,1724,545,47,376,518,319,3,38058,34281,12870,11390,-6.21,49,186.9,0,0,0.00,0
21291,8,428788,331524,253525,112,6846,31136,67851,20,2555,2381,1797,8,3488,3144,1993,12,1571,1500,1053,8,386,381,237,2,67099,64923,23323,22999,-11.23,43,124.7,0,0,0.00,0
21391,9,362723,251829,204524,32,7535,55368,72794,0,2444,1812,1271,1,2657,2584,1869,3,1196,1236,1004,2,441,287,205,1,68387,67712,37119,36800,-15.24,5,200.9,5,5,0.10,5
21491,10,359942,247242,162225,138,7297,54882,74307,99,2886,1840,855,0,2534,1538,1112,1,1279,770,547,0,392,189,137,1,43572,43146,35517,35407,-14.44,0,0.0,35,32,0.55,31
21591,11,417403,314375,161625,138,6586,48678,74587,90,3607,2411,793,0,2572,1700,602,4,1336,908,226,1,341,195,137,3,20287,20081,18128,18092,-12.66,0,0.0,56,45,0.40,44
21691,0,542227,381915,179711,18,6656,31298,73470,0,5857,3180,908,0,4898,3032,770,4,3008,1703,271,2,302,259,189,2,4613,4430,4282,4116,-8.18,0,0.0,15,6,0.29,6
21791,1,550859,360999,183679,0,6205,13907,99332,0,4985,2859,632,0,5148,3491,812,0,2979,1939,300,0,287,321,244,0,76204,69306,14250,12844,-4.61,116,153.9,1,0,0.00,0
21891,2,528358,309966,168256,4,5772,29807,119632,0,4160,2097,312,0,4198,2353,465,1,2234,1079,105,0,357,342,128,1,119660,117790,33605,33268,-11.42,62,111.0,0,0,0.00,0
21991,3,441634,287555,161545,0,6085,42176,129283,0,2915,2004,287,0,3674,2281,313,0,1758,1120,77,0,379,320,104,0,124582,123518,59152,58761,-13.32,11,121.3,2,1,2.75,1
22091,4,413400,290403,162765,15,5609,50449,132792,2,2909,2051,327,0,2946,2180,301,0,1291,987,65,0,447,335,123,0,106045,105285,72103,71861,-12.86,0,0.0,41,33,1.37,33
22191,5,417389,303581,178929,0,5722,42886,122374,0,3251,2492,647,0,2966,2244,427,0,1447,1093,111,0,295,292,173,0,6446,6275,4777,4718,-10.09,0,0.0,142,121,0.95,121
22291,6,425567,317207,212703,0,5188,15816,69503,0,3368,2551,1355,0,3527,2662,1099,0,1868,1404,410,0,342,270,324,0,0,0,0,0,0.00,0,0.0,3,3,2.25,3
22391,7,372429,286825,221107,0,6026,12274,43681,0,2445,2181,1600,0,2885,2749,1661,0,1294,1419,762,0,312,260,265,0,10155,8254,4598,3746,1.40,43,171.8,0,0,0.00,0
22491,8,340821,249592,191182,6,7013,29763,28634,0,2381,1598,1280,0,2552,1831,1667,1,1172,869,794,0,337,214,240,0,27537,25431,11784,11234,-5.05,57,161.0,0,0,0.00,0
22591,9,296297,240188,142070,0,6511,48420,29356,0,2074,1665,836,0,2477,1698,1370,0,1203,761,597,0,297,236,184,0,25962,25355,15031,14817,-8.28,4,469.1,10,8,0.19,8
22691,10,291068,256690,106361,3,5035,46338,30733,0,2291,1780,518,1,1845,1615,771,2,836,811,309,2,259,190,114,0,14188,13836,10761,10730,-9.44,0,0.0,41,35,0.26,35
22791,11,357308,287033,97298,132,5412,40535,36144,0,3447,2217,336,15,2183,2085,383,31,1106,1128,150,29,221,203,77,0,793,718,732,697,-8.71,0,0.0,51,44,0.76,42
22891,0,416878,315620,103409,297,5263,23106,38157,0,3499,2352,408,54,3445,2165,403,65,2013,1147,173,65,199,248,87,0,144,119,114,109,-0.28,0,0.0,2,2,4.12,2
22991,1,412387,355519,110038,255,5636,11677,66273,0,3336,2615,299,30,3288,1938,268,31,1744,828,75,31,240,271,66,0,58446,54689,22261,21045,-5.90,172,154.4,1,0,0.00,0
23091,2,431189,396879,117708,20,5149,12573,78214,0,4443,3061,329,2,3656,3330,253,5,2155,1869,96,5,293,282,56,0,78259,76528,37339,36633,-12.34,42,138.6,0,0,0.00,0
23191,3,450430,321083,120145,13,5251,21702,82216,0,4358,2383,401,2,4325,3320,482,3,2662,1708,215,2,332,369,129,1,80197,79761,47953,47903,-14.76,4,186.5,5,5,3.65,5
23291,4,445724,310039,118771,7,5332,29285,87193,0,3905,2310,306,1,4042,2138,372,2,2426,1054,145,1,287,337,83,1,70381,70106,51343,51232,-14.43,1,49.8,27,24,1.77,24
23391,5,428631,337689,123676,3,4582,27899,77096,0,3759,2450,481,1,3722,2276,327,1,2190,1221,101,1,272,237,108,0,2568,2436,2096,1970,-9.18,1,108.4,177,140,0.92,139
23491,6,438400,350102,146762,5,5297,8720,51199,0,3433,2556,835,0,3032,2786,615,1,1632,1648,238,1,317,283,185,0,283,180,140,131,4.98,0,0.0,9,5,1.85,5
23591,7,465150,357808,164149,94,6663,9272,49820,8,3504,2655,953,8,3183,2553,887,9,1602,1292,417,7,329,363,164,1,17813,16226,5817,5119,-2.01,40,193.8,0,0,0.00,0
23691,8,444922,319624,154924,51,7832,25566,35890,5,2568,2262,903,7,2986,2939,1228,12,1338,1428,587,10,344,502,200,0,35301,34007,16309,16069,-7.83,49,175.8,0,0,0.00,0
23791,9,402314,238318,139681,43,7578,40596,37084,14,2631,1633,811,4,2608,2436,1089,6,1081,1139,482,6,328,391,171,0,35276,34571,21650,21574,-10.79,3,269.4,14,13,0.10,13
23891,10,405999,244261,105801,60,7497,40696,37325,20,3096,1739,576,3,2818,1508,870,7,1338,775,446,3,416,149,116,1,21465,21079,17938,17827,-11.73,1,75.4,30,26,0.50,25
23991,11,453501,252042,94736,80,6290,38629,41633,8,4055,1858,414,1,3676,1845,339,3,2226,971,126,1,334,195,67,0,4464,4339,4007,3986,-9.14,0,0.0,47,40,0.52,40
24091,0,426716,285636,107019,8,6010,20846,40191,0,3430,2286,473,0,3912,1957,363,2,2213,994,116,2,305,268,99,0,222,161,198,161,-0.44,0,0.0,2,1,1.25,1
24191,1,369638,331302,122690,0,4929,13199,61422,0,2969,2769,538,0,3399,2264,416,0,1861,1197,190,0,353,249,81,0,42199,39940,12303,11541,-6.45,102,168.7,1,0,0.00,0
24291,2,348976,325539,138573,0,5305,15930,70715,0,2998,2654,649,0,3191,3049,545,1,1968,1679,256,1,332,232,101,0,70477,68991,26332,25946,-12.02,55,154.9,1,0,0.00,0
24391,3,320869,303404,129171,13,4892,25907,76516,0,2806,2213,411,2,2541,2552,665,2,1430,1232,271,2,286,318,123,0,72188,71460,39488,39171,-13.78,6,124.3,8,4,0.81,4
24491,4,339715,296007,108488,65,5061,50782,79457,0,3316,1975,264,7,3297,1964,439,9,2175,862,158,8,245,258,97,1,54036,53700,38136,37979,-14.26,0,0.0,38,33,0.95,32
24591,5,333489,312995,110983,302,4276,37053,71152,0,2838,2718,453,73,2610,2671,289,78,1526,1474,99,78,237,276,106,0,5991,5919,4990,4954,-9.86,0,0.0,112,101,1.39,99
24691,6,385433,323951,140830,335,4468,20424,47595,0,2999,2786,985,57,2214,2899,582,57,1148,1592,256,56,234,320,166,0,588,260,66,66,9.35,0,0.0,5,4,0.00,4
24791,7,456561,299454,179190,182,5754,10785,41479,20,3309,2399,1331,20,2778,2538,947,23,1368,1324,446,22,262,248,184,0,9771,8531,4277,3998,-0.85,36,154.3,0,0,0.00,0
24891,8,455157,274863,200013,286,6023,23378,24047,133,3322,1919,1891,13,3318,2399,2038,16,1651,1258,1080,14,307,232,176,0,21557,19802,9190,8888,-4.97,35,159.8,0,0,0.00,0
24991,9,498122,231348,168767,193,7003,34237,25706,124,4528,1689,1314,13,3905,2328,1913,14,2169,1158,1070,13,403,246,147,1,24428,23574,10405,10210,-8.46,6,194.5,6,6,0.12,6
25091,10,495303,222685,111429,5,6412,39581,30242,0,4228,1751,702,0,4263,1529,983,4,2387,869,442,0,410,157,114,2,14275,13891,8066,7996,-10.61,0,0.0,33,30,0.46,28
25191,11,472914,261370,104603,4,6350,41344,34506,0,3842,1869,672,1,4062,1568,547,2,2274,815,243,1,356,174,76,1,1034,901,746,700,-5.59,0,0.0,36,29,0.25,28
25291,0,394329,280780,125826,0,5434,18034,47781,0,2772,2187,620,0,3642,2215,464,0,1867,1197,185,0,355,233,66,0,184,153,155,132,-3.86,0,0.0,2,2,0.00,2
25391,1,360719,294545,141179,33,6177,7762,92541,0,3000,2357,573,0,2930,2259,419,2,1590,1173,159,0,400,239,74,2,77685,72609,15964,14843,-5.70,121,188.5,0,0,0.00,0
25491,2,369432,334788,152426,17,5316,15051,102400,0,3350,2961,662,2,3057,2547,595,2,1786,1525,302,2,348,262,89,0,101583,99694,34237,33956,-11.69,48,139.2,0,0,0.00,0
25591,3,394118,367551,151977,26,4671,24452,107122,0,3329,2697,603,1,3181,2890,810,1,1872,1457,419,0,273,322,103,1,103909,103246,56248,56116,-14.96,8,128.4,7,4,2.44,4
25691,4,390802,354957,140475,4,4302,40016,112808,0,3425,2501,438,0,3266,2222,395,1,1784,941,186,1,268,292,74,0,91551,90928,66190,65906,-13.75,0,0.0,28,25,1.75,23
25791,5,406975,399745,148854,0,4214,44535,95711,0,3282,3112,563,0,2625,2628,441,0,1311,1272,143,0,288,340,145,0,2284,2204,1982,1921,-8.66,0,0.0,136,113,2.02,112
25891,6,477515,453588,161865,0,4349,26957,63869,0,4210,3789,847,0,3858,3475,762,0,2049,1792,254,0,305,376,259,0,388,130,184,62,9.53,1,191.1,6,6,5.71,6
25991,7,482797,456641,163788,3,4189,19180,38768,0,4270,3732,916,0,3736,4152,939,1,1930,2234,378,0,310,386,236,0,10142,8471,3695,3319,-0.81,21,178.7,0,0,0.00,0
26091,8,529962,381522,154273,14,5225,35150,22433,0,4475,2934,891,4,4487,3971,1163,6,2538,2015,488,6,260,385,204,0,22005,20580,9534,8931,-5.61,28,153.5,0,0,0.00,0
26191,9,473187,268354,121866,47,5645,44866,25009,1,3326,1828,632,8,3871,3006,1059,9,1945,1526,486,7,323,336,185,1,24052,23401,12455,12224,-9.16,4,101.9,9,8,1.72,8
26291,10,421725,254347,81732,151,4272,50253,25202,5,2882,1731,404,38,3213,1329,665,39,1531,624,273,39,360,175,120,0,14281,13849,9256,9135,-10.26,0,0.0,19,18,0.69,18
26391,11,401244,301939,72793,259,3084,52999,25737,5,3094,1901,308,47,3009,1645,291,58,1462,849,136,56,397,196,74,1,1332,1155,897,776,-6.32,0,0.0,25,19,0.36,19
26491,0,423246,310639,88366,111,2398,19820,31877,0,3937,2046,554,30,3332,2227,306,49,1783,1098,123,47,416,278,85,0,432,293,314,209,-0.20,0,0.0,1,1,0.00,1
26591,1,388096,290932,107026,16,2930,9533,59023,0,3114,1890,411,3,4044,2188,363,7,2335,1019,171,7,338,342,71,0,48194,45972,15643,14590,-5.86,123,189.6,0,0,0.00,0
26691,2,341366,253085,110452,3,3660,11511,63391,0,2792,1483,430,1,2772,1957,410,1,1447,825,187,1,254,319,46,0,62262,61392,29651,29260,-12.58,52,160.9,0,0,0.00,0
26791,3,361934,233277,98007,9,2632,20654,69003,0,3412,1472,289,2,3108,1632,507,5,1881,662,212,5,283,305,59,0,69140,68365,43460,43189,-15.14,4,233.4,5,4,0.88,4
26891,4,348481,256700,93513,18,2737,34359,73976,0,3096,1968,276,5,3038,1574,201,7,1775,730,92,6,242,232,46,1,62553,61799,47699,47335,-14.54,0,0.0,30,28,0.58,27
26991,5,359736,304599,103237,0,2806,34259,70141,0,3608,2696,438,0,3378,2318,297,0,2068,1312,149,0,269,223,67,0,4694,4508,4381,4202,-8.74,0,0.0,130,116,1.62,116
27091,6,434041,332003,130600,6,2918,19120,50263,0,4246,2526,780,0,2939,2316,548,2,1663,1224,242,2,273,220,151,0,100,0,100,0,15.60,1,91.4,14,10,1.65,10
27191,7,561497,353279,160317,17,2089,9846,37153,0,4850,2420,1141,5,4060,2253,804,4,2253,1109,378,4,244,237,163,0,7968,6563,4038,3578,0.53,34,113.8,0,0,0.00,0
27291,8,566587,327185,188268,80,2918,19663,26038,0,4575,2249,1416,18,4617,3098,1343,19,2310,1531,655,18,247,349,163,0,26190,24374,8757,8517,-4.06,25,118.9,0,0,0.00,0
27391,9,500964,241284,188142,118,3818,26937,28541,0,5064,1770,1354,36,6028,2879,1365,40,3356,1403,680,39,451,376,137,1,24102,23097,12362,12332,-8.03,0,0.0,2,2,0.50,2
27491,10,446406,205753,178388,130,3854,35524,31656,10,4420,1620,1091,20,4471,1459,1278,21,2786,786,629,21,319,177,125,0,10343,9485,8042,7990,-7.91,0,0.0,20,20,0.44,20
27591,11,419321,239134,164959,15,3290,34520,34766,0,3610,1883,946,4,3871,1549,831,5,2217,860,371,4,290,160,107,1,273,118,246,114,6.07,0,0.0,37,29,0.15,29
27691,0,350260,286632,192342,0,3068,20720,69020,0,2498,2316,687,0,3343,1775,509,0,1803,898,157,0,241,209,106,0,98,0,0,0,17.94,0,0.0,1,1,0.00,1
27791,1,288578,339328,211174,3,3709,19016,145637,0,2065,2765,574,0,2172,2358,385,1,1036,1270,133,0,302,226,86,1,119209,110963,35902,34547,-4.72,284,153.2,0,0,0.00,0
27891,2,276220,351555,220039,0,4215,27793,170044,0,1991,2675,479,0,2203,3007,480,0,1190,1534,180,0,270,265,107,0,168274,165751,76020,75479,-10.51,126,160.6,0,0,0.00,0
27991,3,259451,311755,223828,0,4441,44182,175984,0,1722,2331,588,0,1658,2742,659,0,755,1360,297,0,223,324,147,0,168797,167979,110443,110268,-15.04,8,241.7,23,22,0.47,22
