step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
13991,7,497549,440241,172526,110,8516,17073,33310,0,3081,3391,1047,0,3657,3251,1028,3,1722,1662,385,2,457,346,322,1,9921,7342,1908,1562,0.99,12,253.6,0,0,0.00,0
14091,8,458876,411600,170996,216,8281,39293,46198,121,3229,3073,978,2,3201,4638,1036,2,1498,2234,469,1,479,469,231,1,47303,44480,9412,9032,-5.27,44,114.8,0,0,0.00,0
14191,9,470723,283418,159249,355,8539,65875,53993,239,3533,1776,695,8,3514,2430,843,5,1927,1224,298,2,389,275,179,2,44396,43450,14815,14578,-10.26,2,192.4,4,3,0.75,1
14291,10,436467,261180,144041,210,8253,75705,50772,75,3330,1706,729,2,3476,1433,842,9,1859,658,288,5,417,222,174,0,17606,16152,7819,7507,-6.37,0,0.0,38,27,0.34,27
14391,11,448481,334591,141813,347,7253,64647,39890,44,3702,2533,826,0,3148,1572,824,10,1683,687,323,3,382,261,193,2,876,738,773,682,-3.79,0,0.0,17,12,0.44,12
14491,0,463504,452019,140203,286,5910,64089,54226,56,3844,3521,594,1,3736,2556,617,9,2104,1304,200,3,426,304,134,2,296,103,102,51,10.23,1,312.4,4,2,16.88,0
14591,1,495862,522315,139453,85,5804,18659,77859,0,3807,4988,544,2,3009,5417,581,4,1530,3305,216,1,338,362,97,0,64134,57960,17787,16402,-2.95,143,125.1,0,0,0.00,0
14691,2,562650,423740,137342,191,6708,23309,92745,0,4410,3674,444,0,4135,4907,501,4,2220,2828,222,2,335,505,78,0,88264,86874,37820,37320,-11.23,64,117.1,0,0,0.00,0
14791,3,539796,345206,123868,220,7523,42553,94471,0,3686,2574,373,9,3906,2728,544,8,1835,1469,253,6,393,331,107,0,90916,90488,56971,56936,-14.86,15,115.9,17,14,2.79,13
14891,4,500753,356866,108823,267,7549,45334,94758,10,3363,2705,227,11,3715,2346,358,16,1629,1143,196,13,401,305,64,1,74390,74122,58604,58493,-12.51,1,131.9,50,46,1.53,40
14991,5,503655,417743,109999,290,7613,41547,82348,0,4222,3564,260,6,3709,3114,233,7,1868,1640,60,7,426,382,112,0,2148,1948,1980,1891,-5.37,0,0.0,142,115,1.12,113
15091,6,517134,455703,119352,394,6407,17919,50592,51,3890,3850,493,11,3716,4014,377,11,1970,2306,92,9,373,305,200,0,445,317,376,301,2.00,2,104.8,14,11,2.30,11
15191,7,520151,425319,129670,394,6028,11378,19423,123,3406,3568,687,4,3542,4055,639,12,1725,2224,204,6,356,388,217,2,12315,9780,3277,2770,-1.13,16,160.4,0,0,0.00,0
15291,8,447935,366301,131700,260,6936,23536,21067,104,2621,2712,738,3,3494,3996,866,8,1551,2022,379,5,410,423,190,0,20990,19775,8188,8012,-6.75,20,118.0,0,0,0.00,0
15391,9,358164,276009,117116,389,7412,43310,23381,197,2051,1747,710,1,2431,2160,868,7,1046,1030,337,0,432,255,134,3,23528,22568,13779,13391,-10.25,4,160.6,0,0,0.00,0
15491,10,335333,251052,96955,347,7367,50897,24430,43,2079,1524,560,3,1997,1647,784,10,886,821,363,3,333,244,106,4,16971,16178,11506,11279,-8.14,0,0.0,21,21,1.29,20
15591,11,339255,266708,84602,289,7029,33726,21705,39,2437,1744,391,2,2494,1440,402,7,1268,713,139,3,380,212,71,1,2466,2053,1574,1388,-4.86,0,0.0,19,17,0.96,15
15691,0,340158,286110,88092,255,6326,23487,33045,86,2683,1963,358,3,2316,1976,306,6,1197,1027,103,2,313,279,69,1,479,345,311,291,0.92,0,0.0,2,1,6.75,0
15791,1,363709,293398,92165,224,5157,9040,50355,0,3337,2098,337,0,2853,2288,285,12,1576,1244,91,2,289,271,73,7,39960,36217,10298,9404,-2.87,84,114.8,1,0,0.00,0
15891,2,432190,288480,101889,115,4998,12803,55888,0,3435,1879,501,4,2548,1954,447,6,1301,898,238,4,254,313,61,1,54652,54128,24604,24475,-11.43,58,124.2,0,0,0.00,0
15991,3,455470,273429,102164,276,5074,25356,57709,0,3860,1860,480,26,4251,2137,568,32,2264,1056,316,27,246,297,68,2,54895,54542,36402,36391,-14.97,12,124.4,12,12,0.96,12
16091,4,419759,255332,88450,273,5596,27716,60549,0,3194,1853,318,22,3213,1839,452,25,1764,877,262,22,248,261,57,2,46005,45756,36729,36544,-12.90,0,0.0,38,34,1.11,33
16191,5,411116,278043,89524,75,5493,26108,57478,0,3291,2306,397,9,3190,2281,303,9,1796,1265,125,9,285,308,83,0,4433,4137,3325,3215,-6.73,0,0.0,98,77,1.94,75
16291,6,429110,325070,101253,72,5534,20356,44163,0,3447,2946,559,2,2870,2440,513,3,1548,1439,234,2,322,219,148,1,123,15,7,7,12.90,0,0.0,6,6,2.17,6
16391,7,482793,352069,103070,47,5915,14821,20743,0,3670,2812,587,3,3258,2857,641,6,1820,1595,261,4,289,277,143,1,11200,7817,2354,1791,2.11,23,134.9,0,0,0.00,0
16491,8,504102,342018,101818,24,7668,26641,29651,10,3848,2427,523,1,3416,2683,472,1,1737,1297,169,1,370,306,103,0,29970,27819,7248,6975,-5.35,32,122.5,0,0,0.00,0
16591,9,561853,320242,104374,194,7575,51964,33113,115,4552,2328,444,1,4192,2453,470,3,2356,1242,161,0,378,255,89,1,29018,28297,10696,10585,-9.72,4,91.9,5,4,0.00,4
16691,10,524369,307972,98354,132,7620,63035,33417,17,4147,2287,460,0,4634,2495,567,4,2552,1505,204,3,400,232,115,0,12463,12065,8600,8386,-7.40,0,0.0,30,22,1.05,20
16791,11,493376,329082,99008,52,6629,40912,28150,4,3497,2394,533,2,3617,2109,394,3,1757,1168,141,1,450,259,96,0,898,697,653,571,-3.31,0,0.0,22,12,1.85,11
16891,0,445702,365632,118708,0,6118,24905,41859,0,2807,2360,616,0,3121,2204,411,0,1307,1145,167,0,416,286,84,0,190,161,160,145,-0.61,0,0.0,2,2,0.00,2
16991,1,417778,373973,142938,45,5914,10096,59651,0,2570,2427,632,0,2523,2425,376,3,953,1220,153,0,395,327,79,3,33441,29723,9393,8222,-2.05,75,150.3,0,0,0.00,0
17091,2,408391,366883,139874,48,6165,16624,70150,0,3190,2233,579,1,3446,2588,1150,2,1862,1232,483,1,349,447,152,1,73548,68164,29500,28486,-6.68,95,145.4,0,0,0.00,0
17191,3,380411,327999,98509,127,6832,32017,73273,0,2589,1768,233,1,2778,2314,357,5,1473,1037,133,3,313,371,66,2,64311,64116,40298,40253,-13.85,2,116.5,17,17,0.76,17
17291,4,344255,291322,88280,274,5954,27557,72984,0,2152,1695,210,14,2410,1751,248,16,1145,658,77,16,330,400,77,0,41390,40869,33476,33285,-11.76,1,107.6,60,57,0.37,57
17391,5,326165,309960,97532,360,4925,26839,63826,3,2123,2111,294,22,1982,1940,227,21,888,819,66,20,307,393,82,0,3760,3414,3096,2943,-6.39,0,0.0,87,79,1.14,78
17491,6,350696,365004,105311,244,5368,15716,40625,21,2330,2651,517,20,1901,2115,470,21,873,1061,203,21,314,271,141,0,669,325,372,253,8.61,2,100.4,8,5,2.20,5
17591,7,386244,376844,111968,288,5420,5844,11971,68,3257,2813,746,8,2906,3506,691,12,1690,1760,276,12,284,362,209,0,5450,4241,1058,959,0.18,4,247.7,0,0,0.00,0
17691,8,403859,302001,131045,224,5577,13010,13461,71,3131,2185,1051,2,3026,2772,824,5,1674,1331,418,0,328,357,146,2,13784,12560,4839,4780,-5.93,19,138.9,0,0,0.00,0
17791,9,410565,215417,134809,39,5951,25761,14395,17,2863,1394,975,0,2540,2195,977,2,1253,1115,430,2,301,261,121,0,13531,12984,8186,8131,-8.55,4,95.2,4,4,1.62,3
17891,10,430269,181480,145133,111,6272,27443,14664,26,2665,1329,976,1,2345,1337,920,4,1061,654,413,3,311,222,87,0,7980,7278,5450,5299,-5.82,0,0.0,18,14,0.25,14
17991,11,466769,204860,163791,179,5777,20543,23656,25,3266,1650,934,0,3078,1450,700,3,1511,815,318,1,353,161,83,1,673,447,405,311,2.00,0,0.0,6,6,0.96,6
18091,0,493409,257236,184811,243,5527,12814,65641,68,3666,2260,749,1,3120,1593,538,6,1560,977,165,2,383,125,96,1,221,180,210,180,-1.33,0,0.0,1,0,0.00,0
18191,1,522148,310612,208308,137,5533,9707,162033,0,3746,2422,487,4,3598,2187,295,7,1920,1285,92,5,395,193,73,2,131509,122164,37173,35606,-3.43,265,146.5,0,0,0.00,0
18291,2,472049,310023,223205,39,5338,21192,196730,17,3630,2339,324,1,4749,2746,302,1,2437,1529,119,1,480,209,69,0,188226,186386,82009,81800,-12.14,119,127.0,1,0,0.00,0
18391,3,398522,293125,222022,0,5426,33603,202533,0,3090,2031,270,0,2819,1842,302,0,1415,888,81,0,407,211,85,0,200484,199627,126176,125906,-13.74,15,87.1,5,5,1.20,4
18491,4,393869,317795,225985,4,4221,45426,206344,0,2684,2263,323,0,3124,2035,258,0,1675,991,56,0,306,309,132,0,172693,171958,137563,137390,-12.48,0,0.0,55,49,0.37,49
18591,5,377890,368326,239574,38,3481,53233,192644,0,2487,2863,515,3,2375,2086,333,4,1100,969,68,3,335,306,181,1,7467,7409,7112,7108,-9.96,0,0.0,306,253,0.46,252
18691,6,367069,437468,265921,64,3221,18337,96668,8,2218,3958,1301,4,2132,3561,1079,2,945,2042,285,2,276,295,549,0,143,0,43,0,18.23,1,36.9,32,26,0.31,26
18791,7,394854,497807,272255,134,3910,11252,40785,49,3027,4028,1876,7,2644,4009,2011,7,1418,2214,770,7,339,346,662,0,10344,8004,2270,1898,1.45,16,174.7,0,0,0.00,0
18891,8,420781,440295,236535,372,5631,24792,40282,194,3228,3400,1802,7,2963,4123,2233,8,1603,2104,1052,7,334,363,385,0,40598,38825,12128,11912,-5.69,57,128.2,0,0,0.00,0
18991,9,424354,351335,191358,296,6192,48673,44048,73,3094,2486,1338,12,3128,3383,1772,14,1774,1726,943,13,328,380,158,0,37309,36515,17800,17590,-8.96,6,111.3,8,7,0.29,6
19091,10,437814,282129,145608,47,5688,48094,44319,0,3776,1861,665,2,3374,2320,950,5,1931,1186,395,4,367,310,82,0,16726,16116,12639,12469,-7.80,0,0.0,45,41,0.49,40
19191,11,510988,302532,135051,39,5145,40286,42357,22,4482,2058,603,0,3370,1913,497,1,1898,1036,175,1,369,268,80,0,626,560,458,437,-3.16,0,0.0,25,21,1.48,20
19291,0,570492,331582,146386,49,4690,26712,50875,0,4201,2284,612,4,3930,2004,497,3,2105,1037,190,3,367,282,108,0,111,21,7,0,16.20,0,0.0,3,1,7.75,1
19391,1,594602,355975,150117,184,6032,10152,71899,0,4217,2409,623,3,3901,2272,835,4,1835,1050,461,4,358,353,132,0,60658,55386,20332,18522,-3.26,169,145.4,0,0,0.00,0
19491,2,588281,365456,130691,105,6871,18942,82236,0,4299,2510,386,1,5017,2728,463,1,2501,1360,166,1,467,314,135,0,82537,81266,40143,39867,-11.58,80,116.1,0,0,0.00,0
19591,3,502522,319981,121276,100,8031,27672,85831,0,3374,1936,296,0,3782,2467,507,0,1839,1109,214,0,453,382,125,0,80150,79612,55264,55074,-15.05,3,83.4,19,16,0.16,16
19691,4,459472,283740,108188,100,7912,27444,88171,0,3237,1899,206,0,3206,2326,313,0,1576,979,112,0,412,411,83,0,65511,65229,52804,52726,-13.51,0,0.0,61,52,0.48,52
19791,5,461375,302551,112110,119,7268,26010,84181,0,3654,2419,294,2,3421,1808,214,0,1831,887,77,0,395,253,70,0,2827,2722,2411,2383,-8.10,0,0.0,158,131,1.68,128
19891,6,487875,348663,119893,549,6442,11524,46927,9,4241,3048,442,13,4107,3241,425,11,2512,1986,123,9,424,267,199,0,677,183,122,68,13.96,2,132.0,14,11,1.32,11
19991,7,487053,325518,127777,866,6262,7491,17702,143,3999,2589,717,12,3598,2886,631,18,1986,1480,250,14,402,335,186,0,8261,6020,3030,2474,2.58,24,146.2,0,0,0.00,0
20091,8,556454,295773,127594,785,6964,20406,18978,264,3876,2144,603,6,3025,2278,711,11,1492,1073,299,8,355,275,182,0,20054,18190,7376,7014,-4.56,22,191.1,0,0,0.00,0
20191,9,566603,265256,120309,450,7989,42119,23283,247,3627,1759,588,2,4133,2241,697,1,2105,1049,256,0,370,295,153,0,20701,19797,9542,9314,-7.75,4,248.9,2,1,2.00,1
20291,10,512938,237569,107765,472,8196,43682,23874,207,3298,1604,479,0,3586,1675,659,2,1666,827,230,0,501,192,157,1,10495,9705,6818,6646,-7.11,0,0.0,23,19,0.62,18
20391,11,475747,257193,96981,524,7283,31180,22808,216,2927,1882,402,5,3231,1980,443,9,1446,1172,143,5,571,205,89,3,497,396,451,375,-4.27,0,0.0,25,20,1.54,20
20491,0,467527,267037,100517,306,5667,16968,33000,20,3291,1905,434,18,2805,1571,336,20,1188,801,98,16,470,244,86,3,442,319,230,197,1.80,0,0.0,2,1,9.50,0
20591,1,512162,306750,112849,345,5547,11580,62558,0,3408,2353,373,10,3259,2166,309,17,1616,1092,118,13,424,294,74,1,46940,42255,15979,14268,-2.81,135,130.0,0,0,0.00,0
20691,2,462316,313502,116575,194,5723,31640,83180,0,2493,2295,265,9,3158,2240,286,13,1329,1090,96,9,385,276,68,3,78260,76399,31431,30833,-10.34,71,118.0,0,0,0.00,0
20791,3,404708,348718,115222,34,5475,66087,89077,0,2456,2554,216,2,2751,2178,291,4,1153,1087,96,3,410,257,72,0,84906,84053,47139,46845,-12.93,27,89.1,8,8,1.47,8
20891,4,356472,408680,107742,22,5775,84930,91215,0,2820,3287,191,2,3207,2576,272,3,1731,1190,79,2,441,363,110,0,60053,59831,43752,43632,-12.67,0,0.0,63,57,0.35,56
20991,5,338506,470445,113296,65,5341,85357,86338,0,2321,3490,329,10,2185,3172,178,10,1138,1678,48,10,337,299,85,0,6370,6071,5098,4879,-8.63,0,0.0,151,109,1.62,106
21091,6,386083,483598,138317,309,4519,44087,46310,56,2666,3584,742,10,1932,3720,520,8,948,1937,168,8,285,361,194,0,784,551,724,551,3.67,3,175.0,11,9,1.56,9
21191,7,410317,415531,149964,305,5199,12044,20281,0,2513,3152,986,3,2434,4362,970,4,1140,2097,405,3,253,484,237,0,4201,3252,2747,2217,-0.13,18,146.5,0,0,0.00,0
21291,8,399052,336061,161248,236,5129,25702,16692,123,2492,2608,1174,2,2820,3066,1046,3,1349,1609,505,2,353,380,164,0,16166,14501,6575,6184,-4.65,27,141.7,0,0,0.00,0
21391,9,372158,276180,164039,374,5471,50135,23197,216,2485,1949,1078,3,2420,2631,1226,1,1179,1277,574,0,391,352,159,1,19768,18485,8557,8350,-6.81,7,176.2,6,6,0.50,5
21491,10,385651,257162,150067,671,6014,49039,28668,255,2921,1807,848,8,2414,1767,1009,12,1164,907,426,7,377,243,141,2,15644,10670,4934,4780,0.76,0,0.0,26,23,1.12,22
21591,11,401447,294652,136129,630,5582,46450,33686,264,3151,2118,581,1,2986,1764,690,5,1630,964,234,1,348,204,117,3,2742,1871,663,631,1.86,0,0.0,20,17,1.35,17
21691,0,456899,316527,132887,307,6168,25939,45075,26,4151,2425,564,1,3166,2571,627,8,1764,1370,197,1,305,330,137,2,496,458,487,458,-5.27,1,148.2,3,1,8.25,0
21791,1,475352,290564,134449,30,7053,9113,82289,22,3782,2202,486,1,4133,2485,492,1,2371,1207,199,1,297,308,89,0,64811,60317,24075,22278,-4.85,194,142.9,0,0,0.00,0
21891,2,449626,300083,140380,95,6590,21605,95743,0,3105,2016,532,6,3360,1690,423,7,1608,823,189,6,333,258,83,1,93090,92006,44805,44407,-11.28,69,141.7,0,0,0.00,0
21991,3,401871,325104,144145,146,6816,34867,97874,0,2816,2262,677,22,3018,2211,806,22,1457,1102,513,22,340,213,79,0,94249,93678,60040,59931,-13.72,11,136.5,12,12,2.38,12
22091,4,390883,320943,126994,25,7003,39210,98693,0,3186,2112,364,4,3172,2468,511,5,1857,1142,244,4,324,363,98,0,77375,76960,62364,62138,-13.61,1,31.1,37,35,1.41,35
22191,5,399764,329789,129618,75,6428,34983,89078,0,3111,2421,450,3,2804,2040,328,2,1548,1058,129,2,353,259,109,0,5570,5067,4433,4207,-7.36,1,434.6,214,162,0.99,162
22291,6,413612,370745,145498,34,6215,15893,49994,0,2892,3205,748,5,2800,3047,663,8,1481,1741,232,7,309,353,237,0,546,273,344,257,6.77,2,159.1,12,10,2.40,10
22391,7,417237,359940,155437,96,7327,17196,36554,19,2931,2897,887,3,2427,3245,827,2,1113,1623,290,1,311,427,242,0,15149,13145,3169,2554,-1.75,22,171.4,0,0,0.00,0
22491,8,463712,319944,141408,223,7485,34299,32849,95,3566,2144,792,5,3389,2626,1089,4,1961,1357,501,4,328,210,174,0,32558,30901,9327,8878,-7.95,25,133.4,0,0,0.00,0
22591,9,437144,257350,119511,195,8128,50623,36246,47,3081,1606,521,1,3311,2290,661,4,1711,1023,226,3,387,263,124,0,35475,34619,16624,16322,-11.07,7,116.1,2,2,1.88,1
22691,10,452485,228034,110954,108,8294,51285,38093,4,3579,1288,369,2,3084,1437,421,2,1571,629,120,2,393,228,83,0,22008,21469,15827,15701,-11.16,0,0.0,26,23,1.50,20
22791,11,468175,235900,118408,51,7798,40898,40230,0,3661,1437,498,0,3881,1414,343,1,2151,707,104,0,412,190,77,1,4979,4900,4039,4017,-10.21,0,0.0,25,23,1.75,22
22891,0,431887,264157,142169,24,7203,22358,49811,0,2949,1913,661,2,2892,1573,423,3,1322,765,146,2,374,263,130,0,559,491,475,443,-4.65,0,0.0,3,2,4.25,1
22991,1,450713,324384,158102,42,6189,14833,85663,0,3257,2685,623,1,2721,2182,612,4,1364,1134,235,3,338,274,153,1,66000,60950,18839,17268,-3.26,149,152.5,2,1,12.25,1
23091,2,494343,340968,161502,73,6499,23285,103124,0,3356,2823,511,1,3303,2944,475,5,1704,1747,180,3,316,258,80,1,102979,101685,45779,45550,-10.95,109,122.4,0,0,0.00,0
23191,3,457017,296031,162575,78,7040,33427,109585,0,2814,2194,495,2,3068,2760,582,4,1431,1478,262,2,371,291,83,1,100752,100309,65700,65581,-13.55,10,138.1,15,13,0.10,13
23291,4,416416,283106,144253,316,6573,42628,115092,0,2737,1868,365,10,2940,1816,573,13,1316,766,264,9,415,315,88,4,83049,82459,66207,66078,-12.93,1,139.2,77,68,0.72,66
23391,5,424127,334515,146349,239,6602,43321,106284,0,3316,2610,369,22,3194,1894,259,31,1756,922,64,26,420,232,106,0,8572,8304,7814,7652,-9.63,2,155.2,154,126,0.99,126
23491,6,450900,391535,164255,600,5979,15672,55149,4,3539,3468,727,21,2691,3269,536,17,1355,1918,177,14,328,282,218,1,568,270,339,250,4.45,1,50.9,22,20,0.71,20
23591,7,492986,384364,184801,715,6305,10541,34429,49,3473,3002,903,15,3543,3262,755,19,1962,1756,275,17,302,344,230,0,16177,14530,5797,5224,-1.21,46,188.0,0,0,0.00,0
23691,8,451392,351053,193118,415,7615,32410,30559,32,2812,2511,1044,3,3117,2726,1140,15,1549,1422,445,8,340,249,268,1,31431,29488,12001,11856,-6.31,31,154.8,0,0,0.00,0
23791,9,471768,324794,180081,526,8503,56978,34534,318,3321,2349,896,3,2542,2870,1024,13,1164,1392,374,7,425,390,204,2,32729,31614,18386,18363,-8.72,3,157.5,3,3,0.67,3
23891,10,504536,342198,164181,199,8330,65203,36334,119,3585,2863,795,1,3725,2162,932,7,2020,1217,330,3,438,262,158,3,20427,19904,14967,14887,-9.96,0,0.0,30,28,0.35,28
23991,11,502290,401320,158988,98,7168,71234,41013,42,4239,3304,767,0,3851,2889,741,2,2136,1802,282,0,459,265,148,0,813,718,809,718,-5.02,0,0.0,43,37,0.57,36
24091,0,536250,410935,176117,63,5419,32902,59552,0,5118,3496,822,0,4753,4090,645,3,2957,2593,202,1,434,317,154,1,12,6,0,0,7.90,0,0.0,5,4,0.12,4
24191,1,606431,359975,194977,115,4841,12499,126466,0,4960,2666,754,0,3646,3318,636,7,1933,1745,328,3,391,415,100,1,107722,103512,29901,28659,-5.38,225,157.0,2,1,12.75,0
24291,2,691532,327784,201125,6,5259,23468,139188,0,5204,2384,828,0,5697,2396,796,1,2817,1260,454,0,393,342,120,0,137553,135940,58719,58441,-11.65,64,143.9,1,0,0.00,0
24391,3,584936,334352,203561,0,6339,39178,144867,0,4667,2244,795,0,5032,2134,864,0,2523,990,468,0,415,352,135,0,141271,140526,88159,88139,-14.87,5,150.7,8,8,0.91,8
24491,4,566115,365676,183354,0,7124,55546,148375,0,4738,2288,487,0,4394,2207,703,0,2421,1086,366,0,480,331,115,0,129840,129601,99584,99484,-14.55,0,0.0,34,33,0.83,32
24591,5,588220,388324,178463,51,7388,45334,133552,0,4927,2445,506,4,4778,2220,463,3,2581,1049,154,3,447,298,185,0,4858,4764,4490,4464,-10.49,0,0.0,228,174,0.87,174
24691,6,545444,411097,192637,51,7073,16408,72454,0,4427,3124,1009,9,5165,3388,898,14,2951,1657,297,14,421,489,375,0,590,201,50,26,9.62,0,0.0,24,22,1.14,22
24791,7,472501,379522,193721,451,6550,9646,34197,61,3235,2802,1083,31,3537,3122,1215,32,1708,1629,466,32,435,446,342,0,7667,5919,3105,2607,0.80,27,173.7,0,0,0.00,0
24891,8,457258,303925,159902,370,6554,21702,14935,99,3355,1978,940,20,3218,2907,1562,18,1615,1327,631,16,398,416,293,0,15781,14578,6997,6649,-4.17,30,117.2,0,0,0.00,0
24991,9,417693,217860,109794,291,6385,33339,16839,123,2514,1414,572,5,3207,2410,1000,12,1560,1094,402,9,409,361,181,0,15043,14387,8196,8039,-7.14,1,116.8,7,7,0.00,7
25091,10,378230,194491,70632,3,5269,37741,15760,0,2532,1050,316,0,2644,984,598,1,1180,434,231,1,396,162,117,0,8328,7802,6227,6071,-7.27,0,0.0,20,16,1.03,15
25191,11,342251,214015,56337,44,4558,32019,13937,0,2194,1388,180,2,2406,1206,240,5,1118,529,80,3,380,197,61,1,510,489,496,489,-8.06,0,0.0,31,26,1.78,23
25291,0,338771,259453,57013,77,4011,13445,17339,0,2450,1929,224,0,2326,1339,180,1,1138,658,37,0,311,195,67,1,89,69,89,69,-3.52,0,0.0,0,0,0.00,0
25391,1,322512,331031,67151,50,4536,9102,37954,0,2288,2456,221,0,2471,1624,141,1,1241,755,58,0,296,197,42,1,27720,26205,12150,11415,-4.47,99,169.2,0,0,0.00,0
25491,2,317769,361121,74475,76,4880,16836,45880,6,2088,2681,266,0,1975,3201,226,3,855,1786,87,0,263,268,49,2,45246,43985,22308,22016,-9.65,42,133.4,0,0,0.00,0
25591,3,319132,315082,74299,48,4326,33299,50454,0,2463,2471,263,4,2263,2881,423,1,1206,1407,233,1,266,396,47,0,44680,44380,28328,28295,-13.51,6,160.5,4,3,0.00,3
25691,4,365954,330477,66366,203,4337,49276,53722,0,3615,2529,186,4,2847,1994,204,10,1610,1010,96,7,254,292,42,2,33918,33549,27677,27538,-13.92,0,0.0,28,22,1.03,22
25791,5,429934,410053,73934,136,4468,50987,49015,0,4750,3736,306,8,3790,2988,183,13,2462,1840,84,9,270,234,48,0,2858,2711,2455,2385,-9.34,0,0.0,102,97,1.44,96
25891,6,527489,473680,93742,191,3826,28902,33748,0,4657,4136,515,19,3778,3939,310,17,2200,2306,129,16,227,330,88,0,262,173,100,65,3.02,1,151.6,13,13,1.67,12
25991,7,544119,461237,113403,320,4690,20565,23012,5,4268,3775,722,19,4524,4013,622,23,2496,2369,298,21,238,374,97,1,8075,6614,1545,1239,-0.81,15,203.4,0,0,0.00,0
26091,8,469304,393107,120850,355,5245,33939,25270,6,3117,3128,835,12,3898,4257,837,16,1888,2205,416,12,351,534,134,0,25551,23485,5228,4907,-5.12,21,145.9,0,0,0.00,0
26191,9,376665,290787,113971,719,5615,50483,30674,107,2759,2083,543,15,3582,2879,653,19,1785,1508,267,14,441,406,105,0,30170,29083,8963,8608,-8.47,3,134.1,2,2,1.75,2
26291,10,319417,301147,112779,355,5666,63741,31962,36,2530,2005,568,5,2867,1478,440,12,1543,761,170,9,390,200,91,0,18848,18482,9001,8919,-9.91,0,0.0,20,17,0.81,17
26391,11,305822,349182,128153,532,5140,59205,30002,58,2756,2546,605,6,2679,2118,477,12,1567,1134,193,7,331,254,91,0,1050,879,386,386,-4.86,0,0.0,18,15,1.57,14
26491,0,322516,387371,152679,95,4173,29889,49310,0,2761,3223,901,1,2200,3157,596,7,1221,1713,271,4,247,396,126,0,360,220,254,181,2.18,0,0.0,0,0,0.00,0
26591,1,362508,389887,175048,20,4835,22254,107273,0,2889,3068,833,0,2648,3113,634,2,1493,1677,324,1,221,295,83,0,80667,76537,29075,27992,-3.96,219,154.2,0,0,0.00,0
26691,2,374532,345132,187995,19,5744,23952,117195,0,3132,2323,810,1,3202,2935,726,1,1766,1517,411,1,230,282,76,0,116378,115105,55069,54919,-10.50,93,123.3,0,0,0.00,0
26791,3,392223,305952,174632,12,5057,29669,122524,0,3207,1986,542,0,2575,2520,873,2,1336,1093,436,0,295,400,90,2,115453,115210,76308,76300,-14.60,6,112.5,13,11,0.27,11
26891,4,399249,277918,157969,0,4754,39867,127473,0,3233,1679,416,0,3705,1835,496,0,2083,853,255,0,260,288,61,0,101576,101341,81191,81040,-13.72,0,0.0,57,52,0.44,52
26991,5,392838,274805,164703,33,5239,31139,116501,0,3178,1768,502,3,2512,1601,326,3,1183,687,114,3,268,253,100,0,5674,5533,5012,4960,-9.77,0,0.0,234,199,0.51,198
27091,6,457266,299176,179304,103,5252,12562,69042,0,3727,2034,763,2,3210,2013,678,5,1741,874,262,3,270,310,262,1,437,308,300,230,1.26,3,112.6,14,14,0.07,14
27191,7,480557,317195,193141,219,4490,11763,35496,117,3704,2328,1041,6,3224,2146,877,7,1572,1052,356,5,290,237,260,0,8454,6879,3936,3267,-1.24,32,170.6,0,0,0.00,0
27291,8,535389,311621,183888,948,4657,28802,34172,463,4254,2541,911,34,3795,2876,1258,28,1995,1408,528,26,346,401,297,0,33633,32108,13874,13678,-5.15,61,136.6,0,0,0.00,0
27391,9,554434,284299,147433,1386,5560,44716,37737,787,4479,2328,669,27,4101,3102,1083,36,2216,1795,383,31,357,244,226,0,35915,34882,18337,18170,-8.51,1,146.7,4,4,0.00,4
27491,10,541988,265895,121510,797,5977,49757,37239,510,4406,2020,588,9,5118,1686,731,17,2960,935,318,14,393,157,141,0,12833,12387,8414,8348,-9.66,0,0.0,55,52,0.27,52
27591,11,455525,288936,118308,415,6064,46399,33094,19,3659,2253,533,8,3828,2298,545,17,1963,1291,207,9,444,202,105,1,1183,1107,903,872,-8.08,0,0.0,35,30,0.31,30
27691,0,490074,278189,128206,61,5200,20002,41988,0,4179,2202,724,0,3375,2423,542,4,1825,1288,206,1,419,295,140,0,330,240,288,229,-0.19,0,0.0,3,1,7.75,0
27791,1,520559,301326,145333,31,4171,12138,79845,2,4010,2580,699,1,4545,2086,681,5,2332,1130,344,0,351,240,127,3,60922,57686,19940,18864,-4.20,167,138.5,0,0,0.00,0
27891,2,443151,364395,143076,26,4341,14591,83936,0,3323,3239,623,0,3698,2946,679,1,1849,1735,341,1,335,238,91,0,83164,81905,35882,35465,-10.59,63,114.8,0,0,0.00,0
27991,3,406109,339014,126888,17,4873,24721,86606,0,2969,2660,395,0,2781,3346,658,1,1386,1840,332,0,316,322,98,1,84602,84333,51669,51562,-14.98,10,153.1,7,6,1.88,6
28091,4,445282,303779,107351,44,4900,37409,88380,0,3201,2202,205,0,2677,2084,350,2,1193,1169,125,1,376,238,88,0,72312,71833,56015,55734,-13.70,0,0.0,50,47,1.46,45
