step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,16350,10232,156475,880268,846296,709107,14686,57099,393,1,222377,5121685,184941.312,78731.141,0.8882,66386.541,0.231,0.291,0.259,0.219,0.646,0.309,747,0.0264,0.5901,0.100,6.7,35.9,74.8,37.04,1.83,3.98,2.00,29.23,7.53,1.034,0.098,0.029,0.030,14.303,0.428,0.0024,132,462,1485,10344,44,0,0.000,5901,1603,3791,10956,566,4200,11584,0.00,0.84,20909,44.4503,79525,9938,552847,8506.5,-0.0,416450,33.062,2617220.592,1.12e-14,0.00028,28.91,257621,101.877,2.243,98.537,1.098,101.881,13731,703,1916,0.4462,0.827,1.017,1.258,1.023,0.947,1.147,37009.710,11305.910,182202.816,37714.622,31410.415,6355.455,3660.254,2328.892,0.731,0.553,0.519,0.860,0.702,0.645,8077,86868,0.4147,0.6917,0.6685,0.9998,0.0498,0.0501,0.6534,0.7882,0.7543,0.0480,0.0723,0.0509,0.0000,0.6528,0.9360,0.1582,0.7075,0.9190,0.00353,13207,0.9999,0.7889,0.7522,0.9975,0.0498,0.0501,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0375,4.9900,4.9733,0.1141,0.1598,0.1359,0.263,0.326,0.297,0.287,0,0.0000,0.0000,0.0000,0.00366,0.00183,0.00169,19.37,22.21,22.61,52.8480,0.0230,68.0577,12.2380,20.8239,1072040,1527571,0.6553,0.0080,2087.6,52.8480,20.50,0,0,0,0,0,0,6533,12344.601,11155.021,0.9827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-16
2000,12153,3417,68088,148134,134253,78746,1300,30353,236,0,279449,2431534,35860.345,30900.265,0.9452,14392.592,0.143,0.518,0.198,0.141,0.527,0.325,468,0.0708,0.5658,0.088,10.0,34.8,68.0,33.20,1.57,7.31,1.07,23.25,7.40,1.118,0.213,0.063,0.064,8.575,0.393,0.0038,102,708,687,14493,38,0,0.000,5377,2209,2714,7230,339,1068,10746,0.00,6.70,18635,19.8521,79719,14093,510021,2870.4,0.0,487742,17.241,2617220.592,4.54e-14,0.00005,7.39,47615,35.276,2.291,32.396,0.589,35.279,4977,2297,4879,0.2934,0.903,1.076,1.396,1.152,0.935,1.168,11606.307,10850.884,21603.051,11584.140,17065.747,10497.627,2417.245,3592.801,0.563,0.464,0.526,0.599,0.478,0.486,16824,29777,0.5163,0.6018,0.5189,1.0000,0.0442,0.0570,0.6976,0.9385,0.8702,0.0817,0.0287,0.0226,0.0000,0.0000,0.7799,0.1276,0.5659,0.8835,0.00353,4312,0.9996,0.7949,0.7402,0.9977,0.0442,0.0570,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2349,4.9822,4.9446,0.0559,0.1054,0.0871,0.173,0.160,0.177,0.181,0,0.0000,0.0000,0.0000,0.00314,0.00089,0.00072,19.77,26.37,25.58,486.6825,0.0736,28.7870,9.9690,7.2721,1084405,1524353,1.2288,0.0175,3385.7,486.6825,18.69,0,0,0,0,0,0,7607,16507.673,14835.863,0.9676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.91e-14
3000,11383,2204,69484,149960,137561,79078,1398,23427,190,0,211401,2223601,36088.631,24475.860,0.9253,12249.696,0.080,0.636,0.147,0.138,0.501,0.346,447,0.0755,0.6399,0.090,12.7,33.9,62.8,30.26,1.48,8.24,0.64,19.90,7.11,1.180,0.239,0.099,0.102,6.152,0.274,0.0037,75,350,542,15144,65,0,0.000,5155,1070,2412,7901,310,1375,9698,0.50,11.95,24168,23.7728,79903,13983,470584,2816.6,-0.0,526985,11.097,2617220.592,2.37e-14,0.00269,29.63,46892,26.934,2.285,24.211,0.438,26.937,4718,2450,4215,0.2969,0.946,1.132,1.504,1.254,0.962,1.225,13513.160,14304.051,11623.912,13437.871,23276.543,5386.264,1907.081,4932.819,0.494,0.520,0.494,0.523,0.517,0.547,20100,34184,0.5358,0.4054,0.3235,0.9997,0.0407,0.0464,0.7059,0.9453,0.9629,0.0779,0.0215,0.0290,0.0000,0.6672,0.9530,0.0319,0.5666,0.9076,0.00355,6270,0.9993,0.7880,0.7989,0.9973,0.0407,0.0464,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0685,4.5347,4.8429,0.0426,0.0539,0.0452,0.096,0.080,0.105,0.100,0,0.0000,0.0000,0.0000,0.00385,0.00127,0.00091,18.47,26.03,25.35,766.5129,0.0591,37.0381,3.0673,8.0297,1086884,1523900,1.5835,0.0209,4212.6,766.5129,21.70,0,0,0,0,0,0,6183,12226.165,10900.352,0.9568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.85e-15
4000,9728,2012,72099,143293,129320,70039,1155,25546,220,0,285100,2818745,34693.091,26640.791,0.9210,10230.452,0.056,0.776,0.083,0.086,0.500,0.350,485,0.1070,0.6422,0.077,16.9,37.2,61.7,30.70,1.72,9.10,0.50,19.37,6.80,1.248,0.245,0.159,0.164,5.764,0.255,0.0038,78,327,506,17243,93,0,0.000,4640,791,2271,6666,216,1740,7772,4.25,14.13,26555,26.5023,80145,14994,440892,2187.2,0.0,561077,10.389,2617220.592,1.10e-14,0.00041,25.00,47192,27.996,2.297,25.340,0.360,28.000,4632,1786,3310,0.2817,0.906,1.221,1.608,1.301,0.945,1.336,11264.248,10352.552,17918.374,11150.850,15854.318,9528.690,1852.245,5029.405,0.531,0.490,0.472,0.511,0.490,0.471,25834,36951,0.4221,0.3992,0.3582,0.9994,0.0471,0.0529,0.7225,0.8729,0.9270,0.0912,0.0199,0.0289,0.0000,0.3266,0.9183,0.1266,0.5946,0.9376,0.00353,2534,0.9989,0.7456,0.8075,0.9975,0.0471,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0445,4.5828,5.0339,0.0357,0.0658,0.0542,0.083,0.070,0.114,0.076,0,0.0000,0.0000,0.0000,0.00424,0.00109,0.00075,16.90,25.49,24.54,1495.4102,0.0962,27.3526,3.4195,6.9698,1088605,1523244,1.5509,0.0230,4255.4,1495.4102,26.23,0,0,0,0,0,0,8503,16410.339,14536.500,0.9517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
5000,10168,2281,70283,147552,133039,76184,1085,25268,197,0,283825,2920112,36173.184,26783.047,0.9345,10205.055,0.055,0.788,0.068,0.089,0.508,0.349,241,0.0989,0.6253,0.068,17.1,39.9,64.8,31.78,1.96,8.73,0.64,20.45,6.97,1.270,0.233,0.166,0.172,6.377,0.281,0.0038,81,347,550,18917,73,9,0.156,4890,694,2408,7066,512,1504,8152,3.64,13.64,25785,26.6098,80289,16705,416279,2460.5,-0.0,592707,10.550,2617220.592,1.69e-14,0.00193,13.90,48855,29.055,2.287,26.382,0.385,29.058,4982,1709,3477,0.3023,0.898,1.243,1.655,1.272,0.970,1.413,10012.954,10530.071,21143.984,9866.203,15368.053,9705.325,1951.735,4920.932,0.527,0.510,0.485,0.581,0.435,0.481,31803,33211,0.4896,0.3234,0.2495,0.9995,0.0415,0.0524,0.6396,1.0467,0.9932,0.0967,0.0086,0.0281,0.0000,0.0000,0.9096,0.0442,0.5412,0.8963,0.00354,2523,0.9994,0.7869,0.8844,0.9977,0.0415,0.0524,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1565,4.4751,5.1826,0.0390,0.0823,0.0725,0.095,0.069,0.150,0.104,0,0.0000,0.0000,0.0000,0.00386,0.00086,0.00072,14.30,26.42,25.83,1453.0199,0.0944,25.6291,3.4568,7.0928,1089399,1521754,1.5892,0.0294,4371.3,1453.0199,20.58,0,0,0,0,0,0,8644,16577.992,14686.352,0.9517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.22e-15
6000,9498,1790,63723,118799,105081,53865,1211,20630,229,0,236895,2391745,29779.818,22143.529,0.9913,7466.761,0.051,0.812,0.058,0.079,0.478,0.373,327,0.0950,0.6240,0.069,12.3,36.1,58.9,26.73,1.35,7.64,0.30,17.45,7.21,1.363,0.224,0.122,0.127,5.118,0.252,0.0036,74,344,471,22777,82,10,0.154,4473,604,2692,6202,176,1230,8092,5.00,14.28,30060,27.8008,80535,18535,398922,2364.6,-0.0,615680,8.626,2617220.592,9.43e-15,0.00024,34.46,41073,25.124,2.293,22.441,0.391,25.127,4075,1847,3576,0.2527,0.968,1.448,1.774,1.449,0.968,1.468,8809.284,10083.503,14555.379,8707.081,13984.119,7849.949,1701.155,5125.665,0.496,0.490,0.456,0.501,0.415,0.438,39336,33414,0.4980,0.3260,0.2195,0.9998,0.0401,0.0469,0.7675,0.9104,1.0398,0.0917,0.0109,0.0236,0.0000,0.8008,0.9490,0.1149,0.6177,0.8956,0.00354,1592,0.9985,0.7526,0.8631,0.9980,0.0401,0.0469,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0126,4.7639,4.9588,0.0358,0.0401,0.0367,0.064,0.031,0.081,0.046,0,0.0000,0.0000,0.0000,0.00423,0.00080,0.00057,17.09,25.29,24.75,1239.2048,0.0856,22.9655,2.8275,5.7984,1091822,1520651,1.9293,0.0355,4671.1,1239.2048,21.33,0,0,0,0,0,0,8528,14676.768,12887.783,0.9453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.02e-15
7000,8528,2041,79587,173711,157717,92596,1528,24601,367,0,299020,3183324,40413.273,29117.398,0.9328,11685.194,0.050,0.805,0.088,0.058,0.505,0.363,315,0.1161,0.6358,0.060,14.1,38.0,65.4,27.84,1.62,9.04,0.26,16.92,7.04,1.425,0.243,0.146,0.148,5.671,0.290,0.0035,70,321,477,24331,61,13,0.274,4214,299,2049,6180,175,1235,7118,4.50,12.76,29276,28.5473,80679,16938,380780,2975.4,-0.0,637738,9.956,2617220.592,9.43e-15,0.00027,8.15,57447,30.105,2.284,27.503,0.318,30.108,3838,1371,3319,0.2005,0.990,1.546,1.813,1.455,0.963,1.582,11399.693,13220.774,21585.032,11293.175,19220.261,8707.605,1530.808,7193.791,0.502,0.537,0.492,0.590,0.486,0.512,41588,40371,0.4447,0.2009,0.2337,0.9997,0.0411,0.0463,0.6967,0.9385,1.0594,0.0945,0.0154,0.0258,0.0000,0.0000,0.6430,0.1334,0.6094,0.9017,0.00355,2929,0.9990,0.7778,0.8575,0.9981,0.0411,0.0463,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3112,4.7280,4.8694,0.0388,0.0386,0.0324,0.045,0.044,0.070,0.035,0,0.0000,0.0000,0.0000,0.00418,0.00085,0.00063,17.94,25.64,25.20,1395.0970,0.0913,30.8658,3.2577,6.6980,1093520,1519097,1.8660,0.0337,4789.4,1395.0970,18.29,0,0,0,0,0,0,12289,17432.204,15160.332,0.9432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.87e-15
8000,12357,1799,66709,125531,110714,57449,1373,20237,271,0,235007,2573701,31401.869,23519.965,1.0012,8814.644,0.050,0.815,0.061,0.074,0.481,0.377,256,0.0735,0.6452,0.060,12.7,37.0,64.0,28.77,1.49,9.41,0.25,17.62,6.95,1.363,0.259,0.130,0.135,4.961,0.237,0.0034,74,344,410,22448,53,14,0.525,5894,837,2249,9271,319,1273,10765,6.00,14.38,32581,29.8124,80861,18924,367542,2915.3,-0.0,653280,8.085,2617220.592,5.25e-14,0.00014,22.50,41148,26.158,2.290,23.155,0.713,26.162,4497,2722,5138,0.2479,0.994,1.297,1.853,1.455,0.981,1.485,9150.652,9883.756,16758.596,9065.556,14392.361,7550.365,1579.003,5575.953,0.490,0.505,0.463,0.529,0.394,0.431,46214,30639,0.4080,0.2770,0.2313,0.9996,0.0394,0.0447,0.7019,0.9949,0.9582,0.1041,0.0180,0.0222,0.0000,0.3755,0.9440,0.0353,0.5816,0.8935,0.00356,1709,0.9995,0.8677,0.8526,0.9979,0.0394,0.0447,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0432,4.4019,4.7085,0.0358,0.0331,0.0223,0.036,0.031,0.041,0.042,0,0.0000,0.0000,0.0000,0.00404,0.00059,0.00050,17.14,26.10,25.99,1147.5742,0.0798,23.7849,2.6978,5.3869,1094790,1516157,1.9047,0.0376,5116.7,1147.5742,18.23,0,0,0,0,0,0,10024,14705.321,12716.689,0.9471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.01e-15
9000,10328,2397,62066,117951,104771,54783,1102,22499,216,0,231842,2633029,29361.772,23324.944,1.0176,8580.247,0.048,0.829,0.046,0.077,0.486,0.376,374,0.0872,0.6202,0.059,18.0,38.4,65.8,29.44,1.76,8.80,0.36,18.53,6.66,1.368,0.229,0.153,0.157,5.428,0.220,0.0037,82,342,385,19441,40,16,0.159,5297,1233,2858,6237,194,1753,8381,3.50,11.14,37283,32.3624,81105,20209,358540,2234.0,-0.0,661996,8.748,2617220.592,2.21e-14,0.00032,26.70,42020,26.183,2.310,23.293,0.580,26.186,5914,1744,2670,0.2438,0.963,1.368,1.818,1.447,0.973,1.452,7837.292,10098.059,15187.803,7751.918,15002.297,8652.566,1486.535,4605.595,0.504,0.528,0.443,0.486,0.419,0.476,50120,31362,0.4938,0.2629,0.2792,0.9994,0.0366,0.0520,0.7395,0.9540,0.9287,0.0867,0.0120,0.0393,0.0000,0.4400,0.9059,0.2245,0.5610,0.9117,0.00353,2044,0.9994,0.8335,0.8252,0.9976,0.0366,0.0520,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9380,4.5941,4.9012,0.0345,0.0481,0.0436,0.073,0.040,0.083,0.070,0,0.0000,0.0000,0.0000,0.00384,0.00066,0.00070,22.88,25.27,24.68,1470.5680,0.0823,23.0406,2.7241,6.0238,1095503,1516036,2.0882,0.0385,5117.3,1470.5680,24.72,0,0,0,0,0,0,7974,14744.696,12938.759,0.9454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-14
10000,7695,2369,76206,167256,150741,89742,1308,23764,214,1,291429,2960369,39049.375,28546.595,0.9389,11445.254,0.066,0.805,0.066,0.063,0.498,0.365,280,0.1274,0.6206,0.066,14.0,38.5,62.8,26.23,1.64,9.00,0.32,15.28,6.38,1.448,0.241,0.159,0.162,5.783,0.278,0.0035,71,328,425,22041,33,17,0.232,3969,1293,1797,4605,147,1381,6167,4.50,11.73,34516,31.1300,81183,19447,346518,2228.1,-0.0,679777,9.500,2617220.592,1.37e-14,0.00275,12.26,59236,30.439,2.317,27.791,0.332,30.442,4013,1263,2419,0.2027,0.998,1.526,1.887,1.548,0.979,1.529,10145.699,11058.380,24203.698,10040.856,16250.075,10633.909,2182.662,4284.770,0.504,0.505,0.486,0.590,0.452,0.515,50856,43027,0.4196,0.2156,0.2566,0.9995,0.0423,0.0537,0.7719,1.0077,0.9516,0.0979,0.0194,0.0304,0.0000,0.0000,0.8534,0.0293,0.5559,0.9298,0.00358,1675,0.9997,0.8815,0.8270,0.9976,0.0423,0.0537,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0202,4.3380,4.8231,0.0405,0.0353,0.0321,0.090,0.036,0.064,0.081,0,0.0000,0.0000,0.0000,0.00401,0.00081,0.00076,6.59,25.56,24.09,1280.5678,0.0939,26.6512,3.2909,6.2089,1097933,1515082,1.8858,0.0365,5333.0,1280.5678,22.53,0,0,0,0,0,0,10158,17101.341,15035.406,0.9439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.42e-15
