step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,571,1.554,0.571,9.05,17837,17501,0,656,556,193030,331204.7,126845.9,0.217,0.488,0.161,0.135,166,49.77,17.18,0.29,2.33,12.38,5.97,3.51,4.84,23.33,10.04,0.02,0.25,0.258,0.126,380,0.047,0.081,0.911,0.002,0.007,51087,47324,3,0.461,0.371,0.560,1921586,0.283,1.649,0.051,19.90,17228,429,0.657,0.229,0.207,1447426,1.06,1.46,0.529,0.433,0.007,25.9,49.0,68.0,99.4,22558,0.086,0.00,0.0025,0.000,5,0.522,0.000,0.475,0.661,5.82,6.54,6.45,0.04,0.021,1.03,1.07,1.08,0.540,0.00259,12.72,13.1212,193.57,121830.1,140078.7,5.262,8.5491,58.393,0.000,0.995,0.497,17.7,26.876,25.447,1628,7496.7,15.50,29.425,7.17,3.345,96.1,1.086,0.135,2.01,12.9968,7421.2,0.4252,0.3054,39.51,1.312,0.102,1.5122,0.0000,0.535,0.100,0.611,0.0000,6.86,0.70,21,37,56,64,25.9008,0.0006,0.4851,0.0000,0.0000,9.1536,100.00,84.2450,276.4581,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0034,0.0015,0.000004,2,0.1057,0.0648,0.0331,89,320,836,0.0000,0.0000,0.0317,0.114,0.3599,0.0085,0.1095,0.0053,0.3849,0.0496,0.0000,0.00031,0.170,0.0035,0.893,0.165,2.73,0.560,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8727,0.0000,0.8887,0.00000,0.04996,0.6255,0.6248,0.2968,1.081,0.330,0.7601,0.9921,0.7580,0.0000,0.0000,0.0000,0.0000,0.1652,1.6155
20000,521,1.747,0.975,12.32,5028,4753,0,322,1,71624,75328.1,32377.1,0.263,0.641,0.064,0.032,195,42.44,16.82,0.93,3.03,7.71,4.05,3.92,5.71,15.65,9.81,0.28,0.77,0.200,0.120,365,0.067,0.102,0.871,0.006,0.021,6222,5306,1,0.985,0.015,0.762,1115274,0.298,2.194,0.097,8.03,2946,538,0.452,0.217,0.129,431764,1.26,1.10,0.466,0.518,0.129,20.5,39.5,64.0,98.4,14702,0.056,0.00,0.0009,0.000,3,0.382,0.000,0.357,0.286,4.58,5.46,5.43,0.29,0.134,1.36,1.08,1.31,0.401,0.00147,1.50,1.3098,178.02,116977.5,140078.7,1.199,1.4416,15.577,0.000,0.990,0.468,11.5,7.046,8.682,2642,13508.6,11.22,5.459,6.10,0.944,212.1,0.172,0.141,1.97,11.0569,5760.6,0.5186,0.3643,28.22,1.561,0.060,0.4878,0.0000,0.417,0.066,0.094,0.0000,5.72,0.78,14,25,46,70,6.5362,0.0000,0.3992,0.0000,0.0000,3.1793,100.00,109.7871,265.9156,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0012,0.000002,2,0.0539,0.0518,0.0455,89,307,1178,0.0000,0.0000,0.0008,0.001,0.1017,0.0051,0.0423,0.0115,0.4822,0.0326,0.0000,-0.00032,0.029,0.0001,0.896,0.194,2.97,0.762,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6466,0.0000,0.6007,0.00000,0.06782,0.6265,0.6258,0.2930,1.847,0.580,0.8445,0.3685,0.1068,0.0000,0.0000,0.0000,0.0000,0.1165,2.1611
30000,696,1.507,0.811,15.57,13456,12641,0,625,1,143433,204239.5,78156.1,0.182,0.698,0.071,0.049,162,47.99,18.71,0.67,2.21,9.13,5.53,3.38,4.82,15.54,8.15,0.21,0.72,0.195,0.101,515,0.034,0.093,0.894,0.004,0.009,16032,12584,6,0.330,0.532,0.540,2794881,0.269,2.017,0.081,19.51,8852,603,0.545,0.197,0.188,1673935,1.22,1.18,0.445,0.537,0.083,24.3,45.8,77.6,102.7,19985,0.076,0.00,0.0019,0.000,10,0.456,0.000,0.452,0.258,4.66,5.55,5.55,0.23,0.088,1.26,1.07,1.28,0.469,0.00233,7.25,3.4192,147.80,116856.1,140078.7,7.171,3.3932,41.280,0.000,0.999,0.435,17.8,18.443,31.055,2147,11188.8,13.24,15.611,5.60,2.339,137.9,0.710,0.132,2.00,11.7717,8193.1,0.5381,0.4294,28.71,1.739,0.099,1.5122,0.0000,0.435,0.111,0.276,0.0000,5.84,0.91,14,25,49,64,17.3017,0.0002,0.4885,0.0000,0.0000,14.2056,100.00,100.4226,344.8051,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0011,0.000003,14,0.1735,0.0575,0.0445,105,340,1274,0.0000,0.0000,0.0010,0.005,0.3323,0.0283,0.1516,0.0086,0.4494,0.0544,0.0000,0.00088,0.045,0.0004,0.746,0.267,2.80,0.540,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7139,0.0000,0.9369,0.00000,0.04730,0.6421,0.6415,0.3099,1.380,0.531,0.7155,0.9590,0.3051,0.0000,0.0000,0.0000,0.0000,0.1626,1.9991
40000,618,1.748,0.818,17.22,5494,5095,0,474,1,89279,90957.5,42947.9,0.259,0.629,0.089,0.023,173,48.72,18.45,0.35,2.13,10.42,4.96,4.81,4.29,13.26,7.55,0.03,0.29,0.225,0.109,448,0.028,0.073,0.909,0.000,0.018,6815,5502,4,0.595,0.170,0.822,1343641,0.354,2.012,0.081,8.91,3977,482,0.481,0.179,0.223,467484,1.08,1.63,0.406,0.529,0.016,21.1,52.2,64.8,153.3,17822,0.068,0.00,0.0011,0.000,12,0.344,0.000,0.465,0.284,4.80,5.63,5.59,0.05,0.026,1.07,1.09,1.09,0.364,0.00159,1.80,1.6682,256.90,116486.5,140078.7,0.248,1.7679,18.477,0.000,1.000,0.395,14.5,8.105,8.864,2210,11174.5,19.71,6.840,6.05,1.004,167.8,0.203,0.136,2.01,13.7482,8496.4,0.6020,0.4043,28.84,1.821,0.106,0.4878,0.0000,0.307,0.076,0.050,0.0000,6.02,0.48,12,32,36,68,7.4449,0.0002,0.4434,0.0000,0.0000,3.2857,100.00,107.4186,257.5012,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0010,0.000002,2,0.0756,0.0599,0.0468,93,359,1440,0.0000,0.0000,0.0022,0.006,0.1383,0.0101,0.0547,0.0129,0.5320,0.0293,0.0000,-0.00100,0.037,0.0004,0.762,0.194,4.19,0.822,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7614,0.0000,0.6936,0.00000,0.05940,0.5867,0.5861,0.2927,1.612,0.453,0.7379,0.4001,0.1094,0.0000,0.0000,0.0000,0.0000,0.1525,1.9751
50000,632,1.984,1.044,25.10,14798,12812,0,1965,4,289001,203223.6,136178.3,0.281,0.600,0.106,0.013,140,61.08,25.60,0.07,0.67,12.09,7.00,7.32,9.39,14.83,9.95,0.02,0.27,0.207,0.106,498,0.025,0.043,0.940,0.000,0.017,21384,15592,2,0.565,0.386,0.775,3390969,0.342,2.350,0.113,19.79,13571,482,0.471,0.150,0.239,1332942,1.01,1.59,0.413,0.497,0.008,25.6,64.8,87.9,168.2,21682,0.083,0.00,0.0022,0.000,10,0.428,0.000,0.537,0.351,5.23,6.09,6.06,0.03,0.009,1.02,1.01,1.01,0.457,0.00346,8.53,5.2274,195.28,111557.6,140078.7,5.571,6.8631,41.371,0.000,0.998,0.398,14.5,16.912,26.543,2674,15130.3,13.75,16.123,6.00,4.474,258.1,0.950,0.133,2.01,14.8237,9368.6,0.5713,0.4064,34.31,1.989,0.015,1.5122,0.0000,0.278,0.097,0.028,0.0000,6.47,1.03,14,36,49,100,15.3044,0.0000,0.4778,0.0000,0.0000,10.4331,100.00,97.7560,328.8919,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0027,0.0011,0.000004,3,0.0986,0.0570,0.0358,82,328,1176,0.0000,0.0000,0.0101,0.023,0.4476,0.0107,0.1740,0.0142,0.4489,0.0644,0.0000,-0.00051,0.022,0.0001,0.976,0.556,4.45,0.775,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0610,0.0000,1.0350,0.00000,0.05361,0.6002,0.5995,0.3015,1.914,0.630,0.7168,0.9271,0.3541,0.0000,0.0000,0.0000,0.0000,0.1673,2.3187
60000,544,1.831,1.321,26.03,4681,4583,0,179,6,51461,94939.9,29841.5,0.354,0.570,0.061,0.015,155,69.67,40.72,0.71,2.51,8.98,5.81,5.85,8.12,21.71,19.57,0.18,0.64,0.154,0.094,435,0.029,0.097,0.897,0.000,0.006,5713,4636,5,0.311,0.408,0.811,1645225,0.355,2.587,0.137,9.59,4083,654,0.580,0.184,0.103,575486,1.17,0.71,0.421,0.493,0.083,32.9,62.4,121.3,268.2,20265,0.077,0.00,0.0008,0.000,1,0.477,0.000,0.443,0.272,5.49,6.17,6.18,0.21,0.090,1.25,1.03,1.21,0.489,0.00114,2.14,1.5822,154.99,108231.1,140078.7,0.473,2.8298,19.020,0.000,1.000,0.370,13.6,8.739,9.351,3396,19024.7,15.88,7.567,6.33,2.315,342.2,0.377,0.127,2.01,15.5088,8436.8,0.6127,0.4470,37.25,1.992,0.014,0.4878,0.0000,0.262,0.150,0.051,0.0000,6.35,1.53,16,34,64,144,8.3356,0.0000,0.4743,0.0000,0.0000,2.7868,100.00,101.3535,271.8427,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0010,0.000001,1,0.1118,0.0772,0.0640,126,467,1814,0.0000,0.0000,0.0045,0.016,0.0876,0.0215,0.0405,0.0147,0.4445,0.0188,0.0000,-0.00003,0.000,0.0000,0.978,0.606,3.80,0.811,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.7890,0.0000,0.7063,0.00000,0.03354,0.5481,0.5477,0.3270,2.252,0.823,0.8199,0.3713,0.0870,0.0000,0.0000,0.0000,0.0000,0.1529,2.5565
70000,658,1.501,1.338,28.49,13909,12998,0,771,14,138418,227867.1,82929.0,0.266,0.638,0.086,0.009,136,45.37,20.13,0.25,1.41,7.62,5.48,4.33,4.76,12.45,9.33,0.06,0.40,0.174,0.112,516,0.026,0.064,0.927,0.000,0.009,17684,13815,9,0.228,0.532,0.805,3983183,0.313,2.647,0.144,21.45,12146,670,0.599,0.140,0.195,1906727,1.07,1.21,0.400,0.515,0.026,22.0,44.0,68.0,179.6,16216,0.062,0.00,0.0028,0.000,14,0.523,0.000,0.418,0.285,4.20,5.11,5.13,0.07,0.032,1.09,1.01,1.08,0.534,0.00213,9.49,4.2687,134.29,108216.7,140078.7,2.650,6.4569,45.899,0.000,1.000,0.336,15.2,20.695,25.293,3383,19690.6,11.09,18.016,5.78,5.701,359.0,1.480,0.137,2.00,12.6797,8343.2,0.6795,0.4529,24.64,1.996,0.013,1.5122,0.0000,0.149,0.114,0.017,0.0000,5.42,0.91,12,25,36,99,19.7652,0.0000,0.5076,0.0000,0.0000,9.8202,100.00,93.0821,328.4692,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0010,0.000003,12,0.2194,0.0912,0.0512,113,413,1436,0.0000,0.0000,0.0037,0.011,0.2600,0.0393,0.1183,0.0198,0.4064,0.0426,0.0000,-0.00033,0.052,0.0011,0.964,0.706,3.55,0.805,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7956,0.0000,0.7990,0.00000,0.03054,0.5884,0.5878,0.3212,2.287,0.844,0.7340,0.9759,0.3239,0.0000,0.0000,0.0000,0.0000,0.1392,2.6182
80000,633,1.599,1.004,23.99,6012,5748,0,277,3,46914,99292.8,26111.9,0.238,0.656,0.097,0.009,143,58.82,27.36,0.20,0.84,8.03,5.16,2.46,2.65,20.43,13.51,0.01,0.16,0.145,0.081,462,0.024,0.085,0.904,0.000,0.011,6269,4771,5,0.276,0.145,0.766,1876220,0.307,2.262,0.101,9.12,4616,556,0.557,0.206,0.060,626785,1.03,0.93,0.444,0.415,0.009,33.0,49.9,88.7,199.5,19698,0.075,0.00,0.0008,0.000,13,0.391,0.000,0.246,0.179,4.89,5.75,5.75,0.06,0.027,1.03,1.03,1.03,0.400,0.00135,1.62,1.3208,123.48,112438.3,140078.7,0.038,2.4725,19.513,0.000,1.000,0.293,15.1,9.073,8.773,2711,14275.1,9.67,7.835,5.59,2.003,204.8,0.304,0.135,2.00,14.8798,9418.9,0.6538,0.4367,31.12,1.963,0.043,0.4878,0.0000,0.233,0.117,0.036,0.0000,5.98,1.20,17,25,49,100,8.5376,0.0000,0.5024,0.0000,0.0000,3.1057,100.00,101.6493,219.8523,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0025,0.0011,0.000002,9,0.0974,0.0979,0.0537,117,400,1427,0.0000,0.0000,0.0023,0.006,0.0793,0.0134,0.0365,0.0221,0.5100,0.0284,0.0000,-0.00001,0.025,0.0003,0.817,0.325,2.36,0.766,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8240,0.0000,0.9100,0.00000,0.04423,0.6012,0.6006,0.3115,1.668,0.674,0.7709,0.4066,0.1682,0.0000,0.0000,0.0000,0.0000,0.1533,2.2419
90000,717,1.363,0.976,28.51,15450,14345,0,977,12,141153,232493.9,91199.2,0.304,0.564,0.113,0.018,139,46.94,22.67,0.30,1.65,8.44,5.26,2.21,2.97,13.37,10.50,0.09,0.51,0.191,0.104,562,0.022,0.060,0.926,0.000,0.014,19420,14577,3,0.297,0.520,0.683,4086534,0.274,2.212,0.099,22.10,13433,653,0.646,0.186,0.163,1818398,1.08,0.92,0.488,0.469,0.033,25.0,46.0,70.0,161.9,17436,0.067,0.00,0.0024,0.000,5,0.495,0.000,0.333,0.279,4.10,5.08,5.03,0.16,0.052,1.11,1.04,1.08,0.507,0.00204,9.17,4.4168,173.32,112790.9,140078.7,2.744,5.1322,47.507,0.000,1.000,0.417,15.1,21.103,27.476,2663,13842.8,15.52,18.305,5.26,4.101,180.0,1.218,0.134,2.00,13.4348,9632.7,0.7503,0.4935,24.32,1.997,0.006,1.5122,0.0000,0.117,0.082,0.006,0.0000,5.28,0.90,13,25,36,81,20.1241,0.0020,0.5244,0.0000,0.0000,11.6833,100.00,94.0519,316.9757,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0010,0.000003,32,0.2436,0.0781,0.0483,106,384,1417,0.0000,0.0000,0.0069,0.014,0.2373,0.0362,0.1239,0.0153,0.4235,0.0459,0.0000,-0.00055,0.001,0.0000,0.957,0.624,2.04,0.683,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8180,0.0000,0.6806,0.00000,0.03262,0.6298,0.6293,0.3235,1.649,0.622,0.7782,1.0950,0.3395,0.0000,0.0000,0.0000,0.0000,0.1501,2.1921
100000,541,1.860,1.326,29.84,4416,4345,0,226,0,41057,85534.1,24668.5,0.363,0.544,0.078,0.015,154,56.83,34.19,1.13,3.67,8.86,6.58,3.39,5.51,15.68,13.17,0.21,0.77,0.171,0.104,451,0.018,0.102,0.872,0.002,0.024,4754,3634,6,0.386,0.364,0.802,1442457,0.287,2.585,0.138,8.86,3640,757,0.601,0.186,0.153,441290,1.30,1.08,0.482,0.503,0.076,27.0,48.9,92.0,507.1,15721,0.060,0.00,0.0010,0.000,10,0.385,0.000,0.248,0.210,4.61,5.52,5.48,0.46,0.131,1.27,1.28,1.33,0.395,0.00115,1.61,1.4334,165.47,109298.8,140078.7,0.169,2.3665,17.177,0.000,0.997,0.349,12.1,7.952,8.891,3458,19139.7,18.91,6.698,5.72,1.806,367.8,0.267,0.136,2.01,13.7228,7424.1,0.6854,0.4579,29.06,1.995,0.015,0.4878,0.0000,0.134,0.092,0.006,0.0000,5.77,1.19,13,25,48,254,7.5616,0.0008,0.4621,0.0000,0.0000,3.2422,100.00,101.7085,228.2655,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0022,0.0010,0.000002,21,0.1573,0.0813,0.0795,116,439,1886,0.0000,0.0000,0.0016,0.002,0.0826,0.0263,0.0393,0.0111,0.5214,0.0220,0.0000,-0.00034,0.011,0.0002,0.970,0.600,2.59,0.802,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8267,0.0000,0.6918,0.00000,0.03423,0.5834,0.5829,0.3178,2.289,0.829,0.7505,0.3383,0.0962,0.0000,0.0000,0.0000,0.0000,0.1236,2.5485
