step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,8,566,49.76,0.29,12.38,3.50,23.28,0.02,1.06,0.007,0.123,294063.7,113823.5,3,0,5.82,1.03,1.07,10.7928,192.26,63833.4,5.2620,19.8845,11301,18.7706,1489,3.3447,10859.9,92.92,9.1499,0.0,0.0000,1.000,0.2793,0.7310,1.5130
10000,0,5,50.71,0.00,11.60,5.40,28.20,0.00,1.00,0.000,0.003,35758.9,12964.8,1,5,6.80,1.00,1.00,2.3285,1.31,57996.7,0.0000,0.0133,5083,8.1057,139,0.0000,0.4,115.74,0.0038,0.0,0.0000,1.000,0.3746,0.1582,0.2371
20000,8,518,42.34,0.94,7.67,3.91,15.63,0.28,1.27,0.129,0.080,74697.8,32297.4,1,0,4.58,1.36,1.08,1.2983,177.97,68447.6,1.1986,8.0264,11427,4.9706,2459,0.9436,1715.0,91.83,3.1789,0.0,0.0000,1.000,0.2579,1.2547,0.4662
20000,0,3,58.88,0.00,15.33,6.00,19.00,0.00,1.00,0.000,0.002,227.8,75.4,1,3,5.67,1.00,1.00,0.0115,0.05,48529.9,0.0000,0.0029,4957,2.0754,183,0.0000,0.0,118.83,0.0005,0.0,0.0000,1.000,0.4263,0.2520,0.0091
30000,8,686,47.89,0.65,9.14,3.35,15.52,0.20,1.22,0.082,0.098,202560.3,77971.0,6,0,4.66,1.26,1.06,3.3980,145.42,72954.3,7.1708,19.4967,12537,13.5886,2023,2.3388,7097.0,88.02,14.2030,0.0,0.0000,1.000,0.2281,0.9670,1.2456
30000,0,10,54.32,1.90,8.40,5.20,16.90,0.40,1.25,0.200,0.006,1147.0,158.5,4,10,4.70,1.23,1.20,0.0212,2.38,43901.8,0.0000,0.0128,3847,4.8543,124,0.0000,0.1,139.03,0.0026,0.0,0.0000,1.000,0.5719,0.2301,0.0185
40000,8,606,48.63,0.35,10.41,4.79,13.22,0.03,1.08,0.017,0.091,90001.1,42896.9,4,0,4.78,1.07,1.09,1.6500,255.02,71140.9,0.2478,8.9015,12015,6.0340,2058,1.0043,2032.4,93.94,3.2850,0.0,0.0000,1.000,0.2741,0.9972,0.5018
40000,0,12,53.41,0.00,11.00,5.83,15.17,0.00,1.00,0.000,0.006,588.7,42.5,2,12,5.92,1.00,1.00,0.0182,1.88,45345.5,0.0000,0.0036,4369,2.0705,152,0.0000,0.0,116.66,0.0008,0.0,0.0000,1.000,0.4044,0.2272,0.0077
50000,8,622,61.06,0.07,12.05,7.28,14.88,0.02,1.01,0.008,0.111,201488.4,135963.5,2,0,5.23,1.02,1.01,5.1800,191.80,57268.7,5.5710,19.7872,11946,12.2055,2514,4.4736,9499.1,93.42,10.4301,0.0,0.0000,1.000,0.2587,1.3051,1.2552
50000,0,10,62.47,0.00,14.90,9.50,11.70,0.00,1.00,0.000,0.006,943.9,182.5,1,10,5.40,1.00,1.00,0.0474,3.48,54288.9,0.0000,0.0072,4438,4.7064,160,0.0000,0.1,117.71,0.0029,0.0,0.0000,1.000,0.4439,0.2405,0.0260
