step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,735,1.711,1.275,10.66,29065,27133,0,2116,502,449715,404803.2,196941.3,0.122,0.666,0.101,0.111,122,52.05,21.45,0.70,2.89,14.92,8.27,0.16,1.36,19.95,10.42,0.14,0.73,0.296,0.131,483,0.083,0.071,0.922,0.001,0.005,59486,52831,1,0.827,0.173,0.023,756337,0.245,2.574,0.141,28.59,19954,327,0.438,0.215,0.216,2653236,1.12,1.10,0.516,0.463,0.039,25.4,52.3,76.2,145.4,26261,0.100,0.00,0.0028,0.129,208,0.487,0.001,0.504,0.540,5.15,6.25,6.07,0.25,0.069,1.15,1.09,1.13,0.512,0.00563,6.79,13.5347,166.21,96547.8,140122.1,0.023,9.0156,75.633,0.000,1.000,0.000,12627.6,32.641,26.801,3293,18891.1,23.62,33.470,6.78,3.409,165.2,0.820,0.135,2.00,10.9401,8041.0,0.4177,0.2810,35.73,1.427,0.189,1.5345,0.0000,0.600,0.082,0.921,0.0000,6.44,0.75,18,36,49,81,30.7503,0.0007,0.4327,0.0000,0.0000,11.4634,100.00,60.8887,72.8304,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0036,0.0016,0.000008,0,0.0795,0.0299,0.0217,79,270,736,0.0000,0.0000,0.0213,0.079,1.5158,0.0059,0.4267,0.0054,0.3569,0.1389,0.0000,-0.00108,0.125,0.0014,0.963,0.334,0.11,0.023,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7937,0.0000,0.9737,0.00000,0.09002,0.6670,0.6660,1.0000,1.254,0.000,1.0000,2.7133,0.0000,0.0000,0.0000,0.0000,0.0000,0.2042,2.5614
20000,418,1.330,0.736,8.11,4992,5031,0,273,0,77543,117723.8,35831.7,0.081,0.785,0.081,0.052,152,51.69,19.96,0.45,3.02,17.08,6.46,3.59,4.53,28.80,10.85,0.03,0.41,0.352,0.134,268,0.091,0.098,0.895,0.000,0.007,4851,3715,5,0.706,0.019,0.624,531361,0.300,1.848,0.067,10.80,2158,770,0.462,0.154,0.096,432526,1.09,1.01,0.414,0.565,0.007,29.3,49.8,83.5,108.2,20867,0.080,0.00,0.0010,0.211,108,0.270,0.000,0.261,0.189,6.64,7.37,7.23,0.13,0.038,1.10,1.07,1.09,0.284,0.00523,0.91,1.3351,116.65,116417.1,140122.1,0.000,1.3407,23.245,0.000,1.000,0.005,17.6,12.076,8.420,1920,9464.9,18.47,7.665,7.09,0.626,64.6,0.116,0.137,2.00,25.4526,10639.2,0.5921,0.3952,49.92,1.098,0.391,0.4655,0.0000,0.599,0.046,0.986,0.0000,7.55,0.62,30,49,64,64,9.4150,0.0000,0.4737,0.0000,0.0000,2.9119,100.00,103.3181,54.1561,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0026,0.0011,0.000006,5,0.1188,0.1818,0.0584,94,327,1410,0.0000,0.0000,0.0000,0.000,0.1596,0.0223,0.0570,0.0335,0.5139,0.1010,0.0000,-0.00186,0.715,0.0081,0.974,0.236,3.09,0.624,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5431,0.0000,0.6990,0.00000,0.17298,0.5708,0.5703,1.0000,0.725,0.000,1.0000,0.5031,0.0000,0.0000,0.0000,0.0000,0.0000,0.1589,1.8369
30000,913,1.470,1.039,12.64,16352,14603,0,1241,0,338367,299511.6,158585.8,0.063,0.760,0.067,0.110,138,53.00,26.33,1.46,4.49,13.86,8.25,1.14,3.19,17.36,11.58,0.36,1.10,0.279,0.149,726,0.018,0.057,0.933,0.002,0.008,20006,14850,5,0.261,0.136,0.198,1431557,0.289,2.301,0.110,29.92,9132,747,0.469,0.125,0.251,1924942,1.36,1.71,0.371,0.618,0.114,22.0,47.0,88.9,172.2,30877,0.118,0.00,0.0019,0.118,266,0.416,0.000,0.446,0.283,5.32,6.16,6.00,0.55,0.160,1.46,1.20,1.40,0.437,0.00482,6.71,5.6557,271.70,108103.0,140122.1,0.000,4.7601,61.585,0.000,1.000,0.000,26.7,26.396,27.716,2745,14898.2,20.26,20.381,6.92,2.065,107.5,0.531,0.133,2.01,13.8666,12660.2,0.5501,0.3977,33.82,1.574,0.415,1.5345,0.0000,0.646,0.097,0.936,0.0000,6.51,0.97,15,35,49,81,23.2357,0.0040,0.5137,0.0000,0.0000,11.5891,100.00,90.5787,79.4354,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0026,0.0011,0.000005,13,0.2701,0.0920,0.0514,93,335,1361,0.0000,0.0000,0.0015,0.004,0.9484,0.0580,0.3129,0.0252,0.4300,0.0913,0.0000,-0.00017,0.531,0.0103,0.982,0.494,0.92,0.198,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6123,0.0000,0.9222,0.00000,0.12423,0.5721,0.5715,1.0000,1.016,0.000,1.0000,1.4603,0.0000,0.0000,0.0000,0.0000,0.0000,0.2537,2.2832
40000,535,1.390,0.816,10.47,5038,5152,0,247,0,69837,112688.5,34969.6,0.062,0.748,0.092,0.098,156,44.39,16.04,0.56,3.20,16.03,7.07,2.04,3.13,20.43,13.94,0.07,0.56,0.364,0.137,328,0.133,0.075,0.908,0.002,0.015,4943,3505,4,0.566,0.002,0.376,629628,0.284,2.043,0.085,10.83,2403,897,0.501,0.178,0.232,419116,1.16,1.48,0.492,0.480,0.022,20.6,47.6,58.9,181.5,20900,0.080,0.00,0.0010,0.202,137,0.253,0.000,0.243,0.195,5.55,6.45,6.29,0.27,0.073,1.17,1.17,1.15,0.267,0.00394,0.95,1.5034,151.16,115984.7,140122.1,0.000,1.4127,22.876,0.000,1.000,0.011,18.2,10.777,8.284,2016,11272.0,10.85,7.055,6.97,0.573,63.8,0.105,0.131,1.99,17.8285,9538.3,0.5578,0.4186,39.07,1.315,0.510,0.4655,0.0000,0.621,0.070,0.989,0.0000,6.74,1.33,16,36,64,64,9.4765,0.0053,0.4393,0.0000,0.0000,2.9003,100.00,104.8069,56.9910,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0024,0.0011,0.000005,17,0.1848,0.1065,0.0798,91,328,1671,0.0000,0.0000,0.0014,0.005,0.2605,0.0391,0.0998,0.0187,0.5171,0.0872,0.0000,-0.00021,0.514,0.0046,0.948,0.332,1.89,0.376,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5721,0.0000,0.7830,0.00000,0.18623,0.6080,0.6075,1.0000,0.802,0.000,1.0000,0.5152,0.0000,0.0000,0.0000,0.0000,0.0000,0.1671,2.0353
50000,836,1.167,0.890,13.06,20964,19489,0,1169,3,308731,312032.3,147191.8,0.047,0.795,0.087,0.072,128,43.94,19.32,1.61,4.24,11.04,6.42,0.35,1.73,19.32,11.94,0.57,1.39,0.267,0.150,666,0.031,0.048,0.944,0.001,0.007,23356,16053,4,0.422,0.337,0.099,841190,0.246,2.114,0.090,30.68,11548,710,0.477,0.133,0.153,2473332,1.39,1.35,0.336,0.609,0.165,21.4,43.3,69.1,155.6,27018,0.103,0.00,0.0019,0.129,200,0.404,0.000,0.417,0.223,4.90,5.96,5.77,0.72,0.211,1.53,1.30,1.37,0.421,0.00535,5.45,5.1767,205.33,112746.2,140122.1,0.000,4.5019,64.535,0.000,1.000,0.000,25.7,28.190,28.620,2351,12409.6,14.16,21.533,6.23,2.332,85.6,0.642,0.132,1.99,13.2282,11058.8,0.5978,0.4007,32.32,1.458,0.539,1.5345,0.0000,0.601,0.082,0.915,0.0000,6.20,1.10,14,29,49,81,25.0597,0.0061,0.5036,0.0000,0.0000,11.8129,100.00,92.5193,75.5751,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0027,0.0012,0.000007,2,0.1646,0.0969,0.0398,91,304,1193,0.0000,0.0000,0.0047,0.013,1.3356,0.0255,0.4375,0.0263,0.4420,0.1326,0.0000,0.00020,0.245,0.0031,0.860,0.438,0.28,0.099,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6523,0.0000,0.9687,0.00000,0.10557,0.6526,0.6518,1.0000,0.872,0.000,1.0000,1.9489,0.0000,0.0000,0.0000,0.0000,0.0000,0.2213,2.0994
60000,524,1.101,0.556,10.72,4357,4526,0,120,0,39517,115561.4,22877.6,0.080,0.719,0.137,0.063,185,40.83,17.50,0.47,2.65,14.28,6.24,0.17,1.28,20.85,9.97,0.05,0.41,0.365,0.155,351,0.052,0.088,0.897,0.000,0.015,3457,2500,3,0.754,0.011,0.059,215732,0.198,1.548,0.045,10.95,1957,954,0.579,0.208,0.143,315054,1.09,1.27,0.456,0.515,0.015,21.1,40.0,63.7,121.9,18742,0.071,0.00,0.0011,0.200,150,0.199,0.000,0.188,0.125,5.44,6.22,6.12,0.20,0.059,1.08,1.15,1.07,0.206,0.00365,1.05,1.2223,116.58,119869.0,140122.1,0.000,1.0096,22.947,0.000,1.000,0.010,16.3,11.028,7.382,1350,6499.4,11.38,6.283,6.64,0.372,39.9,0.080,0.133,2.00,19.3102,10118.6,0.6292,0.4478,35.77,1.171,0.428,0.4655,0.0000,0.612,0.097,0.937,0.0000,6.49,0.73,19,36,49,64,9.9185,0.0084,0.4542,0.0000,0.0000,2.8820,100.00,107.3944,55.2247,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0021,0.0010,0.000005,23,0.2412,0.1737,0.0957,96,331,1899,0.0000,0.0000,0.0016,0.004,0.1197,0.0510,0.0653,0.0305,0.5615,0.0913,0.0000,0.00018,0.090,0.0029,0.941,0.206,0.13,0.059,0.000,0.000,0.0000,0.000,0.000,0.0000,0.4555,0.0000,0.6686,0.00000,0.19905,0.6392,0.6388,1.0000,0.547,0.000,1.0000,0.4526,0.0000,0.0000,0.0000,0.0000,0.0000,0.1622,1.5398
70000,762,1.036,0.821,11.14,23289,20651,0,2384,4,392562,308800.0,177811.6,0.049,0.750,0.131,0.070,132,33.83,13.66,3.67,6.05,12.25,8.15,0.65,1.92,15.99,10.85,1.26,2.02,0.356,0.204,599,0.042,0.075,0.911,0.000,0.014,27611,19468,4,0.591,0.307,0.269,1224273,0.190,2.061,0.084,30.68,12967,598,0.453,0.157,0.192,2109233,1.96,1.74,0.395,0.589,0.297,14.3,35.1,48.8,87.6,24814,0.095,0.00,0.0025,0.143,199,0.348,0.000,0.422,0.238,4.98,5.98,5.83,1.33,0.318,2.29,1.33,2.14,0.370,0.00667,5.83,5.4821,228.87,116853.6,140122.1,0.000,4.4483,65.550,0.000,1.000,0.028,25.0,27.975,27.098,2041,11315.6,17.96,19.918,5.90,2.045,66.4,0.607,0.136,2.01,11.1341,8484.2,0.5052,0.3909,32.56,1.085,0.492,1.5345,0.0000,0.525,0.106,0.760,0.0000,6.34,1.02,12,34,49,64,24.4456,0.0060,0.4908,0.0000,0.0000,11.7244,100.00,94.1703,75.1632,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0027,0.0012,0.000008,12,0.1686,0.0696,0.0361,75,267,1084,0.0000,0.0000,0.0025,0.008,1.6528,0.0192,0.4982,0.0236,0.4597,0.1840,0.0000,-0.00037,0.122,0.0018,0.545,0.263,0.58,0.269,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7046,0.0000,0.9980,0.00000,0.13443,0.6932,0.6923,1.0000,0.803,0.000,1.0000,2.0651,0.0000,0.0000,0.0000,0.0000,0.0000,0.2087,2.0409
80000,450,0.744,0.362,9.18,4524,4635,0,192,0,50644,118134.5,24747.0,0.063,0.741,0.154,0.042,183,32.03,9.23,1.42,3.75,14.52,6.23,0.76,2.89,25.05,9.53,0.44,1.34,0.457,0.173,322,0.073,0.082,0.907,0.000,0.011,4100,3239,3,0.938,0.000,0.264,505841,0.162,1.189,0.027,11.01,1933,937,0.489,0.151,0.073,256773,1.35,0.99,0.444,0.547,0.100,18.3,33.7,41.3,71.4,18786,0.072,0.00,0.0010,0.244,110,0.157,0.000,0.257,0.161,6.08,6.80,6.64,0.73,0.169,1.38,1.16,1.47,0.167,0.00511,1.07,1.0601,86.13,124001.6,140122.1,0.000,0.8371,23.336,0.000,1.000,0.051,17.8,11.197,6.578,710,3640.5,8.70,5.791,6.65,0.305,13.0,0.080,0.132,1.99,21.2033,9541.5,0.5844,0.3965,41.75,0.752,0.124,0.4655,0.0000,0.566,0.050,0.936,0.0000,6.97,0.31,26,46,49,64,9.9159,0.0204,0.4622,0.0000,0.0000,2.8697,100.00,109.4969,55.4677,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0022,0.0010,0.000006,9,0.1831,0.2044,0.0786,82,289,1452,0.0000,0.0000,0.0000,0.000,0.2591,0.0313,0.0851,0.0422,0.5171,0.1576,0.0000,-0.00048,0.022,0.0003,0.873,0.104,0.58,0.264,0.000,0.000,0.0000,0.000,0.000,0.0000,0.4641,0.0000,0.6075,0.00000,0.28281,0.7184,0.7178,1.0000,0.356,0.000,1.0000,0.4635,0.0000,0.0000,0.0000,0.0000,0.0000,0.1593,1.1812
90000,752,1.170,0.812,11.55,20161,17996,0,1838,15,351316,306656.3,149108.4,0.040,0.781,0.149,0.030,150,34.40,13.17,2.51,5.21,12.11,7.49,0.54,1.94,15.78,9.34,0.89,1.74,0.349,0.181,588,0.025,0.059,0.927,0.001,0.013,23705,16749,3,0.439,0.390,0.160,910586,0.172,2.050,0.084,30.85,10204,708,0.424,0.127,0.222,1797322,1.69,1.86,0.355,0.608,0.229,15.6,36.6,50.6,87.4,23266,0.089,0.00,0.0026,0.146,184,0.316,0.000,0.416,0.231,4.90,5.90,5.77,0.95,0.246,1.90,1.25,1.84,0.337,0.00780,6.42,4.7923,196.55,117566.0,140122.1,0.000,3.4242,64.313,0.000,1.000,0.027,22.1,28.215,22.855,1974,11154.5,13.48,16.129,6.27,1.429,67.9,0.493,0.135,2.00,10.4214,7836.9,0.4704,0.3597,30.94,1.113,0.348,1.5345,0.0000,0.565,0.078,0.843,0.0000,6.30,0.87,14,31,49,64,24.4100,0.0245,0.4561,0.0000,0.0000,11.5785,100.00,100.1929,72.0697,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0027,0.0011,0.000009,10,0.2933,0.0492,0.0449,72,256,1030,0.0000,0.0000,0.0027,0.005,1.7619,0.0524,0.5405,0.0239,0.4233,0.2551,0.0000,-0.00008,0.233,0.0052,0.662,0.101,0.46,0.160,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5679,0.0000,0.7490,0.00000,0.21134,0.7421,0.7412,1.0000,0.796,0.000,1.0000,1.7996,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,2.0372
100000,501,0.936,0.403,9.53,4379,4390,0,224,2,50874,117453.1,26843.3,0.052,0.776,0.128,0.045,181,33.47,11.77,0.62,2.78,15.01,7.28,0.75,1.82,21.64,9.52,0.18,0.80,0.456,0.184,340,0.118,0.106,0.890,0.000,0.004,3932,2808,4,0.547,0.054,0.184,488682,0.243,1.276,0.031,11.02,1995,994,0.528,0.138,0.096,334952,1.13,1.03,0.425,0.497,0.052,17.4,35.4,45.4,63.7,19048,0.073,0.00,0.0011,0.210,109,0.188,0.000,0.231,0.161,5.87,6.47,6.28,0.25,0.066,1.18,1.09,1.13,0.197,0.00470,1.05,1.1695,122.28,122987.9,140122.1,0.000,0.8956,23.207,0.000,1.000,0.051,17.2,10.969,6.767,866,4263.0,8.69,5.849,6.42,0.304,16.4,0.082,0.136,2.00,19.3924,9715.6,0.6242,0.4279,38.02,0.869,0.130,0.4655,0.0000,0.523,0.061,0.671,0.0000,6.63,0.53,23,36,49,64,9.6561,0.0175,0.4351,0.0000,0.0000,2.8868,100.00,109.1200,56.7083,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0020,0.0009,0.000006,14,0.2101,0.2176,0.0812,83,316,1584,0.0000,0.0000,0.0009,0.001,0.2048,0.0404,0.0803,0.0319,0.5053,0.1448,0.0000,0.00006,0.176,0.0005,0.537,0.061,0.74,0.184,0.000,0.000,0.0000,0.000,0.000,0.0000,0.4932,0.0000,0.6344,0.00000,0.25827,0.7197,0.7192,1.0000,0.394,0.000,1.0000,0.4390,0.0000,0.0000,0.0000,0.0000,0.0000,0.1678,1.2678
