step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,236,71.72,4.17,18.83,0.41,31.04,0.30,1.19,0.097,0.148,138658.2,32909.8,3,42,7.13,1.27,1.10,4.3528,81.99,35260.7,0.0073,9.9907,5462,10.8138,1132,1.6114,2863.0,148.26,0.5329,0.0,0.0000,1.000,0.7810,1.2362,0.6414
10000,1,241,74.94,4.66,19.10,0.59,31.17,0.51,1.46,0.129,0.154,139027.9,40055.4,3,32,7.28,1.59,1.30,4.9403,53.77,34475.1,0.0082,9.9925,5461,10.8119,1090,1.8184,3132.3,93.87,2.6303,0.0,0.0000,1.000,0.3216,1.2212,0.6768
10000,2,199,71.93,4.98,18.24,0.46,27.97,0.49,1.40,0.146,0.116,115147.9,31815.4,3,42,7.03,1.45,1.34,4.0472,57.00,33500.5,0.0073,7.6328,5461,10.8119,1000,1.1900,1972.6,57.87,6.5937,0.0,0.0000,1.000,0.0291,1.1113,0.6493
20000,0,197,78.92,1.55,23.50,0.12,39.54,0.85,1.16,0.193,0.147,60148.9,9664.3,2,13,8.26,1.32,1.01,0.8747,63.71,36277.2,0.0000,5.7608,5462,3.5681,824,0.4296,645.9,148.26,0.2459,0.0,0.0000,1.000,0.7810,0.8288,0.1408
20000,1,161,83.54,2.57,23.52,0.10,41.29,0.65,1.26,0.143,0.124,33354.3,4674.5,2,51,8.34,1.46,1.05,0.3420,60.00,37019.4,0.0000,3.1991,5461,3.5675,1017,0.1985,261.9,93.87,0.6908,0.0,0.0000,1.000,0.3216,1.0052,0.0973
20000,2,148,80.23,1.59,23.49,0.00,41.35,0.45,1.13,0.088,0.111,21987.5,3107.6,2,54,8.38,1.26,1.00,0.3124,40.69,35510.4,0.0000,2.0312,5461,3.5675,739,0.1229,129.5,57.87,1.5883,0.0,0.0000,1.000,0.0291,0.8219,0.0632
30000,0,284,83.69,1.53,22.89,0.19,30.62,0.32,1.27,0.077,0.179,112210.8,31739.3,2,32,7.33,1.42,1.07,1.7250,109.84,36248.3,0.0000,11.1518,5462,9.3651,946,0.6995,2006.7,148.26,0.5558,0.0,0.0000,1.000,0.7810,0.9341,0.2891
30000,1,236,85.61,0.99,24.98,0.05,32.93,0.33,1.24,0.085,0.157,112874.5,32147.5,2,32,7.61,1.31,1.11,1.7715,115.59,34098.1,0.0000,11.1543,5461,9.3634,957,0.6854,1992.2,93.87,2.6701,0.0,0.0000,1.000,0.3216,0.9923,0.2952
30000,2,171,83.49,1.71,23.32,0.16,33.20,0.73,1.29,0.181,0.117,83485.4,18216.4,2,39,7.41,1.44,1.11,1.1253,38.32,32685.0,0.0000,8.3799,5461,9.3634,918,0.4742,1185.0,57.87,6.6692,0.0,0.0000,1.000,0.0291,1.0033,0.2044
40000,0,228,82.93,1.54,23.03,1.06,35.96,0.14,1.25,0.026,0.161,58227.3,17543.8,3,30,7.51,1.30,1.17,0.8558,99.34,36584.8,0.0000,5.7948,5462,3.5658,921,0.3913,596.4,148.26,0.2437,0.0,0.0000,1.000,0.7810,0.9374,0.1612
