step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,8,420,62.56,0.81,17.52,4.32,26.90,0.10,1.14,0.026,0.114,256268.5,64422.6,4,0,7.29,1.23,1.10,7.8436,146.46,56812.5,8.1986,17.9507,11407,15.9502,1615,3.6257,11906.7,94.44,10.8114,0.0,0.0000,1.000,0.3024,0.8521,1.1937
10000,0,7,81.67,0.00,36.43,14.43,19.71,0.00,1.00,0.000,0.006,50834.1,18452.6,1,4,8.86,1.00,1.00,3.2346,1.81,58673.3,0.0000,0.0182,4977,9.4313,375,0.0000,0.3,112.75,0.0058,0.0,0.0000,1.000,0.4454,0.4969,0.3446
20000,8,398,56.89,0.72,18.53,1.04,23.14,0.07,1.13,0.020,0.111,69839.1,14468.4,1,0,6.62,1.14,1.13,1.1265,89.42,50608.9,0.6620,6.7975,9739,4.2174,1258,0.4109,1014.0,92.55,2.8996,0.0,0.0000,1.000,0.2823,0.7598,0.1953
20000,0,7,58.06,0.00,18.71,2.29,24.86,0.00,1.00,0.000,0.003,728.3,102.2,1,7,7.57,1.00,1.00,0.0319,0.19,69310.6,0.0000,0.0038,6645,2.4850,409,0.0000,0.0,110.91,0.0011,0.0,0.0000,1.000,0.4390,0.3987,0.0036
30000,8,502,55.93,0.88,19.00,0.35,16.73,0.20,1.19,0.042,0.107,188927.9,79553.3,1,0,5.84,1.19,1.22,3.6769,138.01,50596.3,10.7447,18.5108,10810,11.0412,1487,1.6021,6639.9,93.85,10.3673,0.0,0.0000,1.000,0.2989,0.8189,0.6490
30000,0,2,100.54,0.00,34.00,0.00,30.00,0.00,1.00,0.000,0.002,1036.8,45.6,1,2,9.00,1.00,1.00,0.0242,0.92,69452.5,0.0000,0.0120,5574,6.1830,281,0.0000,0.1,111.93,0.0051,0.0,0.0000,1.000,0.4368,0.2993,0.0134
40000,8,585,51.89,0.40,14.73,0.76,18.29,0.05,1.09,0.021,0.121,72638.7,18430.9,1,0,5.83,1.09,1.06,0.9868,154.76,51899.9,0.4848,7.1517,10344,4.2181,1363,0.5946,1222.4,90.62,2.9021,0.0,0.0000,1.000,0.2729,0.7633,0.2339
40000,0,3,62.51,0.00,20.00,1.33,23.00,0.00,1.00,0.000,0.001,1166.5,128.1,1,3,8.00,1.00,1.00,0.0328,1.54,66330.9,0.0000,0.0028,6040,2.3004,182,0.0000,0.0,116.06,0.0008,0.0,0.0000,1.000,0.4707,0.1631,0.0079
50000,8,475,39.22,0.10,10.33,0.02,10.48,0.01,1.03,0.004,0.057,181545.3,86324.8,3,0,3.90,1.02,1.04,3.6321,64.78,52976.0,10.1326,17.9506,10928,10.8666,1706,1.4246,5304.0,89.59,14.3199,0.0,0.0000,1.000,0.2761,0.9453,0.8405
50000,0,3,66.26,0.00,22.67,0.00,13.00,0.00,1.00,0.000,0.002,828.3,89.0,1,3,4.67,1.00,1.00,0.0323,0.70,69241.3,0.0000,0.0086,5456,6.0673,104,0.0000,0.0,120.84,0.0026,0.0,0.0000,1.000,0.4855,0.0892,0.0147
60000,8,568,41.21,0.13,8.04,0.20,13.43,0.01,1.02,0.007,0.074,67486.9,20802.1,2,0,3.90,1.03,1.03,1.0550,104.10,58512.3,0.8166,6.7864,10388,3.9196,1859,0.7153,1503.4,91.70,3.3028,0.0,0.0000,1.000,0.2834,1.0407,0.3361
60000,0,4,43.01,0.00,8.50,0.00,14.00,0.00,1.00,0.000,0.001,142.7,26.8,1,4,4.00,1.00,1.00,0.0128,0.34,60744.9,0.0000,0.0034,5996,2.1881,182,0.0000,0.0,114.37,0.0009,0.0,0.0000,1.000,0.4540,0.1882,0.0027
70000,8,558,43.30,0.02,11.15,0.15,10.53,0.00,1.01,0.000,0.081,163911.4,100172.9,7,0,3.87,1.00,1.01,3.6720,134.09,40942.1,16.2077,16.0227,9446,8.7319,1893,2.6514,7130.5,92.44,11.5489,0.0,0.0000,1.000,0.3099,1.2450,1.1022
70000,0,7,45.69,0.00,12.14,0.00,11.14,0.00,1.00,0.000,0.002,647.6,132.8,1,6,4.00,1.00,1.00,0.0300,3.41,77850.1,0.0000,0.0133,6938,5.9260,362,0.0000,0.1,110.29,0.0047,0.0,0.0000,1.000,0.3948,0.3323,0.0166
80000,8,518,57.87,0.32,9.00,0.12,19.35,0.02,1.06,0.004,0.094,63679.7,25112.4,2,0,4.68,1.02,1.12,0.8902,64.83,54030.9,1.4698,6.2557,9914,3.3197,1916,1.0807,1861.1,91.37,2.6758,0.0,0.0000,1.000,0.2825,1.1413,0.3588
80000,0,16,51.97,0.00,12.06,0.00,13.94,0.00,1.00,0.000,0.004,821.9,169.7,0,13,4.69,1.00,1.00,0.0223,1.10,63641.4,0.0000,0.0055,6470,2.4944,336,0.0000,0.0,113.22,0.0019,0.0,0.0000,1.000,0.4428,0.3261,0.0140
90000,8,687,37.04,0.45,7.81,0.00,9.81,0.00,1.13,0.000,0.069,170110.9,100392.0,1,0,3.49,1.05,1.20,3.5602,103.23,59497.8,14.5509,16.4007,11291,10.1231,2022,3.0743,8820.8,94.32,12.2883,0.0,0.0000,1.000,0.3039,1.1539,1.1404
90000,0,16,39.25,0.12,9.50,0.00,9.88,0.00,1.03,0.000,0.004,1307.6,449.5,1,12,3.56,1.00,1.05,0.0423,1.83,57776.4,0.0000,0.0150,5093,5.2846,184,0.0000,0.1,112.60,0.0042,0.0,0.0000,1.000,0.4388,0.2104,0.0381
100000,8,596,30.82,0.12,6.20,0.00,8.96,0.00,1.04,0.000,0.046,62758.0,25620.5,1,0,3.20,1.01,1.06,0.9571,86.97,74728.5,0.7624,6.7921,12496,4.2583,3038,1.2121,1549.4,92.98,2.7956,0.0,0.0000,1.000,0.2988,1.5182,0.4361
100000,0,12,26.33,0.17,7.92,0.00,4.92,0.00,1.04,0.000,0.003,419.6,45.8,1,12,3.33,1.00,1.08,0.0153,0.84,38416.2,0.0000,0.0052,3888,1.8256,157,0.0000,0.0,122.55,0.0016,0.0,0.0000,1.000,0.4969,0.2367,0.0129
110000,8,965,33.11,0.06,8.04,0.03,8.38,0.00,1.02,0.000,0.069,245151.3,118987.2,5,0,3.26,1.01,1.03,4.0481,251.09,87037.5,6.5493,23.5064,14418,18.5201,2758,3.7105,9405.9,98.78,10.9905,0.0,0.0000,1.000,0.3354,1.1559,1.7678
110000,0,7,26.57,0.00,5.57,0.00,7.71,0.00,1.00,0.000,0.003,1000.9,225.5,2,7,2.43,1.00,1.00,0.0308,3.70,19437.5,0.0000,0.0227,1966,3.2912,150,0.0000,0.2,108.92,0.0060,0.0,0.0000,1.000,0.4222,0.5117,0.0302
120000,8,833,37.47,0.24,6.90,0.00,11.37,0.00,1.05,0.000,0.068,93517.8,22049.9,6,0,3.45,1.01,1.10,1.6454,132.17,90972.2,0.0063,9.2072,14206,7.8468,2632,1.3101,1982.8,97.77,2.5675,0.0,0.0000,1.000,0.3328,1.1481,0.5136
