step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,35.98,25,0,10,0,15,0,6,0,12,0,1.00,0,0.167,4458,2.09,117.52,34.35,505,8,8,0,1.00,1.00,1.00,4,5,5,16.2,33.654,18,1.999,0.077,5,1.000,5,6.37,2.75,0,0.0000,0.000,0.0000,2677,0.6668,1,1
100000,39.99,25,1,8,0,16,1,7,0,11,0,1.00,0,0.175,3273,3.51,74.46,43.88,576,8,8,0,1.00,1.00,1.00,3,5,5,28.5,27.596,19,2.000,0.218,5,1.000,2,8.78,3.00,0,0.0501,0.000,0.0000,1877,0.6325,1,1
100000,40.74,58,0,16,3,39,0,12,3,24,0,1.00,0,0.295,2832,0.00,132.62,37.04,584,8,8,0,1.00,1.00,1.00,7,8,8,55.0,27.029,39,1.086,0.397,8,1.000,0,22.63,16.00,3,0.0000,0.516,0.0000,1549,0.6267,1,1
100000,30.98,47,0,11,1,35,0,11,1,27,0,1.00,0,0.355,2797,0.00,199.89,8.62,584,8,8,0,1.00,1.00,1.00,9,7,7,35.3,101.171,39,0.805,0.394,7,1.000,4,39.10,15.25,1,0.0000,0.169,0.0000,1841,0.7186,0,1
100000,2.99,49,0,11,5,33,0,0,0,4,0,1.00,16,0.000,2681,0.88,173.84,4.95,526,8,0,0,1.00,1.00,1.00,2,4,2,46.3,9.734,4,0.749,0.544,7,1.000,0,46.77,12.75,0,0.0000,0.140,0.0000,2215,1.0000,1,0
100000,16.58,46,0,27,3,16,0,5,3,10,0,1.00,8,0.301,2642,0.13,97.40,49.65,584,8,8,0,1.00,1.00,1.00,4,5,5,51.0,3.090,18,1.005,0.299,7,1.000,2,30.68,29.00,3,0.0000,0.000,0.0000,2151,0.9822,0,1
100000,66.81,49,0,19,0,30,0,19,0,30,0,1.00,0,0.284,2527,0.00,119.29,7.79,526,0,8,0,1.00,1.00,1.00,9,7,7,49.7,48.111,49,1.363,0.430,7,1.000,0,24.01,12.50,0,0.0000,0.359,0.0000,1236,0.4894,0,1
100000,45.98,25,0,10,0,15,0,8,0,15,0,1.00,0,0.174,2518,0.02,72.06,102.51,505,8,8,0,1.00,1.00,1.00,4,5,5,13.9,49.354,23,1.999,0.077,5,1.000,0,4.01,4.00,0,0.0000,0.000,0.0000,1484,0.5899,1,1
100000,49.68,25,3,6,0,16,2,5,0,16,0,1.00,0,0.101,2515,0.00,25.03,42.24,571,8,8,0,1.00,1.00,1.00,4,5,5,8.9,2.882,23,1.987,0.222,5,1.000,1,10.51,-4.50,0,0.0000,0.145,0.0000,1417,0.5675,1,1
100000,21.98,25,1,10,0,14,1,1,0,8,0,1.22,2,0.045,2467,0.00,36.17,70.55,505,8,8,0,1.50,1.00,1.20,4,5,4,15.2,9.258,10,1.999,0.065,5,1.000,0,8.28,-4.00,0,0.0000,0.000,0.0000,1597,0.8531,1,1
100000,14.08,49,0,17,1,31,0,3,0,11,0,1.00,8,0.213,2416,0.21,130.58,31.12,526,8,8,0,1.00,1.00,1.00,5,6,4,43.7,3.050,14,1.006,0.460,7,1.000,0,13.44,-9.50,0,0.0000,0.177,0.0000,1825,1.0000,1,1
