step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,2,951,30.0,0.2,9.4,0.1,17.9,0.0,1.06,7.1,570,329,15.00,6.69,285,417,249,0.0,1.07,1.07,1.05,4.53,6.95,5.24,31.9,1.096,0.359,7.86
6000,2,1072,32.6,0.3,10.2,0.0,17.0,0.0,1.07,7.5,681,369,16.49,7.90,359,391,322,0.0,1.08,1.10,1.06,4.40,6.82,5.20,32.0,1.169,0.355,7.89
7000,2,990,37.6,0.2,12.4,0.1,17.0,0.0,1.04,6.4,629,394,17.02,9.39,321,376,293,0.0,1.05,1.04,1.04,4.90,7.00,5.85,31.9,1.250,0.341,8.03
8000,2,720,40.6,0.3,13.0,0.2,16.7,0.0,1.06,5.3,497,447,19.35,9.61,280,233,207,0.1,1.07,1.06,1.06,5.47,7.30,6.75,30.8,1.329,0.326,8.36
8000,12,270,46.7,1.7,19.6,0.6,8.1,1.3,1.39,1.6,177,272,7.66,15.36,90,84,96,1.4,1.56,1.23,1.39,4.74,5.69,5.72,32.5,1.491,0.316,6.10
9000,2,298,39.5,0.7,8.9,0.1,21.5,0.0,1.20,6.8,252,454,23.14,6.12,97,109,92,0.0,1.22,1.23,1.18,5.15,6.76,6.27,31.5,1.273,0.333,8.20
9000,12,298,53.7,1.7,20.0,0.9,10.3,1.0,1.35,1.6,199,395,11.49,17.15,99,129,70,1.1,1.45,1.28,1.35,5.15,6.22,6.21,30.9,1.584,0.253,6.61
10000,12,209,54.0,1.8,18.5,0.7,10.7,0.7,1.43,1.9,146,475,14.60,16.22,62,104,43,0.8,1.45,1.38,1.46,4.89,6.09,5.97,31.7,1.629,0.232,6.52
10000,2,61,31.5,0.6,8.9,0.0,11.7,0.1,1.16,10.4,52,843,34.37,10.40,24,23,14,0.1,1.20,1.11,1.18,4.33,6.79,5.49,29.1,1.459,0.285,8.74
11000,12,121,57.3,1.9,15.0,0.9,14.9,0.6,1.45,2.6,102,690,25.38,17.14,27,63,31,0.6,1.47,1.39,1.47,5.06,6.07,6.21,33.1,1.674,0.228,6.79
11000,2,23,36.4,0.0,8.8,0.0,15.3,0.0,1.00,10.6,18,652,28.50,3.90,6,11,6,0.0,1.00,1.00,1.00,4.70,8.09,4.87,34.3,1.533,0.257,9.13
12000,12,110,67.8,0.1,17.9,2.2,19.0,0.1,1.03,1.9,74,589,24.19,13.74,60,32,18,0.1,1.05,1.00,1.03,5.15,6.86,6.38,28.1,1.764,0.249,7.11
12000,2,5,34.8,0.0,10.8,0.0,12.4,0.0,1.00,8.8,4,1324,58.43,8.16,0,1,4,0.0,1.00,1.00,1.00,4.40,8.20,5.40,44.5,1.514,0.263,9.00
13000,16,84,37.9,0.6,11.9,0.7,7.5,0.1,1.08,1.0,60,724,21.01,16.46,49,16,19,0.2,1.12,1.03,1.08,3.73,4.75,4.71,21.0,1.817,0.173,4.99
13000,12,59,66.3,0.1,18.4,1.5,17.7,0.0,1.03,2.8,45,1035,41.77,17.48,26,20,13,0.0,1.05,1.00,1.04,4.88,6.61,6.19,28.7,1.777,0.250,7.10
14000,20,92,50.1,1.1,14.4,0.9,32.9,0.1,1.18,3.2,55,424,30.92,0.61,40,27,25,0.4,1.28,1.13,1.16,6.87,8.71,7.62,30.6,1.006,0.328,8.96
14000,16,77,36.3,0.9,10.8,0.4,7.0,0.3,1.16,1.1,56,619,18.09,14.49,55,17,5,0.4,1.18,1.04,1.22,3.38,4.51,4.39,19.7,1.856,0.179,4.73
14000,12,21,66.9,0.4,18.0,1.1,18.1,0.1,1.08,2.6,17,1996,73.17,38.87,13,5,3,0.1,1.14,1.00,1.10,4.86,6.52,6.38,26.2,1.783,0.240,7.10
15000,20,115,46.0,0.3,13.6,0.9,31.8,0.0,1.04,3.5,82,583,36.53,3.32,61,31,23,0.2,1.06,1.02,1.04,6.51,7.97,7.36,26.3,0.992,0.318,8.55
15000,16,63,29.4,1.7,7.0,0.5,4.5,0.6,1.38,1.0,48,337,7.59,11.16,61,2,0,0.6,1.46,1.09,1.48,3.05,3.97,3.92,6.7,1.936,0.094,4.19
15000,12,22,73.2,0.8,19.3,0.6,19.8,0.3,1.17,1.1,21,1644,52.55,37.33,14,7,1,0.5,1.26,1.10,1.17,5.55,6.82,6.91,22.9,1.787,0.257,7.14
16000,20,63,48.1,0.4,12.8,0.9,33.7,0.0,1.06,3.6,49,911,53.39,3.52,43,9,11,0.7,1.06,1.08,1.05,6.25,8.41,7.24,22.3,1.005,0.325,8.73
16000,12,14,73.7,0.0,18.0,1.2,23.2,0.0,1.00,1.0,11,1972,71.06,28.56,8,6,0,0.0,1.00,1.00,1.00,5.79,6.79,6.57,23.4,1.767,0.269,6.93
16000,22,9,61.1,0.0,23.9,0.0,9.3,0.0,1.00,0.7,7,1125,43.40,19.05,8,1,0,0.0,1.00,1.00,1.00,5.67,6.00,5.89,12.6,1.837,0.238,6.11
16000,16,9,26.4,0.9,6.9,0.0,4.9,0.4,1.14,1.1,7,813,18.42,24.54,9,0,0,0.4,1.11,1.00,1.23,3.33,3.67,3.78,11.4,1.945,0.084,4.00
17000,20,90,52.5,0.8,14.0,1.2,35.8,0.0,1.12,2.7,57,579,37.96,1.28,74,6,10,0.6,1.12,1.15,1.11,6.54,8.50,7.56,19.1,1.009,0.312,8.70
17000,12,16,77.7,0.1,21.8,1.9,21.0,0.3,1.02,0.1,13,2096,76.58,29.12,11,3,2,0.3,1.03,1.00,1.02,6.19,7.12,7.06,25.0,1.769,0.253,7.12
17000,22,13,64.9,0.0,24.7,0.0,10.3,0.0,1.00,1.1,9,1426,45.73,23.73,10,3,0,0.0,1.00,1.00,1.00,4.92,6.15,5.92,19.2,1.852,0.255,6.31
17000,16,11,28.3,1.5,5.4,1.1,5.6,0.3,1.42,0.9,8,818,22.64,26.12,10,1,0,0.3,1.48,1.05,1.59,3.09,3.73,3.82,18.6,1.933,0.117,4.00
