step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,545,1.702,0.943,10.43,15910,16009,0,440,391,150857,324268.3,104871.1,0.173,0.547,0.175,0.105,158,59.11,26.09,3.75,7.76,13.59,10.48,0.37,2.34,27.34,14.86,0.12,0.55,0.235,0.145,408,0.031,0.042,0.952,0.000,0.006,48012,44040,9,0.235,0.083,0.075,723035,0.219,2.257,0.103,19.35,16232,346,0.695,0.209,0.073,1859132,1.72,2.22,0.239,0.541,0.051,31.3,53.8,91.6,187.5,24552,0.094,0.00,0.0022,0.000,11,0.635,0.000,0.505,0.679,6.40,7.37,7.75,0.83,0.226,1.70,1.92,1.66,0.648,0.00230,13.77,13.0018,156.83,114845.0,140496.8,2.377,9.7290,55.420,0.000,1.000,0.471,16.6,26.057,23.682,2445,13840.1,9.94,29.002,7.68,4.952,150.3,1.597,0.133,2.01,15.8111,8617.0,0.5154,0.2585,45.05,1.231,0.179,1.5414,0.0000,0.295,0.101,0.044,0.0000,8.12,0.85,23,44,64,100,25.1715,0.0003,0.5083,0.0000,0.0000,10.5954,100.00,74.0887,290.2178,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0033,0.0015,0.000004,7,0.1233,0.1138,0.0311,105,342,838,0.0000,0.0000,0.0275,0.133,0.5636,0.0192,0.1462,0.0532,0.2936,0.0436,0.0000,0.00070,0.235,0.0019,0.420,0.083,0.25,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8600,0.0000,1.4694,0.00000,0.06227,0.6179,0.6173,0.3195,1.426,0.689,0.7963,0.8690,0.7319,0.0000,0.0000,0.0000,0.0000,0.1788,2.2385
20000,426,1.768,0.913,12.26,4162,4178,0,76,9,35864,85797.8,19766.5,0.152,0.675,0.111,0.062,172,56.10,29.09,2.19,7.17,10.12,7.35,0.32,1.76,27.02,11.32,0.00,0.00,0.195,0.123,276,0.035,0.047,0.944,0.000,0.009,5716,5233,2,0.505,0.061,0.068,158359,0.205,2.216,0.093,8.28,2798,416,0.551,0.250,0.042,532147,1.39,0.93,0.232,0.427,0.000,28.8,49.2,91.0,323.8,16890,0.064,0.00,0.0007,0.000,12,0.508,0.000,0.321,0.363,6.21,7.37,7.24,0.21,0.070,1.12,1.54,1.44,0.516,0.00150,1.96,1.7893,173.46,119075.9,140496.8,0.035,2.0031,16.483,0.000,1.000,0.431,12.7,8.056,7.637,2407,12907.4,54.67,6.620,7.52,1.357,208.3,0.259,0.128,2.01,12.2511,5219.0,0.4123,0.3067,39.65,1.331,0.233,0.4586,0.0000,0.254,0.083,0.000,0.0000,7.54,1.15,24,38,55,100,7.6128,0.0008,0.5023,0.0000,0.0000,2.5185,100.00,95.3258,229.5512,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0014,0.000002,18,0.1187,0.0399,0.0695,124,396,1390,0.0000,0.0000,0.0048,0.018,0.0956,0.0313,0.0384,0.0188,0.3942,0.0277,0.0000,0.00053,0.322,0.0034,0.542,0.106,0.24,0.068,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5785,0.0000,0.8599,0.00000,0.08711,0.5650,0.5645,0.2945,1.542,0.617,0.8216,0.3242,0.0936,0.0000,0.0000,0.0000,0.0000,0.1327,2.1518
30000,680,1.506,0.887,14.09,14264,13045,0,925,35,186068,245552.0,96886.0,0.057,0.687,0.155,0.101,164,55.11,34.98,2.10,5.75,12.22,11.29,0.06,1.11,19.07,12.74,0.03,0.26,0.229,0.150,544,0.024,0.059,0.937,0.001,0.003,21568,17592,8,0.107,0.616,0.009,192508,0.224,2.170,0.094,23.23,10508,562,0.521,0.138,0.179,2055686,1.45,1.79,0.309,0.575,0.016,21.7,47.3,100.8,280.3,22750,0.087,0.00,0.0019,0.000,4,0.560,0.000,0.413,0.392,5.13,6.39,6.06,0.41,0.135,1.26,1.63,1.48,0.575,0.00275,12.68,5.6431,169.47,115385.7,140496.8,0.821,5.5679,47.294,0.000,1.000,0.357,20.3,21.203,24.627,2317,12737.0,13.83,19.099,6.81,3.905,152.5,1.372,0.135,1.99,12.9266,8790.1,0.5070,0.3807,33.46,1.515,0.301,1.5414,0.0000,0.230,0.109,0.006,0.0000,6.67,1.22,15,31,58,117,19.8168,0.0019,0.5500,0.0000,0.0000,9.4092,100.00,86.8656,349.9909,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0026,0.0011,0.000004,5,0.1391,0.0853,0.0417,97,356,1241,0.0000,0.0000,0.0048,0.013,0.6697,0.0258,0.2061,0.0294,0.3475,0.0565,0.0000,0.00025,0.134,0.0021,0.591,0.111,0.04,0.009,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6963,0.0000,1.2760,0.00000,0.07942,0.6065,0.6059,0.2892,1.469,0.622,0.7574,0.9773,0.3272,0.0000,0.0000,0.0000,0.0000,0.1743,2.1458
40000,634,1.054,0.662,12.52,5296,5059,0,264,15,49884,86872.2,27210.9,0.073,0.658,0.157,0.112,177,41.57,25.11,2.06,4.40,8.71,6.33,0.08,1.41,19.04,9.36,0.01,0.15,0.243,0.156,462,0.044,0.041,0.948,0.002,0.009,7623,6745,5,0.396,0.047,0.014,25949,0.177,1.819,0.065,8.08,3783,393,0.545,0.208,0.177,656549,1.45,1.38,0.284,0.498,0.008,17.7,36.3,72.0,177.8,18951,0.072,0.00,0.0007,0.000,11,0.499,0.000,0.325,0.378,4.86,6.16,6.19,0.66,0.207,1.08,1.67,1.54,0.510,0.00102,2.05,1.7667,119.04,121483.8,140496.8,0.011,2.0361,17.071,0.000,1.000,0.373,19.8,8.067,7.551,1856,9168.6,9.57,6.782,6.46,1.409,87.7,0.263,0.136,2.00,10.9592,6948.1,0.4710,0.3677,29.89,1.261,0.276,0.4586,0.0000,0.280,0.098,0.027,0.0000,6.52,0.86,15,29,48,81,7.6243,0.0022,0.5536,0.0000,0.0000,2.5943,100.00,95.3171,244.6724,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0027,0.0012,0.000001,4,0.1047,0.0473,0.0537,93,330,1334,0.0000,0.0000,0.0138,0.034,0.1327,0.0264,0.0536,0.0252,0.4021,0.0233,0.0000,0.00046,0.099,0.0010,0.713,0.172,0.04,0.014,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6621,0.0000,1.0576,0.00000,0.08374,0.6193,0.6186,0.3027,1.016,0.491,0.7019,0.4013,0.1046,0.0000,0.0000,0.0000,0.0000,0.1600,1.8052
50000,807,1.546,0.958,16.47,17629,15800,0,1624,24,237276,236861.9,126054.9,0.064,0.659,0.181,0.095,165,48.22,26.48,1.04,3.00,9.51,7.28,0.15,1.75,14.04,10.92,0.02,0.26,0.214,0.129,636,0.019,0.052,0.933,0.000,0.015,25712,20808,8,0.169,0.693,0.036,315528,0.213,2.272,0.102,23.08,12232,486,0.531,0.152,0.284,2148980,1.25,1.51,0.385,0.566,0.007,19.6,47.1,80.7,199.3,19964,0.076,0.00,0.0021,0.000,1,0.517,0.000,0.380,0.363,4.04,5.16,5.20,0.47,0.146,1.07,1.37,1.29,0.536,0.00252,10.74,5.7312,258.20,114395.1,140496.8,3.833,4.6818,48.062,0.000,1.000,0.379,18.9,20.744,28.942,2461,13810.2,22.15,18.257,5.78,3.054,175.7,1.189,0.136,2.00,10.3595,8360.1,0.5904,0.4098,24.74,1.892,0.108,1.5414,0.0000,0.179,0.106,0.017,0.0000,5.56,1.13,10,25,42,100,19.2531,0.0033,0.4845,0.0000,0.0000,11.3807,100.00,88.0287,380.6403,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0027,0.0011,0.000003,8,0.1651,0.0644,0.0352,86,311,1083,0.0000,0.0000,0.0037,0.009,0.5821,0.0319,0.2315,0.0322,0.3767,0.0616,0.0000,0.00020,0.058,0.0008,0.494,0.121,0.10,0.036,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7328,0.0000,1.1242,0.00000,0.07634,0.6536,0.6529,0.2960,1.616,0.644,0.7918,1.2323,0.3477,0.0000,0.0000,0.0000,0.0000,0.1661,2.2374
60000,817,2.227,0.949,17.71,5997,5441,0,536,2,66907,86856.9,35297.2,0.060,0.680,0.180,0.081,157,55.59,32.55,0.88,2.70,9.77,7.69,0.78,2.34,19.30,12.64,0.02,0.20,0.193,0.125,607,0.013,0.088,0.896,0.002,0.013,7082,5768,4,0.441,0.371,0.193,224790,0.173,2.225,0.099,8.44,4101,449,0.528,0.196,0.133,603641,1.19,1.28,0.442,0.523,0.007,22.2,49.7,97.4,225.3,25110,0.096,0.00,0.0006,0.000,6,0.402,0.000,0.279,0.249,4.83,5.72,5.72,0.76,0.180,1.05,1.30,1.21,0.416,0.00112,1.48,1.5424,350.30,111779.2,140496.8,0.017,1.8968,17.052,0.000,1.000,0.330,17.3,7.559,7.806,2521,13415.0,27.60,6.790,5.70,1.281,165.8,0.247,0.128,2.03,12.7611,10425.8,0.5783,0.4276,30.73,1.757,0.323,0.4586,0.0000,0.257,0.173,0.176,0.0000,6.04,1.25,15,25,49,121,6.9286,0.0000,0.3929,0.0000,0.0000,2.3137,100.00,92.8365,245.3579,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0026,0.0011,0.000001,8,0.0888,0.0551,0.0413,79,329,1248,0.0000,0.0000,0.0048,0.014,0.1360,0.0217,0.0629,0.0184,0.4777,0.0250,0.0000,-0.00017,0.083,0.0015,0.241,0.071,0.68,0.193,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7962,0.0000,1.2815,0.00000,0.06981,0.6162,0.6156,0.3435,1.425,0.652,0.8042,0.4432,0.1009,0.0000,0.0000,0.0000,0.0000,0.1953,2.1719
70000,725,1.481,1.311,24.09,26568,22770,0,3769,116,296606,231227.6,155534.3,0.076,0.733,0.129,0.061,134,36.25,24.33,0.80,3.30,6.53,5.92,0.10,0.75,10.13,9.84,0.02,0.25,0.203,0.145,489,0.025,0.063,0.902,0.004,0.030,35057,26000,5,0.433,0.497,0.025,564614,0.206,2.697,0.148,22.31,20123,311,0.524,0.250,0.210,2770275,1.28,1.51,0.327,0.417,0.011,14.0,32.0,62.0,179.5,12734,0.049,0.00,0.0031,0.000,4,0.489,0.000,0.362,0.290,3.29,4.41,4.52,0.17,0.068,1.23,1.37,1.28,0.509,0.00328,8.49,6.3494,172.33,112230.0,140496.8,6.091,7.3700,48.507,0.000,0.996,0.405,14.8,20.548,28.296,3139,19634.0,8.48,18.329,5.00,5.559,390.2,1.556,0.138,1.99,7.1388,5175.6,0.6260,0.4245,17.56,1.987,0.083,1.5414,0.0000,0.171,0.149,0.052,0.0000,4.84,1.11,7,16,30,81,18.7690,0.0000,0.4455,0.0000,0.0000,9.1076,100.00,84.1916,365.9322,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0013,0.000005,5,0.0971,0.0138,0.0191,56,237,817,0.0000,0.0000,0.0178,0.032,0.9856,0.0136,0.4177,0.0262,0.3990,0.0981,0.0000,0.00029,0.517,0.0184,0.574,0.365,0.10,0.025,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9274,0.0000,1.5056,0.00000,0.05357,0.7125,0.7115,0.2985,2.384,0.805,0.8345,1.7855,0.4915,0.0000,0.0000,0.0000,0.0000,0.1087,2.6653
80000,663,1.875,1.207,24.55,8578,7469,0,1134,35,91298,86110.8,44162.7,0.052,0.750,0.105,0.093,133,46.56,25.43,0.28,2.47,10.43,8.12,0.06,0.83,12.25,9.95,0.00,0.00,0.228,0.133,438,0.057,0.078,0.906,0.003,0.012,9413,7038,2,0.729,0.232,0.008,37397,0.166,2.606,0.138,8.16,6141,307,0.484,0.253,0.241,751287,1.09,1.40,0.478,0.478,0.000,18.0,50.0,72.0,196.0,15270,0.058,0.00,0.0011,0.000,5,0.380,0.000,0.249,0.204,3.83,4.97,4.92,0.04,0.011,1.05,1.11,1.10,0.397,0.00171,1.08,1.6439,175.62,112760.0,140496.8,0.144,2.5269,17.153,0.000,1.000,0.321,15.4,7.551,7.587,2854,18037.2,13.50,6.801,4.94,1.860,321.2,0.310,0.134,2.01,9.1712,6080.5,0.5779,0.4102,23.03,2.000,0.001,0.4586,0.0000,0.073,0.118,0.026,0.0000,5.30,1.05,9,25,36,98,6.7006,0.0008,0.4163,0.0000,0.0000,2.2246,100.00,90.7578,242.8800,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0030,0.0013,0.000003,2,0.0420,0.0196,0.0214,61,253,899,0.0000,0.0000,0.0163,0.035,0.2400,0.0091,0.1008,0.0151,0.4899,0.0440,0.0000,-0.00001,0.300,0.0092,0.299,0.125,0.05,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9261,0.0000,1.2727,0.00000,0.07253,0.6873,0.6864,0.3212,2.173,0.706,0.7919,0.5779,0.1690,0.0000,0.0000,0.0000,0.0000,0.1262,2.5728
90000,634,1.323,1.553,31.38,21931,18073,0,3706,177,302270,226091.4,144166.6,0.041,0.710,0.156,0.093,118,48.62,23.61,0.01,0.20,12.11,8.81,0.00,0.00,12.19,9.44,0.00,0.00,0.246,0.130,376,0.047,0.047,0.938,0.002,0.013,29691,21577,5,0.274,0.227,0.000,5293,0.219,2.882,0.177,21.72,18702,329,0.477,0.213,0.155,2326428,1.00,0.97,0.603,0.333,0.000,24.0,50.0,72.0,200.0,15409,0.059,0.00,0.0029,0.000,3,0.509,0.000,0.308,0.308,3.87,5.00,4.93,0.00,0.000,1.00,1.00,1.00,0.533,0.00433,8.91,6.0227,93.59,104356.8,140496.8,3.786,8.7407,44.470,0.000,0.998,0.349,15.2,18.948,26.373,3757,23546.3,16.19,18.524,5.19,6.810,378.2,1.616,0.132,2.00,14.5413,9219.2,0.7497,0.3956,24.30,2.000,0.000,1.5414,0.0000,0.007,0.017,0.000,0.0000,5.21,1.04,12,25,36,100,16.8161,0.0000,0.5237,0.0000,0.0000,10.1331,100.00,81.4101,354.5103,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0012,0.000006,4,0.0972,0.1009,0.0211,60,260,872,0.0000,0.0000,0.0039,0.009,0.5200,0.0081,0.2081,0.0158,0.3733,0.0961,0.0000,-0.00051,0.841,0.0496,0.091,0.034,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0828,0.0000,1.6673,0.00000,0.06728,0.6418,0.6409,0.3098,2.473,1.099,0.7539,1.4545,0.3528,0.0000,0.0000,0.0000,0.0000,0.1227,2.8575
100000,607,2.169,1.720,32.19,4413,4147,0,228,54,33197,71652.0,16263.1,0.046,0.591,0.236,0.127,128,60.56,37.49,0.06,0.89,11.38,8.97,0.00,0.00,18.78,17.98,0.02,0.27,0.208,0.128,378,0.041,0.076,0.898,0.002,0.025,4364,3304,4,0.231,0.575,0.000,608,0.336,2.951,0.190,7.20,3273,261,0.490,0.311,0.086,508100,1.02,2.36,0.446,0.331,0.007,26.0,50.0,98.0,392.0,18343,0.070,0.00,0.0006,0.000,3,0.494,0.000,0.185,0.170,4.53,5.64,5.62,0.02,0.007,1.03,1.01,1.02,0.503,0.00099,1.03,1.1090,130.11,102715.0,140496.8,0.060,2.4143,13.705,0.000,1.000,0.251,12.9,6.645,7.012,4347,25821.8,10.78,5.858,5.55,2.028,461.7,0.250,0.138,2.00,12.4201,7539.0,0.6138,0.3512,30.22,2.000,0.004,0.4586,0.0000,0.014,0.033,0.000,0.0000,6.22,1.63,13,25,49,196,6.1777,0.0009,0.4596,0.0000,0.0000,2.7032,100.00,88.5731,217.8197,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0025,0.0011,0.000001,11,0.1403,0.0395,0.0698,95,364,1650,0.0000,0.0000,0.0159,0.038,0.0527,0.0273,0.0331,0.0099,0.4080,0.0194,0.0000,0.00006,0.895,0.0672,0.025,0.005,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8363,0.0000,1.2346,0.00000,0.08228,0.5894,0.5889,0.3152,2.727,1.203,0.8023,0.3322,0.0825,0.0000,0.0000,0.0000,0.0000,0.1398,2.9163
