step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,4.00,16,0,12,0,4,0,1,0,1,0,1.00,10,0.250,4412,0.00,83.57,167.48,393,0,0,0,1.00,1.00,1.00,1,2,1,20.2,9.823,2,2.000,0.000,4,1.000,10,53.29,49.50,0,0.0169,0.000,0.0000,3381,1.0000,1,1
100000,12.01,33,1,8,4,20,1,4,3,4,2,1.20,12,0.333,4152,0.00,209.25,17.90,375,1,2,2,1.33,1.00,1.25,4,4,6,38.3,41.137,12,1.044,0.431,8,1.000,9,42.85,-8.50,3,0.0000,0.000,0.0000,3136,1.0000,1,1
100000,3.13,33,1,8,4,20,0,0,0,3,0,1.00,24,0.000,4024,0.00,170.93,17.75,375,1,1,0,1.00,1.00,1.00,2,2,2,28.3,1.267,3,1.044,0.431,8,1.000,5,21.96,-21.75,0,0.0000,0.000,0.0000,3150,1.0000,1,1
100000,12.00,16,0,11,0,5,0,6,0,0,0,1.00,4,0.500,3851,0.00,86.86,60.29,372,1,0,0,1.00,1.00,1.00,2,2,4,38.8,8.387,6,2.000,0.000,4,1.000,4,16.84,1.75,0,0.0482,0.000,0.0000,2929,1.0000,1,1
100000,26.00,16,0,9,0,7,0,8,0,5,0,1.00,0,0.308,3703,3.27,87.86,96.46,372,2,0,0,1.00,1.00,1.00,4,4,4,39.5,36.945,13,2.000,0.000,4,1.000,3,67.97,24.25,0,0.0617,0.000,0.0000,2635,0.7845,1,1
100000,38.27,39,0,14,1,24,0,11,0,22,0,1.00,2,0.287,3461,0.42,236.83,29.56,271,1,0,0,1.00,1.00,1.00,8,7,8,37.5,121.235,33,1.160,0.386,8,1.000,3,65.59,-41.25,0,0.0000,0.000,0.0000,2093,0.6466,1,1
100000,2.32,38,0,13,0,25,0,2,0,0,0,1.00,26,0.862,3402,0.00,160.47,24.42,271,0,0,0,1.00,1.00,1.00,1,1,2,21.3,2.229,2,1.160,0.386,8,1.000,7,15.30,-3.00,0,0.0000,0.000,0.0000,2828,1.0000,1,1
100000,6.96,39,0,14,1,24,0,2,0,4,0,1.00,20,0.287,3318,0.00,168.64,6.56,271,0,0,0,1.00,1.00,1.00,4,4,2,17.7,16.566,6,1.160,0.386,8,1.000,5,10.30,-1.00,0,0.0000,0.000,0.0000,2898,1.0000,1,1
100000,24.00,16,0,10,0,6,0,7,0,5,0,1.00,0,0.292,3115,0.00,89.80,78.63,372,1,0,0,1.00,1.00,1.00,4,4,4,31.7,40.463,12,2.000,0.000,4,1.000,1,70.22,30.50,0,0.0552,0.000,0.0000,2302,0.8165,1,1
100000,9.28,39,0,14,1,24,0,0,0,8,0,1.00,18,0.000,3094,0.00,137.63,14.69,271,0,1,0,1.00,1.00,1.00,2,2,5,24.6,18.484,8,1.160,0.386,8,1.000,2,6.77,-0.50,0,0.0000,0.000,0.0000,2152,1.0000,1,1
