step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,12,567,56.43,1.00,17.23,0.53,25.26,0.17,1.19,0.055,0.095,380488.2,151688.2,4,0,6.10,1.20,1.18,13.0463,215.11,112697.9,0.0250,25.8668,16384,31.6163,2839,3.2714,9042.3,100.00,12.2578,0.0,0.0000,1.000,0.3289,1.1015,2.4222
10000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1357.6,419.7,0,0,-0.00,-0.00,-0.00,0.0962,0.00,0.0,0.0000,0.0007,0,0.3120,0,0.0000,0.0,0.00,0.0005,0.0,0.0000,-0.000,0.0000,0.0000,0.0091
20000,12,456,51.58,0.38,11.48,2.78,33.20,0.01,1.06,0.002,0.083,102730.4,19959.8,4,0,6.29,1.03,1.11,1.1148,106.67,119846.1,0.0000,9.1986,16348,9.3955,1305,0.5083,981.8,99.83,3.4950,0.0,0.0000,1.000,0.3276,0.4754,0.4101
20000,0,1,52.82,0.00,10.00,3.00,36.00,0.00,1.00,0.000,0.085,4.4,0.0,1,1,6.00,1.00,1.00,0.0000,0.01,303.2,0.0000,0.0000,36,0.0014,1,0.0000,0.0,178.87,0.0000,0.0,0.0000,1.000,0.9444,0.3219,0.0000
30000,12,772,49.61,1.02,12.28,0.20,14.32,0.22,1.28,0.065,0.082,266377.2,150442.4,5,0,4.39,1.34,1.20,6.2845,190.29,110865.7,0.0202,27.1017,16364,23.2369,2825,2.0272,6607.1,100.03,13.8698,0.0,0.0000,1.000,0.3293,1.0760,1.3816
30000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,17.0,0.0,0,0,-0.00,-0.00,-0.00,0.0002,0.00,220.6,0.0000,0.0000,20,0.0778,0,0.0000,0.0,74.00,0.0000,0.0,0.0000,-0.000,0.0000,0.0722,0.0002
40000,12,617,43.61,0.49,10.65,3.61,21.00,0.14,1.10,0.032,0.084,104328.3,24380.8,5,0,5.36,1.12,1.05,1.3755,193.88,117534.2,0.0000,9.4730,16384,9.3889,1575,0.4799,1049.7,100.00,3.3253,0.0,0.0000,1.000,0.3289,0.5266,0.4204
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2.0,0.0,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,0.0000,0.0000,0,0.0069,0,0.0000,0.0,0.00,0.0000,0.0,0.0000,-0.000,0.0000,0.0000,0.0001
50000,12,762,49.62,0.65,12.37,1.01,18.39,0.07,1.12,0.022,0.094,277418.0,128970.6,10,0,4.92,1.11,1.14,5.5877,155.86,116875.4,0.6712,27.4287,16370,24.7591,1748,1.4037,5184.6,100.01,12.6282,0.0,0.0000,1.000,0.3292,0.6272,1.2603
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0001,0.00,131.7,0.0000,0.0000,14,0.0057,0,0.0000,0.0,83.31,0.0000,0.0,0.0000,-0.000,0.0000,0.1333,0.0001
60000,12,574,42.71,0.36,10.78,2.54,20.00,0.06,1.06,0.017,0.074,102579.8,24574.2,8,0,5.29,1.07,1.05,1.4273,130.55,116568.6,0.0058,10.0232,16260,9.3093,1453,0.2863,739.3,100.20,3.0382,0.0,0.0000,1.000,0.3314,0.5133,0.3493
