step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,274,39.67,0.19,10.45,2.49,13.15,0.00,1.06,0.000,0.082,141863.3,75824.4,1,56,4.34,1.05,1.06,4.7018,44.23,33570.7,0.0081,10.4573,5462,10.8937,1361,1.1433,2661.9,160.59,0.8177,0.0,0.0000,1.000,0.7105,1.6118,1.0033
10000,1,210,38.73,0.05,11.49,2.22,11.72,0.00,1.01,0.000,0.062,137742.3,74937.5,1,43,4.40,1.00,1.00,4.7204,49.69,31452.9,0.0065,10.0346,5461,10.8917,1335,1.1016,2607.4,80.07,3.5292,0.0,0.0000,1.000,0.1979,1.5824,0.9524
10000,2,226,38.62,0.07,11.43,2.04,11.34,0.00,1.00,0.000,0.064,121427.4,61125.0,1,72,4.05,1.00,1.00,4.1451,55.85,31010.4,0.0067,8.3836,5461,10.8917,1205,0.8844,1977.3,59.33,6.2940,0.0,0.0000,1.000,0.0179,1.4357,0.8435
20000,0,321,35.32,0.03,8.36,0.48,11.54,0.00,1.01,0.000,0.075,61052.6,23880.6,2,35,3.63,1.01,1.00,0.7213,70.18,37938.5,0.0000,5.8945,5462,4.0043,1107,0.6882,1013.7,160.59,0.3691,0.0,0.0000,1.000,0.7105,1.3314,0.3536
20000,1,211,34.86,0.00,8.59,0.69,10.92,0.00,1.00,0.000,0.048,33563.6,12689.5,2,83,3.70,1.00,1.00,0.3787,43.39,37224.0,0.0000,3.1238,5461,4.0036,976,0.2963,390.8,80.07,1.0586,0.0,0.0000,1.000,0.1979,1.2057,0.2242
20000,2,181,35.26,0.04,8.90,0.62,10.67,0.00,1.01,0.000,0.043,23507.0,8402.3,2,87,3.67,1.01,1.01,0.2804,31.92,36219.5,0.0000,2.1219,5461,4.0036,890,0.1984,225.6,59.33,1.5359,0.0,0.0000,1.000,0.0179,1.0454,0.1607
30000,0,359,31.98,0.21,6.94,1.35,12.26,0.00,1.04,0.000,0.085,104527.9,71548.7,3,41,3.67,1.04,1.04,1.7482,48.92,34476.5,0.0000,10.4447,5462,8.6097,1749,2.1267,4147.8,160.59,0.8485,0.0,0.0000,1.000,0.7105,2.1032,0.9367
30000,1,351,30.00,0.33,5.99,2.07,11.32,0.00,1.05,0.003,0.079,98170.9,67008.3,3,66,3.60,1.09,1.01,1.6621,78.41,32120.7,0.0000,9.9455,5461,8.6081,1726,2.0033,3976.5,80.07,3.7777,0.0,0.0000,1.000,0.1979,2.1513,0.9353
30000,2,306,29.48,0.37,6.76,1.52,10.17,0.00,1.05,0.000,0.066,82477.9,51867.7,2,69,3.64,1.07,1.04,1.2853,64.82,30416.2,0.0000,8.3660,5461,8.6081,1399,1.5644,2941.7,59.33,6.6659,0.0,0.0000,1.000,0.0179,1.7207,0.8059
40000,0,344,37.19,0.19,6.78,1.40,12.67,0.00,1.02,0.003,0.082,63957.2,15808.5,7,33,3.85,1.04,1.01,0.6746,61.42,35816.4,0.0000,5.9447,5462,3.7818,1151,0.5974,925.2,160.59,0.3694,0.0,0.0000,1.000,0.7105,1.3441,0.3589
40000,1,225,37.51,0.34,7.18,1.81,13.26,0.02,1.05,0.009,0.059,35808.7,9253.4,7,66,4.05,1.08,1.01,0.4441,58.18,35260.7,0.0000,3.1240,5461,3.7811,1175,0.2948,400.5,80.07,1.0596,0.0,0.0000,1.000,0.1979,1.3542,0.2285
40000,2,176,40.94,0.19,8.55,1.92,13.94,0.00,1.01,0.000,0.050,23184.1,4445.2,6,52,4.12,1.00,1.03,0.2126,26.36,34013.4,0.0000,2.1183,5461,3.7811,1405,0.2036,231.2,59.33,1.5487,0.0,0.0000,1.000,0.0179,1.3827,0.1458
50000,0,341,22.18,0.00,6.81,0.48,4.04,0.00,1.00,0.000,0.044,107502.7,71070.9,2,75,2.48,1.00,1.00,1.6264,36.48,35019.0,0.0000,10.7593,5462,9.2906,1589,1.6971,4039.1,160.59,0.8631,0.0,0.0000,1.000,0.7105,2.0847,0.9599
50000,1,247,22.78,0.00,6.59,0.88,4.36,0.00,1.00,0.000,0.034,104176.1,68430.4,2,60,2.59,1.00,1.00,1.5220,32.94,32467.7,0.0000,10.4393,5461,9.2889,1573,1.5507,3764.1,80.07,3.8075,0.0,0.0000,1.000,0.1979,2.0566,0.9455
50000,2,239,22.62,0.00,6.81,0.53,4.23,0.00,1.00,0.000,0.032,86019.6,50524.0,2,105,2.63,1.00,1.00,1.1523,24.71,30982.1,0.0000,8.6424,5461,9.2889,1355,1.2431,2816.6,59.33,6.7138,0.0,0.0000,1.000,0.0179,1.8694,0.7807
60000,0,351,27.21,0.00,6.74,0.60,6.59,0.00,1.00,0.000,0.055,52679.7,20559.8,7,42,2.83,1.00,1.00,0.5260,53.99,32547.2,0.0000,5.3387,5462,3.1891,1896,1.3261,1595.0,160.59,0.3754,0.0,0.0000,1.000,0.7105,2.3939,0.3576
60000,1,252,25.20,0.00,7.14,0.23,5.39,0.00,1.00,0.000,0.037,29761.6,10035.5,6,85,2.70,1.00,1.00,0.3264,35.58,31997.5,0.0000,2.9666,5461,3.1885,1803,0.5278,640.2,80.07,1.0824,0.0,0.0000,1.000,0.1979,2.1276,0.1979
60000,2,219,26.85,0.00,6.82,0.53,6.39,0.00,1.00,0.000,0.034,20703.4,6473.5,7,89,3.00,1.00,1.00,0.2601,31.03,31103.0,0.0000,2.0175,5461,3.1885,1603,0.3103,341.5,59.33,1.5591,0.0,0.0000,1.000,0.0179,1.8205,0.1431
70000,0,388,29.45,0.00,5.67,0.34,8.89,0.00,1.00,0.000,0.066,110532.1,35913.0,3,80,3.01,1.00,1.00,1.4143,128.00,32254.5,0.0000,10.2989,5462,8.8956,1430,2.3423,4595.3,160.59,0.8596,0.0,0.0000,1.000,0.7105,1.7789,0.7195
70000,1,332,27.82,0.00,5.81,0.22,7.99,0.00,1.00,0.000,0.053,104271.3,35546.4,3,90,2.93,1.00,1.00,1.5770,71.80,30431.8,0.0000,9.7426,5461,8.8940,1254,2.2932,4378.1,80.07,3.8505,0.0,0.0000,1.000,0.1979,1.5803,0.6891
70000,2,343,28.52,0.00,5.37,0.16,8.81,0.00,1.00,0.000,0.056,85606.1,26762.1,3,112,2.93,1.00,1.00,1.3400,58.88,30104.8,0.0000,8.0844,5461,8.8940,1173,1.9017,3323.5,59.33,6.7898,0.0,0.0000,1.000,0.0179,1.4279,0.5171
80000,0,353,27.95,0.00,4.93,0.75,8.67,0.00,1.00,0.000,0.058,58415.0,15068.2,4,47,2.99,1.00,1.00,1.1200,51.06,34434.6,0.0000,5.7330,5462,3.4940,1368,0.9349,1265.1,160.59,0.3830,0.0,0.0000,1.000,0.7105,1.6837,0.3455
80000,1,274,27.94,0.00,5.07,0.59,8.61,0.00,1.00,0.000,0.045,31357.4,7777.4,4,75,2.95,1.00,1.00,0.6917,28.97,33655.5,0.0000,3.1198,5461,3.4934,1347,0.3588,449.4,80.07,1.0698,0.0,0.0000,1.000,0.1979,1.6020,0.1798
80000,2,206,28.69,0.00,5.88,0.49,8.22,0.00,1.00,0.000,0.034,20915.0,5359.1,4,86,3.01,1.00,1.00,0.5361,13.25,32581.2,0.0000,2.1275,5461,3.4934,1507,0.2036,231.4,59.33,1.5686,0.0,0.0000,1.000,0.0179,1.5208,0.1309
90000,0,374,27.00,0.00,4.80,0.44,8.48,0.00,1.00,0.000,0.059,115627.0,24325.9,2,79,2.92,1.00,1.00,2.0825,128.00,34319.8,0.0000,11.1280,5462,9.4010,1257,1.5534,3511.8,160.59,0.8763,0.0,0.0000,1.000,0.7105,1.4416,0.6847
90000,1,344,26.78,0.00,4.54,0.36,8.67,0.00,1.00,0.000,0.053,110840.0,22832.2,2,92,2.97,1.00,1.00,2.1038,132.25,32186.4,0.0000,10.6251,5461,9.3993,1063,1.5099,3449.9,80.07,3.8574,0.0,0.0000,1.000,0.1979,1.2794,0.6637
90000,2,275,27.07,0.00,4.85,0.45,8.46,0.00,1.00,0.000,0.043,91936.8,18387.8,2,106,2.92,1.00,1.00,1.8148,93.50,31310.5,0.0000,8.8897,5461,9.3993,1071,1.1410,2470.4,59.33,6.8381,0.0,0.0000,1.000,0.0179,1.3041,0.5368
100000,0,351,26.93,0.00,4.47,0.44,8.77,0.00,1.00,0.000,0.055,60029.6,9906.0,1,47,3.03,1.00,1.00,1.4754,121.97,35017.7,0.0000,5.9943,5462,3.3084,1288,0.7127,1070.6,160.59,0.3894,0.0,0.0000,1.000,0.7105,1.4925,0.2737
100000,1,246,27.70,0.00,4.68,0.48,8.93,0.00,1.00,0.000,0.040,31522.3,5263.5,1,85,3.04,1.00,1.00,0.9277,42.71,34195.4,0.0000,3.1931,5461,3.3078,1177,0.2788,362.6,80.07,1.0655,0.0,0.0000,1.000,0.1979,1.3921,0.1408
100000,2,212,26.41,0.00,4.93,0.43,8.05,0.00,1.00,0.000,0.033,21576.0,3866.7,1,81,2.85,1.00,1.00,0.7527,25.60,32801.2,0.0000,2.1684,5461,3.3078,1364,0.1596,192.5,59.33,1.5667,0.0,0.0000,1.000,0.0179,1.3446,0.1019
110000,0,380,27.48,0.00,4.44,0.22,9.18,0.00,1.00,0.000,0.060,116382.8,23284.1,2,91,3.01,1.00,1.00,2.2968,138.74,35549.4,0.0000,11.3284,5462,9.5258,1202,1.3390,3205.2,160.59,0.8735,0.0,0.0000,1.000,0.7105,1.4135,0.6848
110000,1,313,27.62,0.00,4.55,0.20,9.16,0.00,1.00,0.000,0.050,112379.7,24292.2,2,64,2.90,1.00,1.00,2.3222,110.35,32828.8,0.0000,10.8834,5461,9.5241,1001,1.2656,3071.1,80.07,3.8739,0.0,0.0000,1.000,0.1979,1.1954,0.6729
110000,2,276,27.07,0.00,4.49,0.40,8.84,0.00,1.00,0.000,0.044,93021.1,18394.4,2,100,2.99,1.00,1.00,1.8623,78.79,31601.3,0.0000,9.0213,5461,9.5241,970,0.9745,2256.1,59.33,6.8183,0.0,0.0000,1.000,0.0179,1.1324,0.5264
120000,0,316,27.53,0.00,4.80,0.55,8.69,0.00,1.00,0.000,0.051,59678.5,9165.2,4,35,2.97,1.00,1.00,1.3126,46.83,34638.2,0.0000,5.9938,5462,3.2825,1307,0.6842,989.7,160.59,0.3744,0.0,0.0000,1.000,0.7105,1.5177,0.2882
120000,1,255,27.88,0.00,4.92,0.29,8.87,0.00,1.00,0.000,0.041,30790.1,5102.5,4,94,3.10,1.00,1.00,0.9422,51.83,34084.4,0.0000,3.2369,5461,3.2819,1288,0.2764,350.7,80.07,1.0856,0.0,0.0000,1.000,0.1979,1.5213,0.1308
120000,2,195,28.12,0.00,5.87,0.19,8.09,0.00,1.00,0.000,0.032,21076.5,4033.8,4,86,2.91,1.00,1.00,0.7727,29.51,32948.5,0.0000,2.1715,5461,3.2819,1218,0.1446,176.8,59.33,1.5572,0.0,0.0000,1.000,0.0179,1.2681,0.1007
130000,0,414,27.54,0.00,4.90,0.27,8.73,0.00,1.00,0.000,0.066,118919.7,24069.1,5,76,2.91,1.00,1.00,2.4441,182.10,35286.9,0.0000,11.4410,5462,9.5092,1018,1.1895,3015.8,160.59,0.8664,0.0,0.0000,1.000,0.7105,1.1875,0.6612
130000,1,351,27.13,0.00,4.64,0.15,8.85,0.00,1.00,0.000,0.054,113944.2,22557.0,5,95,3.03,1.00,1.00,2.3097,139.72,32983.5,0.0000,10.9378,5461,9.5074,977,1.1877,2999.2,80.07,3.8539,0.0,0.0000,1.000,0.1979,1.1607,0.6233
130000,2,267,26.75,0.00,4.74,0.19,8.54,0.00,1.00,0.000,0.041,93228.7,19144.4,5,94,2.99,1.00,1.00,2.2345,86.24,32111.3,0.0000,9.0727,5461,9.5074,940,0.9268,2175.1,59.33,6.8179,0.0,0.0000,1.000,0.0179,1.1046,0.4881
140000,0,371,27.88,0.00,4.72,0.42,9.01,0.00,1.00,0.000,0.060,59770.6,10351.3,6,45,2.98,1.00,1.00,1.4069,79.98,35069.2,0.0000,6.0201,5462,3.3098,1159,0.6128,946.3,160.59,0.3719,0.0,0.0000,1.000,0.7105,1.3159,0.2713
140000,1,240,26.87,0.00,4.81,0.54,8.36,0.00,1.00,0.000,0.038,31433.4,5296.0,6,83,3.01,1.00,1.00,0.9772,26.03,34393.6,0.0000,3.2516,5461,3.3092,1194,0.2522,337.5,80.07,1.0755,0.0,0.0000,1.000,0.1979,1.3912,0.1432
140000,2,170,27.16,0.00,5.19,0.14,8.32,0.00,1.00,0.000,0.027,20136.4,3396.4,4,67,3.07,1.00,1.00,0.6565,36.40,33280.9,0.0000,2.1833,5461,3.3092,1432,0.1668,171.1,59.33,1.5618,0.0,0.0000,1.000,0.0179,1.4333,0.0882
