step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,8,562,47.29,0.76,12.64,0.30,22.11,0.04,1.17,0.014,0.105,299057.0,101523.3,7,0,5.10,1.17,1.18,10.8431,174.24,66187.8,2.8938,20.3725,12021,19.9529,2038,5.1655,14752.0,99.98,11.2722,0.0,0.0000,1.000,0.3119,1.0752,1.7024
10000,0,9,45.66,0.00,13.11,1.56,24.11,0.00,1.00,0.000,0.005,32510.0,12203.4,3,7,4.78,1.00,1.00,2.1216,1.08,51232.9,0.0000,0.0142,4363,7.7638,276,0.0000,0.4,100.06,0.0046,0.0,0.0000,1.000,0.3358,0.4261,0.2088
20000,8,598,34.22,0.26,8.91,1.44,13.71,0.05,1.03,0.020,0.084,97542.8,34958.0,2,0,4.07,1.04,1.01,1.3482,94.41,64054.7,0.1925,9.2727,10873,6.5969,1519,1.2083,2821.5,96.88,2.8501,0.0,0.0000,1.000,0.2782,0.8812,0.6617
20000,0,6,31.11,0.00,8.83,2.50,15.17,0.00,1.00,0.000,0.002,1010.4,77.4,2,5,4.17,1.00,1.00,0.0186,1.69,58143.4,0.0000,0.0073,5511,2.7449,283,0.0000,0.0,106.15,0.0030,0.0,0.0000,1.000,0.3972,0.3072,0.0211
30000,8,524,42.38,0.76,10.05,0.27,11.36,0.03,1.16,0.010,0.066,203762.5,111415.4,5,0,3.80,1.08,1.21,4.4084,107.31,56788.0,7.0311,20.0347,11183,12.6186,2307,3.9721,11687.1,99.01,12.6272,0.0,0.0000,1.000,0.2961,1.3625,1.6086
30000,0,4,38.65,0.00,12.25,0.00,7.25,0.00,1.00,0.000,0.001,800.5,201.2,0,4,3.50,1.00,1.00,0.0327,1.48,60260.7,0.0000,0.0214,5201,6.0497,278,0.0000,0.2,102.14,0.0089,0.0,0.0000,1.000,0.3659,0.3440,0.0365
40000,8,688,50.57,0.52,8.82,0.01,16.65,0.00,1.09,0.001,0.096,91795.8,30178.3,5,0,4.04,1.07,1.07,1.3093,145.64,68099.6,0.1918,8.6244,11674,5.6860,1890,1.4341,3300.3,97.20,2.9504,0.0,0.0000,1.000,0.2899,1.0485,0.5359
40000,0,3,48.79,0.00,10.00,0.00,15.00,0.00,1.00,0.000,0.001,579.4,50.4,2,3,4.00,1.00,1.00,0.0163,0.84,49301.7,0.0000,0.0075,4710,2.6295,212,0.0000,0.0,106.94,0.0031,0.0,0.0000,1.000,0.3885,0.2740,0.0108
50000,8,663,43.29,1.04,8.62,0.17,11.08,0.01,1.15,0.009,0.074,214003.2,122150.8,9,0,3.59,1.19,1.12,4.3566,145.88,58204.1,4.7195,20.8439,11677,14.0213,2510,4.6208,13048.9,98.62,13.9946,0.0,0.0000,1.000,0.2895,1.4300,1.6928
50000,0,9,41.47,0.11,7.67,0.00,12.89,0.00,1.00,0.000,0.002,472.7,127.9,3,9,3.56,1.00,1.00,0.0239,3.97,54692.1,0.0000,0.0163,4707,5.5268,279,0.0000,0.2,103.42,0.0060,0.0,0.0000,1.000,0.3896,0.4029,0.0238
60000,8,693,45.76,0.88,7.82,1.01,14.19,0.00,1.16,0.001,0.081,70654.5,16240.4,4,0,3.89,1.10,1.22,0.8972,156.45,74393.5,0.0545,7.2212,12790,4.9023,3107,1.4337,1724.8,95.45,3.8866,0.0,0.0000,1.000,0.2841,1.5272,0.4074
60000,0,12,40.99,0.08,7.75,0.67,13.25,0.00,1.00,0.000,0.005,356.8,57.0,1,12,4.00,1.00,1.00,0.0092,1.09,35504.0,0.0000,0.0071,3594,1.7067,216,0.0000,0.0,116.18,0.0015,0.0,0.0000,1.000,0.4399,0.4046,0.0058
70000,8,689,53.01,1.17,8.35,0.02,16.00,0.01,1.13,0.007,0.088,228905.5,90538.7,8,0,4.12,1.15,1.10,3.9303,140.65,65871.5,3.0711,21.8369,12514,16.2078,2654,4.1540,11766.2,96.00,14.1787,0.0,0.0000,1.000,0.2974,1.3636,1.5131
70000,0,3,65.17,0.33,13.67,0.00,18.33,0.00,1.00,0.000,0.002,949.0,95.9,1,3,4.67,1.00,1.00,0.0293,1.71,45723.5,0.0000,0.0226,3870,5.0496,262,0.0000,0.2,112.92,0.0057,0.0,0.0000,1.000,0.3855,0.4740,0.0224
80000,8,767,51.93,1.05,7.89,0.20,16.76,0.00,1.10,0.000,0.099,82579.1,15783.0,7,0,4.13,1.08,1.08,1.0559,147.78,74044.6,0.1530,8.0308,12604,5.9423,2494,1.3902,1943.0,91.61,3.7342,0.0,0.0000,1.000,0.2669,1.2211,0.4184
80000,0,6,45.03,0.33,10.00,1.33,11.50,0.00,1.00,0.000,0.002,501.6,58.6,2,6,3.67,1.00,1.00,0.0130,0.19,37345.0,0.0000,0.0076,3780,1.6606,325,0.0000,0.0,127.96,0.0011,0.0,0.0000,1.000,0.4894,0.5787,0.0028
90000,8,567,44.50,0.53,8.80,0.36,14.21,0.01,1.05,0.007,0.070,211941.2,77807.0,10,0,3.94,1.06,1.03,3.1792,89.83,68068.8,4.2462,20.4009,12143,15.5458,2349,3.3746,10179.3,94.84,15.7990,0.0,0.0000,1.000,0.2888,1.2436,1.3220
90000,0,2,56.94,3.00,11.50,0.00,11.00,0.00,1.16,0.000,0.001,1044.0,129.8,2,2,4.00,1.00,1.00,0.0277,0.22,46786.0,0.0000,0.0221,4241,4.6903,289,0.0000,0.2,114.77,0.0038,0.0,0.0000,1.000,0.4025,0.4581,0.0132
100000,8,434,48.33,0.46,14.76,2.62,24.67,0.00,1.06,0.000,0.102,87007.1,22032.5,2,0,5.94,1.04,1.06,1.1081,104.02,72159.4,0.3773,8.0261,11263,6.0877,1431,0.7212,1662.3,98.81,3.6479,0.0,0.0000,1.000,0.2982,0.7511,0.4709
100000,0,6,45.11,0.00,14.00,3.17,32.00,0.00,1.00,0.000,0.005,1782.6,154.4,1,3,8.00,1.00,1.00,0.0258,0.97,51456.4,0.0000,0.0059,5121,2.3803,224,0.0000,0.0,102.61,0.0017,0.0,0.0000,1.000,0.3622,0.2475,0.0116
110000,8,772,44.05,0.70,9.77,0.93,14.65,0.00,1.16,0.001,0.095,234370.2,118097.5,6,0,4.23,1.11,1.18,5.1333,200.80,78711.6,1.9719,23.1177,13251,16.0716,2161,2.9163,10227.8,95.07,11.3975,0.0,0.0000,1.000,0.2963,1.0228,1.3222
110000,0,6,45.69,0.00,11.33,1.00,12.17,0.00,1.00,0.000,0.003,562.3,37.7,1,6,3.83,1.00,1.00,0.0221,1.16,36440.3,0.0000,0.0141,3133,4.6001,124,0.0000,0.1,120.86,0.0076,0.0,0.0000,1.000,0.4111,0.2649,0.0163
120000,8,569,42.98,0.46,10.39,1.78,20.53,0.07,1.07,0.025,0.092,108729.8,29073.7,6,0,5.06,1.11,1.04,1.4335,156.95,85242.3,0.0182,10.3237,12765,8.4923,1622,0.8145,2195.4,99.75,2.8737,0.0,0.0000,1.000,0.3238,0.7440,0.5802
120000,0,13,44.01,0.92,15.77,1.46,21.62,0.38,1.01,0.077,0.009,617.7,35.3,3,13,6.00,1.02,1.00,0.0091,1.09,35333.0,0.0000,0.0054,3619,1.8524,86,0.0000,0.0,100.88,0.0015,0.0,0.0000,1.000,0.2987,0.1558,0.0066
130000,8,604,41.37,0.41,9.70,0.61,14.37,0.01,1.09,0.007,0.085,217471.8,95747.3,11,0,4.28,1.08,1.10,4.2794,99.08,63258.7,5.5500,21.3864,11206,14.6511,1703,2.2630,8317.4,93.36,11.4140,0.0,0.0000,1.000,0.2766,0.9531,1.1879
130000,0,15,43.93,0.33,11.53,0.20,16.47,0.00,1.06,0.000,0.005,1345.3,231.4,5,15,4.67,1.00,1.13,0.0422,6.39,56729.2,0.0000,0.0140,5178,5.3169,191,0.0000,0.1,114.37,0.0066,0.0,0.0000,1.000,0.4083,0.2500,0.0230
140000,8,572,32.38,0.41,10.37,0.94,13.07,0.02,1.09,0.007,0.076,89644.2,30244.5,8,0,4.37,1.10,1.07,1.3096,170.68,74367.3,0.6043,8.6946,11670,6.0394,1556,0.6646,1933.7,95.23,3.0754,0.0,0.0000,1.000,0.2964,0.7957,0.5158
140000,0,5,31.45,0.60,10.80,0.40,12.60,0.00,1.00,0.000,0.002,512.1,88.8,1,5,4.40,1.00,1.00,0.0172,1.60,48335.2,0.0000,0.0050,4714,2.4536,147,0.0000,0.0,111.81,0.0017,0.0,0.0000,1.000,0.3723,0.2098,0.0090
150000,8,595,45.80,0.70,10.92,0.94,15.41,0.06,1.13,0.035,0.080,202397.4,79208.0,10,0,4.52,1.19,1.08,3.4021,122.68,82409.9,9.6047,19.8911,13041,13.5212,1928,2.0125,7253.1,97.03,10.5469,0.0,0.0000,1.000,0.2978,0.8716,1.1205
