step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,8,601,44.80,1.14,11.60,1.31,16.97,0.07,1.18,0.038,0.095,297341.3,87652.0,11,0,5.06,1.14,1.23,9.6483,182.90,80760.8,9.2877,19.8475,12234,21.7423,1613,3.1458,9606.8,98.72,7.4738,0.0,0.0000,1.000,0.3625,0.8235,1.6363
10000,0,13,46.78,0.00,16.62,2.23,12.69,0.00,1.00,0.000,0.006,29259.1,10195.0,2,13,4.69,1.00,1.00,1.8968,3.73,38492.7,0.0000,0.0198,4150,5.6977,223,0.0000,0.4,103.78,0.0061,0.0,0.0000,1.000,0.4207,0.3401,0.2032
20000,8,678,44.17,0.96,7.96,1.65,19.08,0.03,1.23,0.007,0.090,88160.5,24708.7,5,0,4.77,1.08,1.33,1.1877,192.84,92363.0,0.4867,9.0534,13935,6.6023,2340,0.9482,1954.5,97.84,2.4848,0.0,0.0000,1.000,0.3688,1.0041,0.4486
20000,0,4,39.05,0.00,10.75,2.25,14.00,0.00,1.00,0.000,0.003,546.2,21.2,2,4,4.50,1.00,1.00,0.0111,0.78,22022.5,0.0000,0.0052,2449,1.5077,120,0.0000,0.0,112.28,0.0010,0.0,0.0000,1.000,0.4255,0.3202,0.0109
30000,8,743,38.56,0.58,7.78,0.71,11.47,0.00,1.13,0.000,0.071,242697.9,121917.2,10,0,3.78,1.08,1.18,4.9306,132.35,85374.9,2.4780,23.6599,13425,18.1164,2454,3.0569,10170.0,96.40,12.0528,0.0,0.0000,1.000,0.3601,1.1220,1.6949
30000,0,8,47.62,3.25,8.75,0.25,11.12,0.00,1.41,0.000,0.004,879.7,163.5,3,7,3.12,1.00,1.33,0.0266,1.44,28920.8,0.0000,0.0177,2959,4.1025,136,0.0000,0.2,116.34,0.0057,0.0,0.0000,1.000,0.4549,0.3227,0.0195
40000,8,709,39.16,0.24,6.68,1.70,14.27,0.00,1.08,0.000,0.077,79670.6,25727.7,5,0,3.93,1.05,1.10,1.1544,195.05,84857.7,0.0394,8.1596,13135,6.0138,2854,0.8996,1750.7,96.78,3.7911,0.0,0.0000,1.000,0.3500,1.3069,0.4954
40000,0,3,45.84,0.00,12.67,0.67,15.00,0.00,1.00,0.000,0.002,446.9,44.0,1,3,4.67,1.00,1.00,0.0107,0.98,26790.3,0.0000,0.0073,3249,1.4102,210,0.0000,0.0,113.03,0.0010,0.0,0.0000,1.000,0.4875,0.4758,0.0049
50000,8,792,43.67,0.51,7.66,1.52,12.56,0.02,1.15,0.006,0.082,255792.7,105968.6,11,0,3.92,1.13,1.22,4.7106,201.07,82377.6,1.0053,24.6194,13476,19.0088,2551,3.1298,10294.6,98.37,12.1674,0.0,0.0000,1.000,0.3666,1.1428,1.6300
50000,0,4,56.39,0.00,10.50,0.25,18.25,0.00,1.00,0.000,0.003,1093.1,90.3,1,4,4.00,1.00,1.00,0.0170,1.06,28783.2,0.0000,0.0225,2908,4.0374,155,0.0000,0.2,107.56,0.0047,0.0,0.0000,1.000,0.4268,0.3632,0.0143
60000,8,533,57.19,0.90,7.77,2.31,17.95,0.01,1.20,0.013,0.075,82148.9,27625.2,6,0,4.65,1.17,1.22,1.5158,106.95,75979.4,0.0076,8.7302,12773,5.9856,3412,1.2410,2093.4,93.91,3.1462,0.0,0.0000,1.000,0.3441,1.6434,0.4598
