step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,8,457,41.36,0.89,13.05,1.43,21.32,0.07,1.11,0.020,0.076,322443.9,110582.4,6,0,5.42,1.11,1.09,11.1201,101.69,94103.2,0.0659,22.3817,13741,24.4258,2032,4.2215,12416.2,98.45,12.6841,0.0,0.0000,1.000,0.3149,0.9014,1.9327
10000,0,10,46.04,0.00,14.90,2.70,29.40,0.00,1.00,0.000,0.011,29389.2,9960.7,3,10,6.30,1.00,1.00,1.8274,0.20,25854.8,0.0000,0.0236,2643,5.3805,100,0.0000,0.6,108.04,0.0076,0.0,0.0000,1.000,0.4018,0.2355,0.1708
20000,8,359,41.11,0.60,11.72,3.28,29.98,0.00,1.07,0.000,0.076,85388.2,16004.4,3,0,6.23,1.05,1.07,0.9348,73.81,96916.4,0.0000,8.0891,13405,6.8576,1400,0.6590,1547.5,94.64,3.8784,0.0,0.0000,1.000,0.2924,0.6239,0.4012
20000,0,12,37.42,0.08,8.83,3.33,32.75,0.00,1.01,0.000,0.013,771.6,36.7,2,12,5.83,1.00,1.00,0.0127,1.57,27213.0,0.0000,0.0056,2979,1.3260,80,0.0000,0.0,124.10,0.0012,0.0,0.0000,1.000,0.4931,0.1466,0.0107
30000,8,575,47.37,0.60,14.30,1.26,21.79,0.04,1.10,0.019,0.102,238651.4,81600.9,5,0,5.46,1.10,1.11,4.3722,161.40,86123.9,0.6521,23.5135,13316,17.5694,1810,2.1756,9023.1,98.14,14.6507,0.0,0.0000,1.000,0.3144,0.8165,1.0994
30000,0,4,60.42,0.00,27.50,1.75,22.50,0.00,1.00,0.000,0.004,762.1,116.0,3,4,6.75,1.00,1.00,0.0367,1.95,32799.1,0.0000,0.0060,3068,4.2107,44,0.0000,0.0,108.06,0.0017,0.0,0.0000,1.000,0.3918,0.0844,0.0233
40000,8,449,48.34,0.41,14.35,0.90,26.96,0.01,1.08,0.004,0.087,89611.0,21754.9,2,0,6.00,1.07,1.11,1.2574,137.32,97550.9,0.0008,8.6109,13704,6.9697,1360,0.4871,1334.6,96.58,3.3961,0.0,0.0000,1.000,0.3152,0.5832,0.3692
40000,0,10,53.14,0.00,19.00,0.20,28.10,0.00,1.00,0.000,0.010,422.3,112.0,2,10,6.70,1.00,1.00,0.0233,1.76,25104.8,0.0000,0.0028,2680,1.4553,28,0.0000,0.0,117.46,0.0005,0.0,0.0000,1.000,0.3993,0.0653,0.0133
50000,8,555,49.82,1.23,13.02,0.02,20.12,0.25,1.29,0.092,0.090,237543.2,99973.5,7,0,5.27,1.27,1.31,4.5923,152.12,87401.8,1.4150,23.4931,13199,17.8952,1826,2.1413,8482.8,100.92,12.7779,0.0,0.0000,1.000,0.3380,0.8470,1.1349
50000,0,12,52.07,0.00,17.42,0.00,20.83,0.00,1.00,0.000,0.009,705.0,138.9,1,12,5.50,1.00,1.00,0.0535,2.73,32167.4,0.0000,0.0083,3185,3.8429,24,0.0000,0.1,96.18,0.0020,0.0,0.0000,1.000,0.2914,0.0549,0.0478
60000,8,606,47.66,1.48,10.19,0.13,21.85,0.03,1.29,0.013,0.103,90126.7,19288.7,6,0,5.18,1.21,1.37,1.1012,145.11,84883.4,0.0320,8.7423,12403,6.7614,1557,0.7178,1677.4,101.49,3.0368,0.0,0.0000,1.000,0.3327,0.7074,0.3808
60000,0,12,51.55,0.25,13.75,0.00,24.08,0.00,1.01,0.000,0.007,402.3,47.4,4,12,5.50,1.00,1.00,0.0258,3.54,35329.4,0.0000,0.0035,3981,1.6212,113,0.0000,0.0,95.36,0.0007,0.0,0.0000,1.000,0.3173,0.1832,0.0146
70000,8,792,42.09,0.84,9.09,0.00,15.12,0.08,1.22,0.034,0.094,242585.4,91738.5,5,0,4.23,1.19,1.25,4.2308,178.49,84810.7,1.7860,23.7580,13141,17.3037,1661,2.0894,8522.8,103.37,11.8308,0.0,0.0000,1.000,0.3537,0.7573,1.2591
70000,0,12,38.56,0.08,12.00,0.00,10.25,0.00,1.02,0.000,0.005,833.2,170.1,1,12,3.67,1.00,1.03,0.0547,5.39,33831.7,0.0000,0.0098,3243,5.1346,78,0.0000,0.0,86.35,0.0034,0.0,0.0000,1.000,0.2285,0.1510,0.0289
