step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,70.22,64,0,26,0,38,0,15,0,21,0,1.00,2,0.214,6985,6.66,310.50,29.46,139,8,8,0,1.00,1.00,1.00,6,8,7,27.4,73.058,36,1.951,0.721,8,1.000,17,55.07,-48.00,0,0.0682,0.933,0.0000,2715,0.4773,1,1
100000,10.98,36,3,7,0,26,0,4,0,2,0,1.00,8,0.364,6156,2.34,263.50,42.73,217,8,8,0,1.00,1.00,1.00,2,5,3,37.9,35.853,6,1.830,0.714,6,1.000,20,21.57,1.75,0,0.0000,0.558,0.0000,3278,1.0000,1,0
100000,115.08,64,0,26,0,38,0,23,0,36,0,1.00,0,0.200,5855,0.02,260.27,30.33,139,8,8,0,1.00,1.00,1.00,6,8,8,35.1,61.503,59,1.951,0.721,8,1.000,5,57.97,-31.75,0,0.0682,0.933,0.0000,2109,0.3729,0,0
100000,3.99,16,0,3,0,13,0,0,0,2,0,1.00,10,0.000,4458,0.00,132.93,28.01,179,8,8,0,1.00,1.00,1.00,1,2,1,13.2,5.051,2,1.995,0.481,4,1.000,13,10.03,-0.75,0,0.0509,0.000,0.0000,3489,1.0000,1,1
100000,9.98,16,0,3,0,13,0,0,0,5,0,1.00,6,0.000,4232,1.67,152.99,20.15,179,0,8,0,1.00,1.00,1.00,2,2,3,39.0,17.376,5,1.995,0.509,4,1.000,9,32.75,-19.25,0,0.0499,0.000,0.0000,3157,1.0000,0,0
100000,11.98,16,0,9,0,7,0,4,0,2,0,1.00,4,0.334,4014,-0.00,117.88,27.80,188,8,8,0,1.00,1.00,1.00,3,3,3,22.4,22.768,6,1.997,0.928,4,1.000,10,10.89,9.25,0,0.0069,0.870,0.0000,3091,1.0000,0,1
100000,13.87,25,0,6,0,19,0,3,0,4,0,1.00,6,0.216,3613,0.00,138.47,6.31,179,8,8,0,1.00,1.00,1.00,2,2,5,39.0,9.409,7,1.981,0.393,5,1.000,1,32.27,21.00,0,0.0514,0.000,0.0000,2463,1.0000,0,1
100000,5.99,16,0,9,0,7,0,0,0,3,0,1.00,8,0.000,3381,1.15,118.30,22.31,188,8,8,0,1.00,1.00,1.00,2,2,2,12.6,17.430,3,1.998,0.958,4,1.000,6,7.60,-5.25,0,0.0425,0.901,0.0000,2705,1.0000,0,1
100000,51.66,36,0,13,0,23,0,12,0,17,0,1.00,0,0.232,3339,0.00,134.48,2.96,125,8,8,0,1.00,1.00,1.00,5,6,6,24.4,43.192,29,1.781,0.542,6,1.000,2,21.83,-16.75,0,0.0073,0.179,0.0000,1690,0.5565,0,1
100000,23.95,16,0,5,0,11,0,5,0,7,0,1.00,2,0.209,3235,0.00,80.74,46.34,188,8,8,0,1.00,1.00,1.00,1,4,3,34.2,1.885,12,1.996,0.934,4,1.000,0,31.33,-6.00,0,0.0135,0.876,0.0000,2449,0.8174,0,1
100000,29.96,16,0,7,0,9,0,7,0,8,0,1.00,0,0.234,3202,0.00,87.71,1.23,188,8,8,0,1.00,1.00,1.00,4,4,4,3.0,18.136,15,1.997,0.923,4,1.000,1,10.61,-8.75,0,0.0144,0.875,0.0000,2292,0.7308,0,0
