step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,27.44,49,0,18,0,31,0,12,0,21,0,1.00,0,0.437,4462,1.20,251.18,60.04,21,0,0,0,1.00,1.00,1.00,9,7,7,22.6,60.625,33,0.831,0.535,7,1.000,16,19.77,-10.50,0,0.0000,0.078,0.0000,2875,0.7636,1,1
100000,3.33,49,0,18,0,31,0,0,0,4,0,1.00,18,0.000,4134,0.00,243.98,13.98,21,0,0,0,1.00,1.00,1.00,2,2,3,12.5,9.313,4,0.831,0.535,7,1.000,10,51.25,-19.25,0,0.0000,0.078,0.0000,2810,1.0000,1,1
100000,32.43,49,0,18,0,31,0,12,0,27,0,1.00,0,0.370,4055,0.00,194.18,4.01,21,2,0,0,1.00,1.00,1.00,6,7,7,51.8,0.393,39,0.831,0.535,7,1.000,9,24.56,-24.50,0,0.0000,0.078,0.0000,2591,0.7024,1,1
100000,8.83,49,0,22,0,27,0,8,0,0,0,1.00,16,0.906,4036,0.00,184.13,87.62,188,0,0,0,1.00,1.00,1.00,2,3,3,15.5,4.356,8,1.104,0.633,7,1.000,5,3.04,-3.00,0,0.0000,0.285,0.0000,2455,1.0000,1,1
100000,22.45,49,0,18,0,31,0,12,0,15,0,1.00,2,0.535,3926,1.87,260.94,34.11,21,1,0,0,1.00,1.00,1.00,6,7,6,30.7,73.866,27,0.831,0.535,7,1.000,15,40.38,-40.25,0,0.0000,0.078,0.0000,2664,0.8442,1,1
100000,32.43,49,0,18,0,31,0,14,0,25,0,1.00,0,0.432,3909,4.65,258.33,25.82,21,1,0,0,1.00,1.00,1.00,9,7,7,26.7,118.385,39,0.831,0.535,7,1.000,10,49.17,-46.75,0,0.0000,0.078,0.0000,2504,0.7024,1,1
100000,35.75,49,0,18,0,31,0,18,0,25,0,1.00,0,0.503,3823,1.62,228.39,66.92,21,0,0,0,1.00,1.00,1.00,6,7,7,23.8,69.578,43,0.831,0.535,7,1.000,6,50.03,-20.25,0,0.0000,0.078,0.0000,2409,0.6690,1,1
100000,22.45,49,0,18,0,31,0,11,0,16,0,1.00,2,0.490,3813,0.00,246.54,46.14,21,1,0,0,1.00,1.00,1.00,6,6,7,32.0,77.938,27,0.831,0.535,7,1.000,13,63.91,60.00,0,0.0000,0.078,0.0000,2709,0.8442,1,1
100000,8.31,49,0,18,0,31,0,3,0,7,0,1.00,10,0.361,3799,0.00,192.34,80.09,21,1,0,0,1.00,1.00,1.00,3,5,4,34.0,23.098,10,0.831,0.535,7,1.000,18,45.14,-37.25,0,0.0000,0.078,0.0000,2991,1.0000,1,1
100000,5.82,49,0,18,0,31,0,2,0,5,0,1.00,16,0.344,3773,0.02,200.19,34.60,21,1,0,0,1.00,1.00,1.00,1,3,3,30.6,16.947,7,0.831,0.535,7,1.000,12,49.51,41.00,0,0.0000,0.078,0.0000,3043,1.0000,1,1
