step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,30.00,32,8,7,0,17,5,1,0,4,0,2.81,8,0.033,5571,2.63,194.49,26.42,441,8,8,1,4.33,1.67,2.70,2,5,3,14.6,58.579,10,2.000,0.155,6,1.000,4,10.36,-3.50,0,0.0807,0.000,0.0000,3035,0.7303,1,1
100000,6.00,25,0,10,0,15,0,1,0,2,0,1.00,10,0.167,5181,0.00,169.46,36.65,468,8,8,0,1.00,1.00,1.00,3,2,3,8.6,1.950,3,2.000,0.623,5,1.000,14,21.04,-20.75,0,0.0852,0.000,0.0000,3319,1.0000,1,1
100000,47.00,36,0,17,6,13,0,9,5,12,0,1.00,0,0.191,4463,2.31,214.43,58.76,276,8,8,0,1.00,1.00,1.00,5,6,6,3.8,114.044,26,2.000,0.349,6,1.000,5,34.28,7.25,5,0.0972,0.000,0.0000,2414,0.5835,1,1
100000,65.00,36,4,10,4,18,4,8,3,15,0,1.71,0,0.123,4416,0.51,158.29,15.56,474,8,8,4,2.33,1.00,1.75,4,6,6,52.4,48.229,30,2.000,0.559,6,1.000,2,17.90,-15.75,3,0.0271,0.000,0.0000,2056,0.4961,1,1
100000,59.97,64,0,11,4,49,0,6,4,22,0,1.00,6,0.100,4252,1.20,157.22,5.70,464,8,8,0,1.00,1.00,1.00,5,5,8,10.2,63.178,32,1.999,0.835,8,1.000,3,11.74,5.25,4,0.0933,0.000,0.0000,1926,0.5165,1,1
100000,31.00,36,0,17,6,13,0,5,5,8,0,1.00,4,0.161,4164,0.00,124.44,32.63,276,8,8,0,1.00,1.00,1.00,4,5,5,47.3,26.103,18,2.000,0.349,6,1.000,4,55.07,-2.75,5,0.0972,0.000,0.0000,2681,0.7184,1,1
100000,6.00,15,1,4,0,10,0,0,0,3,0,1.00,6,0.000,4089,0.00,157.26,25.03,469,8,8,0,1.00,1.00,1.00,2,2,3,28.1,12.345,3,2.000,0.547,4,1.000,9,19.05,15.00,0,0.0934,0.000,0.0000,3206,1.0000,1,1
100000,18.00,24,0,12,0,12,0,1,0,8,0,1.00,6,0.056,3823,3.73,130.26,37.00,441,8,8,0,1.00,1.00,1.00,2,3,4,17.8,13.374,9,2.000,0.307,5,1.000,2,51.06,-38.75,0,0.0884,0.000,0.0000,2504,0.9428,1,0
100000,10.00,15,1,4,0,10,1,0,0,3,0,1.60,6,0.000,3609,0.00,93.44,16.11,469,8,8,0,3.00,1.00,1.50,2,4,1,12.0,6.630,4,2.000,0.547,4,1.000,6,2.14,-2.00,0,0.0934,0.000,0.0000,2704,1.0000,1,1
100000,37.00,21,0,12,1,8,0,11,1,7,0,1.00,0,0.297,3503,0.00,84.81,40.77,441,8,8,0,1.00,1.00,1.00,4,5,5,10.0,24.102,19,2.000,0.601,5,1.000,2,31.58,31.00,1,0.0943,0.000,0.0000,2196,0.6576,0,1
100000,49.00,25,0,12,1,12,0,12,1,12,0,1.00,0,0.245,3465,0.14,116.26,59.26,441,8,8,0,1.00,1.00,1.00,4,5,5,17.7,36.549,25,2.000,0.354,5,1.000,0,57.38,-22.00,1,0.0917,0.000,0.0000,1980,0.5714,0,1
100000,46.00,25,0,10,0,15,0,9,0,14,0,1.00,0,0.196,3341,6.23,128.93,53.32,468,8,8,0,1.00,1.00,1.00,4,5,5,4.0,68.355,23,2.000,0.623,5,1.000,1,17.59,17.50,0,0.0852,0.000,0.0000,1925,0.5898,1,1
100000,42.00,25,0,9,0,16,0,8,0,13,0,1.00,0,0.190,3280,0.00,90.52,43.81,468,8,8,0,1.00,1.00,1.00,4,5,5,20.7,11.602,21,2.000,0.626,5,1.000,1,33.83,-17.00,0,0.0801,0.000,0.0000,1903,0.6172,1,1
100000,26.00,25,0,8,4,13,0,4,4,7,0,1.00,4,0.154,3173,2.09,126.89,13.35,472,8,8,0,1.00,1.00,1.00,4,5,3,44.3,16.776,15,2.000,0.754,5,1.000,0,15.97,15.25,4,0.0928,0.000,0.0000,2005,0.7845,0,1
100000,37.00,49,0,18,2,29,0,1,1,17,0,1.00,10,0.027,3024,3.77,137.67,5.11,472,8,8,0,1.00,1.00,1.00,4,5,4,26.3,23.136,19,2.000,0.752,7,1.000,1,22.95,22.50,1,0.0893,0.000,0.0000,1356,0.6576,1,1
100000,34.00,16,3,3,0,10,3,2,0,9,0,1.88,0,0.059,3017,0.00,72.06,5.52,469,8,8,1,2.75,1.00,1.88,4,4,4,17.2,22.534,14,2.000,0.438,4,1.000,1,3.04,-3.00,0,0.0910,0.000,0.0000,2012,0.6860,1,1
100000,30.00,15,1,4,0,10,1,3,0,10,0,1.25,0,0.100,2987,0.00,80.27,16.54,469,8,8,2,1.50,1.00,1.25,2,4,4,22.6,18.483,14,2.000,0.547,4,1.000,0,6.58,6.50,0,0.0934,0.000,0.0000,2149,0.7303,1,1
100000,6.00,16,0,7,0,9,0,0,0,3,0,1.00,8,0.000,2860,0.92,115.83,12.46,276,8,8,0,1.00,1.00,1.00,1,2,2,35.9,16.224,3,2.000,0.740,4,1.000,4,15.35,13.25,0,0.0888,0.000,0.0000,2686,1.0000,1,1
100000,48.00,24,0,12,0,12,0,12,0,12,0,1.00,0,0.250,2746,0.38,87.54,48.25,441,8,8,0,1.00,1.00,1.00,4,5,5,26.1,22.297,24,2.000,0.307,5,1.000,0,17.34,15.25,0,0.0884,0.000,0.0000,1585,0.5774,0,1
100000,41.00,25,0,11,1,13,0,10,1,10,0,1.00,0,0.244,2694,1.05,91.87,41.86,441,8,8,0,1.00,1.00,1.00,4,5,5,9.9,36.880,21,2.000,0.354,5,1.000,2,21.57,12.25,1,0.0917,0.000,0.0000,1553,0.6247,1,1
100000,8.00,25,0,8,4,13,0,0,0,4,0,1.00,10,0.000,2690,0.00,118.79,2.41,472,8,8,0,1.00,1.00,1.00,1,1,4,37.7,0.668,4,2.000,0.754,5,1.000,0,7.32,1.00,0,0.0928,0.000,0.0000,1884,1.0000,1,1
100000,26.00,16,1,4,0,11,1,3,0,8,0,1.25,0,0.115,2664,0.00,89.20,3.22,469,8,8,2,1.50,1.00,1.25,3,4,4,5.8,21.921,12,2.000,0.698,4,1.000,0,1.03,1.00,0,0.0958,0.000,0.0000,2012,0.7845,1,1
100000,34.00,25,0,12,2,11,0,5,2,11,0,1.00,2,0.147,2649,0.02,89.12,39.01,441,8,8,0,1.00,1.00,1.00,2,4,5,18.7,25.147,18,2.000,0.320,5,1.000,0,21.29,-16.25,2,0.0883,0.000,0.0000,1753,0.6860,0,1
100000,45.00,25,0,21,1,3,0,19,1,3,0,1.00,0,0.422,2508,-0.00,43.57,70.52,461,8,8,0,1.00,1.00,1.00,4,5,5,9.6,23.888,23,2.000,0.828,5,1.000,2,12.52,5.50,1,0.0983,0.000,0.0000,1447,0.5963,1,1
100000,43.00,25,0,8,1,16,0,5,1,16,0,1.00,0,0.116,2492,2.45,109.22,3.54,276,8,8,0,1.00,1.00,1.00,4,5,5,17.4,39.459,22,2.000,0.377,5,1.000,0,5.62,-3.00,1,0.0983,0.000,0.0000,1446,0.6100,1,1
100000,41.00,25,0,12,1,12,0,8,1,12,0,1.00,0,0.195,2416,4.39,79.12,32.34,441,8,8,0,1.00,1.00,1.00,4,5,5,10.6,37.185,21,2.000,0.354,5,1.000,1,22.52,8.75,1,0.0917,0.000,0.0000,1402,0.6247,1,1
100000,45.00,25,0,12,1,12,0,10,1,12,0,1.00,0,0.222,2413,0.00,69.32,85.71,441,8,8,0,1.00,1.00,1.00,4,5,5,30.9,13.045,23,2.000,0.354,5,1.000,0,32.00,31.75,1,0.0917,0.000,0.0000,1409,0.5963,1,1
100000,42.00,24,0,13,0,11,0,10,0,11,0,1.00,0,0.238,2345,0.00,65.82,20.37,441,8,8,0,1.00,1.00,1.00,4,5,5,2.3,22.929,21,2.000,0.302,5,1.000,0,11.95,3.25,0,0.0802,0.000,0.0000,1389,0.6172,1,1
100000,52.00,36,0,15,8,13,0,10,8,12,0,1.00,0,0.192,2295,0.00,74.37,3.42,276,0,8,0,1.00,1.00,1.00,6,6,6,45.7,7.493,30,2.000,0.349,6,1.000,1,26.16,-16.25,8,0.0972,0.000,0.0000,1200,0.5547,0,1
100000,49.00,25,0,11,1,13,0,11,1,13,0,1.00,0,0.224,2277,0.10,76.66,24.96,441,8,8,0,1.00,1.00,1.00,4,5,5,50.2,59.431,25,2.000,0.354,5,1.000,0,49.77,-17.75,1,0.0917,0.000,0.0000,1301,0.5714,0,1
100000,49.00,25,0,12,1,12,0,12,1,12,0,1.00,0,0.245,2246,0.00,65.84,9.36,441,0,8,0,1.00,1.00,1.00,4,5,5,19.0,24.829,25,2.000,0.354,5,1.000,0,31.53,-31.00,1,0.0917,0.000,0.0000,1283,0.5714,0,1
100000,70.00,49,0,22,6,21,0,19,6,13,0,1.00,2,0.271,2221,0.00,97.39,3.78,276,8,8,0,1.00,1.00,1.00,6,6,7,27.0,51.601,38,2.000,0.209,7,1.000,1,24.23,9.00,6,0.0969,0.000,0.0000,1049,0.4781,0,1
100000,7.00,25,1,9,1,14,0,1,1,2,0,1.00,10,0.143,2153,0.00,52.98,2.20,441,8,8,0,1.00,1.00,1.00,2,4,1,27.3,2.932,4,2.000,0.465,5,1.000,1,13.20,-12.00,1,0.0965,0.000,0.0000,2095,1.0000,0,1
100000,32.00,16,1,4,0,11,1,3,0,11,0,1.25,0,0.094,2142,0.00,65.17,0.81,469,8,8,2,1.50,1.00,1.25,4,4,4,2.4,6.065,15,2.000,0.547,4,1.000,0,7.65,-4.75,0,0.0934,0.000,0.0000,1512,0.7071,1,1
100000,48.00,25,7,7,0,11,7,3,0,7,0,2.78,2,0.063,2099,0.00,36.54,8.28,441,8,8,0,1.50,1.00,4.00,3,5,4,13.0,8.892,17,2.000,0.462,5,1.000,0,1.00,0.00,0,0.0889,0.000,0.0000,1203,0.5774,1,1
100000,24.00,14,1,4,0,9,1,3,0,7,0,1.25,0,0.125,2087,0.00,55.96,1.91,469,8,8,2,1.50,1.00,1.25,2,4,4,1.3,10.825,11,2.000,0.642,4,1.000,0,5.88,-1.25,0,0.0831,0.000,0.0000,1692,0.8165,1,1
100000,49.00,25,0,11,1,13,0,11,1,13,0,1.00,0,0.224,2086,0.00,62.52,19.09,441,8,8,0,1.00,1.00,1.00,4,5,5,18.9,1.419,25,2.000,0.354,5,1.000,0,29.05,-6.75,1,0.0917,0.000,0.0000,1192,0.5714,0,1
100000,44.00,21,3,9,0,9,3,7,0,9,0,1.70,0,0.159,2084,0.00,46.45,10.10,469,8,8,2,2.60,1.00,1.60,4,5,5,15.3,14.679,19,2.000,0.783,5,1.000,0,1.77,-1.25,0,0.0826,0.000,0.0000,1235,0.6030,1,1
100000,53.00,36,0,17,6,13,0,13,5,11,0,1.00,2,0.245,2031,3.74,145.69,29.54,276,8,8,0,1.00,1.00,1.00,4,6,5,35.9,74.506,29,2.000,0.349,6,1.000,1,28.46,-27.00,5,0.0972,0.000,0.0000,1003,0.5494,1,0
100000,49.00,25,0,12,1,12,0,12,1,12,0,1.00,0,0.245,2016,0.00,59.88,42.97,441,0,8,0,1.00,1.00,1.00,4,5,5,43.6,28.894,25,2.000,0.348,5,1.000,0,19.42,-11.00,1,0.0917,0.000,0.0000,1152,0.5714,0,1
100000,12.00,16,0,3,7,6,0,2,2,3,0,1.00,4,0.167,2016,-0.00,63.58,0.44,466,8,8,0,1.00,1.00,1.00,4,4,2,16.4,20.874,7,2.000,0.533,4,1.000,0,21.15,10.25,2,0.0608,0.000,0.0000,1919,1.0000,1,0
