step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,165,0.9030,1897.6,901,56,44,65,1,0,0,18857,18490,18528,0,0,0,1.000,1.000,1.000,44,15,4,0.3882,0.0940,0.9277,0.0538
2000,81,0.4074,1043.1,379,47,14,20,4,2,1,20284,19678,20325,0,0,0,1.000,1.000,1.000,13,3,8,0.7998,0.0378,0.9648,0.0262
3000,2090,0.4665,20052.8,247,573,767,750,8,21,19,26231,25897,24972,0,0,0,1.000,1.000,1.000,482,313,13,0.2136,0.1611,0.4804,0.0897
4000,547,0.4333,7492.9,536,236,167,144,13,29,17,27227,27283,26210,0,0,0,1.000,1.000,1.000,184,64,16,0.4960,0.0672,0.7995,0.0459
5000,1154,0.5286,15367.1,508,404,441,309,40,43,53,28076,27385,26198,0,0,0,1.000,1.000,1.000,327,152,16,0.3605,0.1117,0.6416,0.0574
6000,876,0.5011,14560.6,760,326,302,248,30,40,44,27734,27053,26776,0,0,0,1.000,1.000,1.000,265,134,10,0.4025,0.0874,0.6865,0.0535
7000,933,0.5209,15934.0,796,320,337,276,39,34,43,28407,27312,27287,0,0,0,1.000,1.000,1.000,257,126,16,0.3575,0.0958,0.6793,0.0580
8000,930,0.5151,17283.9,850,300,346,284,39,38,57,29586,28705,28453,0,0,0,1.000,1.000,1.000,236,114,11,0.3395,0.0979,0.6743,0.0608
9000,753,0.5272,15744.4,1061,287,257,209,36,29,44,32188,31189,30784,0,0,0,1.000,1.000,1.000,212,100,6,0.3284,0.1040,0.7104,0.0631
10000,676,0.5296,14879.2,1164,236,241,199,42,32,42,35261,34475,33501,0,0,0,1.000,1.000,1.000,179,92,4,0.3015,0.1038,0.7129,0.0676
11000,497,0.5895,13091.9,1502,200,161,136,25,27,41,36409,35845,34576,0,0,0,1.000,1.000,1.000,163,46,8,0.2666,0.1073,0.7518,0.0704
12000,461,0.5401,12039.8,1438,220,140,101,18,30,26,37569,37251,35624,0,0,0,1.000,1.000,1.000,187,65,8,0.1602,0.1515,0.7496,0.0813
13000,292,0.5377,8689.1,1852,139,83,70,13,26,19,39073,39256,37303,0,0,0,1.000,1.000,1.000,107,20,2,0.0988,0.1820,0.7438,0.0882
14000,188,0.6064,5922.2,2136,106,50,32,7,13,13,40031,40894,38659,0,0,0,1.000,1.000,1.000,92,20,1,0.0606,0.3027,0.7595,0.0929
15000,143,0.5315,4377.7,1929,101,27,15,7,12,7,40558,42020,39490,0,0,0,1.000,1.000,1.000,88,12,1,0.0541,0.2419,0.7231,0.0987
16000,154,0.5455,4341.5,1531,105,22,27,2,15,13,40454,42430,39859,0,0,0,1.000,1.000,1.000,91,9,0,0.0542,0.2566,0.6956,0.1042
17000,116,0.6121,4213.0,1955,81,28,7,2,20,5,39837,42023,39520,0,0,0,1.000,1.000,1.000,75,10,0,0.0936,0.1741,0.8254,0.0920
18000,259,0.3668,7173.7,1071,148,93,18,4,29,15,38119,40123,37922,0,0,0,1.000,1.000,1.000,125,52,0,0.1458,0.1353,0.7879,0.0833
19000,344,0.4331,11228.9,1179,190,91,63,8,42,30,37223,38586,36641,0,0,0,1.000,1.000,1.000,156,35,5,0.1755,0.1392,0.7538,0.0867
20000,506,0.4980,14779.7,1182,197,161,148,13,51,54,36277,37019,35510,0,0,0,1.000,1.000,1.000,157,68,7,0.1758,0.1457,0.7101,0.0907
21000,596,0.4362,18156.1,1316,245,211,140,31,74,56,35087,35417,34462,0,0,0,1.000,1.000,1.000,212,81,6,0.1903,0.1417,0.7086,0.0903
22000,738,0.4783,21149.3,1284,280,297,161,36,60,65,33713,33410,32713,0,0,0,1.000,1.000,1.000,239,122,10,0.2457,0.1277,0.6877,0.0829
23000,874,0.4977,24202.6,1290,307,319,248,46,59,68,33082,32350,32070,0,0,0,1.000,1.000,1.000,246,108,13,0.2031,0.1477,0.6356,0.0868
24000,941,0.5048,23313.7,1303,325,341,275,42,66,58,33338,32019,31734,0,0,0,1.000,1.000,1.000,261,125,13,0.2141,0.1346,0.6304,0.0812
25000,992,0.4698,23413.2,1248,356,380,256,43,56,48,33475,31549,31516,0,0,0,1.000,1.000,1.000,286,153,12,0.2130,0.1426,0.6186,0.0855
26000,921,0.5038,22861.9,1303,327,327,267,38,52,80,33997,31137,30992,0,0,0,1.000,1.000,1.000,269,112,12,0.2438,0.1288,0.6526,0.0782
27000,961,0.5068,21831.7,1268,342,357,262,40,39,50,34889,32298,31282,0,0,0,1.000,1.000,1.000,278,140,18,0.2006,0.1579,0.6303,0.0858
28000,824,0.4903,21029.1,1373,274,322,228,33,48,43,35187,32658,31620,0,0,0,1.000,1.000,1.000,217,130,11,0.2256,0.1409,0.6749,0.0838
29000,762,0.4908,20090.3,1406,298,278,186,33,41,47,35255,33058,31849,0,0,0,1.000,1.000,1.000,243,116,6,0.2291,0.1246,0.6798,0.0778
30000,691,0.5282,18327.1,1467,284,236,171,32,32,39,36248,34098,32685,0,0,0,1.000,1.000,1.000,234,68,4,0.2177,0.1242,0.7007,0.0834
31000,597,0.5293,15057.9,1518,233,208,156,21,27,41,37432,36029,34332,0,0,0,1.000,1.000,1.000,196,89,3,0.1779,0.1366,0.7161,0.0875
32000,400,0.5700,11686.3,1778,160,117,123,22,24,40,39026,38157,36380,0,0,0,1.000,1.000,1.000,133,38,1,0.1193,0.1794,0.7472,0.0964
33000,270,0.5556,8048.0,1968,140,73,57,24,18,24,40064,39961,37748,0,0,0,1.000,1.000,1.000,122,30,2,0.0822,0.1734,0.7639,0.0985
34000,209,0.5359,5564.0,1836,130,52,27,13,21,14,40938,41381,38785,0,0,0,1.000,1.000,1.000,106,13,0,0.0601,0.2561,0.7657,0.1037
35000,132,0.5682,3642.1,1837,88,37,7,7,13,4,41284,42528,39598,0,0,0,1.000,1.000,1.000,68,13,1,0.0673,0.2639,0.7553,0.1042
36000,132,0.5152,3690.9,1490,103,24,5,6,15,5,40909,42704,39702,0,0,0,1.000,1.000,1.000,88,4,1,0.0733,0.2317,0.7645,0.1032
37000,121,0.3884,3736.9,1583,87,30,4,6,18,4,40418,42299,39472,0,0,0,1.000,1.000,1.000,77,12,0,0.0917,0.1535,0.8655,0.0956
38000,188,0.5000,5656.8,1273,130,42,16,4,27,15,38855,40618,38129,0,0,0,1.000,1.000,1.000,110,13,0,0.1597,0.1329,0.8548,0.0806
39000,377,0.3767,9228.4,907,179,138,60,16,40,23,36747,38066,35912,0,0,0,1.000,1.000,1.000,152,72,2,0.2374,0.1195,0.7819,0.0718
40000,553,0.4611,13247.8,925,228,176,149,30,42,44,36585,37359,35401,0,0,0,1.000,1.000,1.000,188,76,3,0.1929,0.1422,0.6981,0.0876
41000,599,0.4858,14484.6,1049,239,178,182,37,39,50,36008,35677,34549,0,0,0,1.000,1.000,1.000,191,73,9,0.2502,0.1299,0.7175,0.0786
42000,870,0.4402,17032.2,838,338,330,202,43,50,54,35099,34089,32675,0,0,0,1.000,1.000,1.000,273,126,3,0.2574,0.1217,0.6796,0.0780
43000,873,0.3998,17379.7,873,346,326,201,39,52,57,35354,33395,31939,0,0,0,1.000,1.000,1.000,288,117,8,0.2633,0.1168,0.6918,0.0747
44000,964,0.4118,17026.1,771,345,338,281,50,52,64,34047,31871,30848,0,0,0,1.000,1.000,1.000,267,121,10,0.3364,0.1001,0.6980,0.0649
45000,1016,0.4390,17820.9,755,344,369,303,57,56,81,33678,30993,30025,0,0,0,1.000,1.000,1.000,269,142,21,0.3671,0.0986,0.6979,0.0597
46000,1137,0.4925,18718.4,735,407,400,330,63,61,67,33934,31047,30290,0,0,0,1.000,1.000,1.000,340,171,16,0.3212,0.1051,0.6629,0.0634
47000,1051,0.4329,17543.3,772,395,376,280,55,56,58,34563,31706,30795,0,0,0,1.000,1.000,1.000,308,160,16,0.3268,0.1029,0.6902,0.0631
48000,976,0.4857,15747.1,801,378,344,254,54,52,55,35388,32891,31489,0,0,0,1.000,1.000,1.000,305,131,11,0.3298,0.0951,0.6913,0.0633
49000,888,0.5101,14920.4,833,300,293,295,39,39,58,35878,33951,32618,0,0,0,1.000,1.000,1.000,228,122,12,0.2837,0.1111,0.6874,0.0688
50000,694,0.4899,13128.7,928,276,238,180,34,35,54,37326,35604,34021,0,0,0,1.000,1.000,1.000,225,85,8,0.2566,0.1131,0.7233,0.0743
51000,595,0.5529,12182.8,1156,260,197,138,31,37,47,38911,37652,35583,0,0,0,1.000,1.000,1.000,209,87,5,0.1717,0.1378,0.7169,0.0929
52000,360,0.5833,8736.2,1424,137,123,100,25,37,35,40112,39525,37250,0,0,0,1.000,1.000,1.000,113,37,6,0.1278,0.1671,0.7653,0.0971
53000,285,0.5579,7170.5,1586,149,88,48,16,26,23,40542,40717,38230,0,0,0,1.000,1.000,1.000,115,26,2,0.0795,0.1889,0.7529,0.1033
54000,209,0.6603,5499.5,1702,126,59,24,13,24,16,41376,42262,39552,0,0,0,1.000,1.000,1.000,105,22,0,0.0474,0.2874,0.7389,0.1193
