step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,26.00,49,0,22,0,27,0,5,0,8,0,1.00,8,0.192,6879,0.61,323.95,72.23,328,16,16,0,1.00,1.00,1.00,5,4,6,20.0,48.169,13,2.000,0.724,7,1.000,22,5.03,4.50,0,0.0881,0.849,0.0000,2944,0.7845,1,1
100000,22.00,36,0,18,0,18,0,3,0,8,0,1.00,4,0.136,6578,2.34,259.36,80.00,378,16,16,0,1.00,1.00,1.00,3,5,5,41.1,49.831,11,2.000,0.706,6,1.000,24,54.28,-10.50,0,0.0855,0.686,0.0000,3299,0.8528,1,0
100000,8.00,36,0,10,0,26,0,0,0,4,0,1.00,14,0.000,6526,0.00,189.91,43.02,356,16,16,0,1.00,1.00,1.00,1,2,3,19.8,10.325,4,2.000,0.823,6,1.000,22,11.19,10.25,0,0.0946,0.835,0.0000,3314,1.0000,0,1
100000,44.00,36,0,18,0,18,0,12,0,10,0,1.00,0,0.273,5921,2.95,247.26,28.97,378,16,16,0,1.00,1.00,1.00,4,6,6,1.3,69.857,22,2.000,0.706,6,1.000,13,9.25,-7.25,0,0.0855,0.686,0.0000,2872,0.6030,0,0
100000,28.00,36,0,18,0,18,0,4,0,10,0,1.00,2,0.143,5804,3.32,277.67,58.47,378,16,16,0,1.00,1.00,1.00,4,5,6,13.1,88.381,14,2.000,0.706,6,1.000,18,16.45,13.25,0,0.0855,0.686,0.0000,2878,0.7559,0,0
100000,12.00,25,0,11,0,14,0,4,0,2,0,1.00,6,0.333,5066,0.27,199.85,38.87,139,16,16,0,1.00,1.00,1.00,2,5,2,21.2,31.642,6,2.000,0.728,5,1.000,13,31.35,30.25,0,0.0568,0.899,0.0000,3058,1.0000,1,0
100000,28.00,25,0,14,0,11,0,8,0,6,0,1.00,0,0.286,4969,0.83,135.84,17.91,139,16,16,0,1.00,1.00,1.00,4,5,5,24.8,16.987,14,2.000,0.712,5,1.000,11,26.23,-10.00,0,0.0543,0.881,0.0000,2923,0.7559,1,1
100000,38.00,25,0,11,0,14,0,9,0,10,0,1.00,0,0.237,4496,1.73,174.39,33.30,139,16,16,0,1.00,1.00,1.00,3,5,5,30.1,85.453,19,2.000,0.754,5,1.000,5,27.76,17.25,0,0.0621,0.898,0.0000,2639,0.6489,1,1
100000,38.00,24,0,13,0,11,0,10,0,9,0,1.00,0,0.263,4485,0.62,165.25,25.03,372,16,16,0,1.00,1.00,1.00,4,5,5,39.2,45.662,19,2.000,0.544,5,1.000,5,27.94,23.25,0,0.0000,0.928,0.0000,2618,0.6489,0,1
100000,42.00,25,0,10,0,15,0,9,0,12,0,1.00,0,0.214,4465,0.00,139.23,17.23,139,16,16,0,1.00,1.00,1.00,4,5,5,14.1,20.109,21,2.000,0.711,5,1.000,4,15.55,1.25,0,0.0521,0.905,0.0000,2583,0.6172,1,1
100000,42.00,25,0,11,0,14,0,9,0,12,0,1.00,0,0.214,4209,1.31,100.42,49.95,139,16,16,0,1.00,1.00,1.00,4,5,5,31.8,14.384,21,2.000,0.753,5,1.000,4,23.35,-17.00,0,0.0619,0.898,0.0000,2397,0.6172,0,1
100000,42.00,25,0,10,0,15,0,8,0,13,0,1.00,0,0.190,4194,1.96,170.86,48.66,139,16,16,0,1.00,1.00,1.00,4,5,5,42.6,108.277,21,2.000,0.725,5,1.000,4,25.18,-12.25,0,0.0622,0.909,0.0000,2416,0.6172,0,1
100000,44.00,25,0,11,0,14,0,9,0,13,0,1.00,0,0.205,4052,2.91,153.69,7.36,139,16,16,0,1.00,1.00,1.00,4,5,5,23.1,58.292,22,2.000,0.754,5,1.000,3,52.56,52.50,0,0.0621,0.898,0.0000,2340,0.6030,0,1
100000,46.00,25,0,11,0,14,0,11,0,12,0,1.00,0,0.239,4003,0.00,183.99,55.99,139,16,16,0,1.00,1.00,1.00,4,5,5,37.3,140.070,23,2.000,0.753,5,1.000,2,23.33,22.25,0,0.0619,0.898,0.0000,2297,0.5898,1,1
100000,42.00,25,0,9,0,16,0,8,0,13,0,1.00,0,0.190,3947,0.00,172.48,35.79,383,16,16,0,1.00,1.00,1.00,4,5,5,30.7,68.384,21,2.000,0.748,5,1.000,4,5.66,4.00,0,0.0732,0.852,0.0000,2273,0.6172,1,1
100000,48.00,25,0,9,0,16,0,8,0,16,0,1.00,0,0.167,3496,1.13,144.32,9.31,139,16,16,0,1.00,1.00,1.00,4,5,5,13.0,67.683,24,2.000,0.691,5,1.000,1,17.59,-17.50,0,0.0585,0.895,0.0000,1981,0.5774,1,1
100000,118.00,64,0,5,0,59,0,5,0,54,0,1.00,0,0.042,3427,0.00,116.78,1.56,139,16,16,0,1.00,1.00,1.00,9,8,8,28.0,22.718,59,2.000,0.252,8,1.000,1,10.51,0.50,0,0.0954,0.938,0.0000,1236,0.3682,1,1
100000,46.00,25,0,10,0,15,0,10,0,13,0,1.00,0,0.217,3413,-0.00,97.93,20.17,139,16,16,0,1.00,1.00,1.00,4,5,5,12.9,11.320,23,2.000,0.711,5,1.000,2,10.55,1.00,0,0.0521,0.905,0.0000,1943,0.5898,1,1
100000,50.00,25,0,10,0,15,0,10,0,15,0,1.00,0,0.200,3400,0.00,106.19,31.29,139,16,16,0,1.00,1.00,1.00,4,5,5,21.1,14.933,25,2.000,0.755,5,1.000,0,25.24,-7.00,0,0.0521,0.903,0.0000,1923,0.5657,0,0
100000,82.00,64,0,30,0,34,0,9,0,32,0,1.00,0,0.110,3377,0.00,139.29,13.31,385,16,16,0,1.00,1.00,1.00,7,8,8,8.2,35.174,41,2.000,0.914,8,1.000,0,7.29,6.25,0,0.0796,0.833,0.0000,1217,0.4417,1,1
100000,70.00,36,0,11,0,25,0,11,0,24,0,1.00,0,0.157,3260,4.35,131.61,14.78,373,16,16,0,1.00,1.00,1.00,6,6,6,32.3,46.186,35,2.000,0.679,6,1.000,1,12.59,12.50,0,0.0461,0.930,0.0000,1543,0.4781,1,1
100000,42.00,25,0,7,0,18,0,6,0,15,0,1.00,0,0.143,3242,0.00,153.61,11.96,379,16,16,0,1.00,1.00,1.00,4,5,5,26.7,59.945,21,2.000,0.788,5,1.000,4,8.55,5.25,0,0.0782,0.879,0.0000,1860,0.6172,0,1
100000,72.00,36,0,11,0,25,0,11,0,25,0,1.00,0,0.153,3241,0.00,125.69,7.76,375,16,16,0,1.00,1.00,1.00,6,6,6,12.2,68.197,36,2.000,0.689,6,1.000,0,15.13,-5.75,0,0.0799,0.786,0.0000,1527,0.4714,0,1
100000,96.00,49,0,22,0,27,0,22,0,26,0,1.00,0,0.229,3231,4.14,230.07,36.00,328,16,16,0,1.00,1.00,1.00,9,7,7,15.0,137.377,48,2.000,0.724,7,1.000,1,7.42,6.25,0,0.0881,0.849,0.0000,1306,0.4082,1,1
100000,50.00,25,0,10,0,15,0,10,0,15,0,1.00,0,0.200,3214,0.76,126.87,12.85,357,16,16,0,1.00,1.00,1.00,4,5,5,21.4,61.636,25,2.000,0.696,5,1.000,0,9.84,-8.75,0,0.0661,0.902,0.0000,1818,0.5657,1,1
100000,72.00,36,0,11,0,25,0,11,0,25,0,1.00,0,0.153,3157,1.93,140.97,1.20,375,16,16,0,1.00,1.00,1.00,9,6,6,41.1,92.198,36,2.000,0.687,6,1.000,0,23.42,-6.50,0,0.0813,0.799,0.0000,1488,0.4714,0,1
100000,48.00,25,0,7,0,18,0,6,0,18,0,1.00,0,0.125,3125,0.00,108.24,4.78,383,16,16,0,1.00,1.00,1.00,4,5,5,18.2,7.370,24,2.000,0.770,5,1.000,1,4.98,-1.50,0,0.0768,0.820,0.0000,1773,0.5774,0,1
100000,94.00,49,0,36,0,13,0,34,0,13,0,1.00,0,0.362,3117,0.00,96.31,37.80,373,16,16,0,1.00,1.00,1.00,9,7,7,26.1,21.002,47,2.000,0.485,7,1.000,2,39.45,39.25,0,0.0404,0.843,0.0000,1262,0.4126,0,1
100000,48.00,25,0,10,0,15,0,9,0,15,0,1.00,0,0.188,3097,0.00,92.30,30.55,139,16,16,0,1.00,1.00,1.00,4,5,5,18.8,37.894,24,2.000,0.686,5,1.000,1,26.87,-5.75,0,0.0587,0.910,0.0000,1764,0.5774,1,0
100000,50.00,25,0,11,0,14,0,11,0,14,0,1.00,0,0.220,2998,0.00,107.39,4.45,139,16,16,0,1.00,1.00,1.00,4,5,5,19.9,30.386,25,2.000,0.753,5,1.000,0,11.77,0.75,0,0.0619,0.898,0.0000,1695,0.5657,0,1
100000,48.00,25,0,6,0,19,0,6,0,18,0,1.00,0,0.125,2995,6.80,128.65,10.75,379,16,16,0,1.00,1.00,1.00,4,5,5,61.2,63.645,24,2.000,0.798,5,1.000,1,23.58,19.50,0,0.0786,0.882,0.0000,1697,0.5774,0,1
100000,50.00,25,0,9,0,16,0,9,0,16,0,1.00,0,0.180,2932,1.30,115.12,26.41,139,16,16,0,1.00,1.00,1.00,4,5,5,25.2,74.076,25,2.000,0.688,5,1.000,0,29.02,-1.00,0,0.0581,0.894,0.0000,1658,0.5657,0,1
100000,50.00,25,0,11,0,14,0,11,0,14,0,1.00,0,0.220,2922,0.00,92.84,15.89,139,16,16,0,1.00,1.00,1.00,4,5,5,38.3,33.373,25,2.000,0.753,5,1.000,0,17.55,16.75,0,0.0619,0.898,0.0000,1652,0.5657,1,1
100000,48.00,25,0,10,0,15,0,10,0,14,0,1.00,0,0.208,2871,2.01,143.24,2.03,373,16,16,0,1.00,1.00,1.00,4,5,5,62.5,63.852,24,2.000,0.750,5,1.000,1,28.04,10.50,0,0.0573,0.954,0.0000,1646,0.5774,0,1
100000,50.00,25,0,10,0,15,0,10,0,15,0,1.00,0,0.200,2805,0.00,132.96,11.33,357,16,16,0,1.00,1.00,1.00,4,5,5,34.3,86.457,25,2.000,0.696,5,1.000,0,50.20,-22.25,0,0.0661,0.902,0.0000,1586,0.5657,0,1
100000,50.00,25,0,9,0,16,0,9,0,16,0,1.00,0,0.180,2792,0.00,64.39,49.39,139,16,16,0,1.00,1.00,1.00,4,5,5,13.5,27.320,25,2.000,0.690,5,1.000,0,1.52,1.50,0,0.0584,0.894,0.0000,1579,0.5657,1,1
100000,48.00,25,0,11,0,14,0,11,0,13,0,1.00,0,0.229,2770,0.00,85.49,7.50,139,16,16,0,1.00,1.00,1.00,4,5,5,43.3,9.702,24,2.000,0.753,5,1.000,1,43.22,25.00,0,0.0619,0.898,0.0000,1571,0.5774,0,1
100000,46.00,25,0,10,0,15,0,8,0,15,0,1.00,0,0.174,2744,0.00,113.43,8.80,357,16,16,0,1.00,1.00,1.00,4,5,5,40.8,64.158,23,2.000,0.696,5,1.000,2,49.96,-40.50,0,0.0661,0.902,0.0000,1556,0.5898,0,1
100000,18.00,11,0,6,0,5,0,4,0,5,0,1.00,4,0.222,2719,0.00,119.27,2.72,357,16,16,0,1.00,1.00,1.00,4,3,5,37.2,58.114,9,2.000,0.697,5,1.000,2,54.12,-15.00,0,0.0475,0.844,0.0000,2324,0.9428,0,1
