step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,6,630,43.67,0.82,12.32,1.34,18.24,0.03,1.11,0.011,0.085,363993.4,158670.3,3,0,4.91,1.05,1.19,13.2305,168.90,101106.5,0.1121,24.4873,15188,28.6387,2771,3.6145,9717.2,99.86,12.3265,0.0,0.0000,1.000,0.3174,1.1466,2.2920
10000,0,2,41.46,1.50,14.00,3.50,15.00,0.00,1.09,0.000,0.005,4271.8,1367.4,2,2,6.50,1.00,1.00,0.2736,0.30,12980.2,0.0000,0.0073,1196,1.7117,69,0.0000,0.1,101.79,0.0018,0.0,0.0000,1.000,0.4758,0.3542,0.0366
20000,6,487,45.79,1.78,11.76,2.00,25.53,0.11,1.32,0.041,0.082,107537.7,26211.1,4,0,5.62,1.26,1.34,1.2763,168.91,111197.5,0.0000,9.8588,15319,9.2671,1569,0.6712,1451.7,99.66,3.2250,0.0,0.0000,1.000,0.3236,0.6065,0.5202
20000,0,1,75.25,4.00,22.00,4.00,34.00,0.00,1.59,0.000,0.003,406.2,126.5,1,1,4.00,1.00,2.38,0.0229,0.51,10847.4,0.0000,0.0028,1065,0.8037,26,0.0000,0.0,104.95,0.0005,0.0,0.0000,1.000,0.4056,0.1439,0.0090
30000,6,795,50.78,2.03,10.70,0.26,21.23,0.14,1.37,0.058,0.106,271403.3,146878.8,2,0,5.02,1.28,1.40,5.8404,177.58,112365.1,0.0000,26.7855,16061,23.5273,2161,3.5953,10461.2,99.59,12.7470,0.0,0.0000,1.000,0.3268,0.8461,1.7067
30000,0,1,10.21,0.00,4.00,0.00,6.00,0.00,1.00,0.000,0.004,146.1,56.2,1,1,2.00,1.00,1.00,0.0077,0.29,3363.1,0.0000,0.0019,323,0.6150,12,0.0000,0.0,120.41,0.0006,0.0,0.0000,1.000,0.4365,0.2840,0.0083
40000,6,556,47.93,0.85,14.78,0.29,23.45,0.10,1.16,0.031,0.087,92355.7,24334.7,2,0,5.57,1.13,1.16,1.0671,156.52,113569.5,0.0000,8.9223,15657,8.5773,1793,0.6505,1271.5,100.04,3.4384,0.0,0.0000,1.000,0.3256,0.7095,0.4858
40000,0,2,53.64,0.00,24.50,0.00,22.50,0.00,1.00,0.000,0.008,160.2,15.6,0,2,5.00,1.00,1.00,0.0080,1.58,6662.0,0.0000,0.0009,727,0.2979,20,0.0000,0.0,99.18,0.0002,0.0,0.0000,1.000,0.4003,0.1442,0.0061
50000,6,789,42.83,0.90,8.47,0.11,16.77,0.18,1.21,0.077,0.083,281073.7,145040.7,9,0,4.33,1.26,1.16,5.7015,178.85,105869.2,0.0007,27.6701,15583,23.8011,2362,2.9888,9354.3,98.89,11.7087,0.0,0.0000,1.000,0.3208,0.9242,1.8120
50000,0,2,42.64,0.00,13.00,0.00,15.00,0.00,1.00,0.000,0.005,179.1,61.7,2,2,4.00,1.00,1.00,0.0153,0.45,8695.2,0.0000,0.0023,801,1.2977,9,0.0000,0.0,121.58,0.0017,0.0,0.0000,1.000,0.4869,0.0775,0.0162
60000,6,623,45.46,0.94,11.85,1.20,22.78,0.06,1.21,0.019,0.093,99720.5,25681.1,5,0,5.63,1.18,1.29,1.2700,178.95,110270.9,0.0000,9.4656,15451,8.8592,1691,0.7166,1390.8,99.76,3.0485,0.0,0.0000,1.000,0.3271,0.6408,0.5349
60000,0,8,43.14,0.12,11.88,1.12,24.00,0.00,1.00,0.000,0.017,179.1,17.0,3,8,4.12,1.00,1.00,0.0052,0.30,8662.4,0.0000,0.0014,933,0.4784,28,0.0000,0.0,103.93,0.0003,0.0,0.0000,1.000,0.3591,0.2028,0.0029
70000,6,698,43.45,0.95,10.35,0.11,18.91,0.11,1.23,0.043,0.084,278054.2,120756.9,6,0,4.72,1.22,1.23,5.2689,141.87,112285.1,0.0000,27.4569,15813,24.2185,1974,1.7736,6498.0,100.61,11.7982,0.0,0.0000,1.000,0.3290,0.7414,1.6084
70000,0,1,25.13,0.00,7.00,0.00,6.00,0.00,1.00,0.000,0.003,430.2,115.7,0,1,2.00,1.00,1.00,0.0241,0.40,5206.0,0.0000,0.0039,571,1.2138,11,0.0000,0.0,83.11,0.0015,0.0,0.0000,1.000,0.3275,0.1045,0.0130
80000,6,618,47.34,1.04,12.73,0.01,21.50,0.04,1.24,0.011,0.086,111204.3,27638.5,4,0,5.41,1.10,1.38,1.6010,228.40,114609.7,0.0000,10.8036,15792,9.9708,1552,0.4870,1254.8,100.26,2.8905,0.0,0.0000,1.000,0.3293,0.5902,0.4690
80000,0,1,49.28,0.00,15.00,0.00,21.00,0.00,1.00,0.000,0.004,76.7,89.2,1,1,4.00,1.00,1.00,0.0144,0.67,5110.0,0.0000,0.0008,592,0.2928,10,0.0000,0.0,93.14,0.0002,0.0,0.0000,1.000,0.3193,0.1165,0.0043
90000,6,855,41.82,0.56,9.13,0.57,15.35,0.07,1.14,0.028,0.085,285344.0,128356.9,9,0,4.24,1.10,1.15,5.3271,253.42,110658.3,0.0000,28.2052,16067,24.9334,2122,2.1217,7077.3,100.04,11.6509,0.0,0.0000,1.000,0.3279,0.7758,1.6313
90000,0,1,57.10,0.00,12.00,0.00,37.00,0.00,1.00,0.000,0.010,142.2,18.5,1,1,6.00,1.00,1.00,0.0066,0.09,3205.0,0.0000,0.0012,317,0.6134,12,0.0000,0.0,97.91,0.0003,0.0,0.0000,1.000,0.3785,0.2817,0.0056
100000,6,525,50.28,0.73,12.88,0.04,27.99,0.07,1.15,0.019,0.086,101655.2,21983.5,7,0,5.83,1.12,1.20,1.4784,65.30,115199.9,0.0000,9.7513,15860,9.3995,1545,0.4575,983.7,99.84,3.3015,0.0,0.0000,1.000,0.3284,0.5510,0.4525
100000,0,3,50.84,0.33,15.00,0.00,32.33,0.00,1.06,0.000,0.017,125.6,8.1,1,3,5.33,1.00,1.10,0.0027,0.22,4910.1,0.0000,0.0010,524,0.2218,5,0.0000,0.0,104.98,0.0001,0.0,0.0000,1.000,0.3454,0.0574,0.0014
